"__leidenCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1","1.8717948717948718","5.847953216374269E-4","0.5342465753424658","0.6","5","2","false","METTL15P1","20.6","0","5","0","0","0","0","0.9757834757834759","false","0","METTL15P1","8","0.5282051282051282"
"44","1.8823529411764706","0.0","0.53125","1.0","2","2","false","NPEPL1","14.0","0","2",,"0","0","0","0.9480968858131488","false","0","NPEPL1","0","0.8235294117647058"
"27","1.4230769230769231","0.05155078255078255","0.7027027027027026","0.37142857142857144","15","2","false","SULT1A1","9.733333333333333","0","15","0","0","0","0","0.9837278106508875","false","0","SULT1A1","132","0.37435897435897436"
"88","1.7083333333333333","0.004921497584541063","0.5853658536585367","0.5714285714285714","7","2","false","TMEM61","13.285714285714286","0","7","0","0","0","0","0.9704861111111112","false","0","TMEM61","18","0.5535714285714286"
"53","1.5","0.0","0.6666666666666666","0.0","1","2","false","MINDY2","2.0","0","1","0","0","0","0","0.75","false","0","MINDY2","0","0.0"
"184","1.75","0.002525252525252525","0.5714285714285714","0.6666666666666666","3","2","false","H2BC26","9.333333333333334","0","3","0","0","0","0","0.9375","false","0","H2BC26","2","0.7777777777777778"
"181","1.8","0.0","0.5555555555555556","1.0","2","3","false","P2RX6","4.0","0","2","0",,"0","0","0.8","false","0","P2RX6","0","1.0"
"21","0.0","0.0","0.0","0.0","0","0","true","RPIA","0.0","0","0","0","0","0","0","Infinity","false","0","RPIA","0","0.0"
"125","1.7142857142857142","0.01282051282051282","0.5833333333333334","0.5","4","2","false","ZNF717","7.25","0","4","0","0","0","0","0.9489795918367347","false","0","ZNF717","6","0.5178571428571429"
"88","1.875","7.246376811594203E-4","0.5333333333333333","0.6666666666666666","3","2","false","GOLGA6D","13.0","0","3","0","0","0","0","0.9635416666666666","false","0","GOLGA6D","2","0.5416666666666666"
"6","1.6666666666666667","0.041127344877344874","0.6","0.39285714285714285","8","3","false","PCBP1","7.875","0","8","0","0","0","0","0.9487179487179488","false","0","PCBP1","62","0.39375"
"115","1.6153846153846154","0.017912087912087912","0.6190476190476191","0.3111111111111111","10","2","false","MRE11","10.5","0","10","0","0","0","0","0.9763313609467456","false","0","MRE11","62","0.40384615384615385"
"90","1.6451612903225807","0.012467997951868919","0.6078431372549019","0.5636363636363636","11","2","false","HPD","14.272727272727273","0","11","0","0","0","0","0.9791883454734651","false","0","HPD","48","0.4604105571847507"
"27","1.6538461538461537","0.009975579975579976","0.6046511627906977","0.5833333333333334","9","2","false","ASXL2","13.0","0","9",,"0","0","0","0.9748520710059172","false","0","ASXL2","30","0.5"
"145","1.9090909090909092","0.0","0.5238095238095238","1.0","2","3","false","OSGIN2","7.0","0","2","0","0","0","0","0.909090909090909","false","0","OSGIN2","0","0.7"
"112","1.6","0.018128306878306882","0.625","0.5111111111111111","10","2","false","RABEP1","12.1","0","10",,"0","0","0","0.976","false","0","RABEP1","44","0.484"
"128","1.5833333333333333","0.023806648263170003","0.6315789473684211","0.35555555555555557","10","2","false","TRAV12-3","10.1","0","10","0","0","0","0","0.9756944444444445","false","0","TRAV12-3","58","0.42083333333333334"
"161","1.0","1.0","1.0","0.0","2","1","false","DCP2","1.0","0","2",,"0","0","0","1.0","false","0","DCP2","2","0.0"
"111","1.6666666666666667","0.003472222222222222","0.6","0.6666666666666666","3","2","false","ZFR2","8.333333333333334","0","3",,"0","0","0","0.925925925925926","false","0","ZFR2","2","0.9259259259259259"
"13","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","ATXN10","9.0","0","1","0","0","0","0","0.9012345679012346","false","0","ATXN10","0","0.0"
"15","1.5","0.5","0.6666666666666666","0.0","2","2","false","GRAP2","2.0","0","2","0",,"0","0","0.8333333333333334","false","0","GRAP2","6","0.5"
"123","1.8333333333333333","0.0","0.5454545454545455","1.0","2","2","false","LRRC8E","11.5","0","2","0","0","0","0","0.9305555555555555","false","0","LRRC8E","0","0.9583333333333334"
"20","1.6","0.4","0.625","0.0","2","2","false","B9D1","2.5","0","2","0","0","0","0","0.85","false","0","B9D1","8","0.5"
"152","1.0","1.0","1.0","0.0","2","1","false","ARHGEF15","1.0","0","2","0","0","0","0","1.0","false","0","ARHGEF15","2","0.0"
"61","1.0","1.0","1.0","0.0","2","1","false","CMKLR1","1.0","0","2",,"0","0","0","1.0","false","0","CMKLR1","2","0.0"
"34","1.75","0.0","0.5714285714285714","1.0","2","3","false","PROP1","2.5","0","2","0","0","0","0","0.75","false","0","PROP1","0","0.8333333333333334"
"196","0.0","0.0","0.0","0.0","0","0","true","ALDH1A2","0.0","0","0","0",,"0","0","Infinity","false","0","ALDH1A2","0","0.0"
"128","1.7083333333333333","0.011423107890499195","0.5853658536585367","0.2857142857142857","7","2","false","COBLL1","10.571428571428571","0","7","0","0","0","0","0.9704861111111112","false","0","COBLL1","30","0.44047619047619047"
"88","1.7916666666666667","0.0016821946169772257","0.5581395348837209","0.7","5","2","false","APOBEC3A","15.0","0","5","0","0","0","0","0.9670138888888888","false","0","APOBEC3A","6","0.625"
"125","1.5","0.0717948717948718","0.6666666666666666","0.3333333333333333","7","2","false","QRICH2","5.571428571428571","0","7","0","0","0","0","0.9642857142857143","false","0","QRICH2","28","0.3979591836734694"
"144","1.53125","0.05014191359874364","0.6530612244897959","0.3333333333333333","15","2","false","CNR2","10.733333333333333","0","15","1","1","1","0","0.9822916666666667","false","0","CNR2","204","0.33541666666666664"
"73","1.0","0.0","1.0","0.0","1","1","false","SNRNP48","1.0","0","1","0","0","0","0","1.0","false","0","SNRNP48","0","0.0"
"89","1.85","0.0017543859649122805","0.5405405405405405","0.6666666666666666","3","2","false","SYN1","10.666666666666666","0","3",,"0","0","0","0.9574999999999999","false","0","SYN1","2","0.5333333333333333"
"128","1.6666666666666667","0.01552938808373591","0.6","0.39285714285714285","8","2","false","MED15","10.25","0","8","0",,"0","0","0.9722222222222222","false","0","MED15","34","0.4270833333333333"
"1","1.8717948717948718","7.351959781109579E-4","0.5342465753424658","0.6","5","2","false","TRIB1","20.8","0","5","0","0","0","0","0.9757834757834759","false","0","TRIB1","8","0.5333333333333333"
"124","1.6666666666666667","0.013888888888888888","0.6","0.6666666666666666","3","2","false","ZPBP","4.333333333333333","0","3","0","0","0","0","0.925925925925926","false","0","ZPBP","2","0.48148148148148145"
"70","1.0","0.0","1.0","0.0","1","1","false","UBE2Q2","1.0","0","1","0","0","0","0","1.0","false","0","UBE2Q2","0","0.0"
"197","0.0","0.0","0.0","0.0","0","0","true","GNAT2","0.0","0","0","0","0","0","0","Infinity","false","0","GNAT2","0","0.0"
"27","1.8461538461538463","4.3956043956043956E-4","0.5416666666666666","0.8333333333333334","4","2","false","NMUR1","17.75","0","4",,"0","0","0","0.9674556213017751","false","0","NMUR1","2","0.6826923076923077"
"144","1.84375","0.0016968258382329573","0.5423728813559322","0.5","5","2","false","TTYH1","16.8","0","5",,"0","0","0","0.971875","false","0","TTYH1","14","0.525"
"189","1.5714285714285714","0.030219780219780223","0.6363636363636364","0.5333333333333333","6","2","false","ZNF277","7.0","0","6","0","0","0","0","0.9591836734693878","false","0","ZNF277","14","0.5"
"181","1.2","0.25","0.8333333333333334","0.5","4","2","false","PCARE","2.75","0","4","0","0","0","0","0.95","false","0","PCARE","10","0.55"
"46","1.84375","0.0031398009472606244","0.5423728813559322","0.3","5","2","false","LRP2BP","15.4","0","5","0","0","0","0","0.9698660714285714","false","0","LRP2BP","40","0.49032258064516127"
"46","1.75","0.01174555171530978","0.5714285714285714","0.2857142857142857","8","2","false","HTR1E","12.625","0","8","0","0","0","0","0.9732142857142857","false","0","HTR1E","72","0.4032258064516129"
"1","1.8461538461538463","0.004417150496479253","0.5416666666666666","0.4","6","2","false","STAP1","17.0","0","6","0","0","0","0","0.9764957264957265","false","0","STAP1","40","0.4358974358974359"
"17","1.5","0.0","0.6666666666666666","0.0","1","2","false","CAMKV","2.0","0","1",,"0","0","0","0.75","false","0","CAMKV","0","0.0"
"141","1.6","0.020370370370370372","0.625","0.5","4","2","false","FGD5","5.5","0","4","0","0","0","0","0.9400000000000001","false","0","FGD5","6","0.55"
"7","1.25","0.5","0.8","0.3333333333333333","3","2","false","ZNF397","2.0","0","3","0","0","0","0","0.9166666666666666","false","0","ZNF397","6","0.5555555555555556"
"1","1.7179487179487178","0.008809202493413019","0.582089552238806","0.509090909090909","11","2","false","RAB24","15.727272727272727","0","11","0","0","0","0","0.9800569800569802","false","0","RAB24","58","0.40326340326340326"
"62","1.8695652173913044","0.0","0.5348837209302325","1.0","3","2","false","OR2J1","18.666666666666668","0","3","0","0","0","0","0.9621928166351607","false","0","OR2J1","0","0.8115942028985508"
"131","2.25","0.0","0.4444444444444444","0.0","1","3","false","CYB5R1","2.0","0","1","0","0","0","0","0.5833333333333334","false","0","CYB5R1","0","0.0"
"71","1.25","0.8333333333333333","0.8","0.0","3","2","false","PNMA8A","1.3333333333333333","0","3","0","0","0","0","0.9166666666666666","false","0","PNMA8A","10","0.3333333333333333"
"89","1.85","0.0","0.5405405405405405","1.0","3","2","false","MIER2","13.666666666666666","0","3","0","0","0","0","0.9574999999999999","false","0","MIER2","0","0.6833333333333333"
"198","0.0","0.0","0.0","0.0","0","0","true","OR4K15","0.0","0","0","0","0","0","0","Infinity","false","0","OR4K15","0","0.0"
"189","1.8571428571428572","0.0","0.5384615384615384","1.0","2","2","false","SH3RF3","13.5","0","2","0","0","0","0","0.9387755102040816","false","0","SH3RF3","0","0.9642857142857143"
"6","1.4761904761904763","0.11171756814613959","0.6774193548387096","0.2909090909090909","11","2","false","HNRNPM","6.454545454545454","0","11","0","0","0","0","0.9633699633699634","false","0","HNRNPM","118","0.30735930735930733"
"152","1.5","0.0","0.6666666666666666","0.0","1","2","false","CALU","2.0","0","1","0","0","0","0","0.75","false","0","CALU","0","0.0"
"10","1.7777777777777777","0.0","0.5625","1.0","2","2","false","TRBJ1-2","5.5","0","2","0","0","0","0","0.9135802469135802","false","0","TRBJ1-2","0","0.6111111111111112"
"162","0.0","0.0","0.0","0.0","0","0","true","MFSD9","0.0","0","0","0","0","0","0","Infinity","false","0","MFSD9","0","0.0"
"144","1.8125","0.004431840497124388","0.5517241379310345","0.4666666666666667","6","2","false","APOBEC3C","17.0","0","6","0","0","0","0","0.9729166666666667","false","0","APOBEC3C","66","0.53125"
"46","1.34375","0.11678107398873529","0.7441860465116279","0.2523809523809524","21","2","false","POPDC3","9.523809523809524","0","21","0","0","0","0","0.9877232142857143","false","0","POPDC3","374","0.2976190476190476"
"1","1.6923076923076923","0.014923039923039923","0.5909090909090909","0.36363636363636365","12","2","false","EFCAB9","14.5","0","12","0","0","0","0","0.9807692307692307","false","0","EFCAB9","88","0.3717948717948718"
"128","1.4583333333333333","0.06287669657234875","0.6857142857142857","0.28205128205128205","13","2","false","SMIM26","8.76923076923077","0","13","0","0","0","0","0.9809027777777778","false","0","SMIM26","112","0.36538461538461536"
"95","0.0","0.0","0.0","0.0","0","0","true","IL32","0.0","0","0",,"0","0","0","Infinity","false","0","IL32","0","0.0"
"199","0.0","0.0","0.0","0.0","0","0","true","ENTPD5","0.0","0","0","0",,"0","0","Infinity","false","0","ENTPD5","0","0.0"
"27","1.8076923076923077","0.001347985347985348","0.5531914893617021","0.7","5","2","false","SH3D19","17.0","0","5",,"0","0","0","0.9689349112426036","false","0","SH3D19","6","0.6538461538461539"
"44","1.8823529411764706","0.0","0.53125","1.0","2","2","false","CDY2B","13.5","0","2",,"0","0","0","0.9480968858131488","false","0","CDY2B","0","0.7941176470588235"
"145","2.0","0.0","0.5","1.0","2","3","false","ZNF595","6.5","0","2",,"0","0","0","0.9","false","0","ZNF595","0","0.7222222222222222"
"32","0.0","0.0","0.0","0.0","0","0","true","BEAN1","0.0","0","0",,"0","0","0","Infinity","false","0","BEAN1","0","0.0"
"90","1.2903225806451613","0.0946594982078853","0.775","0.24675324675324675","22","2","false","SF3A1","8.590909090909092","0","22","0","0","0","0","0.9906347554630593","false","0","SF3A1","348","0.27712609970674484"
"180","1.8","0.0","0.5555555555555556","0.0","1","2","false","CNNM2","5.0","0","1",,"0","0","0","0.8400000000000001","false","0","CNNM2","0","0.0"
"5","1.8775510204081634","4.6732279202990856E-4","0.5326086956521738","0.7333333333333333","6","2","false","MRPL28","30.666666666666668","0","6","0","0","0","0","0.98171768707483","false","0","MRPL28","8","0.6258503401360545"
"1","1.6923076923076923","0.020313061800475995","0.5909090909090909","0.22727272727272727","12","2","false","ODF3","13.0","0","12","0",,"0","0","0.9807692307692307","false","0","ODF3","130","0.3399122807017544"
"72","1.75","0.0","0.5714285714285714","0.0","1","2","false","CCDC83","4.0","0","1","0","0","0","0","0.8125","false","0","CCDC83","0","0.0"
"1","1.6153846153846154","0.028755431244723028","0.6190476190476191","0.2857142857142857","15","2","false","OR4X1","13.6","0","15","0",,"0","0","0.982905982905983","false","0","OR4X1","198","0.356140350877193"
"47","2.0","0.0","0.5","0.0","1","3","false","CRTAC1","2.0","0","1","0","0","0","0","0.5","false","0","CRTAC1","0","0.0"
"118","0.0","0.0","0.0","0.0","0","0","true","FGF7","0.0","0","0",,"0","0","0","Infinity","false","0","FGF7","0","0.0"
"27","1.7692307692307692","0.0012369852369852371","0.5652173913043479","0.8","6","2","false","TC2N","16.166666666666668","0","6","0","0","0","0","0.9704142011834319","false","0","TC2N","6","0.6217948717948718"
"125","1.6428571428571428","0.01043956043956044","0.6086956521739131","0.7","5","2","false","ARHGAP30","7.6","0","5","0","0","0","0","0.9540816326530612","false","0","ARHGAP30","6","0.5428571428571428"
"72","1.0","1.0","1.0","0.0","4","1","false","TCTN3","1.0","0","4","0","0","0","0","1.0","false","0","TCTN3","12","0.0"
"157","1.5555555555555556","0.2361111111111111","0.6428571428571428","0.3333333333333333","4","2","false","TLR5","3.75","0","4","0","0","0","0","0.9305555555555556","false","0","TLR5","22","0.4375"
"90","1.8709677419354838","1.0240655401945725E-4","0.5344827586206897","0.8333333333333334","4","2","false","CAMK1G","27.25","0","4",,"0","0","0","0.9719042663891779","false","0","CAMK1G","2","0.8790322580645161"
"111","1.1111111111111112","0.1736111111111111","0.8999999999999999","0.32142857142857145","8","2","false","PRR14L","4.25","0","8","0","0","0","0","0.9876543209876544","false","0","PRR14L","38","0.4722222222222222"
"46","1.71875","0.01409130184331797","0.5818181818181818","0.3888888888888889","9","2","false","FLYWCH1","10.777777777777779","0","9","0","0","0","0","0.9743303571428571","false","0","FLYWCH1","48","0.3368055555555556"
"200","0.0","0.0","0.0","0.0","0","0","true","SMIM23","0.0","0","0","0",,"0","0","Infinity","false","0","SMIM23","0","0.0"
"6","1.8095238095238095","0.00505952380952381","0.5526315789473684","0.5","4","2","false","WDR77","9.5","0","4","0","0","0","0","0.9377289377289377","false","0","WDR77","8","0.4523809523809524"
"73","1.0","0.0","1.0","0.0","1","1","false","ZRSR2","1.0","0","1","0","0","0","0","1.0","false","0","ZRSR2","0","0.0"
"11","2.0","0.0","0.5","0.0","1","3","false","UBE2G1","3.0","0","1","0","0","0","0","0.6666666666666666","false","0","UBE2G1","0","0.0"
"28","1.75","0.00505050505050505","0.5714285714285714","0.6666666666666666","3","2","false","FGF13","7.333333333333333","0","3","0","0","0","0","0.9375","false","0","FGF13","2","0.6111111111111112"
"145","1.1818181818181819","0.22303030303030308","0.8461538461538461","0.3888888888888889","9","2","false","ST8SIA5","4.666666666666667","0","9","0","0","0","0","0.9818181818181818","false","0","ST8SIA5","54","0.42424242424242425"
"89","1.7","0.015087719298245612","0.5882352941176471","0.4666666666666667","6","2","false","SOBP","9.166666666666666","0","6","0","0","0","0","0.9650000000000001","false","0","SOBP","16","0.4583333333333333"
"6","1.8571428571428572","0.01384920634920635","0.5384615384615384","0.5","5","3","false","IGF2BP3","8.0","0","5","0","0","0","0","0.9340659340659341","false","0","IGF2BP3","22","0.42105263157894735"
"58","2.0","0.047619047619047616","0.5","0.0","2","3","false","MLEC","3.0","0","2","0","0","0","0","0.75","false","0","MLEC","4","0.6666666666666666"
"1","1.794871794871795","0.004518989782147677","0.5571428571428572","0.32142857142857145","8","2","false","NVL","13.875","0","8","0","0","0","0","0.9779202279202279","false","0","NVL","44","0.3557692307692308"
"46","1.90625","0.0011200716845878136","0.5245901639344263","0.5","4","3","false","GOT1L1","16.5","0","4","0","0","0","0","0.9676339285714286","false","0","GOT1L1","6","0.532258064516129"
"134","1.6666666666666667","0.009259259259259259","0.6","0.6666666666666666","3","2","false","MRTFB","5.666666666666667","0","3",,"0","0","0","0.925925925925926","false","0","MRTFB","2","0.6296296296296297"
"88","1.875","2.5879917184265007E-4","0.5333333333333333","0.6666666666666666","3","2","false","IGHV4-61","19.0","0","3","0",,"0","0","0.9635416666666666","false","0","IGHV4-61","2","0.7916666666666666"
"74","0.0","0.0","0.0","0.0","0","0","true","CLDN22","0.0","0","0",,"0","0","0","Infinity","false","0","CLDN22","0","0.0"
"201","0.0","0.0","0.0","0.0","0","0","true","CCDC78","0.0","0","0","0",,"0","0","Infinity","false","0","CCDC78","0","0.0"
"144","1.9375","0.01869206525769373","0.5161290322580645","0.08333333333333333","9","3","false","RIN3","7.222222222222222","0","9","0","0","0","0","0.96875","false","0","RIN3","82","0.3333333333333333"
"5","1.816326530612245","0.0015039279102676798","0.550561797752809","0.6666666666666666","9","2","false","NBPF6","24.555555555555557","0","9","0","0","0","0","0.9829931972789115","false","0","NBPF6","24","0.5011337868480725"
"149","0.0","0.0","0.0","0.0","0","0","true","IHH","0.0","0","0","0","0","0","0","Infinity","false","0","IHH","0","0.0"
"5","1.8775510204081634","3.964611140253735E-4","0.5326086956521738","0.6666666666666666","6","2","false","RASGEF1A","30.833333333333332","0","6","0","0","0","0","0.98171768707483","false","0","RASGEF1A","10","0.6292517006802721"
"16","1.85","0.0","0.5405405405405405","1.0","3","2","false","IGHV3-9","14.0","0","3","0","0","0","0","0.9574999999999999","false","0","IGHV3-9","0","0.7"
"5","1.836734693877551","8.437233522539982E-4","0.5444444444444444","0.6428571428571429","8","2","false","CALHM2","28.625","0","8",,"0","0","0","0.9825680272108843","false","0","CALHM2","20","0.5841836734693877"
"163","0.0","0.0","0.0","0.0","0","0","true","ZNF257","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF257","0","0.0"
"46","1.78125","0.0028097798259088575","0.5614035087719298","0.5714285714285714","7","2","false","PDE7A","17.571428571428573","0","7",,"0","0","0","0.9720982142857143","false","0","PDE7A","18","0.5491071428571429"
"46","1.78125","0.0021097350230414743","0.5614035087719298","0.6190476190476191","7","2","false","ZNF221","17.285714285714285","0","7","0","0","0","0","0.9720982142857143","false","0","ZNF221","16","0.5401785714285714"
"96","0.0","0.0","0.0","0.0","0","0","true","RTP3","0.0","0","0","0","0","0","0","Infinity","false","0","RTP3","0","0.0"
"128","1.7916666666666667","0.0015700483091787441","0.5581395348837209","0.7","5","2","false","VGF","14.0","0","5","0","0","0","0","0.9670138888888888","false","0","VGF","6","0.5833333333333334"
"187","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","FAM110C","9.0","0","1",,"0","0","0","0.9012345679012346","false","0","FAM110C","0","0.0"
"54","0.0","0.0","0.0","0.0","0","0","true","OTUD1","0.0","0","0","0","0","0","0","Infinity","false","0","OTUD1","0","0.0"
"125","1.6428571428571428","0.0173992673992674","0.6086956521739131","0.5","5","2","false","PWWP3A","7.0","0","5",,"0","0","0","0.9540816326530612","false","0","PWWP3A","10","0.5"
"1","1.4615384615384615","0.06382170969127489","0.6842105263157895","0.2571428571428571","21","2","false","PHC2","11.19047619047619","0","21","0","0","0","0","0.9871794871794872","false","0","PHC2","364","0.2869352869352869"
"144","1.59375","0.036738884621949144","0.6274509803921569","0.2692307692307692","13","2","false","TELO2","9.846153846153847","0","13",,"0","0","0","0.9802083333333333","false","0","TELO2","134","0.3076923076923077"
"85","1.8571428571428572","0.0","0.5384615384615384","1.0","2","3","false","TPTE2","4.5","0","2","0","0","0","0","0.8571428571428571","false","0","TPTE2","0","0.75"
"46","1.78125","0.008958973374295954","0.5614035087719298","0.2857142857142857","8","3","false","AADACL4","13.75","0","8",,"0","0","0","0.9720982142857143","false","0","AADACL4","40","0.45416666666666666"
"133","1.6","0.0","0.625","1.0","2","2","false","ZNF382","3.5","0","2",,"0","0","0","0.8800000000000001","false","0","ZNF382","0","0.7"
"18","1.0","1.0","1.0","0.0","4","1","false","MECP2","1.0","0","4","0","0","0","0","1.0","false","0","MECP2","12","0.0"
"1","1.4871794871794872","0.06942440134659814","0.6724137931034483","0.18421052631578946","20","2","false","CC2D1A","9.15","0","20","0","0","0","0","0.9864672364672364","false","0","CC2D1A","354","0.23461538461538461"
"1","1.8974358974358974","1.1246063877642824E-4","0.5270270270270271","0.8333333333333334","4","2","false","OR52D1","21.75","0","4","0","0","0","0","0.975071225071225","false","0","OR52D1","2","0.5576923076923077"
"5","1.8979591836734695","4.215272400269777E-5","0.5268817204301075","0.8","5","2","false","CCNQ","35.6","0","5","0","0","0","0","0.9812925170068026","false","0","CCNQ","4","0.726530612244898"
"109","1.3333333333333333","0.6666666666666666","0.75","0.0","2","2","false","PODXL","1.5","0","2","0","0","0","0","0.8333333333333334","false","0","PODXL","4","0.5"
"203","0.0","0.0","0.0","0.0","0","0","true","KIAA0513","0.0","0","0","0",,"0","0","Infinity","false","0","KIAA0513","0","0.0"
"13","1.8888888888888888","0.0","0.5294117647058824","0.0","1","2","false","SAA1","9.0","0","1","0",,"0","0","0.9012345679012346","false","0","SAA1","0","0.0"
"6","1.619047619047619","0.05089699982557125","0.6176470588235294","0.4166666666666667","9","3","false","SART1","8.555555555555555","0","9",,"0","0","0","0.9523809523809524","false","0","SART1","78","0.42777777777777776"
"130","1.0","0.0","1.0","0.0","1","1","false","ODAD1","1.0","0","1",,"0","0","0","1.0","false","0","ODAD1","0","0.0"
"50","1.2","0.9","0.8333333333333334","0.0","4","2","false","ZNF565","1.25","0","4","0","0","0","0","0.95","false","0","ZNF565","18","0.25"
"89","1.85","0.0","0.5405405405405405","1.0","3","2","false","CCDC183","14.0","0","3","0","0","0","0","0.9574999999999999","false","0","CCDC183","0","0.7"
"115","1.7692307692307692","0.008307692307692308","0.5652173913043479","0.3333333333333333","6","2","false","KIF22","10.0","0","6","0","0","0","0","0.9704142011834319","false","0","KIF22","20","0.38461538461538464"
"33","0.0","0.0","0.0","0.0","0","0","true","OR14C36","0.0","0","0",,"0","0","0","Infinity","false","0","OR14C36","0","0.0"
"204","0.0","0.0","0.0","0.0","0","0","true","GOLGA6C","0.0","0","0","0",,"0","0","Infinity","false","0","GOLGA6C","0","0.0"
"46","1.8125","8.944572452636968E-4","0.5517241379310345","0.6666666666666666","6","2","false","IQCM","19.0","0","6","0","0","0","0","0.9709821428571429","false","0","IQCM","10","0.59375"
"189","1.7857142857142858","0.0027472527472527475","0.5599999999999999","0.6666666666666666","3","2","false","RASEF","10.333333333333334","0","3","0","0","0","0","0.9438775510204082","false","0","RASEF","2","0.7380952380952381"
"50","2.4","0.0","0.4166666666666667","0.0","1","3","false","ARID5B","2.0","0","1","0","0","0","0","0.65","false","0","ARID5B","0","0.0"
"30","2.0","0.0","0.5","0.0","1","3","false","DSG2","2.0","0","1","0","0","0","0","0.5","false","0","DSG2","0","0.0"
"5","1.489795918367347","0.03975345391114422","0.6712328767123287","0.3","25","2","false","TRMT1","13.36","0","25","0","0","0","0","0.9897959183673469","false","0","TRMT1","420","0.2726530612244898"
"5","1.7755102040816326","0.0049785390346614835","0.5632183908045977","0.45454545454545453","11","2","false","AHRR","16.727272727272727","0","11","0","0","0","0","0.983843537414966","false","0","AHRR","60","0.34137291280148424"
"205","0.0","0.0","0.0","0.0","0","0","true","OR51A2","0.0","0","0","0","0","0","0","Infinity","false","0","OR51A2","0","0.0"
"62","1.826086956521739","5.64652738565782E-4","0.5476190476190477","0.8333333333333334","4","2","false","REEP4","13.25","0","4","0","0","0","0","0.9640831758034026","false","0","REEP4","2","0.5760869565217391"
"123","1.75","0.0","0.5714285714285714","1.0","3","2","false","RAD54B","9.333333333333334","0","3",,"0","0","0","0.9375","false","0","RAD54B","0","0.7777777777777778"
"133","1.8","0.0","0.5555555555555556","0.0","1","2","false","MYT1","5.0","0","1",,"0","0","0","0.8400000000000001","false","0","MYT1","0","0.0"
"90","1.8387096774193548","1.0240655401945725E-4","0.543859649122807","0.9","5","2","false","GID4","24.4","0","5","0","0","0","0","0.9729448491155046","false","0","GID4","2","0.7870967741935484"
"46","1.78125","0.005501952124935995","0.5614035087719298","0.42857142857142855","7","2","false","EPB41L5","13.714285714285714","0","7","0","0","0","0","0.9720982142857143","false","0","EPB41L5","28","0.42857142857142855"
"174","0.0","0.0","0.0","0.0","0","0","true","ZNF829","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF829","0","0.0"
"89","1.7","0.01131578947368421","0.5882352941176471","0.4666666666666667","6","2","false","ARMC2","9.5","0","6","0","0","0","0","0.9650000000000001","false","0","ARMC2","16","0.475"
"75","0.0","0.0","0.0","0.0","0","0","true","ACOT4","0.0","0","0",,"0","0","0","Infinity","false","0","ACOT4","0","0.0"
"119","0.0","0.0","0.0","0.0","0","0","true","HSP90AA2P","0.0","0","0",,"0","0","0","Infinity","false","0","HSP90AA2P","0","0.0"
"184","1.75","0.00505050505050505","0.5714285714285714","0.6666666666666666","3","2","false","TAF4B","6.333333333333333","0","3","0","0","0","0","0.9375","false","0","TAF4B","2","0.5277777777777778"
"14","1.0","0.6666666666666666","1.0","0.3333333333333333","3","1","false","","1.6666666666666667","0","3","0","0","0","0","1.0","false","0","","4","0.6666666666666666"
"84","2.0","0.0","0.5","0.0","1","3","false","ZNF165","4.0","0","1","0","0","0","0","0.75","false","0","ZNF165","0","0.0"
"46","1.875","5.472350230414747E-4","0.5333333333333333","0.6666666666666666","4","2","false","UEVLD","18.25","0","4","0","0","0","0","0.96875","false","0","UEVLD","4","0.5703125"
"144","1.78125","0.005383811230585424","0.5614035087719298","0.47619047619047616","7","2","false","CENPL","12.714285714285714","0","7","0","0","0","0","0.9739583333333334","false","0","CENPL","24","0.39732142857142855"
"43","1.7222222222222223","0.0020230314347961407","0.5806451612903225","0.8","5","2","false","LIG1","12.2","0","5","0","0","0","0","0.9598765432098766","false","0","LIG1","4","0.6777777777777778"
"143","1.0","1.0","1.0","0.0","2","1","false","TNFAIP3","1.0","0","2","0","0","0","0","1.0","false","0","TNFAIP3","2","0.0"
"193","1.0","1.0","1.0","0.0","4","1","false","CSF1R","1.0","0","3","1","1","1","0","1.0","false","1","CSF1R","2","0.0"
"193","1.5","0.0","0.6666666666666666","0.0","1","2","false","ABCC11","2.0","0","1",,"0","0","0","0.75","false","0","ABCC11","0","0.0"
"43","1.7777777777777777","5.027652086475616E-4","0.5625","0.8333333333333334","4","2","false","PCCA","15.5","0","4","0","0","0","0","0.95679012345679","false","0","PCCA","2","0.8611111111111112"
"136","1.7142857142857142","0.0021978021978021982","0.5833333333333334","0.8333333333333334","4","2","false","PROS1","8.25","0","4","0","0","0","0","0.9489795918367347","false","0","PROS1","2","0.5892857142857143"
"150","0.0","0.0","0.0","0.0","0","0","true","FBXO47","0.0","0","0",,"0","0","0","Infinity","false","0","FBXO47","0","0.0"
"184","1.75","0.002525252525252525","0.5714285714285714","0.6666666666666666","3","2","false","MRPS6","9.333333333333334","0","3","0","0","0","0","0.9375","false","0","MRPS6","2","0.7777777777777778"
