"__mclCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"9","1.8125","0.009240591397849461","0.5517241379310345","0.2857142857142857","7","3","false","KCNK18","9.142857142857142","0","7","0","0","0","0","0.9737903225806451","false","0","KCNK18","30","0.29493087557603687"
"19","1.9285714285714286","0.01098901098901099","0.5185185185185185","0.6666666666666666","3","3","false","DEGS2","5.333333333333333","0","3",,"0","0","0","0.9155844155844156","false","0","DEGS2","4","0.4444444444444444"
"9","1.96875","0.0","0.5079365079365079","1.0","2","3","false","SERPINB10","24.0","0","2",,"0","0","0","0.96875","false","0","SERPINB10","0","0.7741935483870968"
"3","2.3516483516483517","1.6280016280016278E-4","0.4252336448598131","0.8","5","5","false","MARK1","22.6","0","5","0","0","0","0","0.9804108934543717","false","0","MARK1","4","0.3138888888888889"
,"0.0","0.0","0.0","0.0","0","0","true","KRTAP10-9","0.0","0","0","0","0","0","0","Infinity","false","0","KRTAP10-9","0","0.0"
"10","1.9","0.0019157088122605363","0.5263157894736842","0.6666666666666666","4","3","false","MYLK2","14.25","0","4","0","0","0","0","0.9689655172413794","false","0","MYLK2","4","0.49137931034482757"
"6","1.9074074074074074","0.001091929541800056","0.5242718446601942","0.3333333333333333","6","3","false","ZNF668","20.166666666666668","0","6","0","0","0","0","0.9814814814814815","false","0","ZNF668","30","0.3805031446540881"
"30","1.25","0.16666666666666666","0.8","0.6666666666666666","3","2","false","RPAP3","2.6666666666666665","0","3","0","0","0","0","0.9166666666666666","false","0","RPAP3","4","0.6666666666666666"
"9","1.96875","0.0","0.5079365079365079","1.0","2","3","false","GSR","24.0","0","2","0","0","0","0","0.96875","false","0","GSR","0","0.7741935483870968"
"1","2.6344827586206896","0.0383975274930829","0.3795811518324607","0.14153846153846153","26","5","false","SYT17","8.0","0","26","0","0","0","0","0.9772988505747127","false","0","SYT17","4348","0.1"
"8","2.2058823529411766","0.0130718954248366","0.4533333333333333","0.2857142857142857","7","5","false","OR6C76","6.428571428571429","0","7","0","0","0","0","0.9569327731092436","false","0","OR6C76","30","0.22959183673469388"
"15","1.55","0.040307017543859645","0.6451612903225806","0.4444444444444444","10","3","false","SALL2","7.7","0","10","0","0","0","0","0.9710526315789473","false","0","SALL2","50","0.4052631578947368"
"3","2.10989010989011","0.042488296649544684","0.4739583333333333","0.6","6","3","false","JUP","19.666666666666668","0","6","0","0","0","0","0.983914636088549","false","0","JUP","1608","0.2635135135135135"
"5","2.0","0.0","0.5","0.0","1","3","false","SLC2A4RG","54.0","0","1",,"0","0","0","0.9814814814814815","false","0","SLC2A4RG","0","0.0"
"8","2.3823529411764706","0.0","0.4197530864197531","0.0","1","5","false","DUSP4","28.0","0","1","0","0","0","0","0.9506302521008403","false","0","DUSP4","0","0.0"
"1","3.9310344827586206","0.0","0.2543859649122807","1.0","2","6","false","CFAP418","31.0","0","2","0","0","0","0","0.9592911877394636","false","0","CFAP418","0","0.8157894736842105"
"8","2.3823529411764706","0.0","0.4197530864197531","0.0","1","5","false","OR10D3","28.0","0","1",,"0","0","0","0.9506302521008403","false","0","OR10D3","0","0.0"
"4","1.8070175438596492","0.016537085015790244","0.5533980582524272","0.28205128205128205","13","3","false","RUBCNL","13.0","0","13","0","0","0","0","0.9841761265909872","false","0","RUBCNL","224","0.23636363636363636"
"2","2.1595744680851063","2.0190795757027741E-4","0.4630541871921182","0.6666666666666666","4","4","false","DGLUCY","38.25","0","4","0","0","0","0","0.9843300747556066","false","0","DGLUCY","10","0.4967532467532468"
"11","1.8333333333333333","0.004830182588803278","0.5454545454545455","0.7142857142857143","8","3","false","ZNF438","14.0","0","8","0","0","0","0","0.967948717948718","false","0","ZNF438","28","0.5185185185185185"
"12","2.142857142857143","0.0","0.4666666666666667","0.0","1","3","false","TCFL5","23.0","0","1",,"0","0","0","0.9503105590062112","false","0","TCFL5","0","0.0"
"5","1.8909090909090909","7.313879536101759E-4","0.5288461538461539","0.7333333333333333","6","2","false","PDZD4","20.333333333333332","0","6",,"0","0","0","0.9835016835016835","false","0","PDZD4","12","0.3696969696969697"
"5","1.9454545454545455","3.20666987333654E-5","0.514018691588785","0.8333333333333334","4","3","false","USP17L6P","37.75","0","4",,"0","0","0","0.9824915824915825","false","0","USP17L6P","2","0.6990740740740741"
"6","1.9259259259259258","4.3138579949530736E-4","0.5192307692307693","0.6","5","3","false","METTL15P1","24.6","0","5","0","0","0","0","0.981103552532124","false","0","METTL15P1","16","0.4641509433962264"
"1","4.213793103448276","0.0","0.23731587561374798","1.0","2","6","false","NPEPL1","18.0","0","2",,"0","0","0","0.9553639846743294","false","0","NPEPL1","0","0.782608695652174"
"13","1.4230769230769231","0.05227239427239426","0.7027027027027026","0.37142857142857144","15","2","false","SULT1A1","9.466666666666667","0","15","0","0","0","0","0.9837278106508875","false","0","SULT1A1","132","0.3641025641025641"
"14","1.7692307692307692","0.004350239504085657","0.5652173913043479","0.5714285714285714","7","3","false","TMEM61","13.142857142857142","0","7","0","0","0","0","0.9692307692307692","false","0","TMEM61","18","0.5257142857142857"
"4","1.9649122807017543","6.221946140543035E-4","0.5089285714285715","0.6666666666666666","3","3","false","MINDY2","27.333333333333332","0","3","0","0","0","0","0.9810801513587891","false","0","MINDY2","50","0.4880952380952381"
"20","2.7857142857142856","0.0","0.358974358974359","0.0","1","3","false","H2BC26","2.0","0","1","0","0","0","0","0.8626373626373627","false","0","H2BC26","0","0.0"
"8","4.411764705882353","0.0","0.22666666666666666","1.0","2","5","false","P2RX6","4.5","0","2","0",,"0","0","0.8781512605042016","false","0","P2RX6","0","0.9"
"1","3.4689655172413794","0.005389983579638752","0.2882703777335984","0.0","2","5","false","RPIA","21.5","0","2","0","0","0","0","0.9657088122605365","false","0","RPIA","302","0.5125"
"3","3.4835164835164836","0.006663318953184463","0.2870662460567823","0.5","4","5","false","ZNF717","8.25","0","4","0","0","0","0","0.9640070074852684","false","0","ZNF717","790","0.4583333333333333"
"14","1.9230769230769231","6.153846153846154E-4","0.52","0.6666666666666666","3","3","false","GOLGA6D","13.333333333333334","0","3","0","0","0","0","0.963076923076923","false","0","GOLGA6D","2","0.5333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","PCBP1","0.0","0","0","0","0","0","0","Infinity","false","0","PCBP1","0","0.0"
"7","1.736842105263158","0.008255435887014833","0.5757575757575757","0.3111111111111111","10","2","false","MRE11","12.3","0","10","0","0","0","0","0.9806094182825484","false","0","MRE11","62","0.3236842105263158"
"5","1.7818181818181817","0.008337341670675005","0.5612244897959184","0.44871794871794873","13","3","false","HPD","15.846153846153847","0","13","0","0","0","0","0.9855218855218856","false","0","HPD","86","0.2934472934472934"
"13","1.6923076923076923","0.005257631257631258","0.5909090909090909","0.6785714285714286","8","2","false","ASXL2","13.875","0","8",,"0","0","0","0.9733727810650887","false","0","ASXL2","18","0.5336538461538461"
"3","2.3626373626373627","6.516426630420231E-4","0.4232558139534884","0.5","5","5","false","OSGIN2","27.8","0","5","0","0","0","0","0.9802516324255456","false","0","OSGIN2","96","0.39154929577464787"
"11","1.6666666666666667","0.10245751056095885","0.6","0.4","10","2","false","RABEP1","11.1","0","10",,"0","0","0","0.9743589743589743","false","0","RABEP1","302","0.3793103448275862"
"10","1.7","0.015050173326035395","0.5882352941176471","0.35555555555555557","10","3","false","TRAV12-3","11.1","0","10","0","0","0","0","0.9758620689655173","false","0","TRAV12-3","58","0.38275862068965516"
"12","3.0357142857142856","0.0","0.32941176470588235","0.0","1","4","false","DCP2","2.0","0","1",,"0","0","0","0.9114906832298137","false","0","DCP2","0","0.0"
"27","1.625","0.00510204081632653","0.6153846153846154","0.6666666666666666","3","2","false","ZFR2","7.333333333333333","0","3",,"0","0","0","0.921875","false","0","ZFR2","2","0.9166666666666666"
"12","2.142857142857143","0.0","0.4666666666666667","0.0","1","3","false","ATXN10","23.0","0","1","0","0","0","0","0.9503105590062112","false","0","ATXN10","0","0.0"
"12","3.0357142857142856","0.0","0.32941176470588235","0.0","1","4","false","GRAP2","2.0","0","1","0",,"0","0","0.9114906832298137","false","0","GRAP2","0","0.0"
"20","1.9285714285714286","0.0","0.5185185185185185","1.0","2","3","false","LRRC8E","11.5","0","2","0","0","0","0","0.9285714285714286","false","0","LRRC8E","0","0.8846153846153846"
"7","1.9210526315789473","2.370791844476055E-4","0.5205479452054794","0.6666666666666666","3","2","false","B9D1","20.0","0","3","0","0","0","0","0.9757617728531857","false","0","B9D1","2","0.5263157894736842"
"3","2.3516483516483517","7.416977701215426E-4","0.4252336448598131","0.4","6","5","false","ARHGEF15","17.5","0","6","0","0","0","0","0.9804108934543717","false","0","ARHGEF15","26","0.24647887323943662"
,"0.0","0.0","0.0","0.0","0","0","true","CMKLR1","0.0","0","0",,"0","0","0","Infinity","false","0","CMKLR1","0","0.0"
"12","3.0","0.0","0.3333333333333333","0.0","1","4","false","PROP1","3.0","0","1","0","0","0","0","0.9130434782608695","false","0","PROP1","0","0.0"
"1","3.2","0.0","0.3125","0.0","1","5","false","ALDH1A2","72.0","0","1","0",,"0","0","0.9694444444444444","false","0","ALDH1A2","0","0.0"
"10","1.8","0.0072477650063856956","0.5555555555555556","0.2857142857142857","7","3","false","COBLL1","11.428571428571429","0","7","0","0","0","0","0.9724137931034482","false","0","COBLL1","30","0.39408866995073893"
"14","1.8461538461538463","0.001445477599323753","0.5416666666666666","0.7","5","3","false","APOBEC3A","15.0","0","5","0","0","0","0","0.9661538461538461","false","0","APOBEC3A","6","0.6"
"3","3.5054945054945055","0.007776328118238705","0.2852664576802508","0.3333333333333333","7","5","false","QRICH2","6.0","0","7","0","0","0","0","0.9636884854276158","false","0","QRICH2","520","0.35294117647058826"
"3","2.21978021978022","0.012519495355770474","0.45049504950495045","0.2916666666666667","16","5","false","CNR2","15.375","0","16","1","1","1","0","0.9823220258002867","false","0","CNR2","606","0.2106164383561644"
"6","1.9259259259259258","0.0371069182389937","0.5192307692307693","0.5","5","3","false","SNRNP48","20.8","0","5","0","0","0","0","0.981103552532124","false","0","SNRNP48","198","0.39615384615384613"
"9","1.9375","6.720430107526881E-4","0.5161290322580645","0.6666666666666666","3","3","false","SYN1","15.666666666666666","0","3",,"0","0","0","0.969758064516129","false","0","SYN1","2","0.5053763440860215"
"10","1.7666666666666666","0.009853128991060027","0.5660377358490566","0.39285714285714285","8","3","false","MED15","11.125","0","8","0",,"0","0","0.9735632183908046","false","0","MED15","34","0.38362068965517243"
"6","1.9444444444444444","3.3522072306139386E-4","0.5142857142857143","0.6","5","3","false","TRIB1","26.2","0","5","0","0","0","0","0.9807256235827665","false","0","TRIB1","8","0.5038461538461538"
"26","1.6","0.03333333333333333","0.625","0.5","4","2","false","ZPBP","4.5","0","4","0","0","0","0","0.9400000000000001","false","0","ZPBP","6","0.45"
"1","3.193103448275862","0.0","0.31317494600431967","1.0","2","5","false","UBE2Q2","49.0","0","2","0","0","0","0","0.9695402298850575","false","0","UBE2Q2","0","0.6805555555555556"
"6","2.0185185185185186","0.0","0.4954128440366972","1.0","3","3","false","GNAT2","29.333333333333332","0","3","0","0","0","0","0.9792139077853363","false","0","GNAT2","0","0.5866666666666667"
"13","1.8461538461538463","4.3956043956043956E-4","0.5416666666666666","0.8333333333333334","4","2","false","NMUR1","17.5","0","4",,"0","0","0","0.9674556213017751","false","0","NMUR1","2","0.6730769230769231"
,"0.0","0.0","0.0","0.0","0","0","true","TTYH1","0.0","0","0",,"0","0","0","Infinity","false","0","TTYH1","0","0.0"
"2","2.127659574468085","0.007235125514666021","0.47000000000000003","0.5","8","4","false","ZNF277","16.375","0","8","0","0","0","0","0.9847613571017827","false","0","ZNF277","1300","0.21266233766233766"
"8","3.5","0.054367201426024955","0.2857142857142857","0.5","4","4","false","PCARE","3.0","0","4","0","0","0","0","0.9107142857142857","false","0","PCARE","122","0.5"
"4","1.9298245614035088","0.004800520894409205","0.5181818181818182","0.3","5","3","false","LRP2BP","21.8","0","5","0","0","0","0","0.9817681458548332","false","0","LRP2BP","210","0.3927272727272727"
"4","1.8596491228070176","0.008810370570058804","0.5377358490566038","0.25","9","3","false","HTR1E","14.777777777777779","0","9","0","0","0","0","0.9831441348469212","false","0","HTR1E","194","0.26666666666666666"
"6","1.9074074074074074","0.0032299337838986924","0.5242718446601942","0.4","6","3","false","STAP1","20.5","0","6","0","0","0","0","0.9814814814814815","false","0","STAP1","76","0.3867924528301887"
"5","1.9454545454545455","3.20666987333654E-5","0.514018691588785","0.8333333333333334","4","3","false","CAMKV","37.75","0","4",,"0","0","0","0.9824915824915825","false","0","CAMKV","2","0.6990740740740741"
"21","1.7142857142857142","0.010073260073260074","0.5833333333333334","0.5","4","2","false","FGD5","6.5","0","4","0","0","0","0","0.9489795918367347","false","0","FGD5","6","0.4642857142857143"
"1","3.1724137931034484","0.013793103448275862","0.31521739130434784","0.5","4","5","false","ZNF397","21.0","0","4","0","0","0","0","0.9698275862068966","false","0","ZNF397","842","0.2881944444444444"
"6","1.8148148148148149","0.004796055604416685","0.5510204081632653","0.509090909090909","11","3","false","RAB24","18.09090909090909","0","11","0","0","0","0","0.983371126228269","false","0","RAB24","74","0.34133790737564323"
"1","3.1862068965517243","0.0","0.31385281385281383","1.0","3","5","false","OR2J1","39.666666666666664","0","3","0","0","0","0","0.9696360153256705","false","0","OR2J1","0","0.5509259259259259"
,"0.0","0.0","0.0","0.0","0","0","true","CYB5R1","0.0","0","0","0","0","0","0","Infinity","false","0","CYB5R1","0","0.0"
"33","1.0","0.0","1.0","1.0","2","1","false","PNMA8A","2.0","0","2","0","0","0","0","1.0","false","0","PNMA8A","0","1.0"
"9","1.875","0.0625","0.5333333333333333","0.5","4","2","false","MIER2","13.75","0","4","0","0","0","0","0.9717741935483871","false","0","MIER2","96","0.43548387096774194"
"6","2.0185185185185186","5.3754770735902814E-5","0.4954128440366972","0.6666666666666666","3","3","false","OR4K15","33.666666666666664","0","3","0","0","0","0","0.9792139077853363","false","0","OR4K15","2","0.6733333333333333"
"1","4.441379310344828","0.0","0.2251552795031056","1.0","2","6","false","SH3RF3","7.5","0","2","0","0","0","0","0.9522030651340996","false","0","SH3RF3","0","0.5769230769230769"
"42","1.0","0.0","1.0","0.0","1","1","false","HNRNPM","1.0","0","1","0","0","0","0","1.0","false","0","HNRNPM","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CALU","0.0","0","0","0","0","0","0","Infinity","false","0","CALU","0","0.0"
"24","1.8181818181818181","0.0","0.55","1.0","2","2","false","TRBJ1-2","6.5","0","2","0","0","0","0","0.9256198347107438","false","0","TRBJ1-2","0","0.5909090909090909"
"2","2.202127659574468","0.0","0.45410628019323673","1.0","3","4","false","MFSD9","58.333333333333336","0","3","0","0","0","0","0.983755031627372","false","0","MFSD9","0","0.7882882882882883"
"3","2.32967032967033","0.0026417092781460196","0.4292452830188679","0.38095238095238093","7","5","false","APOBEC3C","25.857142857142858","0","7","0","0","0","0","0.9807294155120241","false","0","APOBEC3C","370","0.35912698412698413"
"4","1.5789473684210527","0.07798031822403904","0.6333333333333333","0.19927536231884058","24","2","false","POPDC3","10.333333333333334","0","24","0","0","0","0","0.9886480908152734","false","0","POPDC3","830","0.18128654970760233"
"6","1.8148148148148149","0.006277787099291469","0.5510204081632653","0.4","11","3","false","EFCAB9","17.545454545454547","0","11","0","0","0","0","0.983371126228269","false","0","EFCAB9","110","0.33104631217838765"
"10","1.5666666666666667","0.05133369823024996","0.6382978723404256","0.26373626373626374","14","3","false","SMIM26","9.214285714285714","0","14","0","0","0","0","0.9804597701149426","false","0","SMIM26","134","0.31773399014778325"
"5","1.981818181818182","0.0","0.5045871559633027","1.0","2","3","false","IL32","48.5","0","2",,"0","0","0","0.9818181818181818","false","0","IL32","0","0.8981481481481481"
"4","2.1052631578947367","0.0","0.47500000000000003","0.0","1","4","false","ENTPD5","51.0","0","1","0",,"0","0","0.978328173374613","false","0","ENTPD5","0","0.0"
"13","1.8461538461538463","2.1978021978021978E-4","0.5416666666666666","0.8333333333333334","4","2","false","SH3D19","19.75","0","4",,"0","0","0","0.9674556213017751","false","0","SH3D19","2","0.7596153846153846"
"1","4.213793103448276","0.0","0.23731587561374798","1.0","2","6","false","CDY2B","18.0","0","2",,"0","0","0","0.9553639846743294","false","0","CDY2B","0","0.782608695652174"
"3","2.3736263736263736","0.0","0.4212962962962963","1.0","3","5","false","ZNF595","29.0","0","3",,"0","0","0","0.9800923713967191","false","0","ZNF595","0","0.4027777777777778"
"8","2.3823529411764706","0.0","0.4197530864197531","0.0","1","5","false","BEAN1","28.0","0","1",,"0","0","0","0.9506302521008403","false","0","BEAN1","0","0.0"
"5","1.5272727272727273","0.05697450697450697","0.6547619047619048","0.19384615384615383","26","2","false","SF3A1","9.23076923076923","0","26","0","0","0","0","0.9902356902356901","false","0","SF3A1","566","0.16783216783216784"
"29","2.0","0.0","0.5","0.0","1","3","false","CNNM2","5.0","0","1",,"0","0","0","0.8","false","0","CNNM2","0","0.0"
"2","1.9893617021276595","4.389302511386426E-4","0.5026737967914439","0.7333333333333333","6","3","false","MRPL28","45.333333333333336","0","6","0","0","0","0","0.9866302472685452","false","0","MRPL28","286","0.5093632958801498"
"6","1.7407407407407407","0.02298733108559352","0.574468085106383","0.19047619047619047","15","3","false","ODF3","12.6","0","15","0",,"0","0","0.9848828420256992","false","0","ODF3","270","0.24102564102564103"
"1","3.1724137931034484","1.5964240102171135E-5","0.31521739130434784","0.6666666666666666","3","5","false","CCDC83","34.333333333333336","0","3","0","0","0","0","0.9698275862068966","false","0","CCDC83","2","0.4703196347031963"
"6","1.7407407407407407","0.016777494452385824","0.574468085106383","0.2857142857142857","15","3","false","OR4X1","15.266666666666667","0","15","0",,"0","0","0.9848828420256992","false","0","OR4X1","266","0.2923076923076923"
"3","2.4065934065934065","0.021978021978021983","0.4155251141552512","0.0","2","5","false","CRTAC1","35.0","0","2","0","0","0","0","0.9796145883102405","false","0","CRTAC1","386","0.5"
"7","1.9736842105263157","0.0","0.5066666666666667","0.0","1","2","false","FGF7","38.0","0","1",,"0","0","0","0.974376731301939","false","0","FGF7","0","0.0"
"13","1.7307692307692308","0.005852369852369852","0.5777777777777777","0.6666666666666666","7","2","false","TC2N","14.142857142857142","0","7","0","0","0","0","0.9718934911242604","false","0","TC2N","14","0.5439560439560439"
"3","3.4505494505494507","7.439386010814582E-4","0.2898089171974522","0.7","5","5","false","ARHGAP30","8.6","0","5","0","0","0","0","0.9644847905717472","false","0","ARHGAP30","28","0.45263157894736844"
"1","2.910344827586207","0.011395589467438681","0.34360189573459715","0.2","10","5","false","TCTN3","11.8","0","10","0","0","0","0","0.9734674329501917","false","0","TCTN3","1374","0.16027397260273973"
"22","1.75","0.17424242424242425","0.5714285714285714","0.3333333333333333","4","3","false","TLR5","4.25","0","4","0","0","0","0","0.925","false","0","TLR5","30","0.4"
"5","1.9454545454545455","3.20666987333654E-5","0.514018691588785","0.8333333333333334","4","3","false","CAMK1G","37.75","0","4",,"0","0","0","0.9824915824915825","false","0","CAMK1G","2","0.6990740740740741"
"27","1.125","0.15178571428571427","0.8888888888888888","0.38095238095238093","7","2","false","PRR14L","4.285714285714286","0","7","0","0","0","0","0.984375","false","0","PRR14L","26","0.5357142857142857"
"4","1.8596491228070176","0.00727621356503344","0.5377358490566038","0.3333333333333333","10","3","false","FLYWCH1","13.0","0","10","0","0","0","0","0.9831441348469212","false","0","FLYWCH1","100","0.23636363636363636"
"5","2.0","0.0","0.5","0.0","1","3","false","SMIM23","54.0","0","1","0",,"0","0","0.9814814814814815","false","0","SMIM23","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WDR77","0.0","0","0","0","0","0","0","Infinity","false","0","WDR77","0","0.0"
"6","2.9074074074074074","0.0","0.34394904458598724","0.0","1","4","false","ZRSR2","5.0","0","1","0","0","0","0","0.9610733182161754","false","0","ZRSR2","0","0.0"
"37","1.0","0.0","1.0","0.0","1","1","false","UBE2G1","1.0","0","1","0","0","0","0","1.0","false","0","UBE2G1","0","0.0"
"8","2.323529411764706","5.941770647653E-4","0.430379746835443","0.6666666666666666","3","5","false","FGF13","12.666666666666666","0","3","0","0","0","0","0.9527310924369747","false","0","FGF13","2","0.4523809523809524"
"3","2.1758241758241756","0.009575491661917708","0.4595959595959596","0.32051282051282054","13","4","false","ST8SIA5","16.692307692307693","0","13","0","0","0","0","0.9829590699155917","false","0","ST8SIA5","596","0.23076923076923078"
"9","1.8125","0.007862903225806451","0.5517241379310345","0.4666666666666667","6","2","false","SOBP","12.333333333333334","0","6","0","0","0","0","0.9737903225806451","false","0","SOBP","22","0.3854166666666667"
"1","3.1448275862068966","0.001971583652618135","0.31798245614035087","0.0","2","4","false","IGF2BP3","6.5","0","2","0","0","0","0","0.9702107279693486","false","0","IGF2BP3","188","0.55"
"1","3.3517241379310345","0.015211646059347208","0.29835390946502055","0.0","3","6","false","MLEC","5.666666666666667","0","3","0","0","0","0","0.9673371647509579","false","0","MLEC","1096","0.358974358974359"
"6","1.8518518518518519","0.010126903880627812","0.54","0.25","9","3","false","NVL","14.333333333333334","0","9","0","0","0","0","0.982615268329554","false","0","NVL","142","0.27350427350427353"
"4","1.9649122807017543","0.001080938493850815","0.5089285714285715","0.5","4","3","false","GOT1L1","24.25","0","4","0","0","0","0","0.9810801513587891","false","0","GOT1L1","60","0.4409090909090909"
"25","1.7272727272727273","0.18787878787878784","0.5789473684210527","0.3333333333333333","4","3","false","MRTFB","4.5","0","4",,"0","0","0","0.9191919191919192","false","0","MRTFB","34","0.4722222222222222"
"14","1.9230769230769231","2.366863905325444E-4","0.52","0.6666666666666666","3","3","false","IGHV4-61","19.0","0","3","0",,"0","0","0.963076923076923","false","0","IGHV4-61","2","0.76"
"1","3.2","0.0","0.3125","0.0","1","5","false","CLDN22","72.0","0","1",,"0","0","0","0.9694444444444444","false","0","CLDN22","0","0.0"
"4","2.1052631578947367","0.0","0.47500000000000003","0.0","1","4","false","CCDC78","51.0","0","1","0",,"0","0","0.978328173374613","false","0","CCDC78","0","0.0"
"3","2.340659340659341","0.024840796544880403","0.4272300469483568","0.075","16","4","false","RIN3","8.5625","0","16","0","0","0","0","0.980570154483198","false","0","RIN3","1342","0.18607954545454544"
"2","1.9574468085106382","0.0010401973589259973","0.5108695652173914","0.6","10","3","false","NBPF6","31.0","0","10","0","0","0","0","0.987061529614721","false","0","NBPF6","312","0.3522727272727273"
"3","2.3956043956043955","1.1911902190215493E-4","0.41743119266055045","0.3333333333333333","3","5","false","IHH","45.333333333333336","0","3","0","0","0","0","0.9797738493390667","false","0","IHH","42","0.6521739130434783"
"2","2.0","3.9588945655357903E-4","0.5","0.6666666666666666","6","3","false","RASGEF1A","45.333333333333336","0","6","0","0","0","0","0.9864864864864865","false","0","RASGEF1A","286","0.5151515151515151"
"1","3.924137931034483","0.0","0.2548330404217926","1.0","3","6","false","IGHV3-9","23.0","0","3","0","0","0","0","0.9593869731800767","false","0","IGHV3-9","0","0.6052631578947368"
"2","1.9787234042553192","5.162835746177472E-4","0.5053763440860215","0.6428571428571429","8","3","false","CALHM2","40.125","0","8",,"0","0","0","0.9867740080506038","false","0","CALHM2","296","0.4559659090909091"
"2","2.382978723404255","0.0","0.41964285714285715","1.0","2","5","false","ZNF257","67.0","0","2","0","0","0","0","0.981311098332375","false","0","ZNF257","0","0.9178082191780822"
"4","1.894736842105263","0.002178987240007741","0.5277777777777778","0.5714285714285714","7","3","false","PDE7A","22.142857142857142","0","7",,"0","0","0","0.9824561403508772","false","0","PDE7A","108","0.39540816326530615"
"4","1.894736842105263","0.0017887267667953226","0.5277777777777778","0.6190476190476191","7","3","false","ZNF221","21.857142857142858","0","7","0","0","0","0","0.9824561403508772","false","0","ZNF221","98","0.3903061224489796"
"5","1.981818181818182","0.0","0.5045871559633027","1.0","2","3","false","RTP3","48.5","0","2","0","0","0","0","0.9818181818181818","false","0","RTP3","0","0.8981481481481481"
"10","1.8666666666666667","9.96168582375479E-4","0.5357142857142857","0.7","5","3","false","VGF","15.4","0","5","0","0","0","0","0.9701149425287356","false","0","VGF","6","0.5310344827586206"
"18","2.0","0.0","0.5","0.0","1","3","false","FAM110C","14.0","0","1",,"0","0","0","0.9285714285714286","false","0","FAM110C","0","0.0"
"4","2.0","7.701339067304383E-4","0.5","0.3333333333333333","3","3","false","OTUD1","28.333333333333332","0","3","0","0","0","0","0.9803921568627451","false","0","OTUD1","54","0.5283018867924528"
"3","3.5274725274725274","0.0021070518778977297","0.28348909657320875","0.5","5","5","false","PWWP3A","7.6","0","5",,"0","0","0","0.9633699633699634","false","0","PWWP3A","226","0.4470588235294118"
"6","1.6111111111111112","0.039661062090297856","0.6206896551724138","0.24675324675324675","22","3","false","PHC2","12.045454545454545","0","22","0","0","0","0","0.9875283446712018","false","0","PHC2","458","0.22727272727272727"
"3","2.120879120879121","0.011336532948019357","0.47150259067357514","0.24175824175824176","14","4","false","TELO2","14.0","0","14",,"0","0","0","0.9837553750597229","false","0","TELO2","574","0.1917808219178082"
"3","2.0549450549450547","0.1085583814119154","0.4866310160427808","0.3","5","3","false","TPTE2","23.2","0","5","0","0","0","0","0.9847109412326804","false","0","TPTE2","4886","0.28641975308641976"
"4","1.894736842105263","0.0044080251681884765","0.5277777777777778","0.2857142857142857","8","3","false","AADACL4","18.0","0","8",,"0","0","0","0.9824561403508772","false","0","AADACL4","146","0.33101851851851855"
"28","1.8571428571428572","0.0","0.5384615384615384","1.0","2","3","false","ZNF382","4.0","0","2",,"0","0","0","0.8571428571428571","false","0","ZNF382","0","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","MECP2","0.0","0","0","0","0","0","0","Infinity","false","0","MECP2","0","0.0"
"6","1.5740740740740742","0.06948814800168902","0.6352941176470588","0.14855072463768115","24","3","false","CC2D1A","8.875","0","24","0","0","0","0","0.9882842025699168","false","0","CC2D1A","624","0.16745283018867924"
"6","1.962962962962963","5.823433496389471E-5","0.5094339622641509","0.8333333333333334","4","3","false","OR52D1","26.5","0","4","0","0","0","0","0.980347694633409","false","0","OR52D1","2","0.5096153846153846"
"2","2.0106382978723403","3.037417151264965E-4","0.4973544973544974","0.8","5","3","false","CCNQ","53.0","0","5","0","0","0","0","0.9863427257044279","false","0","CCNQ","280","0.6022727272727273"
"12","2.0714285714285716","0.0","0.48275862068965514","1.0","2","3","false","PODXL","13.5","0","2","0","0","0","0","0.953416149068323","false","0","PODXL","0","0.5625"
"2","2.021276595744681","3.037417151264965E-4","0.49473684210526314","0.6666666666666666","4","3","false","KIAA0513","59.0","0","4","0",,"0","0","0.9861989649223691","false","0","KIAA0513","280","0.6704545454545454"
"12","2.142857142857143","0.0","0.4666666666666667","0.0","1","3","false","SAA1","23.0","0","1","0",,"0","0","0.9503105590062112","false","0","SAA1","0","0.0"
"9","1.875","0.00426747311827957","0.5333333333333333","0.4","5","3","false","SART1","11.2","0","5",,"0","0","0","0.9717741935483871","false","0","SART1","12","0.36129032258064514"
"15","1.9","0.09999999999999999","0.5263157894736842","0.0","2","2","false","ODAD1","10.0","0","2",,"0","0","0","0.9526315789473685","false","0","ODAD1","38","0.5"
"4","1.9298245614035088","0.003267587638863831","0.5181818181818182","0.4","6","3","false","ZNF565","14.666666666666666","0","6","0","0","0","0","0.9817681458548332","false","0","ZNF565","54","0.26666666666666666"
"9","1.9375","0.0","0.5161290322580645","1.0","3","3","false","CCDC183","18.333333333333332","0","3","0","0","0","0","0.969758064516129","false","0","CCDC183","0","0.5913978494623656"
