"__mcodeCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"4","1.75","0.011904761904761904","0.5714285714285714","0.6666666666666666","3","3","false","GOLGA3","4.666666666666667","0","3","0","0","0","0","0.8928571428571429","false","0","GOLGA3","2","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","ZCCHC2","0.0","0","0",,"0","0","0","Infinity","false","0","ZCCHC2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","BOD1L1","0.0","0","0","0","0","0","0","Infinity","false","0","BOD1L1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ARF5","0.0","0","0","0","0","0","0","Infinity","false","0","ARF5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FAM161B","0.0","0","0","0","0","0","0","Infinity","false","0","FAM161B","0","0.0"
"12","1.3333333333333333","0.0","0.75","1.0","2","2","false","MIDEAS","3.0","0","2","0","0","0","0","0.888888888888889","false","0","MIDEAS","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","PPM1B","0.0","0","0","0","0","0","0","Infinity","false","0","PPM1B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NXPH3","0.0","0","0","0",,"0","0","Infinity","false","0","NXPH3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF136","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF136","0","0.0"
"12","1.3333333333333333","0.0","0.75","1.0","2","2","false","CNTLN","3.0","0","2","0","0","0","0","0.888888888888889","false","0","CNTLN","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","KCNJ1","0.0","0","0","0","0","0","0","Infinity","false","0","KCNJ1","0","0.0"
"10","3.526315789473684","0.11532163742690059","0.2835820895522388","0.26666666666666666","6","7","false","CAPZB","4.666666666666667","0","6","0","0","0","0","0.770334928229665","false","0","CAPZB","1716","0.28888888888888886"
,"0.0","0.0","0.0","0.0","0","0","true","RIOX2","0.0","0","0","0","0","0","0","Infinity","false","0","RIOX2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ANKRD22","0.0","0","0",,"0","0","0","Infinity","false","0","ANKRD22","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ACP5","0.0","0","0","0","0","0","0","Infinity","false","0","ACP5","0","0.0"
"25","3.5714285714285716","0.014285714285714287","0.27999999999999997","0.3333333333333333","3","6","false","OR12D2","3.3333333333333335","0","3","0","0","0","0","0.5714285714285714","false","0","OR12D2","12","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","COX11","0.0","0","0","0","0","0","0","Infinity","false","0","COX11","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PHACTR2","0.0","0","0","0","0","0","0","Infinity","false","0","PHACTR2","0","0.0"
"3","1.5","0.0","0.6666666666666666","1.0","3","2","false","SKI","5.333333333333333","0","3","0","0","0","0","0.9166666666666666","false","0","SKI","0","0.8888888888888888"
"2","1.6923076923076923","0.0","0.5909090909090909","1.0","4","2","false","HOXA13","10.75","0","4",,"0","0","0","0.9467455621301776","false","0","HOXA13","0","0.8269230769230769"
"10","3.776315789473684","0.03391812865497076","0.26480836236933797","0.3333333333333333","4","7","false","ZC3H13","3.75","0","4","0","0","0","0","0.7476076555023923","false","0","ZC3H13","346","0.35"
,"0.0","0.0","0.0","0.0","0","0","true","RNF168","0.0","0","0",,"0","0","0","Infinity","false","0","RNF168","0","0.0"
"22","1.0","0.0","1.0","1.0","2","1","false","EIF2S1","2.0","0","2","0","0","0","0","1.0","false","0","EIF2S1","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","FBXL18","0.0","0","0",,"0","0","0","Infinity","false","0","FBXL18","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","C10orf67","0.0","0","0","0","0","0","0","Infinity","false","0","C10orf67","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MSTN","0.0","0","0","0","0","0","0","Infinity","false","0","MSTN","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR1M1","0.0","0","0","0","0","0","0","Infinity","false","0","OR1M1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CHN1","0.0","0","0",,"0","0","0","Infinity","false","0","CHN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TAPT1","0.0","0","0","0","0","0","0","Infinity","false","0","TAPT1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","USO1","0.0","0","0","0","0","0","0","Infinity","false","0","USO1","0","0.0"
"13","3.606060606060606","0.0","0.2773109243697479","1.0","2","5","false","PUS1","6.5","0","2",,"0","0","0","0.7393939393939395","false","0","PUS1","0","0.7222222222222222"
"7","1.6666666666666667","0.02222222222222222","0.6","0.0","2","2","false","SH3D21","4.0","0","2","0","0","0","0","0.8666666666666666","false","0","SH3D21","2","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV1-45","0.0","0","0","0",,"0","0","Infinity","false","0","IGHV1-45","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CPSF3","0.0","0","0",,"0","0","0","Infinity","false","0","CPSF3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AP1M2","0.0","0","0","0","0","0","0","Infinity","false","0","AP1M2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MAMLD1","0.0","0","0",,"0","0","0","Infinity","false","0","MAMLD1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PGA3","0.0","0","0","0",,"0","0","Infinity","false","0","PGA3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LCN15","0.0","0","0",,"0","0","0","Infinity","false","0","LCN15","0","0.0"
"25","3.619047619047619","0.002380952380952381","0.2763157894736842","0.6666666666666666","3","6","false","DZIP1","3.0","0","3","0","0","0","0","0.5634920634920635","false","0","DZIP1","2","0.6"
"3","1.5","0.0","0.6666666666666666","1.0","3","2","false","SULT1A4","5.0","0","3","0","0","0","0","0.9166666666666666","false","0","SULT1A4","0","0.8333333333333334"
"19","1.8333333333333333","0.08888888888888888","0.5454545454545455","0.0","2","3","false","SULT1E1","2.5","0","2","0","0","0","0","0.7222222222222223","false","0","SULT1E1","4","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","GRAMD2B","0.0","0","0",,"0","0","0","Infinity","false","0","GRAMD2B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRIM69","0.0","0","0","0","0","0","0","Infinity","false","0","TRIM69","0","0.0"
"10","3.4210526315789473","0.16600584795321638","0.2923076923076923","0.32142857142857145","8","8","false","TRIM55","5.375","0","8","0","0","0","0","0.7799043062200958","false","0","TRIM55","1920","0.24404761904761904"
"13","4.03030303030303","0.013257575757575758","0.2481203007518797","0.0","2","7","false","BTBD16","5.0","0","2","0","0","0","0","0.696969696969697","false","0","BTBD16","64","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","TBX10","0.0","0","0","0","0","0","0","Infinity","false","0","TBX10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CTDNEP1","0.0","0","0","0","0","0","0","Infinity","false","0","CTDNEP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SEPTIN5","0.0","0","0","0","0","0","0","Infinity","false","0","SEPTIN5","0","0.0"
"2","1.8461538461538463","0.0","0.5416666666666666","1.0","2","2","false","ERF","13.0","0","2",,"0","0","0","0.9349112426035503","false","0","ERF","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","CNMD","0.0","0","0","0","0","0","0","Infinity","false","0","CNMD","0","0.0"
"5","1.4","0.05","0.7142857142857143","0.6666666666666666","3","2","false","ZDHHC11","3.6666666666666665","0","3","0","0","0","0","0.9199999999999999","false","0","ZDHHC11","2","0.7333333333333333"
"26","3.3181818181818183","0.17316017316017315","0.3013698630136986","0.3333333333333333","3","6","false","FAM117B","2.6666666666666665","0","3","0","0","0","0","0.5363636363636364","false","0","FAM117B","100","0.4666666666666667"
"10","3.3026315789473686","0.2416691729323308","0.30278884462151395","0.0","5","8","false","IL16","4.2","0","5","0","0","0","0","0.7906698564593302","false","0","IL16","3366","0.2"
,"0.0","0.0","0.0","0.0","0","0","true","IRX2","0.0","0","0",,"0","0","0","Infinity","false","0","IRX2","0","0.0"
"25","3.619047619047619","0.045238095238095244","0.2763157894736842","0.0","2","6","false","UCP3","4.0","0","2","0","0","0","0","0.5634920634920635","false","0","UCP3","42","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","WNT2B","0.0","0","0",,"0","0","0","Infinity","false","0","WNT2B","0","0.0"
"10","3.6184210526315788","0.08527986633249789","0.27636363636363637","0.0","4","7","false","ZCCHC8","3.0","0","4","0","0","0","0","0.7619617224880383","false","0","ZCCHC8","968","0.25"
,"0.0","0.0","0.0","0.0","0","0","true","KCNK18","0.0","0","0","0","0","0","0","Infinity","false","0","KCNK18","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DEGS2","0.0","0","0",,"0","0","0","Infinity","false","0","DEGS2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SERPINB10","0.0","0","0",,"0","0","0","Infinity","false","0","SERPINB10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MARK1","0.0","0","0","0","0","0","0","Infinity","false","0","MARK1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KRTAP10-9","0.0","0","0","0","0","0","0","Infinity","false","0","KRTAP10-9","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MYLK2","0.0","0","0","0","0","0","0","Infinity","false","0","MYLK2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF668","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF668","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RPAP3","0.0","0","0","0","0","0","0","Infinity","false","0","RPAP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GSR","0.0","0","0","0","0","0","0","Infinity","false","0","GSR","0","0.0"
"24","2.1333333333333333","0.665079365079365","0.46875","0.13333333333333333","6","4","false","SYT17","2.3333333333333335","0","6","0","0","0","0","0.8111111111111112","false","0","SYT17","240","0.2857142857142857"
,"0.0","0.0","0.0","0.0","0","0","true","OR6C76","0.0","0","0","0","0","0","0","Infinity","false","0","OR6C76","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SALL2","0.0","0","0","0","0","0","0","Infinity","false","0","SALL2","0","0.0"
"13","3.5454545454545454","0.11742424242424243","0.28205128205128205","0.3333333333333333","3","5","false","JUP","4.0","0","3","0","0","0","0","0.7454545454545455","false","0","JUP","148","0.4074074074074074"
,"0.0","0.0","0.0","0.0","0","0","true","SLC2A4RG","0.0","0","0",,"0","0","0","Infinity","false","0","SLC2A4RG","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DUSP4","0.0","0","0","0","0","0","0","Infinity","false","0","DUSP4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CFAP418","0.0","0","0","0","0","0","0","Infinity","false","0","CFAP418","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR10D3","0.0","0","0",,"0","0","0","Infinity","false","0","OR10D3","0","0.0"
"19","1.6666666666666667","0.13333333333333333","0.6","0.3333333333333333","3","3","false","RUBCNL","2.6666666666666665","0","3","0","0","0","0","0.7777777777777777","false","0","RUBCNL","6","0.5833333333333334"
"10","4.157894736842105","0.001163742690058479","0.24050632911392406","0.0","2","8","false","DGLUCY","7.0","0","2","0","0","0","0","0.7129186602870813","false","0","DGLUCY","22","0.6"
"4","1.5","0.05187074829931972","0.6666666666666666","0.5","4","2","false","ZNF438","4.5","0","4","0","0","0","0","0.9285714285714286","false","0","ZNF438","10","0.5625"
,"0.0","0.0","0.0","0.0","0","0","true","TCFL5","0.0","0","0",,"0","0","0","Infinity","false","0","TCFL5","0","0.0"
"13","3.303030303030303","0.03787878787878788","0.3027522935779816","0.6666666666666666","4","5","false","PDZD4","6.0","0","4",,"0","0","0","0.7696969696969698","false","0","PDZD4","96","0.5454545454545454"
,"0.0","0.0","0.0","0.0","0","0","true","USP17L6P","0.0","0","0",,"0","0","0","Infinity","false","0","USP17L6P","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","METTL15P1","0.0","0","0","0","0","0","0","Infinity","false","0","METTL15P1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NPEPL1","0.0","0","0",,"0","0","0","Infinity","false","0","NPEPL1","0","0.0"
"13","3.1515151515151514","0.31155303030303033","0.31730769230769235","0.1","5","6","false","SULT1A1","2.8","0","5","0","0","0","0","0.7848484848484849","false","0","SULT1A1","568","0.36666666666666664"
"11","1.25","0.05555555555555555","0.8","0.6666666666666666","3","2","false","TMEM61","3.0","0","3","0","0","0","0","0.9166666666666666","false","0","TMEM61","2","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","MINDY2","0.0","0","0","0","0","0","0","Infinity","false","0","MINDY2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","H2BC26","0.0","0","0","0","0","0","0","Infinity","false","0","H2BC26","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","P2RX6","0.0","0","0","0",,"0","0","Infinity","false","0","P2RX6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RPIA","0.0","0","0","0","0","0","0","Infinity","false","0","RPIA","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF717","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF717","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GOLGA6D","0.0","0","0","0","0","0","0","Infinity","false","0","GOLGA6D","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PCBP1","0.0","0","0","0","0","0","0","Infinity","false","0","PCBP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MRE11","0.0","0","0","0","0","0","0","Infinity","false","0","MRE11","0","0.0"
"13","3.8484848484848486","0.004419191919191919","0.25984251968503935","0.5","5","6","false","HPD","5.0","0","5","0","0","0","0","0.7151515151515151","false","0","HPD","10","0.5"
"3","1.5","0.0","0.6666666666666666","1.0","3","2","false","ASXL2","5.0","0","3",,"0","0","0","0.9166666666666666","false","0","ASXL2","0","0.8333333333333334"
"10","4.776315789473684","0.023859649122807015","0.209366391184573","0.0","2","8","false","OSGIN2","5.5","0","2","0","0","0","0","0.6566985645933014","false","0","OSGIN2","940","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","RABEP1","0.0","0","0",,"0","0","0","Infinity","false","0","RABEP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRAV12-3","0.0","0","0","0","0","0","0","Infinity","false","0","TRAV12-3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DCP2","0.0","0","0",,"0","0","0","Infinity","false","0","DCP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZFR2","0.0","0","0",,"0","0","0","Infinity","false","0","ZFR2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ATXN10","0.0","0","0","0","0","0","0","Infinity","false","0","ATXN10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GRAP2","0.0","0","0","0",,"0","0","Infinity","false","0","GRAP2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LRRC8E","0.0","0","0","0","0","0","0","Infinity","false","0","LRRC8E","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","B9D1","0.0","0","0","0","0","0","0","Infinity","false","0","B9D1","0","0.0"
"10","7.5","1.7543859649122806E-4","0.13333333333333333","0.0","2","11","false","ARHGEF15","2.0","0","2","0","0","0","0","0.4090909090909091","false","0","ARHGEF15","2","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","CMKLR1","0.0","0","0",,"0","0","0","Infinity","false","0","CMKLR1","0","0.0"
"16","1.3333333333333333","0.0","0.75","1.0","2","2","false","PROP1","3.0","0","2","0","0","0","0","0.888888888888889","false","0","PROP1","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","ALDH1A2","0.0","0","0","0",,"0","0","Infinity","false","0","ALDH1A2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","COBLL1","0.0","0","0","0","0","0","0","Infinity","false","0","COBLL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","APOBEC3A","0.0","0","0","0","0","0","0","Infinity","false","0","APOBEC3A","0","0.0"
"14","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","QRICH2","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","QRICH2","2","0.7777777777777778"
"25","2.761904761904762","0.29761904761904767","0.3620689655172414","0.2","5","5","false","CNR2","2.8","0","5","1","1","1","0","0.7063492063492064","false","0","CNR2","156","0.34285714285714286"
"26","3.5454545454545454","0.0","0.28205128205128205","1.0","2","6","false","SNRNP48","3.5","0","2","0","0","0","0","0.4909090909090909","false","0","SNRNP48","0","0.7"
,"0.0","0.0","0.0","0.0","0","0","true","SYN1","0.0","0","0",,"0","0","0","Infinity","false","0","SYN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MED15","0.0","0","0","0",,"0","0","Infinity","false","0","MED15","0","0.0"
"25","3.619047619047619","0.045238095238095244","0.2763157894736842","0.0","2","6","false","TRIB1","4.0","0","2","0","0","0","0","0.5634920634920635","false","0","TRIB1","42","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","ZPBP","0.0","0","0","0","0","0","0","Infinity","false","0","ZPBP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UBE2Q2","0.0","0","0","0","0","0","0","Infinity","false","0","UBE2Q2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GNAT2","0.0","0","0","0","0","0","0","Infinity","false","0","GNAT2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NMUR1","0.0","0","0",,"0","0","0","Infinity","false","0","NMUR1","0","0.0"
"25","2.1904761904761907","0.7000000000000001","0.45652173913043476","0.0","5","4","false","TTYH1","2.8","0","5",,"0","0","0","0.8015873015873015","false","0","TTYH1","354","0.225"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF277","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF277","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PCARE","0.0","0","0","0","0","0","0","Infinity","false","0","PCARE","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LRP2BP","0.0","0","0","0","0","0","0","Infinity","false","0","LRP2BP","0","0.0"
"9","1.5","0.013333333333333334","0.6666666666666666","0.6666666666666666","3","2","false","HTR1E","4.333333333333333","0","3","0","0","0","0","0.9","false","0","HTR1E","2","0.7222222222222222"
"10","4.105263157894737","0.01046783625730994","0.24358974358974356","0.0","2","8","false","STAP1","6.0","0","2","0","0","0","0","0.7177033492822966","false","0","STAP1","166","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","CAMKV","0.0","0","0",,"0","0","0","Infinity","false","0","CAMKV","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FGD5","0.0","0","0","0","0","0","0","Infinity","false","0","FGD5","0","0.0"
"10","4.881578947368421","0.04232832080200501","0.20485175202156333","0.3333333333333333","3","9","false","ZNF397","2.6666666666666665","0","3","0","0","0","0","0.6471291866028708","false","0","ZNF397","440","0.4666666666666667"
"17","1.0","0.0","1.0","1.0","2","1","false","RAB24","2.0","0","2","0","0","0","0","1.0","false","0","RAB24","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR2J1","0.0","0","0","0","0","0","0","Infinity","false","0","OR2J1","0","0.0"
"25","2.9047619047619047","0.0761904761904762","0.3442622950819672","0.0","2","5","false","CYB5R1","3.5","0","2","0","0","0","0","0.6825396825396824","false","0","CYB5R1","36","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","PNMA8A","0.0","0","0","0","0","0","0","Infinity","false","0","PNMA8A","0","0.0"
"10","3.8552631578947367","0.020324979114452794","0.25938566552901027","0.0","2","8","false","MIER2","4.5","0","2","0","0","0","0","0.7404306220095694","false","0","MIER2","276","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","OR4K15","0.0","0","0","0","0","0","0","Infinity","false","0","OR4K15","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SH3RF3","0.0","0","0","0","0","0","0","Infinity","false","0","SH3RF3","0","0.0"
"10","3.473684210526316","0.13903508771929823","0.28787878787878785","0.13333333333333333","6","6","false","HNRNPM","3.8333333333333335","0","6","0","0","0","0","0.7751196172248804","false","0","HNRNPM","1924","0.23333333333333334"
,"0.0","0.0","0.0","0.0","0","0","true","CALU","0.0","0","0","0","0","0","0","Infinity","false","0","CALU","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRBJ1-2","0.0","0","0","0","0","0","0","Infinity","false","0","TRBJ1-2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MFSD9","0.0","0","0","0","0","0","0","Infinity","false","0","MFSD9","0","0.0"
"26","3.272727272727273","0.11616161616161616","0.3055555555555555","0.5","4","6","false","APOBEC3C","3.25","0","4","0","0","0","0","0.5454545454545454","false","0","APOBEC3C","124","0.4642857142857143"
"19","1.5","0.24444444444444444","0.6666666666666666","0.0","3","2","false","POPDC3","2.3333333333333335","0","3","0","0","0","0","0.8333333333333334","false","0","POPDC3","12","0.4444444444444444"
"10","3.960526315789474","0.006771929824561403","0.25249169435215946","0.6","5","8","false","EFCAB9","6.0","0","5","0","0","0","0","0.7308612440191387","false","0","EFCAB9","152","0.46153846153846156"
,"0.0","0.0","0.0","0.0","0","0","true","SMIM26","0.0","0","0","0","0","0","0","Infinity","false","0","SMIM26","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IL32","0.0","0","0",,"0","0","0","Infinity","false","0","IL32","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ENTPD5","0.0","0","0","0",,"0","0","Infinity","false","0","ENTPD5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SH3D19","0.0","0","0",,"0","0","0","Infinity","false","0","SH3D19","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CDY2B","0.0","0","0",,"0","0","0","Infinity","false","0","CDY2B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF595","0.0","0","0",,"0","0","0","Infinity","false","0","ZNF595","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","BEAN1","0.0","0","0",,"0","0","0","Infinity","false","0","BEAN1","0","0.0"
"2","1.3076923076923077","0.05769230769230768","0.7647058823529411","0.5555555555555556","9","2","false","SF3A1","6.333333333333333","0","9","0","0","0","0","0.9763313609467456","false","0","SF3A1","32","0.48717948717948717"
,"0.0","0.0","0.0","0.0","0","0","true","CNNM2","0.0","0","0",,"0","0","0","Infinity","false","0","CNNM2","0","0.0"
"10","3.960526315789474","0.008664160401002506","0.25249169435215946","0.3333333333333333","4","8","false","MRPL28","4.75","0","4","0","0","0","0","0.7308612440191387","false","0","MRPL28","106","0.34615384615384615"
,"0.0","0.0","0.0","0.0","0","0","true","ODF3","0.0","0","0","0",,"0","0","Infinity","false","0","ODF3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCDC83","0.0","0","0","0","0","0","0","Infinity","false","0","CCDC83","0","0.0"
"17","1.0","0.0","1.0","1.0","2","1","false","OR4X1","2.0","0","2","0",,"0","0","1.0","false","0","OR4X1","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","CRTAC1","0.0","0","0","0","0","0","0","Infinity","false","0","CRTAC1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FGF7","0.0","0","0",,"0","0","0","Infinity","false","0","FGF7","0","0.0"
"13","4.848484848484849","0.0","0.20625","1.0","2","8","false","TC2N","4.5","0","2","0","0","0","0","0.6151515151515151","false","0","TC2N","0","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","ARHGAP30","0.0","0","0","0","0","0","0","Infinity","false","0","ARHGAP30","0","0.0"
"10","5.144736842105263","0.01704177109440267","0.19437340153452687","0.0","2","9","false","TCTN3","2.5","0","2","0","0","0","0","0.6232057416267943","false","0","TCTN3","210","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","TLR5","0.0","0","0","0","0","0","0","Infinity","false","0","TLR5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CAMK1G","0.0","0","0",,"0","0","0","Infinity","false","0","CAMK1G","0","0.0"
"26","4.090909090909091","0.04329004329004329","0.24444444444444444","0.0","2","7","false","PRR14L","2.5","0","2","0","0","0","0","0.38181818181818183","false","0","PRR14L","48","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","FLYWCH1","0.0","0","0","0","0","0","0","Infinity","false","0","FLYWCH1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SMIM23","0.0","0","0","0",,"0","0","Infinity","false","0","SMIM23","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WDR77","0.0","0","0","0","0","0","0","Infinity","false","0","WDR77","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZRSR2","0.0","0","0","0","0","0","0","Infinity","false","0","ZRSR2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UBE2G1","0.0","0","0","0","0","0","0","Infinity","false","0","UBE2G1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FGF13","0.0","0","0","0","0","0","0","Infinity","false","0","FGF13","0","0.0"
"10","4.75","0.03684210526315789","0.21052631578947367","0.0","3","8","false","ST8SIA5","4.333333333333333","0","3","0","0","0","0","0.6590909090909091","false","0","ST8SIA5","1146","0.5555555555555556"
,"0.0","0.0","0.0","0.0","0","0","true","SOBP","0.0","0","0","0","0","0","0","Infinity","false","0","SOBP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGF2BP3","0.0","0","0","0","0","0","0","Infinity","false","0","IGF2BP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MLEC","0.0","0","0","0","0","0","0","Infinity","false","0","MLEC","0","0.0"
"26","2.909090909090909","0.3008658008658009","0.34375","0.3333333333333333","4","5","false","NVL","3.75","0","4","0","0","0","0","0.6181818181818182","false","0","NVL","260","0.4166666666666667"
,"0.0","0.0","0.0","0.0","0","0","true","GOT1L1","0.0","0","0","0","0","0","0","Infinity","false","0","GOT1L1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MRTFB","0.0","0","0",,"0","0","0","Infinity","false","0","MRTFB","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV4-61","0.0","0","0","0",,"0","0","Infinity","false","0","IGHV4-61","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLDN22","0.0","0","0",,"0","0","0","Infinity","false","0","CLDN22","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCDC78","0.0","0","0","0",,"0","0","Infinity","false","0","CCDC78","0","0.0"
"10","3.8947368421052633","0.2129239766081871","0.25675675675675674","0.0","5","7","false","RIN3","2.8","0","5","0","0","0","0","0.7368421052631579","false","0","RIN3","4856","0.36"
"13","4.424242424242424","9.46969696969697E-4","0.226027397260274","0.0","2","6","false","NBPF6","3.5","0","2","0","0","0","0","0.6575757575757576","false","0","NBPF6","2","0.625"
,"0.0","0.0","0.0","0.0","0","0","true","IHH","0.0","0","0","0","0","0","0","Infinity","false","0","IHH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RASGEF1A","0.0","0","0","0","0","0","0","Infinity","false","0","RASGEF1A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV3-9","0.0","0","0","0","0","0","0","Infinity","false","0","IGHV3-9","0","0.0"
