"__mcodeCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
,"0.0","0.0","0.0","0.0","0","0","true","FAM237B","0.0","0","0","0","0","0","0","Infinity","false","0","FAM237B","0","0.0"
"7","1.3333333333333333","0.05555555555555555","0.75","0.6666666666666666","4","2","false","PAK4","4.0","0","4","0","0","0","0","0.9333333333333333","false","0","PAK4","4","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","PDX1","0.0","0","0","0","0","0","0","Infinity","false","0","PDX1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MFSD10","0.0","0","0","0","0","0","0","Infinity","false","0","MFSD10","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR10H4","0.0","0","0","0","0","0","0","Infinity","false","0","OR10H4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR6C2","0.0","0","0","0","0","0","0","Infinity","false","0","OR6C2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TP63","0.0","0","0","0","0","0","0","Infinity","false","0","TP63","0","0.0"
"23","1.0","0.0","1.0","1.0","2","1","false","CROCC2","2.0","0","2","0","0","0","0","1.0","false","0","CROCC2","0","1.0"
"10","4.0131578947368425","0.0","0.24918032786885244","1.0","2","8","false","CALB2","8.5","0","2","0","0","0","0","0.7260765550239234","false","0","CALB2","0","0.7083333333333334"
"25","4.333333333333333","0.0","0.23076923076923078","1.0","2","7","false","C6orf118","3.0","0","2","0","0","0","0","0.4444444444444445","false","0","C6orf118","0","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","DMRTA2","0.0","0","0",,"0","0","0","Infinity","false","0","DMRTA2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GTF2A1","0.0","0","0","0",,"0","0","Infinity","false","0","GTF2A1","0","0.0"
"26","3.5454545454545454","0.0","0.28205128205128205","1.0","2","6","false","FAM166C","3.5","0","2","0",,"0","0","0.4909090909090909","false","0","FAM166C","0","0.7"
"10","5.0131578947368425","0.0","0.1994750656167979","1.0","3","9","false","DNAAF1","5.333333333333333","0","3",,"0","0","0","0.6351674641148325","false","0","DNAAF1","0","0.7619047619047619"
,"0.0","0.0","0.0","0.0","0","0","true","FN1","0.0","0","0","1","1","1","0","Infinity","false","0","FN1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","STON1","0.0","0","0",,"0","0","0","Infinity","false","0","STON1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CTRB1","0.0","0","0",,"0","0","0","Infinity","false","0","CTRB1","0","0.0"
"6","1.5555555555555556","0.5555555555555556","0.6428571428571428","0.6","5","3","false","CGN","4.0","0","5","0","0","0","0","0.888888888888889","false","0","CGN","48","0.5428571428571428"
,"0.0","0.0","0.0","0.0","0","0","true","CDY1B","0.0","0","0",,"0","0","0","Infinity","false","0","CDY1B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FAM234A","0.0","0","0","0","0","0","0","Infinity","false","0","FAM234A","0","0.0"
"25","3.6666666666666665","0.0","0.27272727272727276","1.0","2","6","false","TBCE","4.0","0","2",,"0","0","0","0.5555555555555556","false","0","TBCE","0","0.8"
"1","1.5","0.019047619047619046","0.6666666666666666","0.6666666666666666","4","2","false","CFAP100","6.0","0","4","0","0","0","0","0.9375","false","0","CFAP100","4","0.75"
,"0.0","0.0","0.0","0.0","0","0","true","RNF13","0.0","0","0","0","0","0","0","Infinity","false","0","RNF13","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GSX2","0.0","0","0",,"0","0","0","Infinity","false","0","GSX2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CEP57L1","0.0","0","0","0","0","0","0","Infinity","false","0","CEP57L1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZMYM5","0.0","0","0","0","0","0","0","Infinity","false","0","ZMYM5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGLV1-50","0.0","0","0","0",,"0","0","Infinity","false","0","IGLV1-50","0","0.0"
"10","5.0131578947368425","0.0","0.1994750656167979","1.0","3","9","false","SCN3B","5.333333333333333","0","3","0","0","0","0","0.6351674641148325","false","0","SCN3B","0","0.7619047619047619"
,"0.0","0.0","0.0","0.0","0","0","true","ANKRD20A2P","0.0","0","0",,"0","0","0","Infinity","false","0","ANKRD20A2P","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TPX2","0.0","0","0",,"0","0","0","Infinity","false","0","TPX2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WNT1","0.0","0","0","0","0","0","0","Infinity","false","0","WNT1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CYP26B1","0.0","0","0",,"0","0","0","Infinity","false","0","CYP26B1","0","0.0"
"8","1.25","0.0","0.8","1.0","3","2","false","SRRM2","3.6666666666666665","0","3","0","0","0","0","0.9375","false","0","SRRM2","0","0.9166666666666666"
"26","4.136363636363637","0.10461760461760461","0.24175824175824173","0.3333333333333333","3","7","false","PRPF19","2.3333333333333335","0","3","0","0","0","0","0.3727272727272727","false","0","PRPF19","74","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","ABCB9","0.0","0","0","0","0","0","0","Infinity","false","0","ABCB9","0","0.0"
"6","2.111111111111111","0.0","0.47368421052631576","1.0","4","4","false","REELD1","4.25","0","4","0",,"0","0","0.7777777777777778","false","0","REELD1","0","0.85"
"10","4.065789473684211","0.010292397660818712","0.2459546925566343","0.3333333333333333","3","7","false","N4BP2L2","4.333333333333333","0","3","0","0","0","0","0.7212918660287081","false","0","N4BP2L2","136","0.4444444444444444"
"16","1.0","0.16666666666666666","1.0","0.6666666666666666","3","1","false","DAZAP2","2.3333333333333335","0","3","0","0","0","0","1.0","false","0","DAZAP2","2","0.7777777777777778"
,"0.0","0.0","0.0","0.0","0","0","true","SCRT2","0.0","0","0",,"0","0","0","Infinity","false","0","SCRT2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GOLGA6B","0.0","0","0","0","0","0","0","Infinity","false","0","GOLGA6B","0","0.0"
"24","3.0","0.0","0.3333333333333333","1.0","2","5","false","ST6GALNAC6","4.0","0","2","0","0","0","0","0.6666666666666666","false","0","ST6GALNAC6","0","0.6666666666666666"
"1","1.5","0.008928571428571428","0.6666666666666666","0.8333333333333334","4","2","false","KCNA7","5.75","0","4","0","0","0","0","0.9375","false","0","KCNA7","2","0.71875"
,"0.0","0.0","0.0","0.0","0","0","true","TRAV6","0.0","0","0","0","0","0","0","Infinity","false","0","TRAV6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MARCHF7","0.0","0","0","0","0","0","0","Infinity","false","0","MARCHF7","0","0.0"
"4","1.125","0.3596938775510204","0.8888888888888888","0.2857142857142857","7","2","false","TMF1","3.2857142857142856","0","7","0","0","0","0","0.9821428571428571","false","0","TMF1","38","0.4489795918367347"
,"0.0","0.0","0.0","0.0","0","0","true","ALX4","0.0","0","0",,"0","0","0","Infinity","false","0","ALX4","0","0.0"
"3","1.0","0.2222222222222222","1.0","0.5333333333333333","6","1","false","TPR","3.6666666666666665","0","6","0",,"0","0","1.0","false","0","TPR","14","0.6111111111111112"
,"0.0","0.0","0.0","0.0","0","0","true","HNRNPDL","0.0","0","0","0","0","0","0","Infinity","false","0","HNRNPDL","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRPC4AP","0.0","0","0","0","0","0","0","Infinity","false","0","TRPC4AP","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV1-69D","0.0","0","0","0","0","0","0","Infinity","false","0","IGHV1-69D","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TRMU","0.0","0","0","0","0","0","0","Infinity","false","0","TRMU","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WNT7A","0.0","0","0","0","0","0","0","Infinity","false","0","WNT7A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CSGALNACT2","0.0","0","0","0","0","0","0","Infinity","false","0","CSGALNACT2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NOCT","0.0","0","0","0","0","0","0","Infinity","false","0","NOCT","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLEC4M","0.0","0","0","0","0","0","0","Infinity","false","0","CLEC4M","0","0.0"
"13","3.606060606060606","0.0","0.2773109243697479","1.0","2","5","false","ZNF449","6.5","0","2",,"0","0","0","0.7393939393939395","false","0","ZNF449","0","0.7222222222222222"
"7","1.5","0.0","0.6666666666666666","1.0","3","2","false","ATMIN","4.333333333333333","0","3","0","0","0","0","0.9","false","0","ATMIN","0","0.7222222222222222"
,"0.0","0.0","0.0","0.0","0","0","true","FAM219B","0.0","0","0","0","0","0","0","Infinity","false","0","FAM219B","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGKV3D-11","0.0","0","0","0","0","0","0","Infinity","false","0","IGKV3D-11","0","0.0"
"26","3.272727272727273","0.11616161616161616","0.3055555555555555","0.5","4","6","false","ZNF48","3.25","0","4","0","0","0","0","0.5454545454545454","false","0","ZNF48","124","0.4642857142857143"
,"0.0","0.0","0.0","0.0","0","0","true","CERS4","0.0","0","0","0","0","0","0","Infinity","false","0","CERS4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCNE2","0.0","0","0","0","0","0","0","Infinity","false","0","CCNE2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PRKCSH","0.0","0","0","0","0","0","0","Infinity","false","0","PRKCSH","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC25A13","0.0","0","0","0","0","0","0","Infinity","false","0","SLC25A13","0","0.0"
"1","1.375","0.017857142857142856","0.7272727272727273","0.8","5","2","false","RPL3","5.8","0","5","0","0","0","0","0.953125","false","0","RPL3","4","0.725"
"26","3.8636363636363638","0.12337662337662339","0.2588235294117647","0.0","2","6","false","PPP1R8","2.5","0","2",,"0","0","0","0.42727272727272725","false","0","PPP1R8","84","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","IZUMO1","0.0","0","0",,"0","0","0","Infinity","false","0","IZUMO1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF716","0.0","0","0","0",,"0","0","Infinity","false","0","ZNF716","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KLK1","0.0","0","0","0","0","0","0","Infinity","false","0","KLK1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GCA","0.0","0","0","0","0","0","0","Infinity","false","0","GCA","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RNF225","0.0","0","0","0",,"0","0","Infinity","false","0","RNF225","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MITD1","0.0","0","0","0","0","0","0","Infinity","false","0","MITD1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ALDH18A1","0.0","0","0",,"0","0","0","Infinity","false","0","ALDH18A1","0","0.0"
"13","4.03030303030303","0.013257575757575758","0.2481203007518797","0.0","2","7","false","ATP2C2","5.0","0","2","0","0","0","0","0.696969696969697","false","0","ATP2C2","64","0.8"
"4","1.625","0.017006802721088433","0.6153846153846154","0.6666666666666666","3","2","false","TRAPPC14","5.0","0","3","0","0","0","0","0.9107142857142857","false","0","TRAPPC14","4","0.625"
,"0.0","0.0","0.0","0.0","0","0","true","ALDH9A1","0.0","0","0","0","0","0","0","Infinity","false","0","ALDH9A1","0","0.0"
"24","3.2","0.1142857142857143","0.3125","0.0","3","6","false","OR56A4","2.6666666666666665","0","3",,"0","0","0","0.6333333333333333","false","0","OR56A4","58","0.5555555555555556"
,"0.0","0.0","0.0","0.0","0","0","true","PDCL2","0.0","0","0",,"0","0","0","Infinity","false","0","PDCL2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CCDC166","0.0","0","0","0","0","0","0","Infinity","false","0","CCDC166","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SP7","0.0","0","0",,"0","0","0","Infinity","false","0","SP7","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RGR","0.0","0","0","0","0","0","0","Infinity","false","0","RGR","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CORO1C","0.0","0","0","0","0","0","0","Infinity","false","0","CORO1C","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ABI1","0.0","0","0","0","0","0","0","Infinity","false","0","ABI1","0","0.0"
"24","3.2","0.06190476190476191","0.3125","0.3333333333333333","3","6","false","GTF2F1","3.0","0","3","0","0","0","0","0.6333333333333333","false","0","GTF2F1","30","0.5333333333333333"
,"0.0","0.0","0.0","0.0","0","0","true","NKX6-3","0.0","0","0","0","0","0","0","Infinity","false","0","NKX6-3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RTL5","0.0","0","0","0","0","0","0","Infinity","false","0","RTL5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AMDHD2","0.0","0","0",,"0","0","0","Infinity","false","0","AMDHD2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FRZB","0.0","0","0",,"0","0","0","Infinity","false","0","FRZB","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TCP11X1","0.0","0","0","0","0","0","0","Infinity","false","0","TCP11X1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RUFY2","0.0","0","0",,"0","0","0","Infinity","false","0","RUFY2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LINC00208","0.0","0","0",,"0","0","0","Infinity","false","0","LINC00208","0","0.0"
"2","1.6923076923076923","0.0","0.5909090909090909","1.0","4","2","false","GPR141","10.75","0","4",,"0","0","0","0.9467455621301776","false","0","GPR141","0","0.8269230769230769"
,"0.0","0.0","0.0","0.0","0","0","true","PRAMEF27","0.0","0","0","0","0","0","0","Infinity","false","0","PRAMEF27","0","0.0"
"10","4.026315789473684","0.06468504594820386","0.24836601307189543","0.3333333333333333","3","8","false","ZSCAN22","6.0","0","3","0","0","0","0","0.7248803827751197","false","0","ZSCAN22","660","0.40476190476190477"
,"0.0","0.0","0.0","0.0","0","0","true","ZFAND5","0.0","0","0","0","0","0","0","Infinity","false","0","ZFAND5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","B3GAT1","0.0","0","0",,"0","0","0","Infinity","false","0","B3GAT1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SLC26A3","0.0","0","0",,"0","0","0","Infinity","false","0","SLC26A3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","EFCAB13","0.0","0","0",,"0","0","0","Infinity","false","0","EFCAB13","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RAPGEF4","0.0","0","0",,"0","0","0","Infinity","false","0","RAPGEF4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CD38","0.0","0","0",,"0","0","0","Infinity","false","0","CD38","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","UBE2W","0.0","0","0","0","0","0","0","Infinity","false","0","UBE2W","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RIOK3","0.0","0","0","0","0","0","0","Infinity","false","0","RIOK3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TM2D2","0.0","0","0",,"0","0","0","Infinity","false","0","TM2D2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GPATCH2","0.0","0","0","0","0","0","0","Infinity","false","0","GPATCH2","0","0.0"
"25","2.380952380952381","0.49523809523809526","0.42","0.3333333333333333","3","4","false","SH3GLB1","4.666666666666667","0","3","0","0","0","0","0.7698412698412698","false","0","SH3GLB1","252","0.3939393939393939"
,"0.0","0.0","0.0","0.0","0","0","true","TMEM143","0.0","0","0","0","0","0","0","Infinity","false","0","TMEM143","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","WDR13","0.0","0","0","0","0","0","0","Infinity","false","0","WDR13","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","VWA1","0.0","0","0","0","0","0","0","Infinity","false","0","VWA1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CLEC4A","0.0","0","0","0","0","0","0","Infinity","false","0","CLEC4A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LMNTD1","0.0","0","0",,"0","0","0","Infinity","false","0","LMNTD1","0","0.0"
"22","1.0","0.0","1.0","1.0","2","1","false","REST","2.0","0","2","0","0","0","0","1.0","false","0","REST","0","1.0"
,"0.0","0.0","0.0","0.0","0","0","true","THBS4","0.0","0","0",,"0","0","0","Infinity","false","0","THBS4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GOLGA6A","0.0","0","0",,"0","0","0","Infinity","false","0","GOLGA6A","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","LPAR2","0.0","0","0","0","0","0","0","Infinity","false","0","LPAR2","0","0.0"
"10","3.8289473684210527","0.011649122807017544","0.2611683848797251","0.0","3","8","false","IL34","4.333333333333333","0","3","0","0","0","0","0.7428229665071769","false","0","IL34","182","0.4166666666666667"
"6","2.2222222222222223","0.0","0.44999999999999996","1.0","2","3","false","PSG11","4.0","0","2","0","0","0","0","0.7555555555555555","false","0","PSG11","0","0.8"
,"0.0","0.0","0.0","0.0","0","0","true","BMP2K","0.0","0","0","0","0","0","0","Infinity","false","0","BMP2K","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR10A2","0.0","0","0","0","0","0","0","Infinity","false","0","OR10A2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PSME3IP1","0.0","0","0",,"0","0","0","Infinity","false","0","PSME3IP1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NCBP2","0.0","0","0","0","0","0","0","Infinity","false","0","NCBP2","0","0.0"
"10","3.8684210526315788","0.027343358395989982","0.2585034013605442","0.3333333333333333","3","8","false","PDK1","6.0","0","3","0","0","0","0","0.7392344497607656","false","0","PDK1","366","0.40476190476190477"
,"0.0","0.0","0.0","0.0","0","0","true","RNF112","0.0","0","0","0","0","0","0","Infinity","false","0","RNF112","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RGL2","0.0","0","0","0","0","0","0","Infinity","false","0","RGL2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ANKRD36B","0.0","0","0","0","0","0","0","Infinity","false","0","ANKRD36B","0","0.0"
"13","3.696969696969697","0.09564393939393939","0.27049180327868855","0.0","2","6","false","PPP2CA","6.5","0","2","0","0","0","0","0.7303030303030302","false","0","PPP2CA","122","0.5"
"9","1.1666666666666667","0.3","0.8571428571428571","0.1","5","2","false","SMC1B","2.4","0","5","0","0","0","0","0.9666666666666666","false","0","SMC1B","18","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","CXCR1","0.0","0","0",,"0","0","0","Infinity","false","0","CXCR1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RCOR3","0.0","0","0","0","0","0","0","Infinity","false","0","RCOR3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","BECN2","0.0","0","0","0","0","0","0","Infinity","false","0","BECN2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","EFNA1","0.0","0","0","0","0","0","0","Infinity","false","0","EFNA1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR7D2","0.0","0","0","0","0","0","0","Infinity","false","0","OR7D2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RFPL4AL1","0.0","0","0","0",,"0","0","Infinity","false","0","RFPL4AL1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR2A5","0.0","0","0","0","0","0","0","Infinity","false","0","OR2A5","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TMBIM1","0.0","0","0",,"0","0","0","Infinity","false","0","TMBIM1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF772","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF772","0","0.0"
"24","3.933333333333333","0.004761904761904762","0.2542372881355932","0.0","2","7","false","LYG1","3.0","0","2","0","0","0","0","0.5111111111111112","false","0","LYG1","2","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","GARIN2","0.0","0","0",,"0","0","0","Infinity","false","0","GARIN2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZEB1","0.0","0","0","0","0","0","0","Infinity","false","0","ZEB1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR10T2","0.0","0","0",,"0","0","0","Infinity","false","0","OR10T2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CFAP221","0.0","0","0",,"0","0","0","Infinity","false","0","CFAP221","0","0.0"
"13","3.393939393939394","0.11647727272727273","0.29464285714285715","0.0","2","5","false","ST8SIA4","5.0","0","2",,"0","0","0","0.7606060606060605","false","0","ST8SIA4","158","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","UBXN11","0.0","0","0","0","0","0","0","Infinity","false","0","UBXN11","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","MAGI3","0.0","0","0","0","0","0","0","Infinity","false","0","MAGI3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","JMY","0.0","0","0",,"0","0","0","Infinity","false","0","JMY","0","0.0"
"2","1.6923076923076923","0.0","0.5909090909090909","1.0","4","2","false","HOXD13","10.75","0","4","0","0","0","0","0.9467455621301776","false","0","HOXD13","0","0.8269230769230769"
,"0.0","0.0","0.0","0.0","0","0","true","SPATA2","0.0","0","0","0","0","0","0","Infinity","false","0","SPATA2","0","0.0"
"10","6.5394736842105265","0.012982456140350877","0.1529175050301811","0.0","2","10","false","SLC17A2","4.0","0","2","0","0","0","0","0.49641148325358847","false","0","SLC17A2","766","0.6"
,"0.0","0.0","0.0","0.0","0","0","true","FOXC1","0.0","0","0","0","0","0","0","Infinity","false","0","FOXC1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ALDH6A1","0.0","0","0","0","0","0","0","Infinity","false","0","ALDH6A1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","KPNA6","0.0","0","0","0","0","0","0","Infinity","false","0","KPNA6","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGLV8-61","0.0","0","0","0","0","0","0","Infinity","false","0","IGLV8-61","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","OR2A4","0.0","0","0","0","0","0","0","Infinity","false","0","OR2A4","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","EP400P1","0.0","0","0","0","0","0","0","Infinity","false","0","EP400P1","0","0.0"
"19","1.8333333333333333","0.05555555555555555","0.5454545454545455","0.0","2","3","false","SCAF4","3.0","0","2","0","0","0","0","0.7222222222222223","false","0","SCAF4","4","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","FAAP100","0.0","0","0",,"0","0","0","Infinity","false","0","FAAP100","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","RRAD","0.0","0","0",,"0","0","0","Infinity","false","0","RRAD","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","FYCO1","0.0","0","0",,"0","0","0","Infinity","false","0","FYCO1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ATRX","0.0","0","0","0","0","0","0","Infinity","false","0","ATRX","0","0.0"
"13","4.090909090909091","0.07291666666666667","0.24444444444444444","0.3333333333333333","3","7","false","TSC22D2","2.3333333333333335","0","3","0","0","0","0","0.6909090909090909","false","0","TSC22D2","96","0.5"
,"0.0","0.0","0.0","0.0","0","0","true","MRNIP","0.0","0","0",,"0","0","0","Infinity","false","0","MRNIP","0","0.0"
"1","1.25","0.06845238095238095","0.8","0.6","6","2","false","RAMAC","5.333333333333333","0","6","0","0","0","0","0.96875","false","0","RAMAC","12","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","RAC3","0.0","0","0","0","0","0","0","Infinity","false","0","RAC3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PCDHGA11","0.0","0","0","0","0","0","0","Infinity","false","0","PCDHGA11","0","0.0"
"10","3.0921052631578947","0.19996741854636593","0.32340425531914896","0.2","6","6","false","AICDA","5.666666666666667","0","6","0","0","0","0","0.8098086124401914","false","0","AICDA","3304","0.2391304347826087"
,"0.0","0.0","0.0","0.0","0","0","true","TNMD","0.0","0","0","0","0","0","0","Infinity","false","0","TNMD","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","GLYATL1","0.0","0","0","0","0","0","0","Infinity","false","0","GLYATL1","0","0.0"
"19","1.5","0.18888888888888886","0.6666666666666666","0.3333333333333333","3","2","false","TMPPE","2.6666666666666665","0","3","0","0","0","0","0.8333333333333334","false","0","TMPPE","8","0.4666666666666667"
,"0.0","0.0","0.0","0.0","0","0","true","PRG2","0.0","0","0",,"0","0","0","Infinity","false","0","PRG2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PEX14","0.0","0","0","0","0","0","0","Infinity","false","0","PEX14","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","CXorf66","0.0","0","0",,"0","0","0","Infinity","false","0","CXorf66","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DDX52","0.0","0","0","0","0","0","0","Infinity","false","0","DDX52","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","AP1B1","0.0","0","0","0","0","0","0","Infinity","false","0","AP1B1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF454","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF454","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","DBR1","0.0","0","0","0","0","0","0","Infinity","false","0","DBR1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZBTB48","0.0","0","0","0","0","0","0","Infinity","false","0","ZBTB48","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PPP4R2","0.0","0","0",,"0","0","0","Infinity","false","0","PPP4R2","0","0.0"
"10","5.578947368421052","0.0783625730994152","0.17924528301886794","0.0","6","9","false","MYH16","2.3333333333333335","0","6","0","0","0","0","0.583732057416268","false","0","MYH16","3078","0.4444444444444444"
,"0.0","0.0","0.0","0.0","0","0","true","ZNF213","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF213","0","0.0"
"26","3.227272727272727","0.0","0.3098591549295775","1.0","2","5","false","EVX1","4.5","0","2","0",,"0","0","0.5545454545454546","false","0","EVX1","0","0.6428571428571429"
,"0.0","0.0","0.0","0.0","0","0","true","PARP3","0.0","0","0","0","0","0","0","Infinity","false","0","PARP3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SINHCAF","0.0","0","0",,"0","0","0","Infinity","false","0","SINHCAF","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","IGHV3-74","0.0","0","0","0",,"0","0","Infinity","false","0","IGHV3-74","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ZDHHC14","0.0","0","0","0","0","0","0","Infinity","false","0","ZDHHC14","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","SARS1","0.0","0","0","0","0","0","0","Infinity","false","0","SARS1","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","ESCO2","0.0","0","0","0","0","0","0","Infinity","false","0","ESCO2","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","NR4A3","0.0","0","0",,"0","0","0","Infinity","false","0","NR4A3","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","TLR4","0.0","0","0","0","0","0","0","Infinity","false","0","TLR4","0","0.0"
