"__mclCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"33","1.2","0.25","0.8333333333333334","0.5","6","2","false","NTRK1","2.75","0","5","1","1","1","0","0.95","false","1","NTRK1","10","0.55"
"33","1.4","0.4","0.7142857142857143","0.3333333333333333","3","2","false","IFNLR1","3.0","0","3","0","0","0","0","0.9","false","0","IFNLR1","12","0.6666666666666666"
,"0.0","0.0","0.0","0.0","0","0","true","RIPK2","0.0","0","0","0",,"0","0","Infinity","false","0","RIPK2","0","0.0"
"26","1.9","0.0","0.5263157894736842","0.0","1","2","false","FOXRED2","10.0","0","1",,"0","0","0","0.9099999999999999","false","0","FOXRED2","0","0.0"
"4","1.9","1.4500537056928034E-4","0.5263157894736842","0.8666666666666667","6","3","false","OR9A1P","25.5","0","6",,"0","0","0","0.9816326530612245","false","0","OR9A1P","4","0.5204081632653061"
"19","1.4375","0.02104166666666667","0.6956521739130435","0.6666666666666666","9","2","false","PGA4","10.222222222222221","0","9","0","0","0","0","0.97265625","false","0","PGA4","24","0.6388888888888888"
"3","1.8305084745762712","0.013978180401324756","0.5462962962962963","0.21818181818181817","11","3","false","CFAP107","10.818181818181818","0","11","0","0","0","0","0.9854296758846268","false","0","CFAP107","104","0.1865203761755486"
"8","1.9705882352941178","0.0","0.5074626865671642","1.0","2","3","false","NKX2-8","28.0","0","2","0","0","0","0","0.9705882352941178","false","0","NKX2-8","0","0.8484848484848485"
"7","1.7714285714285714","0.004393818133313933","0.5645161290322581","0.42857142857142855","8","2","false","C3orf84","14.0","0","8","0","0","0","0","0.9779591836734693","false","0","C3orf84","32","0.4"
"73","1.0","0.0","1.0","0.0","1","1","false","PPM1J","1.0","0","1","0","0","0","0","1.0","false","0","PPM1J","0","0.0"
"1","2.0","4.761375255490865E-4","0.5","0.7","5","3","false","NPY4R","45.2","0","5","0","0","0","0","0.984375","false","0","NPY4R","290","0.5947368421052631"
"1","1.9876543209876543","0.0011504072815945435","0.5031055900621119","0.5333333333333333","6","3","false","CYB5RL","34.5","0","6","0","0","0","0","0.9845679012345679","false","0","CYB5RL","202","0.45394736842105265"
"7","1.9428571428571428","0.0","0.5147058823529412","1.0","2","2","false","TBC1D28","26.5","0","2",,"0","0","0","0.9730612244897959","false","0","TBC1D28","0","0.7571428571428571"
"9","1.9259259259259258","0.0","0.5192307692307693","1.0","2","2","false","CRTC3","19.5","0","2","0","0","0","0","0.9657064471879286","false","0","CRTC3","0","0.7222222222222222"
"4","1.92","4.296455424274973E-5","0.5208333333333334","0.9","5","3","false","UAP1","29.4","0","5","0","0","0","0","0.9812244897959184","false","0","UAP1","2","0.6"
"75","1.0","0.0","1.0","0.0","1","1","false","NCAPG","1.0","0","1","0","0","0","0","1.0","false","0","NCAPG","0","0.0"
,"0.0","0.0","0.0","0.0","0","0","true","PDXDC1","0.0","0","0","0","0","0","0","Infinity","false","0","PDXDC1","0","0.0"
"21","1.0","0.5207070707070707","1.0","0.22727272727272727","14","1","false","JUN","3.5","0","13","1","1","1","0","1.0","false","1","JUN","102","0.2916666666666667"
"21","1.8333333333333333","0.0","0.5454545454545455","1.0","2","2","false","TPPP2","9.0","0","2","0","0","0","0","0.9305555555555555","false","0","TPPP2","0","0.75"
"2","1.9523809523809523","7.083119986345793E-4","0.5121951219512195","0.6666666666666666","4","3","false","PECAM1","21.75","0","4","0","0","0","0","0.9841269841269842","false","0","PECAM1","12","0.35080645161290325"
"11","1.9230769230769231","0.0","0.52","1.0","2","2","false","ZNF185","17.5","0","2",,"0","0","0","0.9644970414201184","false","0","ZNF185","0","0.6730769230769231"
,"0.0","0.0","0.0","0.0","0","0","true","GABPA","0.0","0","0","0","0","0","0","Infinity","false","0","GABPA","0","0.0"
"8","1.9705882352941178","0.0","0.5074626865671642","1.0","2","3","false","CYB5A","28.0","0","2","0","0","0","0","0.9705882352941178","false","0","CYB5A","0","0.8484848484848485"
"5","1.82","0.005841621186087852","0.5494505494505494","0.37777777777777777","10","3","false","OR51M1","17.1","0","10","0","0","0","0","0.9821739130434782","false","0","OR51M1","122","0.3489795918367347"
"7","1.8571428571428572","0.0015533486121721415","0.5384615384615384","0.5","5","2","false","MOB2","15.4","0","5","0","0","0","0","0.9755102040816327","false","0","MOB2","10","0.44"
"20","1.0","0.5455555555555556","1.0","0.22857142857142856","15","1","false","CTSK","4.2","0","15","1","1","1","0","1.0","false","0","CTSK","162","0.29523809523809524"
"20","1.6666666666666667","0.0074603174603174605","0.6","0.7","5","2","false","CASKIN2","7.4","0","5","0","0","0","0","0.9555555555555556","false","0","CASKIN2","6","0.49333333333333335"
"11","1.7307692307692308","0.011743589743589742","0.5777777777777777","0.42857142857142855","7","2","false","CTNNA3","9.571428571428571","0","7","0","0","0","0","0.9718934911242604","false","0","CTNNA3","24","0.36813186813186816"
"53","1.0","0.0","1.0","0.0","1","1","false","CHPF2","1.0","0","1",,"0","0","0","1.0","false","0","CHPF2","0","0.0"
"3","2.0","0.0","0.5","1.0","2","3","false","VGLL3","32.0","0","2","0","0","0","0","0.9824561403508771","false","0","VGLL3","0","0.5614035087719298"
"22","1.9166666666666667","0.0","0.5217391304347826","0.0","1","2","false","OOSP4A","12.0","0","1","0",,"0","0","0.9236111111111112","false","0","OOSP4A","0","0.0"
"22","1.0","0.9545454545454546","1.0","0.045454545454545456","12","1","false","BGLAP","1.5","0","12","1","1","1","0","1.0","false","0","BGLAP","126","0.16666666666666666"
"6","1.9795918367346939","0.0","0.5051546391752577","1.0","2","3","false","RUNDC3B","32.5","0","2","0","0","0","0","0.9777365491651206","false","0","RUNDC3B","0","0.6770833333333334"
"5","2.06","0.0","0.4854368932038835","0.0","1","3","false","OR13C8","46.0","0","1","0",,"0","0","0.9769565217391304","false","0","OR13C8","0","0.0"
"24","1.8181818181818181","0.0","0.55","1.0","2","2","false","RPS6KC1","8.0","0","2",,"0","0","0","0.9256198347107438","false","0","RPS6KC1","0","0.7272727272727273"
"1","2.0617283950617282","0.012533424575908251","0.4850299401197605","0.32051282051282054","15","4","false","MAPK14","9.153846153846153","0","14","1","1","1","0","0.9834104938271605","false","1","MAPK14","1324","0.13662456946039037"
