"__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1","3.1379310344827585","0.015355464494429157","0.3186813186813187","0.22631578947368422","22","5","false","MYC","10.6","0","21","1","1","1","0","0.956368754398311","false","1","MYC","1500","0.20288461538461539"
"1","3.2","0.007000051331692111","0.3125","0.3626373626373626","14","5","false","PSMA4","14.071428571428571","0","14","0","0","0","0","0.9551020408163264","false","0","PSMA4","736","0.2512755102040816"
"14","3.6363636363636362","0.42992424242424243","0.275","0.027777777777777776","11","8","false","CALCA","1.4444444444444444","0","10","1","1","1","0","0.8116883116883117","false","1","CALCA","678","0.16666666666666666"
"14","4.606060606060606","0.0","0.21710526315789472","0.0","1","9","false","COL9A3","9.0","0","1",,"0","0","0","0.7424242424242424","false","0","COL9A3","0","0.0"
"6","4.177777777777778","0.0","0.23936170212765956","1.0","2","6","false","XPNPEP2","2.5","0","2","0","0","0","0","0.916374269005848","false","0","XPNPEP2","0","0.8333333333333334"
"6","4.177777777777778","0.0","0.23936170212765956","1.0","4","6","false","NOS3","2.5","0","3","1","1","1","0","0.916374269005848","false","1","NOS3","0","0.8333333333333334"
"15","3.1794871794871793","0.0","0.31451612903225806","0.0","1","6","false","IGLV1-51","20.0","0","1","0",,"0","0","0.8910256410256411","false","0","IGLV1-51","0","0.0"
"15","2.2051282051282053","0.7424651372019794","0.45348837209302323","0.02631578947368421","20","5","false","SOST","1.7","0","20","1","1","1","0","0.9397435897435897","false","0","SOST","1724","0.08846153846153847"
"6","1.2666666666666666","0.6469809203142536","0.7894736842105263","0.07254623044096728","38","4","false","MYCN","3.8157894736842106","0","38","1","1","1","0","0.9929824561403509","false","0","MYCN","1750","0.1037593984962406"
"6","2.2444444444444445","0.0","0.44554455445544555","0.0","1","5","false","TSR3","38.0","0","1",,"0","0","0","0.967251461988304","false","0","TSR3","0","0.0"
"7","1.4615384615384615","0.04789125404510021","0.6842105263157895","0.45714285714285713","17","3","false","BMP7","10.133333333333333","0","16","1","1","1","0","0.9815384615384616","false","1","BMP7","114","0.4053333333333333"
"7","1.8846153846153846","2.366863905325444E-4","0.5306122448979592","0.8333333333333334","4","3","false","FAM83C","18.75","0","4",,"0","0","0","0.9646153846153847","false","0","FAM83C","2","0.75"
"1","3.1448275862068966","0.22428324313866693","0.31798245614035087","0.05","27","5","false","RELA","2.6","0","26","1","1","1","0","0.9562280084447573","false","1","RELA","18564","0.09818181818181818"
"1","4.13103448275862","0.0","0.24207011686143576","1.0","2","6","false","OR51A4","15.0","0","2","0","0","0","0","0.9361013370865587","false","0","OR51A4","0","0.6"
"12","2.341463414634146","0.054357333046357446","0.42708333333333337","0.4338235294117647","19","4","false","AKT1","8.117647058823529","0","18","1","1","1","0","0.9210903873744619","false","1","AKT1","478","0.40588235294117647"
"12","2.5853658536585367","0.05789915369183661","0.38679245283018865","0.6","5","5","false","KLHL40","11.8","0","5","0","0","0","0","0.9067431850789096","false","0","KLHL40","398","0.6105263157894737"
"10","1.2166666666666666","0.5562449341717262","0.8219178082191781","0.07428571428571429","50","3","false","COL3A1","5.74","0","50","1","1","1","0","0.9956666666666666","false","0","COL3A1","4622","0.11787234042553192"
"9","3.4651162790697674","1.1109521513438281E-4","0.28859060402684567","0.0","2","6","false","PTPN18","6.5","0","2","0","0","0","0","0.9567523459812322","false","0","PTPN18","18","0.55"
"3","2.774193548387097","0.0","0.36046511627906974","1.0","2","4","false","POLB","8.0","0","2","0","0","0","0","0.9694104560622915","false","0","POLB","0","0.5714285714285714"
"3","1.064516129032258","0.8223162347964041","0.9393939393939394","0.04476709013914096","60","2","false","COL1A1","3.6206896551724137","0","59","1","1","1","0","0.9988876529477198","false","1","COL1A1","3574","0.06631299734748011"
"3","2.0161290322580645","0.0","0.496","1.0","3","3","false","POF1B","28.333333333333332","0","3","0","0","0","0","0.9824805339265851","false","0","POF1B","0","0.4885057471264368"
"1","3.503448275862069","1.0642826734780758E-5","0.2854330708661417","0.6666666666666666","3","6","false","ANXA3","30.333333333333332","0","3","0","0","0","0","0.9489092188599577","false","0","ANXA3","2","0.5947712418300654"
"1","2.537931034482759","0.16072167539039606","0.39402173913043476","0.12414965986394558","51","5","false","TRAF6","7.959183673469388","0","50","1","1","1","0","0.9686136523574946","false","1","TRAF6","14952","0.12372448979591837"
"9","2.0988372093023258","0.18231736169945026","0.4764542936288088","0.08771929824561403","57","5","false","COL1A2","6.982456140350878","0","57","1","1","1","0","0.9807221542227662","false","0","COL1A2","22522","0.06964380648591174"
"9","2.5755813953488373","0.011480620323083767","0.38826185101580135","0.3333333333333333","7","5","false","NAP1L3","27.571428571428573","0","7","0","0","0","0","0.972358221134231","false","0","NAP1L3","2086","0.3368606701940035"
"1","3.5517241379310347","0.0024627047850174005","0.2815533980582524","0.32727272727272727","11","5","false","RAMACL","11.363636363636363","0","11","0","0","0","0","0.947923997185081","false","0","RAMACL","614","0.36656891495601174"
"1","2.8551724137931034","0.07570759442995204","0.3502415458937198","0.2706552706552707","27","5","false","MYCL","9.0","0","27","1","1","1","0","0.9621393384940182","false","0","MYCL","11016","0.2"
"16","1.7941176470588236","0.007808476926123985","0.5573770491803278","0.25","8","3","false","FGF10","11.875","0","8","0",,"0","0","0.9759358288770053","false","0","FGF10","42","0.35984848484848486"
"16","1.0294117647058822","0.5677446736270265","0.9714285714285715","0.16666666666666666","35","2","false","TP53","6.363636363636363","0","34","1","1","1","0","0.999108734402852","false","1","TP53","936","0.20234604105571846"
"9","2.5813953488372094","0.01361851077138436","0.38738738738738737","0.22857142857142856","15","4","false","BMI1","11.733333333333333","0","15","0","0","0","0","0.9722562219502243","false","0","BMI1","2134","0.15064935064935064"
"10","1.9","0.006809541116947845","0.5263157894736842","0.3333333333333333","9","3","false","ELAC2","16.555555555555557","0","9","0","0","0","0","0.982","false","0","ELAC2","144","0.290448343079922"
"5","4.282051282051282","0.0","0.23353293413173654","1.0","2","7","false","CLN5","8.0","0","2","0","0","0","0","0.7264957264957266","false","0","CLN5","0","0.6666666666666666"
"5","3.3333333333333335","0.49527665317138997","0.3","0.09090909090909091","12","6","false","COL5A1","2.1666666666666665","0","12","1","1","1","0","0.8055555555555555","false","0","COL5A1","1244","0.18333333333333332"
"6","2.1333333333333333","0.0","0.46875","1.0","2","4","false","RAB38","31.0","0","2","0","0","0","0","0.9701754385964912","false","0","RAB38","0","0.7948717948717948"
"4","1.8846153846153846","0.0","0.5306122448979592","1.0","3","2","false","SRRM5","19.0","0","3","0","0","0","0","0.9659763313609468","false","0","SRRM5","0","0.7307692307692307"
"4","1.0","0.43219536019536015","1.0","0.2","26","1","false","PROCR","6.0","0","26","1","1","1","0","1.0","false","0","PROCR","520","0.23076923076923078"
"18","1.9","0.6356349206349206","0.5263157894736842","0.2222222222222222","19","5","false","SPP1","5.105263157894737","0","19","1","1","1","0","0.9526315789473685","false","0","SPP1","1052","0.2631578947368421"
"18","2.8","5.747126436781609E-4","0.35714285714285715","0.6666666666666666","3","6","false","RFESD","11.666666666666666","0","3",,"0","0","0","0.9052631578947368","false","0","RFESD","2","0.6140350877192983"
"10","2.066666666666667","0.02343282791582428","0.48387096774193544","0.21818181818181817","13","4","false","NFKB1","10.545454545454545","0","12","1","1","1","0","0.9786666666666666","false","1","NFKB1","376","0.23553719008264462"
"7","1.1923076923076923","0.18693173493173496","0.8387096774193549","0.2523809523809524","23","2","false","PRKACA","7.571428571428571","0","22","1","1","1","0","0.9923076923076922","false","1","PRKACA","350","0.29120879120879123"
"13","1.7916666666666667","0.0067977915804002765","0.5581395348837209","0.6","6","3","false","IGHV7-81","9.666666666666666","0","6","0","0","0","0","0.9655797101449275","false","0","IGHV7-81","12","0.42028985507246375"
"13","1.0416666666666667","0.5550465838509318","0.96","0.18181818181818182","25","2","false","BMP2","5.043478260869565","0","24","1","1","1","0","0.9981884057971014","false","1","BMP2","452","0.22529644268774704"
"12","2.5609756097560976","0.13192746278112133","0.3904761904761905","0.13333333333333333","8","4","false","MAPK1","3.6666666666666665","0","7","1","1","1","0","0.9081779053084649","false","1","MAPK1","538","0.2261904761904762"
"12","3.5365853658536586","0.0","0.2827586206896552","0.0","1","5","false","RNF157","6.0","0","1",,"0","0","0","0.8507890961262553","false","0","RNF157","0","0.0"
"18","2.566666666666667","0.02461685823754789","0.3896103896103896","0.37777777777777777","10","6","false","CC2D1B","7.1","0","10","0","0","0","0","0.9175438596491228","false","0","CC2D1B","56","0.3736842105263158"
"16","2.0","0.0","0.5","0.0","1","3","false","IFNK","33.0","0","1",,"0","0","0","0.9696969696969697","false","0","IFNK","0","0.0"
"18","2.8666666666666667","0.2854406130268199","0.3488372093023256","0.2222222222222222","11","4","false","CASP3","3.111111111111111","0","10","1","1","1","0","0.9017543859649123","false","1","CASP3","530","0.2727272727272727"
"15","3.051282051282051","0.11639676113360325","0.3277310924369748","0.3111111111111111","12","5","false","SRC","4.1","0","11","1","1","1","0","0.8974358974358975","false","1","SRC","530","0.3153846153846154"
"15","2.8205128205128207","0.1874718848403058","0.3545454545454545","0.4666666666666667","6","5","false","COL4A4","5.5","0","6","0","0","0","0","0.908974358974359","false","0","COL4A4","670","0.48484848484848486"
"9","3.0988372093023258","4.998541297050908E-4","0.3227016885553471","0.3333333333333333","3","5","false","RPS27L","14.0","0","3","0","0","0","0","0.9631782945736435","false","0","RPS27L","86","0.41414141414141414"
"4","1.8076923076923077","0.0031538461538461538","0.5531914893617021","0.4","5","2","false","TMEM41A","13.4","0","5","0","0","0","0","0.9689349112426036","false","0","TMEM41A","12","0.5153846153846153"
"18","2.7666666666666666","0.0","0.3614457831325301","1.0","4","6","false","POLR3GL","12.25","0","4",,"0","0","0","0.9070175438596492","false","0","POLR3GL","0","0.6447368421052632"
"9","3.1744186046511627","0.00521020156794906","0.315018315018315","0.4444444444444444","11","6","false","PTGS2","6.888888888888889","0","10","1","1","1","0","0.9618523051815585","false","1","PTGS2","1108","0.22962962962962963"
"9","2.7674418604651163","0.026954001088097472","0.36134453781512604","0.16363636363636364","11","5","false","EPB41L3","8.727272727272727","0","11","0","0","0","0","0.9689922480620154","false","0","EPB41L3","3470","0.14890282131661442"
"3","1.9193548387096775","0.004935660144544333","0.5210084033613445","0.4","6","3","false","GPR146","15.166666666666666","0","6","0","0","0","0","0.9841490545050056","false","0","GPR146","44","0.24863387978142076"
"1","2.8758620689655174","0.03272266817878154","0.34772182254196643","0.3","5","4","false","STK3","15.4","0","5","0","0","0","0","0.9617171006333568","false","0","STK3","5774","0.35714285714285715"
"1","3.1724137931034484","0.08347884292988085","0.31521739130434784","0.14035087719298245","21","5","false","PGR","4.578947368421052","0","20","1","1","1","0","0.9556650246305419","false","1","PGR","8340","0.14385964912280702"
"1","3.579310344827586","0.005984359956897613","0.279383429672447","0.3333333333333333","4","6","false","ERLEC1","8.25","0","4","0","0","0","0","0.9473610133708656","false","0","ERLEC1","450","0.3173076923076923"
"3","2.0483870967741935","0.0","0.4881889763779528","0.0","1","3","false","IKBKE-AS1","58.0","0","1",,"0","0","0","0.981924360400445","false","0","IKBKE-AS1","0","0.0"
"10","2.2","0.0","0.45454545454545453","0.0","1","4","false","KLK9","50.0","0","1",,"0","0","0","0.976","false","0","KLK9","0","0.0"
"9","3.505813953488372","2.1303513782416057E-4","0.28524046434494194","0.0","2","5","false","DPH1","8.5","0","2","0","0","0","0","0.9560383516931865","false","0","DPH1","26","0.5357142857142857"
"14","2.515151515151515","0.4924242424242423","0.39759036144578314","0.14285714285714285","14","5","false","VTN","3.0","0","14","1","1","1","0","0.8917748917748918","false","0","VTN","756","0.2261904761904762"
"14","3.4545454545454546","0.0","0.2894736842105263","1.0","2","6","false","PFKL","11.0","0","2","0","0","0","0","0.8246753246753247","false","0","PFKL","0","0.7857142857142857"
"11","1.3793103448275863","0.5911115826514195","0.725","0.061057692307692306","65","4","false","COL5A3","5.969230769230769","0","65","1","1","1","0","0.9941644562334218","false","0","COL5A3","11080","0.07876923076923077"
"11","2.0689655172413794","0.016738743817251683","0.4833333333333333","0.3076923076923077","14","4","false","RARS1","10.928571428571429","0","14","0","0","0","0","0.9835543766578249","false","0","RARS1","514","0.15178571428571427"
"9","3.058139534883721","0.0","0.32699619771863114","1.0","3","6","false","ZNF669","38.666666666666664","0","3",,"0","0","0","0.9638922888616891","false","0","ZNF669","0","0.6666666666666666"
"6","2.066666666666667","0.006172839506172839","0.48387096774193544","0.5","4","4","false","SMIM44","18.75","0","4","0","0","0","0","0.9719298245614034","false","0","SMIM44","42","0.46875"
"18","2.566666666666667","0.016401204159824847","0.3896103896103896","0.4888888888888889","10","6","false","PRR5","7.8","0","10","0","0","0","0","0.9175438596491228","false","0","PRR5","46","0.4105263157894737"
"3","1.9516129032258065","0.003305129561078794","0.512396694214876","0.38095238095238093","7","3","false","NPAS1","11.714285714285714","0","7","0","0","0","0","0.9835928809788654","false","0","NPAS1","26","0.2019704433497537"
"1","3.5172413793103448","0.0","0.28431372549019607","1.0","2","5","false","FITM2","15.5","0","2","0","0","0","0","0.9486277269528501","false","0","FITM2","0","0.6739130434782609"
"11","3.3333333333333335","0.07896142765429051","0.3","0.08888888888888889","12","6","false","PTGS1","2.5","0","11","1","1","1","0","0.9641025641025641","false","1","PTGS1","3656","0.18181818181818182"
"11","4.32183908045977","0.0","0.23138297872340424","0.0","1","7","false","CLCA2","10.0","0","1",,"0","0","0","0.9488947833775421","false","0","CLCA2","0","0.0"
"7","1.7692307692307692","0.001407925407925408","0.5652173913043479","0.8571428571428571","7","3","false","ARHGAP28","15.0","0","7",,"0","0","0","0.9692307692307692","false","0","ARHGAP28","6","0.6"
"15","4.076923076923077","0.0","0.24528301886792456","0.0","1","7","false","SNAP47","3.0","0","1","0","0","0","0","0.8461538461538461","false","0","SNAP47","0","0.0"
"11","2.218390804597701","0.008142214843707741","0.45077720207253885","0.18181818181818182","11","5","false","NCR1","14.454545454545455","0","11","0",,"0","0","0.9812555260831123","false","0","NCR1","390","0.2162534435261708"
"2","1.4","0.2738606286512472","0.7142857142857143","0.07952815829528158","75","4","false","COL5A2","7.6438356164383565","0","74","1","1","1","0","0.9945205479452054","false","1","COL5A2","17422","0.09537671232876713"
"2","1.6631578947368422","0.05282323553106431","0.6012658227848101","0.1678520625889047","38","3","false","RABL6","11.657894736842104","0","38","0","0","0","0","0.9909156452775775","false","0","RABL6","1928","0.13098758131283264"
"10","2.183333333333333","0.0","0.45801526717557256","1.0","2","4","false","UTS2R","28.0","0","2",,"0","0","0","0.9763333333333334","false","0","UTS2R","0","0.56"
"8","3.03125","0.3639112903225806","0.32989690721649484","0.1111111111111111","11","5","false","GSK3B","2.111111111111111","0","10","1","1","1","0","0.873046875","false","1","GSK3B","820","0.2222222222222222"
"8","3.9375","0.0010080645161290322","0.25396825396825395","0.6666666666666666","3","6","false","ZNF710","4.333333333333333","0","3","0","0","0","0","0.81640625","false","0","ZNF710","2","0.48148148148148145"
"12","2.1219512195121952","0.25381457972921384","0.47126436781609193","0.13970588235294118","19","4","false","BCL2","3.588235294117647","0","18","1","1","1","0","0.9340028694404592","false","1","BCL2","1002","0.17956656346749225"
"12","3.073170731707317","0.0","0.3253968253968254","1.0","2","5","false","CAPG","13.5","0","2","0","0","0","0","0.8780487804878048","false","0","CAPG","0","0.7941176470588235"
"1","4.137931034482759","0.0","0.24166666666666664","0.0","1","6","false","EGR3","25.0","0","1",,"0","0","0","0.9359605911330049","false","0","EGR3","0","0.0"
"17","1.037037037037037","0.6944444444444445","0.9642857142857143","0.11692307692307692","28","2","false","TNFSF11","3.9615384615384617","0","27","1","1","1","0","0.9985754985754985","false","1","TNFSF11","622","0.16025641025641027"
"17","1.8518518518518519","0.006647673314339981","0.54","0.5","5","3","false","HSP90AA4P","9.6","0","5","0","0","0","0","0.9672364672364673","false","0","HSP90AA4P","10","0.36923076923076925"
"8","2.8125","0.0020161290322580645","0.35555555555555557","0.0","2","4","false","TCEANC","6.0","0","2","0","0","0","0","0.88671875","false","0","TCEANC","6","0.5555555555555556"
"6","2.111111111111111","5.05050505050505E-4","0.47368421052631576","0.6666666666666666","3","4","false","IGKV2D-30","17.333333333333332","0","3","0",,"0","0","0.9707602339181286","false","0","IGKV2D-30","2","0.4444444444444444"
"17","1.7407407407407407","0.018518518518518517","0.574468085106383","0.42857142857142855","8","3","false","DCDC2C","8.75","0","8","0","0","0","0","0.9715099715099715","false","0","DCDC2C","32","0.33653846153846156"
"9","3.0930232558139537","0.0","0.3233082706766917","0.0","1","6","false","FRMD6-AS1","57.0","0","1",,"0","0","0","0.9632802937576499","false","0","FRMD6-AS1","0","0.0"
"15","4.051282051282051","0.19365721997300944","0.2468354430379747","0.2","7","6","false","ESR1","2.0","0","6","1","1","1","0","0.8474358974358974","false","1","ESR1","368","0.4"
"15","5.0","0.0","0.2","1.0","2","7","false","TAOK3","4.0","0","2","0","0","0","0","0.8","false","0","TAOK3","0","0.8"
"11","2.9885057471264367","0.0013925484655236057","0.33461538461538465","0.0","2","5","false","LRFN3","5.5","0","2","0","0","0","0","0.9694076038903625","false","0","LRFN3","22","0.5"
"14","4.121212121212121","0.26988636363636365","0.2426470588235294","0.3","7","7","false","NTRK1","2.8","0","6","1","1","1","0","0.7770562770562771","false","1","NTRK1","490","0.37142857142857144"
"14","5.0","0.06060606060606061","0.2","0.3333333333333333","3","8","false","IFNLR1","3.3333333333333335","0","3","0","0","0","0","0.7142857142857143","false","0","IFNLR1","108","0.6"
"10","1.95","0.010494844697664927","0.5128205128205129","0.2","6","3","false","RIPK2","20.5","0","6","0",,"0","0","0.981","false","0","RIPK2","250","0.36666666666666664"
"5","4.3076923076923075","0.0","0.23214285714285715","0.0","1","7","false","FOXRED2","12.0","0","1",,"0","0","0","0.7243589743589745","false","0","FOXRED2","0","0.0"
"9","2.6802325581395348","1.3041402794274691E-4","0.3731019522776573","0.8666666666666667","6","5","false","OR9A1P","32.833333333333336","0","6",,"0","0","0","0.9705222358221134","false","0","OR9A1P","90","0.4436936936936937"
"12","2.5609756097560976","0.010373945160530524","0.3904761904761905","0.6666666666666666","9","4","false","PGA4","10.88888888888889","0","9","0","0","0","0","0.9081779053084649","false","0","PGA4","114","0.5730994152046783"
"3","1.8387096774193548","0.017539220870791468","0.543859649122807","0.21818181818181817","11","3","false","CFAP107","10.909090909090908","0","11","0","0","0","0","0.985539488320356","false","0","CFAP107","140","0.17883755588673622"
"6","2.1333333333333333","0.0","0.46875","1.0","2","4","false","NKX2-8","31.0","0","2","0","0","0","0","0.9701754385964912","false","0","NKX2-8","0","0.7948717948717948"
"16","1.7941176470588236","0.004725829725829725","0.5573770491803278","0.42857142857142855","8","3","false","C3orf84","13.5","0","8","0","0","0","0","0.9759358288770053","false","0","C3orf84","32","0.4090909090909091"
"3","2.0483870967741935","0.0","0.4881889763779528","0.0","1","3","false","PPM1J","58.0","0","1","0","0","0","0","0.981924360400445","false","0","PPM1J","0","0.0"
"2","2.031578947368421","4.409547827338702E-4","0.49222797927461137","0.7","5","3","false","NPY4R","50.4","0","5","0","0","0","0","0.9858687815428984","false","0","NPY4R","442","0.5793103448275863"
"2","2.0105263157894737","0.0011093861715688943","0.49738219895287955","0.47619047619047616","7","3","false","CYB5RL","33.714285714285715","0","7","0","0","0","0","0.9861571737563085","false","0","CYB5RL","300","0.38752052545155996"
"16","1.9705882352941178","0.0","0.5074626865671642","1.0","2","3","false","TBC1D28","25.0","0","2",,"0","0","0","0.9705882352941178","false","0","TBC1D28","0","0.7575757575757576"
"4","1.9230769230769231","0.0","0.52","1.0","2","2","false","CRTC3","19.0","0","2","0","0","0","0","0.9644970414201184","false","0","CRTC3","0","0.7307692307692307"
"9","2.453488372093023","0.005122691472565486","0.4075829383886256","0.6","6","5","false","UAP1","36.5","0","6","0","0","0","0","0.9745002039983681","false","0","UAP1","2158","0.3784722222222222"
"3","2.774193548387097","0.0","0.36046511627906974","1.0","2","4","false","NCAPG","8.0","0","2","0","0","0","0","0.9694104560622915","false","0","NCAPG","0","0.5714285714285714"
"9","2.9186046511627906","7.108001694514108E-5","0.3426294820717132","0.0","2","5","false","PDXDC1","26.0","0","2","0","0","0","0","0.9663402692778458","false","0","PDXDC1","34","0.5952380952380952"
"5","2.8461538461538463","0.1747863247863249","0.3513513513513513","0.2545454545454545","13","6","false","JUN","4.0","0","12","1","1","1","0","0.8461538461538461","false","1","JUN","576","0.25"
"5","3.7948717948717947","0.0","0.26351351351351354","1.0","2","7","false","TPPP2","8.5","0","2","0","0","0","0","0.767094017094017","false","0","TPPP2","0","0.7727272727272727"
"11","2.310344827586207","3.655832822302939E-4","0.4328358208955224","0.6666666666666666","4","5","false","PECAM1","23.0","0","4","0","0","0","0","0.979840848806366","false","0","PECAM1","12","0.34328358208955223"
"17","1.8888888888888888","0.07407407407407408","0.5294117647058824","0.3333333333333333","3","2","false","ZNF185","12.0","0","3",,"0","0","0","0.9658119658119658","false","0","ZNF185","66","0.44871794871794873"
"11","2.1954022988505746","0.027476526613526606","0.4554973821989529","0.0","3","4","false","GABPA","33.333333333333336","0","3","0","0","0","0","0.9816091954022989","false","0","GABPA","936","0.49743589743589745"
"6","2.1333333333333333","0.0","0.46875","1.0","2","4","false","CYB5A","31.0","0","2","0","0","0","0","0.9701754385964912","false","0","CYB5A","0","0.7948717948717948"
"1","2.924137931034483","0.004175125572378986","0.3419811320754717","0.4222222222222222","10","5","false","OR51M1","19.0","0","10","0","0","0","0","0.96073187895848","false","0","OR51M1","920","0.3220338983050847"
"16","1.8823529411764706","0.0016636957813428398","0.53125","0.5","5","3","false","MOB2","14.6","0","5","0","0","0","0","0.9732620320855615","false","0","MOB2","10","0.44242424242424244"
"8","2.375","0.26445852534562214","0.42105263157894735","0.20833333333333334","16","5","false","CTSK","4.4375","0","16","1","1","1","0","0.9140625","false","0","CTSK","710","0.23026315789473684"
"8","2.8125","0.006442012288786484","0.35555555555555557","0.7","5","5","false","CASKIN2","8.0","0","5","0","0","0","0","0.88671875","false","0","CASKIN2","36","0.4444444444444444"
"17","1.8148148148148149","0.006410256410256411","0.5510204081632653","0.4666666666666667","6","3","false","CTNNA3","10.166666666666666","0","6","0","0","0","0","0.9686609686609686","false","0","CTNNA3","16","0.391025641025641"
"11","3.0689655172413794","0.0","0.32584269662921345","0.0","1","5","false","CHPF2","8.0","0","1",,"0","0","0","0.9681697612732095","false","0","CHPF2","0","0.0"
"3","2.032258064516129","0.0","0.4920634920634921","1.0","2","3","false","VGLL3","32.5","0","2","0","0","0","0","0.982202447163515","false","0","VGLL3","0","0.5603448275862069"
"5","4.743589743589744","0.0","0.21081081081081082","0.0","1","9","false","OOSP4A","9.0","0","1","0",,"0","0","0.6880341880341879","false","0","OOSP4A","0","0.0"
"5","3.769230769230769","0.300157444894287","0.2653061224489796","0.027777777777777776","9","8","false","BGLAP","1.4444444444444444","0","9","1","1","1","0","0.7692307692307692","false","0","BGLAP","600","0.16666666666666666"
"10","2.066666666666667","0.0","0.48387096774193544","1.0","2","4","false","RUNDC3B","38.5","0","2","0","0","0","0","0.9786666666666666","false","0","RUNDC3B","0","0.7"
"1","3.5310344827586206","0.0","0.283203125","0.0","1","6","false","OR13C8","49.0","0","1","0",,"0","0","0.9483462350457424","false","0","OR13C8","0","0.0"
"14","3.1818181818181817","0.004261363636363636","0.3142857142857143","0.6666666666666666","3","5","false","RPS6KC1","8.0","0","3",,"0","0","0","0.8441558441558442","false","0","RPS6KC1","18","0.5333333333333333"
"2","2.1578947368421053","0.014110773106342511","0.46341463414634143","0.1978021978021978","16","4","false","MAPK14","8.0","0","15","1","1","1","0","0.9841384282624368","false","1","MAPK14","1630","0.1111111111111111"
"2","2.1789473684210527","7.773385059141979E-4","0.45893719806763283","0.5","4","4","false","YME1L1","24.5","0","4","0","0","0","0","0.9838500360490268","false","0","YME1L1","108","0.32666666666666666"
"4","1.8076923076923077","0.0022820512820512823","0.5531914893617021","0.6","5","2","false","DHRS13","14.0","0","5","0","0","0","0","0.9689349112426036","false","0","DHRS13","8","0.5384615384615384"
"10","2.0166666666666666","3.5267933573018324E-4","0.49586776859504134","0.7","5","4","false","ZNF311","22.6","0","5",,"0","0","0","0.9796666666666667","false","0","ZNF311","10","0.4109090909090909"
"5","4.743589743589744","0.0","0.21081081081081082","0.0","1","9","false","STX16","9.0","0","1","0",,"0","0","0.6880341880341879","false","0","STX16","0","0.0"
"1","2.8137931034482757","0.02237911053262773","0.3553921568627451","0.23684210526315788","20","5","false","PMS2","12.95","0","20","0","0","0","0","0.9629838142153413","false","0","PMS2","4248","0.21583333333333332"
"3","2.032258064516129","0.0","0.4920634920634921","1.0","2","3","false","CCKAR","34.5","0","2",,"0","0","0","0.982202447163515","false","0","CCKAR","0","0.5948275862068966"
"1","4.165517241379311","0.0","0.2400662251655629","0.0","1","6","false","ZNF582","19.0","0","1",,"0","0","0","0.9353976073187895","false","0","ZNF582","0","0.0"
"11","2.310344827586207","1.10614750232789E-4","0.4328358208955224","0.6666666666666666","4","5","false","SLC2A11","30.0","0","4","0","0","0","0","0.979840848806366","false","0","SLC2A11","28","0.44776119402985076"
"11","2.3333333333333335","1.1447859075942398E-4","0.42857142857142855","0.3333333333333333","3","5","false","ITFG2","42.666666666666664","0","3",,"0","0","0","0.9794871794871794","false","0","ITFG2","36","0.6512820512820513"
"9","3.558139534883721","0.0","0.28104575163398693","1.0","2","6","false","RHOBTB3","8.5","0","2","0","0","0","0","0.9551203590371277","false","0","RHOBTB3","0","0.6538461538461539"
"4","1.6923076923076923","0.011747252747252747","0.5909090909090909","0.35714285714285715","8","2","false","SGCA","11.375","0","8","0","0","0","0","0.9733727810650887","false","0","SGCA","36","0.4375"
"1","3.2344827586206897","0.01660728049338931","0.3091684434968017","0.0","3","4","false","FKBP10","6.666666666666667","0","3","0","0","0","0","0.9543983110485574","false","0","FKBP10","1406","0.3541666666666667"
"1","3.496551724137931","2.356251036235734E-4","0.2859960552268245","0.6666666666666666","3","5","false","RASGEF1B","13.666666666666666","0","3","0","0","0","0","0.9490499648135117","false","0","RASGEF1B","50","0.5694444444444444"
"8","2.28125","0.33659754224270355","0.4383561643835616","0.2","5","3","false","KAT5","5.2","0","5","0","0","0","0","0.919921875","false","0","KAT5","896","0.29411764705882354"
"1","4.062068965517241","4.8451468710089394E-4","0.24617996604414263","0.0","2","6","false","PLCZ1","12.0","0","2",,"0","0","0","0.9375087966220971","false","0","PLCZ1","40","0.55"
"2","1.9894736842105263","9.795402802448394E-4","0.5026455026455027","0.4642857142857143","8","3","false","UBA2","25.5","0","8",,"0","0","0","0.9864455659697189","false","0","UBA2","276","0.2897727272727273"
"9","2.633720930232558","0.026457154166019185","0.3796909492273731","0.12727272727272726","11","5","false","AP3B1","8.181818181818182","0","11","0","0","0","0","0.9713382292941657","false","0","AP3B1","3764","0.13405238828967642"
"4","1.8076923076923077","0.003333333333333333","0.5531914893617021","0.5","5","2","false","GTF2A1L","13.4","0","5","0","0","0","0","0.9689349112426036","false","0","GTF2A1L","10","0.5153846153846153"
"11","2.2758620689655173","5.639207663304254E-4","0.4393939393939394","0.4666666666666667","6","5","false","SHC2","25.833333333333332","0","6",,"0","0","0","0.9803713527851459","false","0","SHC2","56","0.3799019607843137"
"9","3.0872093023255816","0.0","0.3239171374764595","1.0","2","6","false","TMIGD2","51.0","0","2",,"0","0","0","0.9633822929416564","false","0","TMIGD2","0","0.8947368421052632"
