"__glayCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"11","2.3333333333333335","1.1447859075942398E-4","0.42857142857142855","0.3333333333333333","3","5","false","FCN2","42.666666666666664","0","3","0","0","0","0","0.9794871794871794","false","0","FCN2","36","0.6512820512820513"
"3","1.9838709677419355","6.610259122157589E-4","0.5040650406504065","0.6666666666666666","4","3","false","SLC9A8","18.5","0","4",,"0","0","0","0.9830367074527252","false","0","SLC9A8","6","0.3135593220338983"
"9","2.8488372093023258","7.424211811369453E-4","0.3510204081632653","0.5","5","5","false","BMP4","16.2","0","5","0","0","0","0","0.9675642594859242","false","0","BMP4","172","0.31153846153846154"
"14","5.0606060606060606","0.0","0.19760479041916168","1.0","2","8","false","GCGR","4.5","0","2","0","0","0","0","0.70995670995671","false","0","GCGR","0","0.9"
"4","1.8846153846153846","7.692307692307692E-4","0.5306122448979592","0.6666666666666666","3","2","false","DSPP","14.666666666666666","0","3","0",,"0","0","0.9659763313609468","false","0","DSPP","2","0.5641025641025641"
"14","4.606060606060606","0.0","0.21710526315789472","0.0","1","9","false","TAC3","9.0","0","1","0","0","0","0","0.7424242424242424","false","0","TAC3","0","0.0"
"1","3.5310344827586206","0.0","0.283203125","0.0","1","6","false","TSSK6","49.0","0","1","0",,"0","0","0.9483462350457424","false","0","TSSK6","0","0.0"
"9","2.808139534883721","9.994125898612456E-5","0.35610766045548653","0.8","5","6","false","CARF","27.4","0","5",,"0","0","0","0.9682782537739698","false","0","CARF","28","0.41515151515151516"
"1","2.9448275862068964","0.01276745713485598","0.3395784543325527","0.4642857142857143","8","5","false","NEDD1","14.75","0","8","0","0","0","0","0.9603096410978184","false","0","NEDD1","2054","0.31382978723404253"
"1","3.4551724137931035","6.795155142856293E-4","0.2894211576846307","0.35714285714285715","8","6","false","TFAP2A","14.625","0","8","0","0","0","0","0.9498944405348347","false","0","TFAP2A","58","0.2759433962264151"
"12","2.292682926829268","0.06676934853764123","0.43617021276595747","0.3111111111111111","10","4","false","SLC48A1","5.5","0","10","0","0","0","0","0.9239598278335724","false","0","SLC48A1","390","0.25"
"15","4.0","0.0","0.25","1.0","2","6","false","ACOX3","10.0","0","2","0",,"0","0","0.85","false","0","ACOX3","0","1.0"
"10","2.2","0.0","0.45454545454545453","0.0","1","4","false","PTGER1","50.0","0","1",,"0","0","0","0.976","false","0","PTGER1","0","0.0"
"1","3.8413793103448275","0.0","0.26032315978456017","1.0","2","6","false","TRIT1","20.0","0","2","0","0","0","0","0.9420126671358199","false","0","TRIT1","0","0.7407407407407407"
"1","2.7586206896551726","0.038699511131182175","0.3625","0.18472906403940886","29","5","false","FILIP1","9.931034482758621","0","29","0","0","0","0","0.9641097818437719","false","0","FILIP1","5192","0.16551724137931034"
"1","3.462068965517241","8.662220768929605E-4","0.28884462151394424","0.0","2","5","false","DAW1","11.0","0","2","0","0","0","0","0.9497536945812808","false","0","DAW1","146","0.5555555555555556"
"12","1.9268292682926829","0.42626632513827634","0.5189873417721519","0.3516483516483517","14","3","false","ZNF638","8.428571428571429","0","14","0","0","0","0","0.9454806312769011","false","0","ZNF638","2038","0.28095238095238095"
"17","1.962962962962963","0.0","0.5094339622641509","1.0","2","3","false","CUX1","15.5","0","2","0","0","0","0","0.962962962962963","false","0","CUX1","0","0.5961538461538461"
"14","4.424242424242424","0.0","0.226027397260274","0.0","1","7","false","CCDC71","3.0","0","1","0",,"0","0","0.7554112554112554","false","0","CCDC71","0","0.0"
"6","2.111111111111111","1.1223344556677889E-4","0.47368421052631576","0.6666666666666666","3","4","false","ARHGAP11B","24.0","0","3","0","0","0","0","0.9707602339181286","false","0","ARHGAP11B","2","0.6153846153846154"
"9","2.808139534883721","0.007235048956266263","0.35610766045548653","0.5","4","6","false","PDGFD","30.25","0","4","0","0","0","0","0.9682782537739698","false","0","PDGFD","1126","0.4411764705882353"
"18","2.7","0.0025314723590585658","0.37037037037037035","0.6666666666666666","6","6","false","ZNF358","10.166666666666666","0","6","0","0","0","0","0.9105263157894737","false","0","ZNF358","10","0.5350877192982456"
"10","2.05","0.0","0.48780487804878053","1.0","3","4","false","RSBN1","27.666666666666668","0","3","0","0","0","0","0.9790000000000001","false","0","RSBN1","0","0.503030303030303"
"7","1.7692307692307692","0.0020013320013320015","0.5652173913043479","0.8095238095238095","7","3","false","NXPH1","15.142857142857142","0","7","0","0","0","0","0.9692307692307692","false","0","NXPH1","8","0.6057142857142858"
"1","3.8413793103448275","8.248926998927E-4","0.26032315978456017","0.0","2","6","false","FAM83H","12.0","0","2","0","0","0","0","0.9420126671358199","false","0","FAM83H","70","0.5238095238095238"
"9","3.4011627906976742","0.0","0.294017094017094","1.0","2","6","false","INTS5","10.5","0","2","0","0","0","0","0.9578743370053039","false","0","INTS5","0","0.75"
"1","3.3517241379310345","0.016198432861930928","0.29835390946502055","0.34615384615384615","13","5","false","EDDM3A","10.76923076923077","0","13","0","0","0","0","0.9520056298381421","false","0","EDDM3A","2232","0.31447963800904977"
"1","4.137931034482759","0.0","0.24166666666666664","0.0","1","6","false","OR7A2P","25.0","0","1",,"0","0","0","0.9359605911330049","false","0","OR7A2P","0","0.0"
"8","3.25","0.002083333333333333","0.3076923076923077","0.5","4","6","false","FANCI","8.0","0","4","0","0","0","0","0.859375","false","0","FANCI","6","0.5"
"1","3.1448275862068966","0.0010342268636510544","0.31798245614035087","0.5714285714285714","7","5","false","OR2A7","24.571428571428573","0","7","0","0","0","0","0.9562280084447573","false","0","OR2A7","328","0.4387755102040816"
"9","2.88953488372093","0.0","0.34607645875251514","1.0","4","5","false","MKRN4P","38.0","0","4",,"0","0","0","0.9668502651978784","false","0","MKRN4P","0","0.5846153846153846"
"18","3.7333333333333334","0.0034482758620689655","0.26785714285714285","0.5","4","5","false","ZNF839","4.25","0","4","0","0","0","0","0.856140350877193","false","0","ZNF839","6","0.4722222222222222"
"14","3.1515151515151514","0.45265151515151514","0.31730769230769235","0.0","3","7","false","DEFB4B","4.333333333333333","0","3","0",,"0","0","0.8463203463203463","false","0","DEFB4B","758","0.3333333333333333"
"11","2.2758620689655173","0.0010267151792737713","0.4393939393939394","0.4666666666666667","6","5","false","SULT1C3","24.666666666666668","0","6",,"0","0","0","0.9803713527851459","false","0","SULT1C3","148","0.3627450980392157"
"8","3.96875","0.0","0.25196850393700787","1.0","2","6","false","SCML1","6.0","0","2",,"0","0","0","0.814453125","false","0","SCML1","0","0.6666666666666666"
"1","2.8551724137931034","0.007473668076710276","0.3502415458937198","0.3333333333333333","10","5","false","NRG1","15.1","0","10","0","0","0","0","0.9621393384940182","false","0","NRG1","1450","0.24754098360655738"
"6","2.111111111111111","0.0","0.47368421052631576","1.0","3","4","false","FAM237B","23.333333333333332","0","3","0","0","0","0","0.9707602339181286","false","0","FAM237B","0","0.5982905982905983"
"9","2.7093023255813953","0.005501129597232277","0.36909871244635195","0.0","7","4","false","PAK4","10.0","0","7","0","0","0","0","0.9700122399020807","false","0","PAK4","914","0.18"
"13","2.0","0.0","0.5","0.0","1","3","false","PDX1","23.0","0","1","0","0","0","0","0.9565217391304348","false","0","PDX1","0","0.0"
"11","2.3563218390804597","0.0","0.42439024390243907","1.0","2","5","false","MFSD10","34.5","0","2","0","0","0","0","0.979133510167993","false","0","MFSD10","0","0.5307692307692308"
"1","3.1862068965517243","5.786620804311401E-4","0.31385281385281383","0.5","4","5","false","OR10H4","28.25","0","4","0","0","0","0","0.9553835327234342","false","0","OR10H4","172","0.5330188679245284"
"1","3.7448275862068967","0.0","0.26703499079189685","1.0","2","6","false","OR6C2","17.5","0","2","0","0","0","0","0.9439831104855736","false","0","OR6C2","0","0.6481481481481481"
"9","3.0406976744186047","0.0024872184720019855","0.3288718929254302","0.16666666666666666","4","5","false","TP63","12.0","0","4","0","0","0","0","0.9641982864137087","false","0","TP63","394","0.3194444444444444"
"11","1.9310344827586208","0.1022276308908477","0.5178571428571428","0.030303030303030304","33","4","false","CROCC2","5.787878787878788","0","33","0","0","0","0","0.9856763925729444","false","0","CROCC2","3266","0.10727272727272727"
"1","2.9931034482758623","9.840674646842513E-4","0.33410138248847926","0.5","5","5","false","CALB2","28.0","0","5","0","0","0","0","0.9593244194229417","false","0","CALB2","270","0.5"
"17","1.6666666666666667","0.04131054131054132","0.6","0.3333333333333333","9","2","false","C6orf118","7.666666666666667","0","9","0","0","0","0","0.9743589743589743","false","0","C6orf118","62","0.2839506172839506"
"18","3.8","0.0","0.2631578947368421","1.0","2","5","false","DMRTA2","6.5","0","2",,"0","0","0","0.8526315789473684","false","0","DMRTA2","0","0.7222222222222222"
"2","3.210526315789474","2.2396416573348266E-4","0.31147540983606553","0.0","3","5","false","GTF2A1","3.3333333333333335","0","3","0",,"0","0","0.9697188175919249","false","0","GTF2A1","6","0.7777777777777778"
"1","2.8689655172413793","0.004242318477795826","0.3485576923076923","0.4","10","5","false","FAM166C","18.5","0","10","0",,"0","0","0.9618578465869106","false","0","FAM166C","860","0.30833333333333335"
"16","1.7352941176470589","0.010434173669467786","0.576271186440678","0.35555555555555557","10","3","false","DNAAF1","11.6","0","10",,"0","0","0","0.9777183600713013","false","0","DNAAF1","58","0.3515151515151515"
"19","0.0","0.0","0.0","0.0","2","0","true","FN1","0.0","0","1","1","1","1","0","Infinity","false","1","FN1","0","0.0"
"14","3.4242424242424243","4.734848484848485E-4","0.2920353982300885","0.6666666666666666","3","6","false","STON1","8.666666666666666","0","3",,"0","0","0","0.8268398268398268","false","0","STON1","2","0.6190476190476191"
"3","2.0483870967741935","0.0","0.4881889763779528","0.0","1","3","false","CTRB1","58.0","0","1",,"0","0","0","0.981924360400445","false","0","CTRB1","0","0.0"
"12","1.8048780487804879","0.5272222696003183","0.5540540540540541","0.19230769230769232","13","3","false","CGN","5.6923076923076925","0","13","0","0","0","0","0.9526542324246772","false","0","CGN","2258","0.1581196581196581"
"12","2.5365853658536586","0.0","0.3942307692307692","1.0","2","4","false","CDY1B","15.0","0","2",,"0","0","0","0.90961262553802","false","0","CDY1B","0","0.7142857142857143"
"2","2.1894736842105265","0.003846673421141503","0.4567307692307692","0.3333333333333333","3","4","false","FAM234A","38.333333333333336","0","3","0","0","0","0","0.9837058399423215","false","0","FAM234A","202","0.5066666666666667"
"11","2.2873563218390807","1.1243916616811564E-4","0.43718592964824116","0.7","5","5","false","TBCE","26.8","0","5",,"0","0","0","0.9801945181255526","false","0","TBCE","6","0.3941176470588235"
"1","2.9448275862068964","0.03389284174436211","0.3395784543325527","0.41818181818181815","11","4","false","CFAP100","13.909090909090908","0","11","0","0","0","0","0.9603096410978184","false","0","CFAP100","5762","0.2984189723320158"
"1","4.124137931034483","3.192848020434227E-5","0.24247491638795987","0.6666666666666666","3","6","false","RNF13","12.0","0","3","0","0","0","0","0.9362420830401126","false","0","RNF13","2","0.48"
"5","4.743589743589744","0.0","0.21081081081081082","0.0","1","9","false","GSX2","9.0","0","1",,"0","0","0","0.6880341880341879","false","0","GSX2","0","0.0"
"15","3.1025641025641026","0.05128205128205128","0.32231404958677684","0.3333333333333333","3","6","false","CEP57L1","7.666666666666667","0","3","0","0","0","0","0.8948717948717949","false","0","CEP57L1","108","0.36666666666666664"
"7","1.7307692307692308","0.0078044519582981114","0.5777777777777777","0.6071428571428571","8","3","false","ZMYM5","12.875","0","8","0","0","0","0","0.9707692307692308","false","0","ZMYM5","22","0.515"
"6","2.2444444444444445","0.0","0.44554455445544555","0.0","1","5","false","IGLV1-50","38.0","0","1","0",,"0","0","0.967251461988304","false","0","IGLV1-50","0","0.0"
"16","1.7647058823529411","0.005277565571683219","0.5666666666666667","0.5","9","3","false","SCN3B","13.222222222222221","0","9","0","0","0","0","0.9768270944741533","false","0","SCN3B","36","0.4006734006734007"
"8","3.96875","0.0","0.25196850393700787","1.0","2","6","false","ANKRD20A2P","6.0","0","2",,"0","0","0","0.814453125","false","0","ANKRD20A2P","0","0.6666666666666666"
"18","3.6666666666666665","0.06973180076628352","0.27272727272727276","0.3","5","5","false","TPX2","3.8","0","5",,"0","0","0","0.8596491228070174","false","0","TPX2","182","0.4"
"6","3.088888888888889","0.0","0.3237410071942446","0.0","1","6","false","WNT1","6.0","0","1","0","0","0","0","0.9450292397660819","false","0","WNT1","0","0.0"
"2","2.0210526315789474","5.157663422961047E-4","0.49479166666666663","0.7333333333333333","6","3","false","CYP26B1","41.666666666666664","0","6",,"0","0","0","0.9860129776496034","false","0","CYP26B1","444","0.4789272030651341"
"9","2.372093023255814","0.045989497486018334","0.42156862745098034","0.14705882352941177","17","5","false","SRRM2","10.647058823529411","0","17","0","0","0","0","0.9759281925744594","false","0","SRRM2","6648","0.11381074168797954"
"9","2.3255813953488373","0.021723541399309706","0.43","0.2857142857142857","14","5","false","PRPF19","16.357142857142858","0","14","0","0","0","0","0.9767441860465117","false","0","PRPF19","3982","0.15363881401617252"
"11","2.7586206896551726","0.031572225123807744","0.3625","0.0","3","5","false","ABCB9","9.0","0","3","0","0","0","0","0.9729442970822281","false","0","ABCB9","1822","0.38095238095238093"
"12","2.4634146341463414","0.009500580720092919","0.40594059405940597","0.7","5","4","false","REELD1","9.4","0","5","0",,"0","0","0.9139167862266858","false","0","REELD1","74","0.44761904761904764"
"9","2.866279069767442","0.004987796145302972","0.3488843813387424","0.0","4","5","false","N4BP2L2","8.75","0","4","0","0","0","0","0.9672582619339045","false","0","N4BP2L2","532","0.25833333333333336"
"1","3.386206896551724","0.02976024935525958","0.2953156822810591","0.4","5","5","false","DAZAP2","10.2","0","5","0","0","0","0","0.951301900070373","false","0","DAZAP2","3546","0.24285714285714285"
"1","4.137931034482759","0.0","0.24166666666666664","0.0","1","6","false","SCRT2","25.0","0","1",,"0","0","0","0.9359605911330049","false","0","SCRT2","0","0.0"
"13","1.7083333333333333","0.023792270531400966","0.5853658536585367","0.35714285714285715","8","3","false","GOLGA6B","7.5","0","8","0","0","0","0","0.9692028985507247","false","0","GOLGA6B","36","0.32608695652173914"
"3","1.967741935483871","5.288207297726071E-4","0.5081967213114754","0.8333333333333334","4","3","false","ST6GALNAC6","24.5","0","4","0","0","0","0","0.9833147942157953","false","0","ST6GALNAC6","6","0.4083333333333333"
"1","3.6","1.7140929714278352E-4","0.2777777777777778","0.8095238095238095","7","5","false","KCNA7","15.285714285714286","0","7","0","0","0","0","0.946938775510204","false","0","KCNA7","52","0.5095238095238095"
"6","2.088888888888889","6.17283950617284E-4","0.4787234042553191","0.6666666666666666","4","4","false","TRAV6","20.0","0","4","0","0","0","0","0.9713450292397661","false","0","TRAV6","4","0.5128205128205128"
"2","1.9894736842105263","0.0011652624229232039","0.5026455026455027","0.5277777777777778","9","3","false","MARCHF7","27.88888888888889","0","9","0","0","0","0","0.9864455659697189","false","0","MARCHF7","470","0.3205619412515964"
"1","3.103448275862069","0.02011549267803773","0.32222222222222224","0.30409356725146197","19","5","false","TMF1","9.736842105263158","0","19","0","0","0","0","0.9570724841660802","false","0","TMF1","3412","0.26173541963015645"
"17","2.0","0.0","0.5","0.0","1","3","false","ALX4","26.0","0","1",,"0","0","0","0.9615384615384616","false","0","ALX4","0","0.0"
"7","1.0384615384615385","0.26710004525389136","0.9629629629629629","0.27","25","2","false","TPR","7.52","0","25","0",,"0","0","0.9984615384615384","false","0","TPR","480","0.28923076923076924"
"9","2.7848837209302326","5.832722587446135E-4","0.35908141962421714","0.4666666666666667","6","5","false","HNRNPDL","17.333333333333332","0","6","0","0","0","0","0.9686862505099959","false","0","HNRNPDL","128","0.2988505747126437"
"9","3.3255813953488373","2.721351966558005E-4","0.3006993006993007","0.0","2","6","false","TRPC4AP","7.0","0","2","0","0","0","0","0.9592003263973888","false","0","TRPC4AP","22","0.5"
"6","2.2","0.0","0.45454545454545453","1.0","2","5","false","IGHV1-69D","23.0","0","2","0","0","0","0","0.9684210526315788","false","0","IGHV1-69D","0","0.5897435897435898"
"3","2.0","0.03225806451612903","0.5","0.3333333333333333","3","3","false","TRMU","23.333333333333332","0","3","0","0","0","0","0.9827586206896551","false","0","TRMU","144","0.39655172413793105"
"3","2.0161290322580645","2.6441036488630354E-4","0.496","0.6666666666666666","3","3","false","WNT7A","29.333333333333332","0","3","0","0","0","0","0.9824805339265851","false","0","WNT7A","2","0.5057471264367817"
"11","2.045977011494253","0.07543065221328786","0.48876404494382025","0.14285714285714285","8","4","false","CSGALNACT2","13.875","0","8","0","0","0","0","0.9839080459770115","false","0","CSGALNACT2","1880","0.18412162162162163"
"2","2.0210526315789474","0.021480411998991027","0.49479166666666663","0.4","5","3","false","NOCT","46.8","0","5","0","0","0","0","0.9860129776496034","false","0","NOCT","942","0.535632183908046"
"11","2.3448275862068964","8.388392959659547E-5","0.42647058823529416","0.0","2","5","false","CLEC4M","49.0","0","2","0","0","0","0","0.9793103448275862","false","0","CLEC4M","26","0.75"
"2","1.9789473684210526","0.001456512792561032","0.5053191489361702","0.6666666666666666","9","3","false","ZNF449","36.44444444444444","0","9",,"0","0","0","0.986589762076424","false","0","ZNF449","504","0.41414141414141414"
"4","1.8076923076923077","0.0031538461538461538","0.5531914893617021","0.6","5","2","false","ATMIN","12.6","0","5","0","0","0","0","0.9689349112426036","false","0","ATMIN","8","0.4846153846153846"
"3","2.9838709677419355","0.0","0.33513513513513515","0.0","1","4","false","FAM219B","3.0","0","1","0","0","0","0","0.9657953281423804","false","0","FAM219B","0","0.0"
"15","3.128205128205128","0.0","0.319672131147541","1.0","2","6","false","IGKV3D-11","11.5","0","2","0","0","0","0","0.8935897435897436","false","0","IGKV3D-11","0","0.5476190476190477"
"9","2.8255813953488373","0.0037300320057203503","0.35390946502057613","0.5333333333333333","6","5","false","ZNF48","14.0","0","6","0","0","0","0","0.9679722562219503","false","0","ZNF48","656","0.25925925925925924"
"5","4.282051282051282","0.0","0.23353293413173654","1.0","2","7","false","CERS4","8.0","0","2","0","0","0","0","0.7264957264957266","false","0","CERS4","0","0.6666666666666666"
"11","2.2873563218390807","0.045442395081529","0.43718592964824116","0.5","4","5","false","CCNE2","25.5","0","4","0","0","0","0","0.9801945181255526","false","0","CCNE2","704","0.376865671641791"
"1","3.579310344827586","0.009545646894528687","0.279383429672447","0.1","5","6","false","PRKCSH","4.8","0","5","0","0","0","0","0.9473610133708656","false","0","PRKCSH","760","0.2625"
"9","3.203488372093023","0.0034406267302397294","0.3121597096188748","0.26666666666666666","6","5","false","SLC25A13","8.166666666666666","0","6","0","0","0","0","0.961342309261526","false","0","SLC25A13","560","0.23737373737373738"
"9","2.3313953488372094","0.03988999409159825","0.428927680798005","0.17543859649122806","19","4","false","RPL3","11.421052631578947","0","19","0","0","0","0","0.976642186862505","false","0","RPL3","5826","0.11483253588516747"
"9","3.0","3.4054460054052055E-4","0.3333333333333333","0.3333333333333333","4","5","false","PPP1R8","13.25","0","4",,"0","0","0","0.9649122807017544","false","0","PPP1R8","50","0.35135135135135137"
"13","1.9166666666666667","0.0","0.5217391304347826","1.0","3","3","false","IZUMO1","12.333333333333334","0","3",,"0","0","0","0.9601449275362318","false","0","IZUMO1","0","0.5362318840579711"
"12","2.6341463414634148","0.02071111815014254","0.3796296296296296","0.6666666666666666","3","4","false","ZNF716","7.0","0","3","0",,"0","0","0.9038737446197991","false","0","ZNF716","136","0.4117647058823529"
"9","3.0872093023255816","0.0","0.3239171374764595","1.0","2","6","false","KLK1","51.0","0","2","0","0","0","0","0.9633822929416564","false","0","KLK1","0","0.8947368421052632"
"1","3.2344827586206897","6.474686521659938E-5","0.3091684434968017","0.8333333333333334","4","5","false","GCA","24.0","0","4","0","0","0","0","0.9543983110485574","false","0","GCA","18","0.43636363636363634"
"3","2.0483870967741935","0.0","0.4881889763779528","0.0","1","3","false","RNF225","58.0","0","1","0",,"0","0","0.981924360400445","false","0","RNF225","0","0.0"
"1","3.489655172413793","2.40082770508734E-5","0.2865612648221344","0.6666666666666666","3","6","false","MITD1","32.666666666666664","0","3","0","0","0","0","0.9491907107670655","false","0","MITD1","10","0.6163522012578616"
"1","3.524137931034483","0.005766519584456131","0.2837573385518591","0.3333333333333333","7","5","false","ALDH18A1","12.285714285714286","0","7",,"0","0","0","0.9484869809992963","false","0","ALDH18A1","714","0.4187192118226601"
"7","1.8461538461538463","5.785667324128863E-4","0.5416666666666666","0.8","5","3","false","ATP2C2","17.0","0","5","0","0","0","0","0.9661538461538461","false","0","ATP2C2","4","0.68"
"1","3.586206896551724","7.67628163736853E-4","0.27884615384615385","0.7333333333333333","6","6","false","TRAPPC14","16.666666666666668","0","6","0","0","0","0","0.9472202674173118","false","0","TRAPPC14","256","0.5208333333333334"
"17","2.0","0.0","0.5","0.0","1","3","false","ALDH9A1","26.0","0","1","0","0","0","0","0.9615384615384616","false","0","ALDH9A1","0","0.0"
"16","1.8235294117647058","0.00713224683812919","0.5483870967741935","0.42857142857142855","7","3","false","OR56A4","12.857142857142858","0","7",,"0","0","0","0.9750445632798574","false","0","OR56A4","24","0.38961038961038963"
"6","2.0444444444444443","0.005033670033670033","0.48913043478260876","0.5","5","4","false","PDCL2","15.6","0","5",,"0","0","0","0.9725146198830409","false","0","PDCL2","40","0.39"
"15","3.1538461538461537","0.0","0.3170731707317073","1.0","2","6","false","CCDC166","11.5","0","2","0","0","0","0","0.8923076923076924","false","0","CCDC166","0","0.575"
"3","2.0483870967741935","0.0","0.4881889763779528","0.0","1","3","false","SP7","58.0","0","1",,"0","0","0","0.981924360400445","false","0","SP7","0","0.0"
"11","2.264367816091954","0.0021860172729534612","0.4416243654822335","0.2857142857142857","8","5","false","RGR","19.375","0","8","0","0","0","0","0.9805481874447391","false","0","RGR","170","0.2916666666666667"
"9","2.697674418604651","0.013106062066958865","0.3706896551724138","0.1388888888888889","9","5","false","CORO1C","10.333333333333334","0","9","0","0","0","0","0.9702162382700938","false","0","CORO1C","2176","0.15949820788530467"
"9","2.877906976744186","0.007983893496611109","0.3474747474747475","0.0","6","5","false","ABI1","7.0","0","6","0","0","0","0","0.9670542635658915","false","0","ABI1","1166","0.2"
"16","1.7941176470588236","0.0072043969102792635","0.5573770491803278","0.32142857142857145","8","3","false","GTF2F1","11.75","0","8","0","0","0","0","0.9759358288770053","false","0","GTF2F1","38","0.3560606060606061"
"16","1.9705882352941178","0.0","0.5074626865671642","1.0","2","3","false","NKX6-3","25.0","0","2","0","0","0","0","0.9705882352941178","false","0","NKX6-3","0","0.7575757575757576"
"4","1.8461538461538463","8.974358974358973E-4","0.5416666666666666","0.6666666666666666","4","2","false","RTL5","16.25","0","4","0","0","0","0","0.9674556213017751","false","0","RTL5","4","0.625"
"15","3.1794871794871793","0.0","0.31451612903225806","0.0","1","6","false","AMDHD2","20.0","0","1",,"0","0","0","0.8910256410256411","false","0","AMDHD2","0","0.0"
"16","1.8823529411764706","0.00249554367201426","0.53125","0.6666666666666666","4","2","false","FRZB","17.0","0","4",,"0","0","0","0.9732620320855615","false","0","FRZB","8","0.5"
"2","2.031578947368421","4.7257325319036185E-4","0.49222797927461137","0.7","5","3","false","TCP11X1","46.0","0","5","0","0","0","0","0.9858687815428984","false","0","TCP11X1","442","0.5287356321839081"
"17","1.9259259259259258","0.0","0.5192307692307693","1.0","3","3","false","RUFY2","14.333333333333334","0","3",,"0","0","0","0.9643874643874644","false","0","RUFY2","0","0.5512820512820513"
"14","4.606060606060606","0.0","0.21710526315789472","0.0","1","9","false","LINC00208","9.0","0","1",,"0","0","0","0.7424242424242424","false","0","LINC00208","0","0.0"
"9","2.622093023255814","4.2439575150813815E-4","0.38137472283813745","0.7142857142857143","7","5","false","GPR141","29.0","0","7",,"0","0","0","0.9715422276621787","false","0","GPR141","172","0.3815789473684211"
"11","2.3448275862068964","0.0","0.42647058823529416","1.0","3","5","false","PRAMEF27","34.333333333333336","0","3","0","0","0","0","0.9793103448275862","false","0","PRAMEF27","0","0.5282051282051282"
"2","1.9052631578947368","0.0046375068638126625","0.5248618784530387","0.4083333333333333","16","3","false","ZSCAN22","20.875","0","16","0","0","0","0","0.9875991348233598","false","0","ZSCAN22","596","0.2372159090909091"
"5","3.7948717948717947","0.0","0.26351351351351354","1.0","2","7","false","ZFAND5","7.5","0","2","0","0","0","0","0.767094017094017","false","0","ZFAND5","0","0.6818181818181818"
"11","2.218390804597701","0.0011216224310644821","0.45077720207253885","0.3333333333333333","4","4","false","B3GAT1","30.25","0","4",,"0","0","0","0.9812555260831123","false","0","B3GAT1","130","0.43478260869565216"
"11","2.2873563218390807","1.2440112680690068E-4","0.43718592964824116","0.8","5","5","false","SLC26A3","21.4","0","5",,"0","0","0","0.9801945181255526","false","0","SLC26A3","6","0.31470588235294117"
"1","3.606896551724138","7.039992639010565E-4","0.2772466539196941","0.5","4","6","false","EFCAB13","17.0","0","4",,"0","0","0","0.9467980295566502","false","0","EFCAB13","244","0.5483870967741935"
"5","4.230769230769231","0.0020242914979757085","0.23636363636363636","0.5","4","7","false","RAPGEF4","4.75","0","4",,"0","0","0","0.7307692307692308","false","0","RAPGEF4","6","0.3958333333333333"
"9","3.0872093023255816","0.0","0.3239171374764595","1.0","2","6","false","CD38","51.0","0","2",,"0","0","0","0.9633822929416564","false","0","CD38","0","0.8947368421052632"
"6","2.1333333333333333","0.0","0.46875","1.0","2","4","false","UBE2W","31.0","0","2","0","0","0","0","0.9701754385964912","false","0","UBE2W","0","0.7948717948717948"
"7","1.9230769230769231","0.0","0.52","1.0","3","3","false","RIOK3","20.666666666666668","0","3","0","0","0","0","0.963076923076923","false","0","RIOK3","0","0.8266666666666667"
"16","2.0","0.0","0.5","0.0","1","3","false","TM2D2","33.0","0","1",,"0","0","0","0.9696969696969697","false","0","TM2D2","0","0.0"
"9","3.0872093023255816","0.0","0.3239171374764595","1.0","2","6","false","GPATCH2","30.5","0","2","0","0","0","0","0.9633822929416564","false","0","GPATCH2","0","0.5350877192982456"
"1","3.0620689655172413","0.006367829277874165","0.32657657657657657","0.38095238095238093","7","5","false","SH3GLB1","20.0","0","7","0","0","0","0","0.9579169598874032","false","0","SH3GLB1","566","0.34236453201970446"
"11","2.1839080459770117","9.24419734045792E-4","0.45789473684210524","0.5","4","4","false","TMEM143","28.5","0","4","0","0","0","0","0.9817860300618921","false","0","TMEM143","44","0.3958333333333333"
"2","2.042105263157895","4.2778042004366527E-4","0.4896907216494845","0.6666666666666666","4","3","false","WDR13","61.0","0","4","0","0","0","0","0.9857245854361932","false","0","WDR13","440","0.7011494252873564"
"12","2.5121951219512195","0.0","0.39805825242718446","1.0","3","4","false","VWA1","13.333333333333334","0","3","0","0","0","0","0.9110473457675754","false","0","VWA1","0","0.6349206349206349"
"9","3.0","0.004802177936544013","0.3333333333333333","0.3333333333333333","3","6","false","CLEC4A","36.0","0","3","0","0","0","0","0.9649122807017544","false","0","CLEC4A","694","0.5752688172043011"
"11","2.3333333333333335","1.1447859075942398E-4","0.42857142857142855","0.3333333333333333","3","5","false","LMNTD1","42.666666666666664","0","3",,"0","0","0","0.9794871794871794","false","0","LMNTD1","36","0.6512820512820513"
"9","2.7906976744186047","0.0035150787231445174","0.35833333333333334","0.25","8","4","false","REST","13.75","0","8","0","0","0","0","0.9685842513259895","false","0","REST","690","0.23706896551724138"
"14","3.4545454545454546","0.0","0.2894736842105263","1.0","2","6","false","THBS4","11.0","0","2",,"0","0","0","0.8246753246753247","false","0","THBS4","0","0.7857142857142857"
"13","2.75","0.0","0.36363636363636365","0.0","1","3","false","GOLGA6A","5.0","0","1",,"0","0","0","0.9239130434782609","false","0","GOLGA6A","0","0.0"
