"EdgeBetweenness","Host_organism_taxid","interaction","irefindex_check","mean_prob_aff","method","name","numParticipants","OP_A","OP_B","OP_check","Predicted Classes","Probability Score","Regression Value","score_norm","selected","shared interaction","shared name","stringdb_check","uidA","uidA_irefindex","uidB","uidB_irefindex"
"23.0","","interacts with","0","0.464192036","","SYT17 (interacts with) AKR7A3",,"0","0","0","1","0.526829268","0.401554803",,"false","interacts with","SYT17 (interacts with) AKR7A3","0","Q9BSW7","","O95154",""
"0.0","","interacts with","0","0.568118692","","PGR (interacts with) PGR",,"1","1","1","1","0.726829268","0.409408115",,"false","interacts with","PGR (interacts with) PGR","0","P06401","","P06401",""
"24.30526315789474","","interacts with","0","0.464192002","","SF3A1 (interacts with) HOXD13",,"0","0","0","1","0.526829268","0.401554736",,"false","interacts with","SF3A1 (interacts with) HOXD13","0","Q15459","","P35453",""
"18.0","","interacts with","0","0.464231316","","JUN (interacts with) TPPP2",,"1","0","1","1","0.526829268","0.401633364",,"false","interacts with","JUN (interacts with) TPPP2","0","P05412","","P59282",""
"17.785714285714285","","interacts with","0","0.464192346","","SYT17 (interacts with) XRCC1",,"0","0","0","1","0.526829268","0.401555424",,"false","interacts with","SYT17 (interacts with) XRCC1","0","Q9BSW7","","P18887",""
"16.130083255415798","","interacts with","0","0.461777163","","SMC1B (interacts with) ZNF772",,"0","0","0","1","0.52195122","0.401603107",,"false","interacts with","SMC1B (interacts with) ZNF772","0","Q8NDV3","","Q68DY9",""
"104.09090909090911","","interacts with","0","0.464255247","","PECAM1 (interacts with) COL5A3",,"0","1","1","1","0.526829268","0.401681227",,"false","interacts with","PECAM1 (interacts with) COL5A3","0","P16284","","P25940",""
"16.419212976269655","","interacts with","0","0.4617772","","SMC1B (interacts with) ZNF221",,"0","0","0","1","0.52195122","0.401603181",,"false","interacts with","SMC1B (interacts with) ZNF221","0","Q8NDV3","","Q9UK13",""
"52.0","","interacts with","0","0.476426317","","TP53 (interacts with) TBC1D28",,"1","0","1","1","0.551219512","0.401633121",,"false","interacts with","TP53 (interacts with) TBC1D28","0","P04637","","Q2M2D7",""
"23.0","","interacts with","0","0.46175313","","SYT17 (interacts with) UBE2Q2",,"0","0","0","1","0.52195122","0.401555041",,"false","interacts with","SYT17 (interacts with) UBE2Q2","0","Q9BSW7","","Q8WVN8",""
"10.457246376811595","","interacts with","0","0.476387199","","RGR (interacts with) TELO2",,"0","0","0","1","0.551219512","0.401554885",,"false","interacts with","RGR (interacts with) TELO2","0","P47804","","Q9Y4R8",""
"25.34823975782344","","interacts with","0","0.461816209","","COX11 (interacts with) CROCC2",,"0","0","0","1","0.52195122","0.401681198",,"false","interacts with","COX11 (interacts with) CROCC2","0","Q9Y6N1","","H7BZ55",""
"42.0","","interacts with","0","0.47642632","","CRTC3 (interacts with) PROCR",,"0","1","1","1","0.551219512","0.401633127",,"false","interacts with","CRTC3 (interacts with) PROCR","0","Q6UUV7","","Q9UNN8",""
"5.771428571428571","","interacts with","0","0.464192171","","HNF1B (interacts with) ESCO1",,"0","0","0","1","0.526829268","0.401555074",,"false","interacts with","HNF1B (interacts with) ESCO1","0","P35680","","Q5FWF5",""
"8.31904761904762","","interacts with","0","0.476387105","","HNF1B (interacts with) CCDC150",,"0","0","0","1","0.551219512","0.401554698",,"false","interacts with","HNF1B (interacts with) CCDC150","0","P35680","","Q8NCX0",""
"41.7","","interacts with","0","0.476426244","","COL1A2 (interacts with) UAP1",,"1","0","1","1","0.551219512","0.401632976",,"false","interacts with","COL1A2 (interacts with) UAP1","0","P08123","","Q16222",""
"3.8945868945868947","","interacts with","0","0.464231326","","COX11 (interacts with) SHC2",,"0","0","0","1","0.526829268","0.401633384",,"false","interacts with","COX11 (interacts with) SHC2","0","Q9Y6N1","","P98077",""
"23.0","","interacts with","0","0.464192283","","SYT17 (interacts with) CNMD",,"0","0","0","1","0.526829268","0.401555298",,"false","interacts with","SYT17 (interacts with) CNMD","0","Q9BSW7","","O75829",""
"22.4","","interacts with","0","0.476387145","","SYT17 (interacts with) FAAP100",,"0","0","0","1","0.551219512","0.401554779",,"false","interacts with","SYT17 (interacts with) FAAP100","0","Q9BSW7","","Q0VG06",""
"7.333333333333334","","interacts with","0","0.469070249","","HPD (interacts with) FAM20A",,"0","0","0","1","0.536585366","0.401555132",,"false","interacts with","HPD (interacts with) FAM20A","0","P32754","","Q96MK3",""
"41.13333333333333","","interacts with","0","0.476426328","","TP53 (interacts with) MOB2",,"1","0","1","1","0.551219512","0.401633143",,"false","interacts with","TP53 (interacts with) MOB2","0","P04637","","Q70IA6",""
"18.833333333333332","","interacts with","0","0.461753445","","SYT17 (interacts with) LPAR2",,"0","0","0","1","0.52195122","0.401555671",,"false","interacts with","SYT17 (interacts with) LPAR2","0","Q9BSW7","","Q9HBW0",""
"20.63873678579347","","interacts with","0","0.464216147","","SMC1B (interacts with) AADACL4",,"0","0","0","1","0.526829268","0.401603025",,"false","interacts with","SMC1B (interacts with) AADACL4","0","Q8NDV3","","Q5VUY2",""
"7.333333333333333","","interacts with","0","0.469070423","","HPD (interacts with) PSMD12",,"0","0","0","1","0.536585366","0.40155548",,"false","interacts with","HPD (interacts with) PSMD12","0","P32754","","O00232",""
"17.526355833412513","","interacts with","0","0.461777131","","SMC1B (interacts with) PDE7A",,"0","0","0","1","0.52195122","0.401603043",,"false","interacts with","SMC1B (interacts with) PDE7A","0","Q8NDV3","","Q13946",""
"17.666666666666664","","interacts with","0","0.476426205","","CTSK (interacts with) CASKIN2",,"1","0","1","1","0.551219512","0.401632897",,"false","interacts with","CTSK (interacts with) CASKIN2","0","P43235","","Q8WXE0",""
"8.833333333333334","","interacts with","0","0.476387236","","HPD (interacts with) B4GALNT2",,"0","0","0","1","0.551219512","0.40155496",,"false","interacts with","HPD (interacts with) B4GALNT2","0","P32754","","Q8NHY0",""
"10.858722543992608","","interacts with","0","0.476387112","","DZIP1 (interacts with) PRSS8",,"0","0","0","1","0.551219512","0.401554711",,"false","interacts with","DZIP1 (interacts with) PRSS8","0","Q86YF9","","Q16651",""
"6.833333333333332","","interacts with","0","0.461753337","","TMEM41A (interacts with) AKAP17A",,"0","0","0","1","0.52195122","0.401555454",,"false","interacts with","TMEM41A (interacts with) AKAP17A","0","Q96HV5","","Q02040",""
"8.333333333333332","","interacts with","0","0.461753254","","HPD (interacts with) ZNF669",,"0","0","0","1","0.52195122","0.401555289",,"false","interacts with","HPD (interacts with) ZNF669","0","P32754","","Q96BR6",""
"24.666666666666668","","interacts with","0","0.47642618","","TNFSF11 (interacts with) CTNNA3",,"1","0","1","1","0.551219512","0.401632847",,"false","interacts with","TNFSF11 (interacts with) CTNNA3","0","O14788","","Q9UI47",""
"13.771929824561404","","interacts with","0","0.476387362","","SF3A1 (interacts with) CAMK1G",,"0","0","0","1","0.551219512","0.401555213",,"false","interacts with","SF3A1 (interacts with) CAMK1G","0","Q15459","","Q96NX5",""
"6.1","","interacts with","0","0.476387028","","HPD (interacts with) OIT3",,"0","0","0","1","0.551219512","0.401554544",,"false","interacts with","HPD (interacts with) OIT3","0","P32754","","Q8WWZ8",""
"24.0","","interacts with","0","0.464192373","","SYT17 (interacts with) WNT7A",,"0","0","0","1","0.526829268","0.401555478",,"false","interacts with","SYT17 (interacts with) WNT7A","0","Q9BSW7","","O00755",""
"21.999999999999996","","interacts with","0","0.476388287","","SYT17 (interacts with) CLNK",,"0","0","0","1","0.551219512","0.401557062",,"false","interacts with","SYT17 (interacts with) CLNK","0","Q9BSW7","","Q7Z7G1",""
"19.658590042746123","","interacts with","0","0.476387104","","SMC1B (interacts with) LRP2BP",,"0","0","0","1","0.551219512","0.401554695",,"false","interacts with","SMC1B (interacts with) LRP2BP","0","Q8NDV3","","Q9P2M1",""
"43.0","","interacts with","0","0.476426341","","TNFSF11 (interacts with) ZNF185",,"1","0","1","1","0.551219512","0.401633169",,"false","interacts with","TNFSF11 (interacts with) ZNF185","0","O14788","","O15231",""
"19.66666666666666","","interacts with","0","0.476387372","","SYT17 (interacts with) MSTN",,"0","0","0","1","0.551219512","0.401555231",,"false","interacts with","SYT17 (interacts with) MSTN","0","Q9BSW7","","O14793",""
"66.22007742088877","","interacts with","0","0.464192085","","SMC1B (interacts with) MCM8",,"0","0","0","1","0.526829268","0.401554901",,"false","interacts with","SMC1B (interacts with) MCM8","0","Q8NDV3","","Q9UJA3",""
"23.0","","interacts with","0","0.476387302","","SYT17 (interacts with) CFHR2",,"0","0","0","1","0.551219512","0.401555093",,"false","interacts with","SYT17 (interacts with) CFHR2","0","Q9BSW7","","P36980",""
"16.98587964293633","","interacts with","0","0.461777135","","SMC1B (interacts with) IQCM",,"0","0","0","1","0.52195122","0.401603051",,"false","interacts with","SMC1B (interacts with) IQCM","0","Q8NDV3","","A0A1B0GVH7",""
"20.666666666666668","","interacts with","0","0.464192201","","SYT17 (interacts with) MCHR1",,"0","0","0","1","0.526829268","0.401555134",,"false","interacts with","SYT17 (interacts with) MCHR1","0","Q9BSW7","","Q99705",""
"45.0","","interacts with","0","0.464231234","","CYB5A (interacts with) MYCN",,"0","1","1","1","0.526829268","0.401633199",,"false","interacts with","CYB5A (interacts with) MYCN","0","P00167","","P04198",""
"15.703974881031565","","interacts with","0","0.464216137","","SMC1B (interacts with) SULT1E1",,"0","0","0","1","0.526829268","0.401603005",,"false","interacts with","SMC1B (interacts with) SULT1E1","0","Q8NDV3","","P49888",""
"22.199999999999992","","interacts with","0","0.476387057","","HPD (interacts with) STOX2",,"0","0","0","1","0.551219512","0.401554601",,"false","interacts with","HPD (interacts with) STOX2","0","P32754","","Q9P2F5",""
"13.405263157894737","","interacts with","0","0.476426372","","SF3A1 (interacts with) SLC25A3",,"0","0","0","1","0.551219512","0.401633231",,"false","interacts with","SF3A1 (interacts with) SLC25A3","0","Q15459","","Q00325",""
"16.723022500079185","","interacts with","0","0.46421612","","SMC1B (interacts with) GLYATL1",,"0","0","0","1","0.526829268","0.401602971",,"false","interacts with","SMC1B (interacts with) GLYATL1","0","Q8NDV3","","Q969I3",""
"9.979823597455175","","interacts with","0","0.476426425","","MYC (interacts with) OR51M1",,"1","0","1","1","0.551219512","0.401633338",,"false","interacts with","MYC (interacts with) OR51M1","0","P01106","","Q9H341",""
"5.7","","interacts with","0","0.47638701","","HPD (interacts with) UAP1",,"0","0","0","1","0.551219512","0.401554507",,"false","interacts with","HPD (interacts with) UAP1","0","P32754","","Q16222",""
"100.00000000000001","","interacts with","0","0.476426326","","OR13C8 (interacts with) TRAF6",,"0","1","1","1","0.551219512","0.401633139",,"false","interacts with","OR13C8 (interacts with) TRAF6","0","Q8NGS7","","Q9Y4K3",""
"19.666666666666664","","interacts with","0","0.47638755","","SYT17 (interacts with) OR2J1",,"0","0","0","1","0.551219512","0.401555589",,"false","interacts with","SYT17 (interacts with) OR2J1","0","Q9BSW7","","Q9GZK6",""
"19.66666666666666","","interacts with","0","0.464192079","","SYT17 (interacts with) DOK5",,"0","0","0","1","0.526829268","0.401554889",,"false","interacts with","SYT17 (interacts with) DOK5","0","Q9BSW7","","Q9P104",""
"17.0","","interacts with","0","0.47642619","","VTN (interacts with) RPS6KC1",,"1","0","1","1","0.551219512","0.401632868",,"false","interacts with","VTN (interacts with) RPS6KC1","0","P04004","","Q96S38",""
"4.066666666666666","","interacts with","0","0.476387168","","CASKIN2 (interacts with) TSPYL2",,"0","0","0","1","0.551219512","0.401554824",,"false","interacts with","CASKIN2 (interacts with) TSPYL2","0","Q8WXE0","","Q9H2G4",""
"10.000000000000002","","interacts with","0","0.476426269","","MAPK14 (interacts with) YME1L1",,"1","0","1","1","0.551219512","0.401633026",,"false","interacts with","MAPK14 (interacts with) YME1L1","0","Q16539","","Q96TA2",""
"18.01904761904762","","interacts with","0","0.469070196","","SYT17 (interacts with) RBM25",,"0","0","0","1","0.536585366","0.401555026",,"false","interacts with","SYT17 (interacts with) RBM25","0","Q9BSW7","","P49756",""
"4.233333333333333","","interacts with","0","0.476387083","","CASKIN2 (interacts with) PWWP3A",,"0","0","0","1","0.551219512","0.401554653",,"false","interacts with","CASKIN2 (interacts with) PWWP3A","0","Q8WXE0","","Q2TAK8",""
"12.705263157894736","","interacts with","0","0.476426464","","SF3A1 (interacts with) GPR141",,"0","0","0","1","0.551219512","0.401633415",,"false","interacts with","SF3A1 (interacts with) GPR141","0","Q15459","","Q7Z602",""
