"__leidenCluster","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","OP_A","OP_B","OP_check","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"16","1.4444444444444444","0.0477322060655394","0.6923076923076923","0.37142857142857144","15","2","false","SULT1A1","9.8","0","15","0","0","0","0","0.9835390946502058","false","0","SULT1A1","132","0.362962962962963"
"61","1.72","0.004527777777777777","0.5813953488372093","0.5714285714285714","7","2","false","TMEM61","13.571428571428571","0","7","0","0","0","0","0.9712000000000001","false","0","TMEM61","18","0.5428571428571428"
"29","1.925","5.8275058275058275E-5","0.5194805194805194","0.6666666666666666","3","2","false","MINDY2","22.333333333333332","0","3","0","0","0","0","0.9743055555555556","false","0","MINDY2","2","0.5583333333333333"
"117","1.7142857142857142","0.1446886446886447","0.5833333333333334","0.3333333333333333","4","2","false","H2BC26","7.5","0","4","0","0","0","0","0.9450549450549451","false","0","H2BC26","52","0.5576923076923077"
"116","2.0","0.0","0.5","1.0","2","3","false","P2RX6","4.5","0","2","0",,"0","0","0.8","false","0","P2RX6","0","0.9"
"12","0.0","0.0","0.0","0.0","0","0","true","RPIA","0.0","0","0","0","0","0","0","Infinity","false","0","RPIA","0","0.0"
"84","1.8235294117647058","0.013112745098039214","0.5483870967741935","0.5","4","3","false","ZNF717","7.25","0","4","0","0","0","0","0.9450980392156862","false","0","ZNF717","10","0.453125"
"61","1.88","6.666666666666668E-4","0.5319148936170213","0.6666666666666666","3","2","false","GOLGA6D","13.666666666666666","0","3","0","0","0","0","0.9648","false","0","GOLGA6D","2","0.5466666666666666"
"5","1.9310344827586208","0.02484916903020351","0.5178571428571428","0.39285714285714285","8","3","false","PCBP1","8.125","0","8","0","0","0","0","0.9334975369458128","false","0","PCBP1","74","0.3532608695652174"
"77","1.6857142857142857","0.03344856659241237","0.5932203389830508","0.2545454545454545","11","2","false","MRE11","11.090909090909092","0","11","0","0","0","0","0.9798319327731093","false","0","MRE11","214","0.3235294117647059"
"63","1.675","0.015870240870240873","0.5970149253731343","0.44871794871794873","13","2","false","HPD","14.307692307692308","0","13","0","0","0","0","0.983125","false","0","HPD","86","0.3576923076923077"
"16","1.6666666666666667","0.009236648125537015","0.6","0.5833333333333334","9","2","false","ASXL2","13.222222222222221","0","9",,"0","0","0","0.9753086419753086","false","0","ASXL2","30","0.4897119341563786"
"97","1.9230769230769231","0.0015597156223641215","0.52","0.5","5","3","false","OSGIN2","21.6","0","5","0","0","0","0","0.9811616954474098","false","0","OSGIN2","64","0.4235294117647059"
"76","1.6333333333333333","0.018862433862433865","0.6122448979591837","0.45454545454545453","11","2","false","RABEP1","12.272727272727273","0","11",,"0","0","0","0.9788888888888889","false","0","RABEP1","60","0.4090909090909091"
"87","1.6428571428571428","0.01731964390694549","0.6086956521739131","0.35555555555555557","10","2","false","TRAV12-3","11.0","0","10","0","0","0","0","0.9770408163265306","false","0","TRAV12-3","58","0.39285714285714285"
"2","1.921875","4.3579931972789114E-5","0.5203252032520326","0.7","5","2","false","DCP2","45.4","0","5",,"0","0","0","0.9853670634920635","false","0","DCP2","6","0.709375"
"51","1.9166666666666667","0.0035774410774410776","0.5217391304347826","0.6666666666666666","3","3","false","ZFR2","8.666666666666666","0","3",,"0","0","0","0.8981481481481483","false","0","ZFR2","4","0.8666666666666667"
"9","1.9375","0.0","0.5161290322580645","0.0","1","2","false","ATXN10","16.0","0","1","0","0","0","0","0.94140625","false","0","ATXN10","0","0.0"
"28","1.8846153846153846","0.003076923076923077","0.5306122448979592","0.5","4","3","false","GRAP2","11.5","0","4","0",,"0","0","0.9615384615384616","false","0","GRAP2","6","0.46"
"82","1.9230769230769231","0.0","0.52","1.0","2","3","false","LRRC8E","11.5","0","2","0","0","0","0","0.923076923076923","false","0","LRRC8E","0","0.9583333333333334"
"77","1.9428571428571428","2.8011204481792715E-4","0.5147058823529412","0.6666666666666666","3","3","false","B9D1","18.666666666666668","0","3","0","0","0","0","0.9722689075630252","false","0","B9D1","2","0.5490196078431373"
"97","1.9230769230769231","0.0014212785705998376","0.52","0.4","5","3","false","ARHGEF15","15.8","0","5","0","0","0","0","0.9811616954474098","false","0","ARHGEF15","20","0.30980392156862746"
"15","2.25","0.5357142857142857","0.4444444444444444","0.0","2","4","false","CMKLR1","2.5","0","2",,"0","0","0","0.5833333333333334","false","0","CMKLR1","30","0.5"
"21","1.6666666666666667","0.5333333333333333","0.6","0.3333333333333333","3","3","false","PROP1","2.3333333333333335","0","3","0","0","0","0","0.7777777777777777","false","0","PROP1","16","0.5"
"124","0.0","0.0","0.0","0.0","0","0","true","ALDH1A2","0.0","0","0","0",,"0","0","Infinity","false","0","ALDH1A2","0","0.0"
"87","1.75","0.008340681951793062","0.5714285714285714","0.2857142857142857","7","2","false","COBLL1","11.428571428571429","0","7","0","0","0","0","0.9732142857142857","false","0","COBLL1","30","0.40816326530612246"
"61","1.8","0.0015476190476190477","0.5555555555555556","0.7","5","2","false","APOBEC3A","15.4","0","5","0","0","0","0","0.968","false","0","APOBEC3A","6","0.616"
"84","1.588235294117647","0.07267156862745097","0.6296296296296297","0.3333333333333333","7","2","false","QRICH2","5.857142857142857","0","7","0","0","0","0","0.9607843137254902","false","0","QRICH2","48","0.3445378151260504"
"97","1.6923076923076923","0.028685415121319092","0.5909090909090909","0.3","16","2","false","CNR2","13.25","0","16","1","1","1","0","0.9858712715855573","false","0","CNR2","442","0.2548076923076923"
"1","1.9375","8.865248226950355E-5","0.5161290322580645","0.8333333333333334","4","3","false","SNRNP48","24.5","0","4","0","0","0","0","0.9786931818181818","false","0","SNRNP48","2","0.5212765957446809"
"62","1.8846153846153846","0.0010256410256410256","0.5306122448979592","0.6666666666666666","3","2","false","SYN1","13.666666666666666","0","3",,"0","0","0","0.9659763313609468","false","0","SYN1","2","0.5256410256410257"
"87","1.7142857142857142","0.011338918283362727","0.5833333333333334","0.39285714285714285","8","2","false","MED15","11.125","0","8","0",,"0","0","0.9744897959183673","false","0","MED15","34","0.39732142857142855"
"1","1.9166666666666667","4.32708544410672E-4","0.5217391304347826","0.6","5","3","false","TRIB1","24.8","0","5","0","0","0","0","0.9791666666666667","false","0","TRIB1","8","0.5276595744680851"
"83","1.6666666666666667","0.013888888888888888","0.6","0.6666666666666666","3","2","false","ZPBP","4.333333333333333","0","3","0","0","0","0","0.925925925925926","false","0","ZPBP","2","0.48148148148148145"
"45","0.0","0.0","0.0","0.0","0","0","true","UBE2Q2","0.0","0","0","0","0","0","0","Infinity","false","0","UBE2Q2","0","0.0"
"1","2.0","0.0","0.5","1.0","3","3","false","GNAT2","27.666666666666668","0","3","0","0","0","0","0.9772727272727273","false","0","GNAT2","0","0.6148148148148148"
"16","1.8518518518518519","4.07000407000407E-4","0.54","0.8333333333333334","4","2","false","NMUR1","18.25","0","4",,"0","0","0","0.9684499314128944","false","0","NMUR1","2","0.6759259259259259"
"97","1.9038461538461537","7.460480716359361E-4","0.5252525252525253","0.5","5","2","false","TTYH1","22.6","0","5",,"0","0","0","0.9815541601255887","false","0","TTYH1","26","0.4346153846153846"
"120","1.5789473684210527","0.05116959064327485","0.6333333333333333","0.39285714285714285","8","2","false","ZNF277","6.75","0","8","0","0","0","0","0.9659442724458205","false","0","ZNF277","46","0.35526315789473684"
"116","1.5714285714285714","0.11904761904761904","0.6363636363636364","0.5","4","3","false","PCARE","3.0","0","4","0","0","0","0","0.8857142857142858","false","0","PCARE","10","0.5"
"29","1.875","0.002919106942940614","0.5333333333333333","0.3","5","2","false","LRP2BP","18.4","0","5","0","0","0","0","0.9756944444444444","false","0","LRP2BP","66","0.4666666666666667"
"29","1.775","0.013213225434320767","0.5633802816901409","0.25","9","2","false","HTR1E","13.222222222222221","0","9","0","0","0","0","0.9784722222222223","false","0","HTR1E","112","0.33618233618233617"
"1","1.875","0.0034046339955447354","0.5333333333333333","0.4","6","2","false","STAP1","19.5","0","6","0","0","0","0","0.9801136363636364","false","0","STAP1","60","0.40625"
"63","1.9","5.8275058275058275E-5","0.5263157894736842","0.8333333333333334","4","2","false","CAMKV","32.75","0","4",,"0","0","0","0.9775","false","0","CAMKV","2","0.81875"
"95","1.6923076923076923","0.011752136752136752","0.5909090909090909","0.5","4","2","false","FGD5","6.25","0","4","0","0","0","0","0.9467455621301776","false","0","FGD5","6","0.4807692307692308"
"46","1.0","0.0","1.0","0.0","1","1","false","ZNF397","1.0","0","1","0","0","0","0","1.0","false","0","ZNF397","0","0.0"
"1","1.7708333333333333","0.005980060736787896","0.5647058823529412","0.509090909090909","11","2","false","RAB24","17.454545454545453","0","11","0","0","0","0","0.9824810606060606","false","0","RAB24","70","0.36363636363636365"
"39","1.925","0.0","0.5194805194805194","1.0","3","2","false","OR2J1","27.333333333333332","0","3","0","0","0","0","0.976875","false","0","OR2J1","0","0.6833333333333333"
"47","3.1666666666666665","0.0","0.31578947368421056","0.0","1","5","false","CYB5R1","2.0","0","1","0","0","0","0","0.27777777777777785","false","0","CYB5R1","0","0.0"
"47","2.1666666666666665","0.3333333333333333","0.46153846153846156","0.0","2","4","false","PNMA8A","2.0","0","2","0","0","0","0","0.6111111111111112","false","0","PNMA8A","10","0.5"
"62","1.8846153846153846","0.0","0.5306122448979592","1.0","3","2","false","MIER2","16.666666666666668","0","3","0","0","0","0","0.9659763313609468","false","0","MIER2","0","0.6410256410256411"
"1","2.0","6.332320162107395E-5","0.5","0.6666666666666666","3","3","false","OR4K15","32.0","0","3","0","0","0","0","0.9772727272727273","false","0","OR4K15","2","0.7111111111111111"
"120","1.9473684210526316","0.0","0.5135135135135135","1.0","2","3","false","SH3RF3","16.5","0","2","0","0","0","0","0.9442724458204336","false","0","SH3RF3","0","0.9166666666666666"
"5","1.6551724137931034","0.08351841781644737","0.6041666666666666","0.2909090909090909","11","3","false","HNRNPM","7.2727272727272725","0","11","0","0","0","0","0.9532019704433498","false","0","HNRNPM","208","0.2597402597402597"
"5","2.3793103448275863","0.008771209633278598","0.42028985507246375","0.0","3","3","false","CALU","5.666666666666667","0","3","0","0","0","0","0.9014778325123152","false","0","CALU","18","0.3888888888888889"
"6","1.7777777777777777","0.0","0.5625","1.0","2","2","false","TRBJ1-2","5.5","0","2","0","0","0","0","0.9135802469135802","false","0","TRBJ1-2","0","0.6111111111111112"
"105","0.0","0.0","0.0","0.0","0","0","true","MFSD9","0.0","0","0","0","0","0","0","Infinity","false","0","MFSD9","0","0.0"
"97","1.8653846153846154","0.005516379501495956","0.5360824742268041","0.38095238095238093","7","2","false","APOBEC3C","21.142857142857142","0","7","0","0","0","0","0.9823390894819467","false","0","APOBEC3C","240","0.4065934065934066"
"29","1.45","0.08737979322157818","0.6896551724137931","0.23809523809523808","22","2","false","POPDC3","10.136363636363637","0","22","0","0","0","0","0.9874999999999999","false","0","POPDC3","452","0.2534090909090909"
"1","1.75","0.010701005178477017","0.5714285714285714","0.36363636363636365","12","2","false","EFCAB9","16.0","0","12","0","0","0","0","0.9829545454545454","false","0","EFCAB9","118","0.3333333333333333"
"87","1.4642857142857142","0.07274292433022593","0.6829268292682927","0.24761904761904763","15","2","false","SMIM26","8.666666666666666","0","15","0","0","0","0","0.9834183673469388","false","0","SMIM26","158","0.30952380952380953"
"67","0.0","0.0","0.0","0.0","0","0","true","IL32","0.0","0","0",,"0","0","0","Infinity","false","0","IL32","0","0.0"
"125","0.0","0.0","0.0","0.0","0","0","true","ENTPD5","0.0","0","0","0",,"0","0","Infinity","false","0","ENTPD5","0","0.0"
"16","1.8148148148148149","0.0012481345814679148","0.5510204081632653","0.7","5","2","false","SH3D19","17.4","0","5",,"0","0","0","0.9698216735253772","false","0","SH3D19","6","0.6444444444444445"
"28","2.0384615384615383","0.0","0.4905660377358491","1.0","2","3","false","CDY2B","17.0","0","2",,"0","0","0","0.9548494983277591","false","0","CDY2B","0","0.7391304347826086"
"97","1.9423076923076923","0.0","0.5148514851485149","1.0","3","2","false","ZNF595","22.0","0","3",,"0","0","0","0.9807692307692307","false","0","ZNF595","0","0.4230769230769231"
"17","2.0","0.0","0.5","0.0","1","3","false","BEAN1","18.0","0","1",,"0","0","0","0.9444444444444444","false","0","BEAN1","0","0.0"
"63","1.35","0.0960683760683761","0.7407407407407407","0.2","26","2","false","SF3A1","8.615384615384615","0","26","0","0","0","0","0.99125","false","0","SF3A1","520","0.2153846153846154"
"115","1.8","0.0","0.5555555555555556","0.0","1","2","false","CNNM2","5.0","0","1",,"0","0","0","0.8400000000000001","false","0","CNNM2","0","0.0"
"2","1.90625","2.667942176870748E-4","0.5245901639344263","0.7333333333333333","6","2","false","MRPL28","39.0","0","6","0","0","0","0","0.9856150793650794","false","0","MRPL28","8","0.609375"
"1","1.7083333333333333","0.023030550034966665","0.5853658536585367","0.2087912087912088","14","2","false","ODF3","12.928571428571429","0","14","0",,"0","0","0.9839015151515151","false","0","ODF3","224","0.2735562310030395"
"39","1.925","2.1367521367521368E-4","0.5194805194805194","0.6666666666666666","3","2","false","CCDC83","23.0","0","3","0","0","0","0","0.976875","false","0","CCDC83","2","0.575"
"1","1.6875","0.020211674186817356","0.5925925925925926","0.2857142857142857","15","2","false","OR4X1","14.933333333333334","0","15","0",,"0","0","0.984375","false","0","OR4X1","240","0.31631205673758866"
"15","3.0","0.0","0.3333333333333333","0.0","1","5","false","CRTAC1","3.0","0","1","0","0","0","0","0.3333333333333333","false","0","CRTAC1","0","0.0"
"79","0.0","0.0","0.0","0.0","0","0","true","FGF7","0.0","0","0",,"0","0","0","Infinity","false","0","FGF7","0","0.0"
"16","1.7407407407407407","0.00541886097441653","0.574468085106383","0.6666666666666666","7","2","false","TC2N","14.571428571428571","0","7","0","0","0","0","0.9725651577503429","false","0","TC2N","14","0.5396825396825397"
"84","1.7058823529411764","0.015073529411764704","0.5862068965517242","0.7","5","2","false","ARHGAP30","8.0","0","5","0","0","0","0","0.9529411764705883","false","0","ARHGAP30","14","0.47058823529411764"
"39","1.775","0.013183760683760684","0.5633802816901409","0.25","9","2","false","TCTN3","8.88888888888889","0","9","0","0","0","0","0.9806250000000001","false","0","TCTN3","54","0.2222222222222222"
"102","1.7272727272727273","0.1909090909090909","0.5789473684210527","0.3333333333333333","4","3","false","TLR5","4.0","0","4","0","0","0","0","0.9191919191919192","false","0","TLR5","28","0.4166666666666667"
"63","1.9","5.8275058275058275E-5","0.5263157894736842","0.8333333333333334","4","2","false","CAMK1G","32.75","0","4",,"0","0","0","0.9775","false","0","CAMK1G","2","0.81875"
"51","1.4166666666666667","0.14141414141414138","0.7058823529411764","0.32142857142857145","8","3","false","PRR14L","4.5","0","8","0","0","0","0","0.9537037037037037","false","0","PRR14L","60","0.4090909090909091"
"29","1.775","0.008896520146520145","0.5633802816901409","0.3888888888888889","9","2","false","FLYWCH1","12.222222222222221","0","9","0","0","0","0","0.9784722222222223","false","0","FLYWCH1","48","0.3055555555555556"
"126","0.0","0.0","0.0","0.0","0","0","true","SMIM23","0.0","0","0","0",,"0","0","Infinity","false","0","SMIM23","0","0.0"
"5","1.9655172413793103","0.02091823406478579","0.5087719298245614","0.3","5","3","false","WDR77","8.8","0","5","0","0","0","0","0.9310344827586208","false","0","WDR77","60","0.35833333333333334"
"48","0.0","0.0","0.0","0.0","0","0","true","ZRSR2","0.0","0","0","0","0","0","0","Infinity","false","0","ZRSR2","0","0.0"
"7","2.1666666666666665","0.0","0.46153846153846156","0.0","1","3","false","UBE2G1","4.0","0","1","0","0","0","0","0.7083333333333334","false","0","UBE2G1","0","0.0"
"17","1.894736842105263","0.001949317738791423","0.5277777777777778","0.6666666666666666","3","3","false","FGF13","9.666666666666666","0","3","0","0","0","0","0.9502923976608186","false","0","FGF13","2","0.5370370370370371"
"97","1.7692307692307692","0.01727628230200986","0.5652173913043479","0.3333333333333333","12","2","false","ST8SIA5","14.25","0","12","0","0","0","0","0.9843014128728415","false","0","ST8SIA5","304","0.2777777777777778"
"62","1.7692307692307692","0.00882051282051282","0.5652173913043479","0.4666666666666667","6","2","false","SOBP","11.0","0","6","0","0","0","0","0.9704142011834319","false","0","SOBP","16","0.4230769230769231"
"5","2.103448275862069","0.013345897397621534","0.4754098360655738","0.4","5","3","false","IGF2BP3","8.0","0","5","0","0","0","0","0.9211822660098522","false","0","IGF2BP3","44","0.39"
"118","1.0","0.0","1.0","0.0","1","1","false","MLEC","1.0","0","1","0","0","0","0","1.0","false","0","MLEC","0","0.0"
"1","1.8125","0.010852481784732623","0.5517241379310345","0.25","9","2","false","NVL","13.777777777777779","0","9","0","0","0","0","0.9815340909090909","false","0","NVL","130","0.2907801418439716"
"29","1.925","6.993006993006993E-4","0.5194805194805194","0.5","4","3","false","GOT1L1","20.25","0","4","0","0","0","0","0.9743055555555556","false","0","GOT1L1","6","0.5192307692307693"
"53","1.7272727272727273","0.18787878787878784","0.5789473684210527","0.3333333333333333","4","3","false","MRTFB","4.5","0","4",,"0","0","0","0.9191919191919192","false","0","MRTFB","34","0.4722222222222222"
"61","1.88","2.380952380952381E-4","0.5319148936170213","0.6666666666666666","3","2","false","IGHV4-61","19.666666666666668","0","3","0",,"0","0","0.9648","false","0","IGHV4-61","2","0.7866666666666666"
"49","0.0","0.0","0.0","0.0","0","0","true","CLDN22","0.0","0","0",,"0","0","0","Infinity","false","0","CLDN22","0","0.0"
"127","0.0","0.0","0.0","0.0","0","0","true","CCDC78","0.0","0","0","0",,"0","0","Infinity","false","0","CCDC78","0","0.0"
"97","2.019230769230769","0.01709540009902356","0.49523809523809526","0.08974358974358974","13","3","false","RIN3","8.692307692307692","0","13","0","0","0","0","0.979199372056515","false","0","RIN3","220","0.2517482517482518"
"2","1.859375","8.71480536659108E-4","0.5378151260504201","0.6666666666666666","9","2","false","NBPF6","30.0","0","9","0","0","0","0","0.986359126984127","false","0","NBPF6","24","0.46875"
"97","1.9807692307692308","1.5733738769863688E-4","0.5048543689320388","0.3333333333333333","3","3","false","IHH","35.333333333333336","0","3","0","0","0","0","0.9799843014128727","false","0","IHH","18","0.7142857142857143"
"2","1.90625","2.1856890904509952E-4","0.5245901639344263","0.6666666666666666","6","2","false","RASGEF1A","39.333333333333336","0","6","0","0","0","0","0.9856150793650794","false","0","RASGEF1A","10","0.6145833333333334"
"10","1.9","0.0","0.5263157894736842","1.0","3","2","false","IGHV3-9","20.0","0","3","0","0","0","0","0.9700000000000001","false","0","IGHV3-9","0","0.6666666666666666"
"2","1.875","4.7829664273116654E-4","0.5333333333333333","0.6428571428571429","8","2","false","CALHM2","35.875","0","8",,"0","0","0","0.9861111111111112","false","0","CALHM2","20","0.560546875"
"106","0.0","0.0","0.0","0.0","0","0","true","ZNF257","0.0","0","0","0","0","0","0","Infinity","false","0","ZNF257","0","0.0"
"29","1.825","0.0019225912975912975","0.547945205479452","0.5714285714285714","7","2","false","PDE7A","19.714285714285715","0","7",,"0","0","0","0.9770833333333333","false","0","PDE7A","26","0.4928571428571429"
"29","1.825","0.0014774346024346021","0.547945205479452","0.6190476190476191","7","2","false","ZNF221","19.571428571428573","0","7","0","0","0","0","0.9770833333333333","false","0","ZNF221","24","0.48928571428571427"
"68","0.0","0.0","0.0","0.0","0","0","true","RTP3","0.0","0","0","0","0","0","0","Infinity","false","0","RTP3","0","0.0"
"87","1.8214285714285714","0.001146384479717813","0.5490196078431373","0.7","5","2","false","VGF","15.6","0","5","0","0","0","0","0.9706632653061223","false","0","VGF","6","0.5571428571428572"
"56","2.0","0.0","0.5","0.0","1","3","false","FAM110C","11.0","0","1",,"0","0","0","0.9090909090909091","false","0","FAM110C","0","0.0"
"29","1.975","2.1853146853146856E-4","0.5063291139240506","0.3333333333333333","3","3","false","OTUD1","23.333333333333332","0","3","0","0","0","0","0.9729166666666667","false","0","OTUD1","4","0.6216216216216216"
"84","1.7058823529411764","0.1292892156862745","0.5862068965517242","0.3333333333333333","6","3","false","PWWP3A","6.166666666666667","0","6",,"0","0","0","0.9529411764705883","false","0","PWWP3A","72","0.4"
"1","1.5416666666666667","0.049627347641475354","0.6486486486486486","0.24675324675324675","22","2","false","PHC2","11.818181818181818","0","22","0","0","0","0","0.987689393939394","false","0","PHC2","440","0.24621212121212122"
"97","1.7307692307692308","0.01752642376882925","0.5777777777777777","0.24175824175824176","14","2","false","TELO2","12.142857142857142","0","14",,"0","0","0","0.9850863422291993","false","0","TELO2","190","0.23351648351648352"
"84","2.411764705882353","0.0","0.41463414634146345","1.0","2","4","false","TPTE2","6.5","0","2","0","0","0","0","0.9058823529411765","false","0","TPTE2","0","0.7222222222222222"
"29","1.825","0.005816822066822067","0.547945205479452","0.2857142857142857","8","3","false","AADACL4","16.0","0","8",,"0","0","0","0.9770833333333333","false","0","AADACL4","52","0.41776315789473684"
"28","2.1153846153846154","0.0073846153846153844","0.4727272727272727","0.6666666666666666","3","3","false","ZNF382","8.333333333333334","0","3",,"0","0","0","0.951505016722408","false","0","ZNF382","16","0.4166666666666667"
"56","1.75","0.16666666666666669","0.5714285714285714","0.3333333333333333","3","2","false","MECP2","4.666666666666667","0","3","0","0","0","0","0.9318181818181818","false","0","MECP2","22","0.3939393939393939"
"1","1.5","0.08686838633902216","0.6666666666666666","0.14666666666666667","25","3","false","CC2D1A","8.56","0","25","0","0","0","0","0.9886363636363636","false","0","CC2D1A","624","0.18212765957446808"
"1","1.9375","7.387706855791962E-5","0.5161290322580645","0.8333333333333334","4","3","false","OR52D1","25.75","0","4","0","0","0","0","0.9786931818181818","false","0","OR52D1","2","0.5478723404255319"
"2","1.921875","1.8778344671201813E-5","0.5203252032520326","0.8","5","2","false","CCNQ","45.6","0","5","0","0","0","0","0.9853670634920635","false","0","CCNQ","4","0.7125"
"9","1.875","0.0","0.5333333333333333","1.0","2","2","false","PODXL","9.5","0","2","0","0","0","0","0.9453125","false","0","PODXL","0","0.59375"
"2","1.9375","1.8778344671201813E-5","0.5161290322580645","0.6666666666666666","4","2","false","KIAA0513","50.75","0","4","0",,"0","0","0.9851190476190477","false","0","KIAA0513","4","0.79296875"
"82","2.4615384615384617","0.0","0.40625","0.0","1","3","false","SAA1","6.0","0","1","0",,"0","0","0.8782051282051282","false","0","SAA1","0","0.0"
"5","1.8275862068965518","0.037180567106675486","0.5471698113207547","0.4166666666666667","9","3","false","SART1","9.11111111111111","0","9",,"0","0","0","0.9408866995073891","false","0","SART1","122","0.36444444444444446"
"89","1.0","0.0","1.0","0.0","1","1","false","ODAD1","1.0","0","1",,"0","0","0","1.0","false","0","ODAD1","0","0.0"
"32","1.25","0.8333333333333333","0.8","0.0","3","2","false","ZNF565","1.3333333333333333","0","3","0","0","0","0","0.9166666666666666","false","0","ZNF565","10","0.3333333333333333"
"62","1.8846153846153846","0.0","0.5306122448979592","1.0","3","2","false","CCDC183","17.0","0","3","0","0","0","0","0.9659763313609468","false","0","CCDC183","0","0.6538461538461539"
"77","1.8571428571428572","0.00453781512605042","0.5384615384615384","0.3333333333333333","6","3","false","KIF22","11.5","0","6","0","0","0","0","0.9747899159663866","false","0","KIF22","20","0.3382352941176471"
"20","0.0","0.0","0.0","0.0","0","0","true","OR14C36","0.0","0","0",,"0","0","0","Infinity","false","0","OR14C36","0","0.0"
"128","0.0","0.0","0.0","0.0","0","0","true","GOLGA6C","0.0","0","0","0",,"0","0","Infinity","false","0","GOLGA6C","0","0.0"
"29","1.85","7.046425796425796E-4","0.5405405405405405","0.6666666666666666","6","2","false","IQCM","21.5","0","6","0","0","0","0","0.9763888888888889","false","0","IQCM","18","0.5375"
"120","1.894736842105263","0.0029239766081871343","0.5277777777777778","0.6666666666666666","3","3","false","RASEF","12.333333333333334","0","3","0","0","0","0","0.9473684210526315","false","0","RASEF","4","0.6851851851851852"
"32","2.25","0.0","0.4444444444444444","0.0","1","3","false","ARID5B","2.0","0","1","0","0","0","0","0.5833333333333334","false","0","ARID5B","0","0.0"
"19","2.1818181818181817","0.022727272727272728","0.45833333333333337","0.3333333333333333","3","3","false","DSG2","3.6666666666666665","0","3","0","0","0","0","0.8030303030303031","false","0","DSG2","4","0.6666666666666666"
"2","1.546875","0.03630350056689344","0.6464646464646465","0.24630541871921183","29","2","false","TRMT1","13.655172413793103","0","29","0","0","0","0","0.9913194444444444","false","0","TRMT1","612","0.21336206896551724"
"2","1.828125","0.0028972584404132026","0.5470085470085471","0.45454545454545453","11","2","false","AHRR","19.818181818181817","0","11","0","0","0","0","0.9868551587301587","false","0","AHRR","60","0.3096590909090909"
"129","0.0","0.0","0.0","0.0","0","0","true","OR51A2","0.0","0","0","0","0","0","0","Infinity","false","0","OR51A2","0","0.0"
"39","1.85","0.002960927960927961","0.5405405405405405","0.4666666666666667","6","2","false","REEP4","14.833333333333334","0","6","0","0","0","0","0.97875","false","0","REEP4","16","0.37083333333333335"
"82","1.7692307692307692","0.0","0.5652173913043479","1.0","3","2","false","RAD54B","9.666666666666666","0","3",,"0","0","0","0.9358974358974358","false","0","RAD54B","0","0.7435897435897436"
"28","1.9230769230769231","0.0014945054945054944","0.52","0.0","2","2","false","MYT1","15.0","0","2",,"0","0","0","0.959866220735786","false","0","MYT1","6","0.5833333333333334"
"63","1.825","0.003049728049728049","0.547945205479452","0.6190476190476191","7","2","false","GID4","21.428571428571427","0","7","0","0","0","0","0.9793749999999999","false","0","GID4","16","0.5357142857142857"
"29","1.825","0.0034345746845746844","0.547945205479452","0.42857142857142855","7","2","false","EPB41L5","15.571428571428571","0","7","0","0","0","0","0.9770833333333333","false","0","EPB41L5","28","0.3892857142857143"
"93","2.6","0.0","0.3846153846153846","0.0","1","3","false","ZNF829","7.0","0","1","0","0","0","0","0.9157894736842105","false","0","ZNF829","0","0.0"
"62","1.7692307692307692","0.006615384615384614","0.5652173913043479","0.4666666666666667","6","2","false","ARMC2","11.166666666666666","0","6","0","0","0","0","0.9704142011834319","false","0","ARMC2","16","0.42948717948717946"
"50","0.0","0.0","0.0","0.0","0","0","true","ACOT4","0.0","0","0",,"0","0","0","Infinity","false","0","ACOT4","0","0.0"
"77","1.9714285714285715","0.0","0.5072463768115941","1.0","2","3","false","HSP90AA2P","24.0","0","2",,"0","0","0","0.9714285714285713","false","0","HSP90AA2P","0","0.7058823529411765"
"117","1.7857142857142858","0.014652014652014652","0.5599999999999999","0.5","4","3","false","TAF4B","5.5","0","4","0","0","0","0","0.9395604395604396","false","0","TAF4B","6","0.4230769230769231"
"9","1.75","0.008333333333333333","0.5714285714285714","0.6666666666666666","4","2","false","","6.0","0","4","0","0","0","0","0.953125","false","0","","4","0.375"
"61","1.88","0.0","0.5319148936170213","1.0","3","2","false","ZNF165","17.666666666666668","0","3","0","0","0","0","0.9648","false","0","ZNF165","0","0.7066666666666667"
"29","1.9","4.166666666666667E-4","0.5263157894736842","0.6666666666666666","4","2","false","UEVLD","21.0","0","4","0","0","0","0","0.9750000000000001","false","0","UEVLD","8","0.525"
"97","1.8653846153846154","0.0034846308868134793","0.5360824742268041","0.42857142857142855","8","3","false","CENPL","15.25","0","8","0","0","0","0","0.9823390894819467","false","0","CENPL","44","0.29901960784313725"
"27","1.7894736842105263","0.0018100807574491784","0.5588235294117647","0.8","5","3","false","LIG1","12.2","0","5","0","0","0","0","0.956140350877193","false","0","LIG1","4","0.6777777777777778"
"69","1.6666666666666667","0.3333333333333333","0.6","0.0","2","2","false","TNFAIP3","3.0","0","2","0","0","0","0","0.8666666666666666","false","0","TNFAIP3","10","0.5"
"123","1.0","1.0","1.0","0.0","4","1","false","CSF1R","1.0","0","3","1","1","1","0","1.0","false","1","CSF1R","2","0.0"
