uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
Q8NFC6,Q9UBT2,1,0.52195122,0.40160288,0.46177705,0,,,,,,,0,BOD1L1,UBA2,0,0,0
Q8NFC6,P07204,1,0.52195122,0.401602845,0.461777032,0,,,,,,,0,BOD1L1,THBD,0,0,0
Q8NFC6,Q9HA72,1,0.526829268,0.401603097,0.464216183,0,,,,,,,0,BOD1L1,CALHM2,0,0,0
Q8NFC6,Q8N3R9,1,0.526829268,0.401602857,0.464216063,0,,,,,,,0,BOD1L1,PALS1,0,0,0
Q8NFC6,Q9H0C1,1,0.52195122,0.401602952,0.461777086,0,,,,,,,0,BOD1L1,ZMYND12,0,0,0
Q8NFC6,Q9NR63,1,0.52195122,0.401603099,0.461777159,0,,,,,,,0,BOD1L1,CYP26B1,0,0,0
Q8NFC6,Q32MK0,1,0.52195122,0.401602965,0.461777092,0,,,,,,,0,BOD1L1,MYLK3,0,0,0
Q8NFC6,Q16563,1,0.526829268,0.401602943,0.464216106,0,,,,,,,0,BOD1L1,SYPL1,0,0,0
Q8NFC6,Q3KPI0,1,0.526829268,0.401603073,0.464216171,0,,,,,,,0,BOD1L1,CEACAM21,0,0,0
Q8NFC6,Q92187,1,0.526829268,0.401602925,0.464216097,0,,,,,,,0,BOD1L1,ST8SIA4,0,0,0
Q8NFC6,Q8IU60,1,0.526829268,0.401602896,0.464216082,0,,,,,,,0,BOD1L1,DCP2,0,0,0
B3KS81,A0A096LP01,1,0.52195122,0.401555098,0.461753159,0,,,,,,,0,SRRM5,SMIM26,0,0,0
A0A0A0MRZ8,P52272,1,0.526829268,0.401555186,0.464192227,0,,,,,,,0,IGKV3D-11,HNRNPM,0,0,0
Q96T51,Q8WXA3,1,0.72195122,0.401308806,0.561630013,0,,,,,,,0,RUFY1,RUFY2,0,0,0
Q96T51,A0A096LP01,1,0.526829268,0.401555133,0.464192201,0,,,,,,,0,RUFY1,SMIM26,0,0,0
Q96T51,Q9Y4R8,1,0.726829268,0.401372456,0.564100862,0,,,,,,,0,RUFY1,TELO2,0,0,0
Q96T51,Q92187,1,0.72195122,0.40132175,0.561636485,0,,,,,,,0,RUFY1,ST8SIA4,0,0,0
Q96T51,Q15276,1,0.726829268,0.401307395,0.564068332,0,,,,,,,0,RUFY1,RABEP1,0,0,0
A8MUP6,Q15648,1,0.52195122,0.401603009,0.461777114,0,,,,,,,0,GSG1L2,MED1,0,0,0
O43353,O95104,1,0.526829268,0.401555101,0.464192184,0,,,,,,,0,RIPK2,SCAF4,0,0,0
P30101,P36957,1,0.72195122,0.401384186,0.561667703,0,,,,,,,0,PDIA3,DLST,0,0,0
P30101,Q8TES7,1,0.785365854,0.401604117,0.593484985,0,,,,,,,0,PDIA3,FBF1,0,0,0
P30101,Q5FWF5,1,0.76097561,0.401318781,0.581147195,0,,,,,,,0,PDIA3,ESCO1,0,0,0
P30101,Q6NUS6,1,0.72195122,0.401035234,0.561493227,0,,,,,,,0,PDIA3,TCTN3,0,0,0
P30101,Q13148,1,0.780487805,0.401144392,0.590816098,0,,,,,,,0,PDIA3,TARDBP,0,0,0
P30101,O95994,1,0.72195122,0.40144381,0.561697515,1,0.645465253,,,,,,0,PDIA3,AGR2,0,0,0
Q9BPX3,Q86V59,1,0.736585366,0.401518814,0.56905209,0,,,,,,,0,NCAPG,PNMA8A,0,0,0
Q9BPX3,P06746,1,0.731707317,0.401322216,0.566514766,0,,,,,,,0,NCAPG,POLB,0,0,0
Q9BPX3,Q15003,1,0.809756098,0.401324102,0.6055401,0,,,,,,,0,NCAPG,NCAPH,0,0,0
O43353,O00206,1,0.829268293,0.401443205,0.615355749,0,,,,,,,0,RIPK2,TLR4,0,0,0
O43353,Q17R89,1,0.526829268,0.401555138,0.464192203,0,,,,,,,0,RIPK2,ARHGAP44,0,0,0
P21580,Q8IYW5,1,0.726829268,0.40130649,0.564067879,0,,,,,,,0,TNFAIP3,RNF168,0,0,0
O43353,Q9BYQ4,1,0.52195122,0.40130678,0.461629,0,,,,,,,0,RIPK2,KRTAP9-2,0,0,0
P35269,Q9Y606,1,0.726829268,0.401307676,0.564068472,0,,,,,,,0,GTF2F1,PUS1,0,0,0
P35269,Q9NY72,1,0.536585366,0.401633608,0.469109487,0,,,,,,,0,GTF2F1,SCN3B,0,0,0
P35269,H3BNL1,1,0.551219512,0.401555215,0.476387364,0,,,,,,,0,GTF2F1,C3orf84,0,0,0
P35269,P32780,1,0.726829268,0.401385939,0.564107604,0,,,,,,,0,GTF2F1,GTF2H1,0,0,0
P35269,P79483,1,0.526829268,0.401555625,0.464192447,0,,,,,,,0,GTF2F1,HLA-DRB3,0,0,0
O43353,P60411,1,0.52195122,0.401306859,0.461629039,0,,,,,,,0,RIPK2,KRTAP10-9,0,0,0
O43353,Q8NDV3,1,0.52195122,0.401602959,0.461777089,0,,,,,,,0,RIPK2,SMC1B,0,0,0
Q8IWR1,Q32MK0,1,0.526829268,0.401555122,0.464192195,0,,,,,,,0,TRIM59,MYLK3,0,0,0
P47804,P10515,1,0.551219512,0.401555368,0.47638744,0,,,,,,,0,RGR,DLAT,0,0,0
P47804,O94989,1,0.536585366,0.401554984,0.469070175,0,,,,,,,0,RGR,ARHGEF15,0,0,0
P47804,Q9BZQ8,1,0.52195122,0.40160306,0.46177714,0,,,,,,,0,RGR,NIBAN1,0,0,0
O43353,Q15648,1,0.526829268,0.401602965,0.464216117,0,,,,,,,0,RIPK2,MED1,0,0,0
P47804,Q9Y4R8,1,0.551219512,0.401554885,0.476387199,0,,,,,,,0,RGR,TELO2,0,0,0
P35680,Q5FWF5,1,0.526829268,0.401555074,0.464192171,0,,,,,,,0,HNF1B,ESCO1,0,0,0
P35680,Q8NCX0,1,0.551219512,0.401554698,0.476387105,0,,,,,,,0,HNF1B,CCDC150,0,0,0
P36957,P10515,1,0.726829268,0.401372407,0.564100837,0,,,,,,,0,DLST,DLAT,0,0,0
P36957,Q02040,1,0.72195122,0.401308488,0.561629854,0,,,,,,,0,DLST,AKAP17A,0,0,0
P36957,Q9ULW0,1,0.8,0.401321497,0.600660749,0,,,,,,,0,DLST,TPX2,0,0,0
P36957,P79483,1,0.834146341,0.401307347,0.617726844,0,,,,,,,0,DLST,HLA-DRB3,0,0,0
P10828,Q15648,1,0.824390244,0.401517451,0.612953847,0,,,,,,,0,THRB,MED1,0,0,0
Q8NDV3,Q68DY9,1,0.52195122,0.401603107,0.461777163,0,,,,,,,0,SMC1B,ZNF772,0,0,0
Q8NDV3,Q9UK13,1,0.52195122,0.401603181,0.4617772,0,,,,,,,0,SMC1B,ZNF221,0,0,0
Q8NDV3,Q9P2M1,1,0.551219512,0.401554695,0.476387104,0,,,,,,,0,SMC1B,LRP2BP,0,0,0
Q8NDV3,Q9UJA3,1,0.526829268,0.401554901,0.464192085,0,,,,,,,0,SMC1B,MCM8,0,0,0
Q8NDV3,A0A1B0GVH7,1,0.52195122,0.401603051,0.461777135,0,,,,,,,0,SMC1B,IQCM,0,0,0
Q8NDV3,P49888,1,0.526829268,0.401603005,0.464216137,0,,,,,,,0,SMC1B,SULT1E1,0,0,0
Q8NDV3,Q969I3,1,0.526829268,0.401602971,0.46421612,0,,,,,,,0,SMC1B,GLYATL1,0,0,0
Q8NDV3,Q9Y2G2,1,0.52195122,0.401603006,0.461777113,0,,,,,,,0,SMC1B,CARD8,0,0,0
Q8NDV3,Q5VUY2,1,0.526829268,0.401603025,0.464216147,0,,,,,,,0,SMC1B,AADACL4,0,0,0
Q8NDV3,Q13946,1,0.52195122,0.401603043,0.461777131,0,,,,,,,0,SMC1B,PDE7A,0,0,0
Q96HV5,Q02040,1,0.52195122,0.401555454,0.461753337,0,,,,,,,0,TMEM41A,AKAP17A,0,0,0
Q96HV5,Q6NUS6,1,0.726829268,0.401307143,0.564068206,0,,,,,,,0,TMEM41A,TCTN3,0,0,0
O43353,Q12972,1,0.726829268,0.401306643,0.564067955,0,,,,,,,0,RIPK2,PPP1R8,0,0,0
P84085,O95994,1,0.72195122,0.401756759,0.561853989,0,,,,,,,0,ARF5,AGR2,0,0,0
Q6NXT6,Q9BYQ4,1,0.52195122,0.401306893,0.461629056,0,,,,,,,0,TAPT1,KRTAP9-2,0,0,0
Q5VWK0,Q9HA72,1,0.526829268,0.401555183,0.464192226,0,,,,,,,0,NBPF6,CALHM2,0,0,0
Q15038,Q8IUC2,1,0.780487805,0.401556868,0.591022336,0,,,,,,,0,DAZAP2,KRTAP8-1,0,0,0
P54868,Q86VH2,1,0.526829268,0.401555036,0.464192152,0,,,,,,,0,HMGCS2,KIF27,0,0,0
Q96Q11,Q15813,1,0.72195122,0.401034148,0.561492684,0,,,,,,,0,TRNT1,TBCE,0,0,0
Q15038,Q9BTL3,1,0.726829268,0.401645677,0.564237473,0,,,,,,,0,DAZAP2,RAMAC,0,0,0
Q6NSJ5,Q9H313,1,0.726829268,0.401306489,0.564067879,0,,,,,,,0,LRRC8E,TTYH1,0,0,0
Q6NXT6,A6H8Y1,1,0.551219512,0.401554706,0.476387109,0,,,,,,,0,TAPT1,BDP1,0,0,0
O15547,A6NGG8,1,0.551219512,0.401554746,0.476387129,0,,,,,,,0,P2RX6,PCARE,0,0,0
Q15038,O75360,1,0.72195122,0.401034532,0.561492876,0,,,,,,,0,DAZAP2,PROP1,0,0,0
Q68DY9,Q15648,1,0.526829268,0.401602933,0.464216101,0,,,,,,,0,ZNF772,MED1,0,0,0
Q68DY9,Q9C0B9,1,0.52195122,0.401603105,0.461777162,0,,,,,,,0,ZNF772,ZCCHC2,0,0,0
Q9UK13,Q15648,1,0.526829268,0.401602867,0.464216068,0,,,,,,,0,ZNF221,MED1,0,0,0
A7MCY6,Q14005,1,0.551219512,0.401554848,0.47638718,0,,,,,,,0,TBKBP1,IL16,0,0,0
Q969X2,P12429,1,0.726829268,0.40174439,0.564286829,0,,,,,,,0,ST6GALNAC6,ANXA3,0,0,0
Q969X2,P49756,1,0.536585366,0.40155494,0.469070153,0,,,,,,,0,ST6GALNAC6,RBM25,0,0,0
Q969X2,Q9UI42,1,0.72195122,0.401375105,0.561663162,0,,,,,,,0,ST6GALNAC6,CPA4,0,0,0
A8MXT2,A0A0J9YX57,1,0.52195122,0.401555107,0.461753163,0,,,,,,,0,MAGEB17,MAGEB6B,0,0,0
Q9P2M1,Q15648,1,0.526829268,0.401554935,0.464192101,0,,,,,,,0,LRP2BP,MED1,0,0,0
Q15038,Q9GZX7,1,0.72195122,0.401110509,0.561530864,0,,,,,,,0,DAZAP2,AICDA,0,0,0
Q9P2M1,Q9C0B9,1,0.551219512,0.401554697,0.476387105,0,,,,,,,0,LRP2BP,ZCCHC2,0,0,0
Q15038,Q9UNA4,1,0.746341463,0.401393464,0.573867464,0,,,,,,,0,DAZAP2,POLI,0,0,0
Q8WXA9,P49756,1,0.726829268,0.401306859,0.564068064,0,,,,,,,0,SREK1,RBM25,0,0,0
Q15038,Q8NDC0,1,0.72195122,0.401384152,0.561667686,0,,,,,,,0,DAZAP2,MAPK1IP1L,0,0,0
Q15648,A0A1B0GVH7,1,0.526829268,0.401602943,0.464216105,0,,,,,,,0,MED1,IQCM,0,0,0
Q15648,Q9Y2G2,1,0.526829268,0.40160323,0.464216249,0,,,,,,,0,MED1,CARD8,0,0,0
Q15648,Q5VUY2,1,0.526829268,0.401603153,0.464216211,0,,,,,,,0,MED1,AADACL4,0,0,0
Q15648,Q13946,1,0.526829268,0.401603073,0.464216171,0,,,,,,,0,MED1,PDE7A,0,0,0
Q15777,P49756,1,0.536585366,0.401554853,0.469070109,0,,,,,,,0,MPPED2,RBM25,0,0,0
Q6ZVL8,P52272,1,0.551219512,0.401554945,0.476387228,0,,,,,,,0,,HNRNPM,0,0,0
Q6ZVL8,Q9H6Z4,1,0.551219512,0.401554782,0.476387147,0,,,,,,,0,,RANBP3,0,0,0
Q6ZVL8,Q8TDR0,1,0.551219512,0.401554912,0.476387212,0,,,,,,,0,,TRAF3IP1,0,0,0
Q6ZVL8,Q9BXG8,1,0.52195122,0.401554797,0.461753008,0,,,,,,,0,,SPZ1,0,0,0
Q9NY72,Q8NEP3,1,0.551219512,0.401554889,0.4763872,0,,,,,,,0,SCN3B,DNAAF1,0,0,0
Q9NY72,P49959,1,0.551219512,0.40163311,0.476426311,0,,,,,,,0,SCN3B,MRE11,0,0,0
Q9NY72,Q8IYW5,1,0.551219512,0.401555033,0.476387272,0,,,,,,,0,SCN3B,RNF168,0,0,0
Q6UWI4,Q8NEP3,1,0.551219512,0.401554719,0.476387116,0,,,,,,,0,SHISA2,DNAAF1,0,0,0
Q6UWI4,P49959,1,0.551219512,0.401554634,0.476387073,0,,,,,,,0,SHISA2,MRE11,0,0,0
Q6UWI4,Q8IYW5,1,0.526829268,0.401554792,0.46419203,0,,,,,,,0,SHISA2,RNF168,0,0,0
Q14692,Q86V59,1,0.726829268,0.401321586,0.564075427,0,,,,,,,0,BMS1,PNMA8A,0,0,0
Q14692,P39023,1,0.726829268,0.401306439,0.564067854,0,,,,,,,0,BMS1,RPL3,0,0,0
Q14692,Q8N257,1,0.726829268,0.40130627,0.564067769,0,,,,,,,0,BMS1,H2BC26,0,0,0
Q494V2,O43463,1,0.804878049,0.401308732,0.60309339,0,,,,,,,0,CFAP100,SUV39H1,0,0,0
Q494V2,Q8NCX0,1,0.551219512,0.40155532,0.476387416,0,,,,,,,0,CFAP100,CCDC150,0,0,0
Q494V2,Q13148,1,0.829268293,0.401226735,0.615247514,0,,,,,,,0,CFAP100,TARDBP,0,0,0
Q14CM0,Q9UI42,1,0.526829268,0.401602972,0.46421612,0,,,,,,,0,FRMPD4,CPA4,0,0,0
O75200,Q6UXN2,1,0.52195122,0.401555165,0.461753192,0,,,,,,,0,NPIPB7,TREML4,0,0,0
Q15038,Q8WU79,1,0.72195122,0.401308405,0.561629812,0,,,,,,,0,DAZAP2,SMAP2,0,0,0
Q86V59,P39023,1,0.72195122,0.401387037,0.561669128,0,,,,,,,0,PNMA8A,RPL3,0,0,0
Q9BQQ7,Q12926,1,0.72195122,0.401308163,0.561629691,0,,,,,,,0,RTP3,ELAVL2,0,0,0
P49888,Q9C0B9,1,0.526829268,0.401602985,0.464216126,0,,,,,,,0,SULT1E1,ZCCHC2,0,0,0
P52272,Q13148,1,0.726829268,0.401306831,0.56406805,0,,,,,,,0,HNRNPM,TARDBP,0,0,0
P52272,P49959,1,0.72195122,0.401110452,0.561530836,0,,,,,,,0,HNRNPM,MRE11,0,0,0
P52272,Q8IYW5,1,0.72195122,0.401307293,0.561629256,1,0.173144876,,,,,,0,HNRNPM,RNF168,0,0,0
P52272,O95994,1,0.770731707,0.401408361,0.586070034,1,0.176678445,,,,,,0,HNRNPM,AGR2,0,0,0
P52272,Q5VSY0,1,0.551219512,0.401555102,0.476387307,0,,,,,,,0,HNRNPM,GKAP1,0,0,0
P52272,P49756,1,0.726829268,0.401306587,0.564067928,0,,,,,,,0,HNRNPM,RBM25,0,0,0
P52272,O00425,1,0.736585366,0.401530063,0.569057715,0,,,,,,,0,HNRNPM,IGF2BP3,0,0,0
H3BNL1,Q8NEP3,1,0.551219512,0.401554755,0.476387134,0,,,,,,,0,C3orf84,DNAAF1,0,0,0
H3BNL1,P49959,1,0.551219512,0.401554806,0.476387159,0,,,,,,,0,C3orf84,MRE11,0,0,0
H3BNL1,Q8IYW5,1,0.526829268,0.401555001,0.464192135,0,,,,,,,0,C3orf84,RNF168,0,0,0
Q969I3,Q9C0B9,1,0.526829268,0.401603018,0.464216143,0,,,,,,,0,GLYATL1,ZCCHC2,0,0,0
Q969I3,Q5JNZ3,1,0.551219512,0.401554982,0.476387247,0,,,,,,,0,GLYATL1,ZNF311,0,0,0
P32780,Q92889,1,0.726829268,0.401306471,0.56406787,0,,,,,,,0,GTF2H1,ERCC4,0,0,0
Q15643,Q9ULE3,1,0.551219512,0.401554639,0.476387076,0,,,,,,,0,TRIP11,DENND2A,0,0,0
Q15643,Q07343,1,0.551219512,0.401554625,0.476387068,0,,,,,,,0,TRIP11,PDE4B,0,0,0
Q15643,Q8WV41,1,0.551219512,0.401554634,0.476387073,0,,,,,,,0,TRIP11,SNX33,0,0,0
Q8N2N9,Q02040,1,0.746341463,0.401393692,0.573867578,0,,,,,,,0,ANKRD36B,AKAP17A,0,0,0
Q9H1R3,A0A096LP01,1,0.526829268,0.401555133,0.464192201,0,,,,,,,0,MYLK2,SMIM26,0,0,0
Q12926,Q13148,1,0.726829268,0.401373276,0.564101272,0,,,,,,,0,ELAVL2,TARDBP,0,0,0
Q12926,O00425,1,0.736585366,0.401585426,0.569085396,0,,,,,,,0,ELAVL2,IGF2BP3,0,0,0
Q6XPS3,O94972,1,0.726829268,0.401321296,0.564075282,0,,,,,,,0,TPTE2,TRIM37,0,0,0
Q5FWF5,O43463,1,0.726829268,0.401306421,0.564067845,0,,,,,,,0,ESCO1,SUV39H1,0,0,0
Q5FWF5,P39023,1,0.536585366,0.401554773,0.469070069,0,,,,,,,0,ESCO1,RPL3,0,0,0
Q92622,Q6QHC5,1,0.52195122,0.401603086,0.461777153,0,,,,,,,0,RUBCN,DEGS2,0,0,0
Q14005,O14730,1,0.551219512,0.40155465,0.476387081,0,,,,,,,0,IL16,RIOK3,0,0,0
Q14005,O43463,1,0.819512195,0.401663477,0.610587836,0,,,,,,,0,IL16,SUV39H1,0,0,0
Q14005,Q5T124,1,0.746341463,0.401305728,0.573823596,0,,,,,,,0,IL16,UBXN11,0,0,0
Q14005,Q8IY51,1,0.551219512,0.401554716,0.476387114,0,,,,,,,0,IL16,TIGD4,0,0,0
Q14005,Q9P2N2,1,0.551219512,0.401554693,0.476387103,0,,,,,,,0,IL16,ARHGAP28,0,0,0
O75880,Q9UJS0,1,0.741463415,0.401517468,0.571490442,0,,,,,,,0,SCO1,SLC25A13,0,0,0
Q6NXT6,Q6NUS6,1,0.72195122,0.401373829,0.561662524,0,,,,,,,0,TAPT1,TCTN3,0,0,0
Q02040,Q9UNN4,1,0.52195122,0.401554875,0.461753047,0,,,,,,,0,AKAP17A,GTF2A1L,0,0,0
P07204,Q9HA72,1,0.52195122,0.40155545,0.461753335,0,,,,,,,0,THBD,CALHM2,0,0,0
P07204,Q32MK0,1,0.551219512,0.401554578,0.476387045,0,,,,,,,0,THBD,MYLK3,0,0,0
P07204,Q16563,1,0.551219512,0.401554776,0.476387144,0,,,,,,,0,THBD,SYPL1,0,0,0
P07204,Q9UN19,1,0.526829268,0.401633067,0.464231168,0,,,,,,,0,THBD,DAPP1,0,0,0
P07204,Q3KPI0,1,0.526829268,0.40155476,0.464192014,0,,,,,,,0,THBD,CEACAM21,0,0,0
O75410,Q92889,1,0.726829268,0.401307716,0.564068492,0,,,,,,,0,TACC1,ERCC4,0,0,0
Q96KQ4,Q8TDR0,1,0.834146341,0.401306968,0.617726655,0,,,,,,,0,PPP1R13B,TRAF3IP1,0,0,0
O94989,O00322,1,0.536585366,0.401554897,0.469070132,0,,,,,,,0,ARHGEF15,UPK1A,0,0,0
Q6NUS6,Q969S0,1,0.780487805,0.401556945,0.591022375,0,,,,,,,0,TCTN3,SLC35B4,0,0,0
Q6NUS6,P78348,1,0.780487805,0.400998416,0.59074311,0,,,,,,,0,TCTN3,ASIC1,0,0,0
Q6NUS6,Q9H6H4,1,0.780487805,0.401556261,0.591022033,0,,,,,,,0,TCTN3,REEP4,0,0,0
Q6NUS6,Q6NXT4,1,0.790243902,0.401282518,0.59576321,0,,,,,,,0,TCTN3,SLC30A6,0,0,0
Q6NUS6,Q9UI42,1,0.72195122,0.401444799,0.561698009,0,,,,,,,0,TCTN3,CPA4,0,0,0
P12429,O95994,1,0.717073171,0.400801406,0.558937288,0,,,,,,,0,ANXA3,AGR2,0,0,0
Q92889,O94972,1,0.72195122,0.400897734,0.561424477,0,,,,,,,0,ERCC4,TRIM37,0,0,0
P51608,O43463,1,0.726829268,0.401754268,0.564291768,0,,,,,,,0,MECP2,SUV39H1,0,0,0
P51608,P39023,1,0.726829268,0.401413165,0.564121217,0,,,,,,,0,MECP2,RPL3,0,0,0
O43463,Q86VH2,1,0.551219512,0.401554601,0.476387056,0,,,,,,,0,SUV39H1,KIF27,0,0,0
Q330K2,P49756,1,0.551219512,0.401554759,0.476387135,0,,,,,,,0,NDUFAF6,RBM25,0,0,0
Q969S0,O43914,1,0.726829268,0.401306834,0.564068051,0,,,,,,,0,SLC35B4,TYROBP,0,0,0
Q969S0,P49756,1,0.536585366,0.401554934,0.46907015,0,,,,,,,0,SLC35B4,RBM25,0,0,0
A0A0J9YX57,Q8IXK0,1,0.551219512,0.40155457,0.476387041,0,,,,,,,0,MAGEB6B,PHC2,0,0,0
Q5T124,Q13946,1,0.72195122,0.401746281,0.56184875,0,,,,,,,0,UBXN11,PDE7A,0,0,0
P62312,Q13148,1,0.72195122,0.40130853,0.561629875,0,,,,,,,0,LSM6,TARDBP,0,0,0
Q96RA2,Q8IXK0,1,0.526829268,0.401633332,0.4642313,0,,,,,,,0,OR7D2,PHC2,0,0,0
P39023,Q8NCX0,1,0.551219512,0.401554813,0.476387163,0,,,,,,,0,RPL3,CCDC150,0,0,0
P39023,Q13148,1,0.726829268,0.400902292,0.56386578,0,,,,,,,0,RPL3,TARDBP,0,0,0
P39023,O95994,1,0.726829268,0.401443585,0.564136427,0,,,,,,,0,RPL3,AGR2,0,0,0
P39023,P49207,1,0.726829268,0.401306983,0.564068125,0,,,,,,,0,RPL3,RPL34,0,0,0
P39023,Q15276,1,0.551219512,0.401554995,0.476387254,0,,,,,,,0,RPL3,RABEP1,0,0,0
P06870,Q2TAK8,1,0.726829268,0.401306931,0.5640681,0,,,,,,,0,KLK1,PWWP3A,0,0,0
Q6IPT4,Q9H992,1,0.536585366,0.40155515,0.469070258,0,,,,,,,0,CYB5RL,MARCHF7,0,0,0
P62714,Q8N187,1,0.551219512,0.401554916,0.476387214,0,,,,,,,0,PPP2CB,CARF,0,0,0
P62714,Q969Q6,1,0.72195122,0.40130855,0.561629885,0,,,,,,,0,PPP2CB,PPP2R3C,0,0,0
P62714,Q76G19,1,0.551219512,0.401554947,0.47638723,0,,,,,,,0,PPP2CB,PDZD4,0,0,0
Q9NW07,P60763,1,0.551219512,0.40163326,0.476426386,0,,,,,,,0,ZNF358,RAC3,0,0,0
Q9NW07,O95994,1,0.526829268,0.401633612,0.46423144,0,,,,,,,0,ZNF358,AGR2,0,0,0
Q96BR5,Q96AY3,1,0.726829268,0.401307505,0.564068387,0,,,,,,,0,COA7,FKBP10,0,0,0
Q6IPT4,Q3YEC7,1,0.551219512,0.401555079,0.476387296,0,,,,,,,0,CYB5RL,RABL6,0,0,0
A9YTQ3,Q8NFZ8,1,0.551219512,0.401555325,0.476387419,0,,,,,,,0,AHRR,CADM4,0,0,0
A9YTQ3,Q3KPI0,1,0.551219512,0.40155486,0.476387186,0,,,,,,,0,AHRR,CEACAM21,0,0,0
A9YTQ3,Q92187,1,0.526829268,0.401554955,0.464192112,0,,,,,,,0,AHRR,ST8SIA4,0,0,0
Q96L92,Q86VH2,1,0.551219512,0.401554692,0.476387102,0,,,,,,,0,SNX27,KIF27,0,0,0
Q9H2G4,O94972,1,0.551219512,0.401555103,0.476387308,0,,,,,,,0,TSPYL2,TRIM37,0,0,0
Q8NCX0,Q15276,1,0.551219512,0.401554758,0.476387135,0,,,,,,,0,CCDC150,RABEP1,0,0,0
Q8TDR0,Q9BXG8,1,0.52195122,0.401554967,0.461753093,0,,,,,,,0,TRAF3IP1,SPZ1,0,0,0
Q13148,O95994,1,0.726829268,0.401442119,0.564135693,0,,,,,,,0,TARDBP,AGR2,0,0,0
Q13148,O43347,1,0.726829268,0.401371993,0.564100631,0,,,,,,,0,TARDBP,MSI1,0,0,0
Q13148,O00425,1,0.834146341,0.401035522,0.617590932,0,,,,,,,0,TARDBP,IGF2BP3,0,0,0
Q13148,Q15759,1,0.829268293,0.401309728,0.61528901,0,,,,,,,0,TARDBP,MAPK11,0,0,0
Q13148,O43290,1,0.746341463,0.401216056,0.57377876,0,,,,,,,0,TARDBP,SART1,0,0,0
A7XYQ1,Q7Z418,1,0.526829268,0.401555232,0.46419225,0,,,,,,,0,SOBP,KCNK18,0,0,0
P22676,Q8IXK0,1,0.526829268,0.401554872,0.46419207,0,,,,,,,0,CALB2,PHC2,0,0,0
P12319,Q9BZQ8,1,0.52195122,0.40160296,0.46177709,0,,,,,,,0,FCER1A,NIBAN1,0,0,0
P12319,Q9Y4R8,1,0.526829268,0.40155497,0.464192119,0,,,,,,,0,FCER1A,TELO2,0,0,0
P0CB47,Q9Y4R8,1,0.526829268,0.401555375,0.464192322,0,,,,,,,0,UBTFL1,TELO2,0,0,0
P0CB47,Q15276,1,0.731707317,0.401321252,0.566514285,0,,,,,,,0,UBTFL1,RABEP1,0,0,0
P53602,O95994,1,0.72195122,0.401034976,0.561493098,1,0.167255595,,,,,,0,MVD,AGR2,0,0,0
P60763,Q19AV6,1,0.726829268,0.401373376,0.564101322,0,,,,,,,0,RAC3,ZSWIM7,0,0,0
P59282,P0CG23,1,0.536585366,0.401555149,0.469070258,0,,,,,,,0,TPPP2,ZNF853,0,0,0
P49959,Q9H334,1,0.804878049,0.400899995,0.602889022,0,,,,,,,0,MRE11,FOXP1,0,0,0
P49959,P79483,1,0.526829268,0.401555131,0.4641922,0,,,,,,,0,MRE11,HLA-DRB3,0,0,0
P49959,O00425,1,0.726829268,0.401307386,0.564068327,0,,,,,,,0,MRE11,IGF2BP3,0,0,0
Q9BZQ8,O00322,1,0.52195122,0.401603133,0.461777176,0,,,,,,,0,NIBAN1,UPK1A,0,0,0
Q969Q6,Q86VH2,1,0.551219512,0.401554794,0.476387153,0,,,,,,,0,PPP2R3C,KIF27,0,0,0
O75880,Q96TA2,1,0.780487805,0.401415636,0.590951721,0,,,,,,,0,SCO1,YME1L1,0,0,0
O95994,P49207,1,0.72195122,0.401374793,0.561663006,1,0.167255595,,,,,,0,AGR2,RPL34,0,0,0
O95994,Q9BQS8,1,0.726829268,0.401307216,0.564068242,0,,,,,,,0,AGR2,FYCO1,0,0,0
O95994,P54886,1,0.731707317,0.401456288,0.566581803,0,,,,,,,0,AGR2,ALDH18A1,0,0,0
Q32MK0,Q8NFZ8,1,0.551219512,0.401554944,0.476387228,0,,,,,,,0,MYLK3,CADM4,0,0,0
Q32MK0,Q16563,1,0.551219512,0.401554936,0.476387224,0,,,,,,,0,MYLK3,SYPL1,0,0,0
Q32MK0,Q3KPI0,1,0.551219512,0.401554702,0.476387107,0,,,,,,,0,MYLK3,CEACAM21,0,0,0
Q32MK0,Q92187,1,0.526829268,0.40155501,0.464192139,0,,,,,,,0,MYLK3,ST8SIA4,0,0,0
Q9GZK6,P49756,1,0.52195122,0.401555264,0.461753242,0,,,,,,,0,OR2J1,RBM25,0,0,0
Q6IPT4,Q9NXH9,1,0.526829268,0.401555175,0.464192222,0,,,,,,,0,CYB5RL,TRMT1,0,0,0
Q8N0U2,A6NDN3,1,0.551219512,0.401554818,0.476387165,0,,,,,,,0,TMEM61,GOLGA6B,0,0,0
Q8N0U2,Q96M83,1,0.52195122,0.401602913,0.461777066,0,,,,,,,0,TMEM61,CCDC7,0,0,0
O43914,P0CG23,1,0.551219512,0.401554849,0.476387181,0,,,,,,,0,TYROBP,ZNF853,0,0,0
Q9P104,P49756,1,0.551219512,0.401554909,0.476387211,0,,,,,,,0,DOK5,RBM25,0,0,0
Q8IXK0,Q9UN30,1,0.746341463,0.401542193,0.573941828,0,,,,,,,0,PHC2,SCML1,0,0,0
