Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,Jaccard,F-measure,FDR
Retrotranslocation complex,Retrotranslocation complex,complex_name,1,50.0,0.0078023142112125165,SYVN1,2,768,128.0,0.25,0.4,0.02336
DERL1-DERL2-SEL1L-SELENOS-SYVN1-VCP complex,DERL1-DERL2-SEL1L-SELENOS-SYVN1-VCP complex,complex_name,1,50.0,0.015574071056062582,SYVN1,2,768,64.0,0.143,0.25,0.02336
HRD1 complex,HRD1 complex,complex_name,1,50.0,0.03358933615819209,SYVN1,2,768,29.54,0.071,0.133,0.03359
