Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,Jaccard,F-measure,FDR
18S U11/U12 snRNP,18S U11/U12 snRNP,complex_name,2,100.0,0.0009370925684485008,SNRNP48; ZRSR2,2,768,32.0,0.083,0.154,0.00187
12S U11 snRNP,12S U11 snRNP,complex_name,1,50.0,0.038705997392438074,SNRNP48,2,768,25.6,0.062,0.118,0.03871
