Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0003823~antigen binding,antigen binding,"""Binding to an antigen, any substance which is capable of inducing a specific immune response and of reacting with the products of that response, the specific antibody or specifically sensitized T-lymphocytes, or both. Binding may counteract the biological activity of the antigen. Antigen binding by an MHC protein complex allows the antigen to be displayed to a T cell or NK cell."" [GOC:jl, ISBN:0198506732, ISBN:0721662544]",GOTERM_MF_DIRECT,6,26.08695652173913,7.750556587934369e-05,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,TRGV3,IGHV4-39",23,6,14,14.385093167701864,7.750556587934369e-05
GO:0016064~immunoglobulin mediated immune response,immunoglobulin mediated immune response,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",GOTERM_BP_DIRECT,5,21.73913043478261,0.003687881891219738,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,12,13.98550724637681,0.003687881891219738
GO:0019724~B cell mediated immunity,B cell mediated immunity,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",GOTERM_BP_DIRECT,5,21.73913043478261,0.003687881891219738,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,12,13.98550724637681,0.003687881891219738
GO:0000137~Golgi cis cisterna,Golgi cis cisterna,"""The Golgi cisterna closest to the endoplasmic reticulum; the first processing compartment through which proteins pass after export from the ER."" [ISBN:0815316194]",GOTERM_CC_DIRECT,3,13.043478260869565,0.004137364674655112,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,4,25.173913043478258,0.004137364674655112
GO:0019814~immunoglobulin complex,immunoglobulin complex,"""A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."" [GOC:add, GOC:jl, ISBN:0781765196]",GOTERM_CC_DIRECT,5,21.73913043478261,0.004137364674655112,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,16,10.489130434782608,0.004137364674655112
GO:0002250~adaptive immune response,adaptive immune response,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",GOTERM_BP_DIRECT,7,30.434782608695656,0.0060327785829256955,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,TRGV5,TRGV3,IGHV4-39",23,7,34,6.910485933503837,0.0060327785829256955
GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",GOTERM_BP_DIRECT,5,21.73913043478261,0.009393719107797436,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,16,10.489130434782608,0.009393719107797436
GO:0002449~lymphocyte mediated immunity,lymphocyte mediated immunity,"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",GOTERM_BP_DIRECT,5,21.73913043478261,0.010436799891533396,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,17,9.872122762148338,0.010436799891533396
GO:0002443~leukocyte mediated immunity,leukocyte mediated immunity,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",GOTERM_BP_DIRECT,5,21.73913043478261,0.011805461998229454,"IGHV7-81,IGHV1-45,IGHV4-61,IGHV4-59,IGHV4-39",23,5,18,9.323671497584542,0.011805461998229454
GO:0005801~cis-Golgi network,cis-Golgi network,"""The network of interconnected tubular and cisternal structures located at the convex side of the Golgi apparatus, which abuts the endoplasmic reticulum."" [ISBN:0198506732, ISBN:0815316194]",GOTERM_CC_DIRECT,3,13.043478260869565,0.013258677470113701,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,6,16.782608695652172,0.013258677470113701
GO:0031984~organelle subcompartment,organelle subcompartment,"""A compartment that consists of a lumen and an enclosing membrane, and is part of an organelle."" [GOC:mah, GOC:pz]",GOTERM_CC_DIRECT,6,26.08695652173913,0.020743439677252642,"GOLGA6D,GOLGA6C,GOLGA6B,IZUMO1,RRBP1,STARD3NL",23,6,42,4.795031055900621,0.020743439677252642
GO:0032580~Golgi cisterna membrane,Golgi cisterna membrane,"""The lipid bilayer surrounding any of the thin, flattened compartments that form the central portion of the Golgi complex."" [GOC:ecd, GOC:mah]",GOTERM_CC_DIRECT,3,13.043478260869565,0.04411956137046327,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,10,10.069565217391304,0.04411956137046327
GO:0007030~Golgi organization,Golgi organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus."" [GOC:dph, GOC:jl, GOC:mah]",GOTERM_BP_DIRECT,3,13.043478260869565,0.04477145249327249,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,6,16.782608695652172,0.04477145249327249
GO:0005795~Golgi stack,Golgi stack,"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]",GOTERM_CC_DIRECT,3,13.043478260869565,0.04860544849208009,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,12,8.391304347826086,0.04860544849208009
GO:0031985~Golgi cisterna,Golgi cisterna,"""Any of the thin, flattened membrane-bounded compartments that form the central portion of the Golgi complex."" [GOC:mah]",GOTERM_CC_DIRECT,3,13.043478260869565,0.04860544849208009,"GOLGA6D,GOLGA6C,GOLGA6B",23,3,11,9.154150197628457,0.04860544849208009
GO:0098802~plasma membrane signaling receptor complex,plasma membrane signaling receptor complex,"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]",GOTERM_CC_DIRECT,3,13.043478260869565,0.04860544849208009,"BMP2,TRGV5,TRGV3",23,3,12,8.391304347826086,0.04860544849208009
