Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-5663084~Diseases of carbohydrate metabolism,Diseases of carbohydrate metabolism,Diseases of carbohydrate metabolism,REACTOME_PATHWAY,1,25.0,0.011102886750555183,RPIA,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-6788467~IL-6-type cytokine receptor ligand interactions,IL-6-type cytokine receptor ligand interactions,IL-6-type cytokine receptor ligand interactions,REACTOME_PATHWAY,1,25.0,0.011102886750555183,CNTF,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-6783589~Interleukin-6 family signaling,Interleukin-6 family signaling,Interleukin-6 family signaling,REACTOME_PATHWAY,1,25.0,0.011102886750555183,CNTF,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-71336~Pentose phosphate pathway,Pentose phosphate pathway,Pentose phosphate pathway,REACTOME_PATHWAY,1,25.0,0.011102886750555183,RPIA,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-6791465~Pentose phosphate pathway disease,Pentose phosphate pathway disease,Pentose phosphate pathway disease,REACTOME_PATHWAY,1,25.0,0.011102886750555183,RPIA,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-5659996~RPIA deficiency: failed conversion of R5P to RU5P,RPIA deficiency: failed conversion of R5P to RU5P,RPIA deficiency: failed conversion of R5P to RU5P,REACTOME_PATHWAY,1,25.0,0.011102886750555183,RPIA,4,1,1,193.0,0.011102886750555183
REAC:R-HSA-6791461~RPIA deficiency: failed conversion of RU5P to R5P,RPIA deficiency: failed conversion of RU5P to R5P,RPIA deficiency: failed conversion of RU5P to R5P,REACTOME_PATHWAY,1,25.0,0.011102886750555183,RPIA,4,1,1,193.0,0.011102886750555183
HP:0410057~Increased level of D-threitol in plasma,Increased level of D-threitol in plasma,An increase in the level of D-threitol in the plasma.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410074~Increased level of xylitol in urine,Increased level of xylitol in urine,An increase in the level of xylitol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410073~Increased CSF ribose concentration,Increased CSF ribose concentration,The concentration of ribose in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410072~Increased level of ribose in urine,Increased level of ribose in urine,An increase in the level of ribose in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410071~Increased CSF ribitol concentration,Increased CSF ribitol concentration,The concentration of ribitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410070~Increased level of ribitol in urine,Increased level of ribitol in urine,An increase in the level of ribitol in the urine. Ribotol is a crystalline pentose alcohol (C5H12O5) and is a metabolic end product formed by the reduction of ribose.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410059~Increased level of D-threitol in urine,Increased level of D-threitol in urine,An increase in the level of D-threitol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410058~Increased CSF D-threitol concentration,Increased CSF D-threitol concentration,The concentration of D-threitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
WP:WP4290~Metabolic reprogramming in colon cancer,Metabolic reprogramming in colon cancer,Metabolic reprogramming in colon cancer,WIKIPATHWAYS,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
WP:WP134~Pentose phosphate metabolism,Pentose phosphate metabolism,Pentose phosphate metabolism,WIKIPATHWAYS,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410055~Decreased level of erythritol in urine,Decreased level of erythritol in urine,A decrease in the level of erythritol in the urine.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0034894~Elevated brain polyol compounds by MRS,Elevated brain polyol compounds by MRS,An increase in the level of polyol compounds in the brain identified by magnetic resonance spectroscopy (MRS).,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410075~Increased CSF xylitol concentration,Increased CSF xylitol concentration,The concentration of xylitol in the cerebrospinal fluid is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0025550~Elevated circulating ribitol concentration,Elevated circulating ribitol concentration,The concentration of ribitol in the blood circulation is above the upper limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0011013~Abnormal circulating carbohydrate concentration,Abnormal circulating carbohydrate concentration,A deviation from the normal concentration of a carbohydrate in the blood circulation.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0007141~Sensorimotor neuropathy,Sensorimotor neuropathy,Sensorimotor neuropathy,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
HP:0410056~Decreased CSF erythritol concentration,Decreased CSF erythritol concentration,Concentration of erythritol in the cerebrospinal fluid below the lower limit of normal.,HUMAN_PHENOTYPE_ONTOLOGY,1,25.0,0.02590673575129543,RPIA,4,1,1,193.0,0.02590673575129543
WP:WP5043~Pentose phosphate pathway in senescent cells,Pentose phosphate pathway in senescent cells,Pentose phosphate pathway in senescent cells,WIKIPATHWAYS,1,25.0,0.034341054489249366,RPIA,4,1,2,96.5,0.034341054489249366
WP:WP4304~Oligodendrocyte specification and differentiation leading to myelin components for CNS,Oligodendrocyte specification and differentiation leading to myelin components for CNS,Oligodendrocyte specification and differentiation leading to myelin components for CNS,WIKIPATHWAYS,1,25.0,0.034341054489249366,CNTF,4,1,3,64.33333333333333,0.034341054489249366
WP:WP5220~Metabolic reprogramming in pancreatic cancer,Metabolic reprogramming in pancreatic cancer,Metabolic reprogramming in pancreatic cancer,WIKIPATHWAYS,1,25.0,0.034341054489249366,RPIA,4,1,4,48.25,0.034341054489249366
WP:WP5095~Overview of proinflammatory and profibrotic mediators,Overview of proinflammatory and profibrotic mediators,Overview of proinflammatory and profibrotic mediators,WIKIPATHWAYS,1,25.0,0.034341054489249366,CNTF,4,1,4,48.25,0.034341054489249366
KEGG:00030~Pentose phosphate pathway,Pentose phosphate pathway,Pentose phosphate pathway,KEGG_PATHWAY,1,25.0,0.0362694300518136,RPIA,4,1,1,193.0,0.0362694300518136
