Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0005814~centriole,centriole,"""A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."" [ISBN:0198547684]",GOTERM_CC_DIRECT,2,100.0,0.00629019576218221,"ATXN10,CEP162",2,2,9,85.77777777777779,0.00629019576218221
GO:0030031~cell projection assembly,cell projection assembly,"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:18391171]",GOTERM_BP_DIRECT,2,100.0,0.01624967238563738,"ATXN10,CEP162",2,2,32,24.125,0.01624967238563738
GO:0044782~cilium organization,cilium organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",GOTERM_BP_DIRECT,2,100.0,0.01624967238563738,"ATXN10,CEP162",2,2,24,32.166666666666664,0.01624967238563738
GO:0060271~cilium assembly,cilium assembly,"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441]",GOTERM_BP_DIRECT,2,100.0,0.01624967238563738,"ATXN10,CEP162",2,2,23,33.56521739130435,0.01624967238563738
GO:0120031~plasma membrane bounded cell projection assembly,plasma membrane bounded cell projection assembly,"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",GOTERM_BP_DIRECT,2,100.0,0.01624967238563738,"ATXN10,CEP162",2,2,29,26.620689655172413,0.01624967238563738
GO:0070925~organelle assembly,organelle assembly,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.022566077296828663,"ATXN10,CEP162",2,2,42,18.38095238095238,0.022566077296828663
KEGG:05017~Spinocerebellar ataxia,Spinocerebellar ataxia,Spinocerebellar ataxia,KEGG_PATHWAY,1,50.0,0.030987278482288882,ATXN10,2,1,6,64.33333333333333,0.030987278482288882
WP:WP4536~Genes related to primary cilium development based on CRISPR ,Genes related to primary cilium development based on CRISPR ,Genes related to primary cilium development based on CRISPR ,WIKIPATHWAYS,1,50.0,0.031027600249996068,CEP162,2,1,4,96.5,0.031027600249996068
REAC:R-HSA-1852241~Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,REACTOME_PATHWAY,1,50.0,0.03775013496591736,CEP162,2,1,11,35.09090909090909,0.03775013496591736
REAC:R-HSA-5617833~Cilium Assembly,Cilium Assembly,Cilium Assembly,REACTOME_PATHWAY,1,50.0,0.03775013496591736,CEP162,2,1,9,42.88888888888889,0.03775013496591736
