Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:7483~ARF1-ARL1-PKD2-ARFIP2 complex,ARF1-ARL1-PKD2-ARFIP2 complex,ARF1-ARL1-PKD2-ARFIP2 complex,CORUM_COMPLEX,1,50.0,0.005181347150259086,ARF1,2,1,1,386.0,0.005181347150259086
REAC:R-HSA-8950505~Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-1280215~Cytokine Signaling in Immune system,Cytokine Signaling in Immune system,Cytokine Signaling in Immune system,REACTOME_PATHWAY,2,100.0,0.010960189585620526,"PTPN18,ARF1",2,2,40,19.3,0.010960189585620526
REAC:R-HSA-447115~Interleukin-12 family signaling,Interleukin-12 family signaling,Interleukin-12 family signaling,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-9020591~Interleukin-12 signaling,Interleukin-12 signaling,Interleukin-12 signaling,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-9008059~Interleukin-37 signaling,Interleukin-37 signaling,Interleukin-37 signaling,REACTOME_PATHWAY,1,50.0,0.010960189585620526,PTPN18,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-432720~Lysosome Vesicle Biogenesis,Lysosome Vesicle Biogenesis,Lysosome Vesicle Biogenesis,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-164938~Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-449147~Signaling by Interleukins,Signaling by Interleukins,Signaling by Interleukins,REACTOME_PATHWAY,2,100.0,0.010960189585620526,"PTPN18,ARF1",2,2,29,26.620689655172413,0.010960189585620526
REAC:R-HSA-167590~Nef Mediated CD4 Down-regulation,Nef Mediated CD4 Down-regulation,Nef Mediated CD4 Down-regulation,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-9845576~Glycosphingolipid transport,Glycosphingolipid transport,Glycosphingolipid transport,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-164952~The role of Nef in HIV-1 replication and disease pathogenesis,The role of Nef in HIV-1 replication and disease pathogenesis,The role of Nef in HIV-1 replication and disease pathogenesis,REACTOME_PATHWAY,1,50.0,0.010960189585620526,ARF1,2,1,1,386.0,0.010960189585620526
REAC:R-HSA-8863795~Downregulation of ERBB2 signaling,Downregulation of ERBB2 signaling,Downregulation of ERBB2 signaling,REACTOME_PATHWAY,1,50.0,0.014011023655041843,PTPN18,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-6811434~COPI-dependent Golgi-to-ER retrograde traffic,COPI-dependent Golgi-to-ER retrograde traffic,COPI-dependent Golgi-to-ER retrograde traffic,REACTOME_PATHWAY,1,50.0,0.014011023655041843,ARF1,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-1660514~Synthesis of PIPs at the Golgi membrane,Synthesis of PIPs at the Golgi membrane,Synthesis of PIPs at the Golgi membrane,REACTOME_PATHWAY,1,50.0,0.014011023655041843,ARF1,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-199992~trans-Golgi Network Vesicle Budding,trans-Golgi Network Vesicle Budding,trans-Golgi Network Vesicle Budding,REACTOME_PATHWAY,1,50.0,0.014011023655041843,ARF1,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-1660499~Synthesis of PIPs at the plasma membrane,Synthesis of PIPs at the plasma membrane,Synthesis of PIPs at the plasma membrane,REACTOME_PATHWAY,1,50.0,0.014011023655041843,ARF1,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-432722~Golgi Associated Vesicle Biogenesis,Golgi Associated Vesicle Biogenesis,Golgi Associated Vesicle Biogenesis,REACTOME_PATHWAY,1,50.0,0.014011023655041843,ARF1,2,1,2,193.0,0.014011023655041843
REAC:R-HSA-1483255~PI Metabolism,PI Metabolism,PI Metabolism,REACTOME_PATHWAY,1,50.0,0.017852462651962855,ARF1,2,1,3,128.66666666666666,0.017852462651962855
REAC:R-HSA-6807878~COPI-mediated anterograde transport,COPI-mediated anterograde transport,COPI-mediated anterograde transport,REACTOME_PATHWAY,1,50.0,0.017852462651962855,ARF1,2,1,3,128.66666666666666,0.017852462651962855
REAC:R-HSA-1227986~Signaling by ERBB2,Signaling by ERBB2,Signaling by ERBB2,REACTOME_PATHWAY,1,50.0,0.017852462651962855,PTPN18,2,1,3,128.66666666666666,0.017852462651962855
REAC:R-HSA-6811438~Intra-Golgi traffic,Intra-Golgi traffic,Intra-Golgi traffic,REACTOME_PATHWAY,1,50.0,0.02123613099198269,ARF1,2,1,4,96.5,0.02123613099198269
REAC:R-HSA-168256~Immune System,Immune System,Immune System,REACTOME_PATHWAY,2,100.0,0.02123613099198269,"PTPN18,ARF1",2,2,80,9.65,0.02123613099198269
REAC:R-HSA-8856688~Golgi-to-ER retrograde transport,Golgi-to-ER retrograde transport,Golgi-to-ER retrograde transport,REACTOME_PATHWAY,1,50.0,0.02123613099198269,ARF1,2,1,4,96.5,0.02123613099198269
REAC:R-HSA-948021~Transport to the Golgi and subsequent modification,Transport to the Golgi and subsequent modification,Transport to the Golgi and subsequent modification,REACTOME_PATHWAY,1,50.0,0.022011453871026605,ARF1,2,1,5,77.2,0.022011453871026605
REAC:R-HSA-162909~Host Interactions of HIV factors,Host Interactions of HIV factors,Host Interactions of HIV factors,REACTOME_PATHWAY,1,50.0,0.022011453871026605,ARF1,2,1,5,77.2,0.022011453871026605
REAC:R-HSA-199977~ER to Golgi Anterograde Transport,ER to Golgi Anterograde Transport,ER to Golgi Anterograde Transport,REACTOME_PATHWAY,1,50.0,0.022011453871026605,ARF1,2,1,5,77.2,0.022011453871026605
REAC:R-HSA-2132295~MHC class II antigen presentation,MHC class II antigen presentation,MHC class II antigen presentation,REACTOME_PATHWAY,1,50.0,0.022011453871026605,ARF1,2,1,5,77.2,0.022011453871026605
WP:WP4564~Neural crest cell migration during development,Neural crest cell migration during development,Neural crest cell migration during development,WIKIPATHWAYS,1,50.0,0.02328582085038633,ARF1,2,1,3,128.66666666666666,0.02328582085038633
WP:WP4565~Neural crest cell migration in cancer,Neural crest cell migration in cancer,Neural crest cell migration in cancer,WIKIPATHWAYS,1,50.0,0.02328582085038633,ARF1,2,1,3,128.66666666666666,0.02328582085038633
REAC:R-HSA-1483257~Phospholipid metabolism,Phospholipid metabolism,Phospholipid metabolism,REACTOME_PATHWAY,1,50.0,0.025453835896165865,ARF1,2,1,6,64.33333333333333,0.025453835896165865
WP:WP23~B cell receptor signaling,B cell receptor signaling,B cell receptor signaling,WIKIPATHWAYS,1,50.0,0.030906634946876243,PTPN18,2,1,10,38.6,0.030906634946876243
WP:WP5224~2q37 copy number variation syndrome,2q37 copy number variation syndrome,2q37 copy number variation syndrome,WIKIPATHWAYS,1,50.0,0.030906634946876243,ARF1,2,1,7,55.142857142857146,0.030906634946876243
WP:WP481~Insulin signaling,Insulin signaling,Insulin signaling,WIKIPATHWAYS,1,50.0,0.030906634946876243,ARF1,2,1,10,38.6,0.030906634946876243
REAC:R-HSA-162906~HIV Infection,HIV Infection,HIV Infection,REACTOME_PATHWAY,1,50.0,0.03163466686379536,ARF1,2,1,8,48.25,0.03163466686379536
REAC:R-HSA-6811442~Intra-Golgi and retrograde Golgi-to-ER traffic,Intra-Golgi and retrograde Golgi-to-ER traffic,Intra-Golgi and retrograde Golgi-to-ER traffic,REACTOME_PATHWAY,1,50.0,0.03163466686379536,ARF1,2,1,8,48.25,0.03163466686379536
REAC:R-HSA-446652~Interleukin-1 family signaling,Interleukin-1 family signaling,Interleukin-1 family signaling,REACTOME_PATHWAY,1,50.0,0.03441853084387635,PTPN18,2,1,9,42.88888888888889,0.03441853084387635
KEGG:05134~Legionellosis,Legionellosis,Legionellosis,KEGG_PATHWAY,1,50.0,0.041370133666661424,ARF1,2,1,4,96.5,0.041370133666661424
KEGG:05110~Vibrio cholerae infection,Vibrio cholerae infection,Vibrio cholerae infection,KEGG_PATHWAY,1,50.0,0.041370133666661424,ARF1,2,1,2,193.0,0.041370133666661424
KEGG:04144~Endocytosis,Endocytosis,Endocytosis,KEGG_PATHWAY,1,50.0,0.04400832932515782,ARF1,2,1,8,48.25,0.04400832932515782
KEGG:05132~Salmonella infection,Salmonella infection,Salmonella infection,KEGG_PATHWAY,1,50.0,0.04400832932515782,ARF1,2,1,15,25.733333333333334,0.04400832932515782
KEGG:05131~Shigellosis,Shigellosis,Shigellosis,KEGG_PATHWAY,1,50.0,0.04400832932515782,ARF1,2,1,15,25.733333333333334,0.04400832932515782
KEGG:05130~Pathogenic Escherichia coli infection,Pathogenic Escherichia coli infection,Pathogenic Escherichia coli infection,KEGG_PATHWAY,1,50.0,0.04400832932515782,ARF1,2,1,13,29.69230769230769,0.04400832932515782
KEGG:04072~Phospholipase D signaling pathway,Phospholipase D signaling pathway,Phospholipase D signaling pathway,KEGG_PATHWAY,1,50.0,0.04400832932515782,ARF1,2,1,9,42.88888888888889,0.04400832932515782
GO:0023057~negative regulation of signaling,negative regulation of signaling,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",GOTERM_BP_DIRECT,2,100.0,0.048022830026750736,"PTPN18,ARF1",2,2,59,13.084745762711865,0.048022830026750736
GO:0010648~negative regulation of cell communication,negative regulation of cell communication,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",GOTERM_BP_DIRECT,2,100.0,0.048022830026750736,"PTPN18,ARF1",2,2,59,13.084745762711865,0.048022830026750736
GO:1901184~regulation of ERBB signaling pathway,regulation of ERBB signaling pathway,"""Any process that modulates the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,PTPN18,2,1,2,193.0,0.048022830026750736
GO:0006878~intracellular copper ion homeostasis,intracellular copper ion homeostasis,"""A homeostatic process involved in the maintenance of a steady state level of copper ions within a cell."" [GOC:ai, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,1,386.0,0.048022830026750736
GO:0002090~regulation of receptor internalization,regulation of receptor internalization,"""Any process that modulates the frequency, rate or extent of receptor internalization."" [GOC:hjd]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:0034314~Arp2/3 complex-mediated actin nucleation,Arp2/3 complex-mediated actin nucleation,"""The actin nucleation process in which actin monomers combine to form a new branch on the side of an existing actin filament; mediated by the Arp2/3 protein complex and its interaction with other proteins."" [GOC:mah, PMID:16959963, PMID:18640983]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:0010324~membrane invagination,membrane invagination,"""The infolding of a membrane."" [GOC:tb]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:0034315~regulation of Arp2/3 complex-mediated actin nucleation,regulation of Arp2/3 complex-mediated actin nucleation,"""Any process that modulates the frequency, rate or extent of actin nucleation mediated by the Arp2/3 complex and interacting proteins."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,1,386.0,0.048022830026750736
GO:0001825~blastocyst formation,blastocyst formation,"""The initial formation of a blastocyst from a solid ball of cells known as a morula."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,PTPN18,2,1,2,193.0,0.048022830026750736
GO:0051125~regulation of actin nucleation,regulation of actin nucleation,"""Any process that modulates the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament."" [GOC:ai]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:0055070~copper ion homeostasis,copper ion homeostasis,"""Any process involved in the maintenance of an internal steady state of copper ions within an organism or cell."" [GOC:ai, GOC:jid, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,1,386.0,0.048022830026750736
GO:0060292~long-term synaptic depression,long-term synaptic depression,"""A process that modulates synaptic plasticity such that synapses are changed resulting in the decrease in the rate, or frequency of synaptic transmission at the synapse."" [GOC:dgh, GOC:dph]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:0099024~plasma membrane invagination,plasma membrane invagination,"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:1901185~negative regulation of ERBB signaling pathway,negative regulation of ERBB signaling pathway,"""Any process that stops, prevents or reduces the frequency, rate or extent of ERBB signaling pathway."" [GOC:BHF, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,PTPN18,2,1,2,193.0,0.048022830026750736
GO:1902410~mitotic cytokinetic process,mitotic cytokinetic process,"""Any cytokinetic process that is involved in mitotic cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,2,193.0,0.048022830026750736
GO:1990386~mitotic cleavage furrow ingression,mitotic cleavage furrow ingression,"""Advancement of the mitotic cleavage furrow from the outside of the cell inward towards the center of the cell. The cleavage furrow acts as a 'purse string' which draws tight to separate daughter cells during mitotic cytokinesis and partition the cytoplasm between the two daughter cells. The furrow ingresses until a cytoplasmic bridge is formed."" [GOC:kmv, PMID:12707312]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,1,386.0,0.048022830026750736
GO:0036090~cleavage furrow ingression,cleavage furrow ingression,"""Advancement of the cleavage furrow from the outside of the cell inward towards the center of the cell. The cleavage furrow acts as a 'purse string' which draws tight to separate daughter cells during cytokinesis and partition the cytoplasm between the two daughter cells. The furrow ingresses until a cytoplasmic bridge is formed."" [PMID:15811947, PMID:20687468]",GOTERM_BP_DIRECT,1,50.0,0.048022830026750736,ARF1,2,1,1,386.0,0.048022830026750736
REAC:R-HSA-446203~Asparagine N-linked glycosylation,Asparagine N-linked glycosylation,Asparagine N-linked glycosylation,REACTOME_PATHWAY,1,50.0,0.04803645591822794,ARF1,2,1,13,29.69230769230769,0.04803645591822794
