Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:3634~NR3C2-UBC9-SRC-1 complex,NR3C2-UBC9-SRC-1 complex,NR3C2-UBC9-SRC-1 complex,CORUM_COMPLEX,1,50.0,0.0038860103626943143,UBE2I,2,1,1,386.0,0.0038860103626943143
CORUM:7050~PIAS1-SUMO1-UBC9 complex,PIAS1-SUMO1-UBC9 complex,PIAS1-SUMO1-UBC9 complex,CORUM_COMPLEX,1,50.0,0.0038860103626943143,UBE2I,2,1,1,386.0,0.0038860103626943143
REAC:R-HSA-9694631~Maturation of nucleoprotein,Maturation of nucleoprotein,Maturation of nucleoprotein,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-1500620~Meiosis,Meiosis,Meiosis,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-1221632~Meiotic synapsis,Meiotic synapsis,Meiotic synapsis,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-9793242~SUMOylation of nuclear envelope proteins,SUMOylation of nuclear envelope proteins,SUMOylation of nuclear envelope proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-8866904~Negative regulation of activity of TFAP2 (AP-2) family transcription factors,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-4755510~SUMOylation of immune response proteins,SUMOylation of immune response proteins,SUMOylation of immune response proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-9615933~Postmitotic nuclear pore complex (NPC) reformation,Postmitotic nuclear pore complex (NPC) reformation,Postmitotic nuclear pore complex (NPC) reformation,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-9683610~Maturation of nucleoprotein,Maturation of nucleoprotein,Maturation of nucleoprotein,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-3215018~Processing and activation of SUMO,Processing and activation of SUMO,Processing and activation of SUMO,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-5693607~Processing of DNA double-strand break ends,Processing of DNA double-strand break ends,Processing of DNA double-strand break ends,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-9735871~SARS-CoV-1 targets host intracellular signalling and regulatory pathways,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-4085377~SUMOylation of SUMOylation proteins,SUMOylation of SUMOylation proteins,SUMOylation of SUMOylation proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
"REAC:R-HSA-3065678~SUMO is transferred from E1 to E2 (UBE2I, UBC9)","SUMO is transferred from E1 to E2 (UBE2I, UBC9)","SUMO is transferred from E1 to E2 (UBE2I, UBC9)",REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-4615885~SUMOylation of DNA replication proteins,SUMOylation of DNA replication proteins,SUMOylation of DNA replication proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-3232118~SUMOylation of transcription factors,SUMOylation of transcription factors,SUMOylation of transcription factors,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-5693538~Homology Directed Repair,Homology Directed Repair,Homology Directed Repair,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-4655427~SUMOylation of DNA methylation proteins,SUMOylation of DNA methylation proteins,SUMOylation of DNA methylation proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-5696399~Global Genome Nucleotide Excision Repair (GG-NER),Global Genome Nucleotide Excision Repair (GG-NER),Global Genome Nucleotide Excision Repair (GG-NER),REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-5696395~Formation of Incision Complex in GG-NER,Formation of Incision Complex in GG-NER,Formation of Incision Complex in GG-NER,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-3232142~SUMOylation of ubiquitinylation proteins,SUMOylation of ubiquitinylation proteins,SUMOylation of ubiquitinylation proteins,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-196791~Vitamin D (calciferol) metabolism,Vitamin D (calciferol) metabolism,Vitamin D (calciferol) metabolism,REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,1,386.0,0.015533961008850738
REAC:R-HSA-5693567~HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),REACTOME_PATHWAY,1,50.0,0.015533961008850738,UBE2I,2,1,2,193.0,0.015533961008850738
REAC:R-HSA-4570464~SUMOylation of RNA binding proteins,SUMOylation of RNA binding proteins,SUMOylation of RNA binding proteins,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-3899300~SUMOylation of transcription cofactors,SUMOylation of transcription cofactors,SUMOylation of transcription cofactors,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-4551638~SUMOylation of chromatin organization proteins,SUMOylation of chromatin organization proteins,SUMOylation of chromatin organization proteins,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-1474165~Reproduction,Reproduction,Reproduction,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-5693606~DNA Double Strand Break Response,DNA Double Strand Break Response,DNA Double Strand Break Response,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-8957322~Metabolism of steroids,Metabolism of steroids,Metabolism of steroids,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-5693565~Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
REAC:R-HSA-2995410~Nuclear Envelope (NE) Reassembly,Nuclear Envelope (NE) Reassembly,Nuclear Envelope (NE) Reassembly,REACTOME_PATHWAY,1,50.0,0.016525421248661264,UBE2I,2,1,3,128.66666666666666,0.016525421248661264
