Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:5407~NGF-TrkA complex,NGF-TrkA complex,NGF-TrkA complex,CORUM_COMPLEX,1,25.0,0.007772020725388629,NTRK1,4,1,1,193.0,0.007772020725388629
CORUM:2487~GIPC1-NTRK1-RGS19 complex,GIPC1-NTRK1-RGS19 complex,GIPC1-NTRK1-RGS19 complex,CORUM_COMPLEX,1,25.0,0.007772020725388629,NTRK1,4,1,1,193.0,0.007772020725388629
REAC:R-HSA-170984~ARMS-mediated activation,ARMS-mediated activation,ARMS-mediated activation,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-187015~Activation of TRKA receptors,Activation of TRKA receptors,Activation of TRKA receptors,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-139853~Elevation of cytosolic Ca2+ levels,Elevation of cytosolic Ca2+ levels,Elevation of cytosolic Ca2+ levels,REACTOME_PATHWAY,1,25.0,0.013385146804835973,P2RX6,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-420092~Glucagon-type ligand receptors,Glucagon-type ligand receptors,Glucagon-type ligand receptors,REACTOME_PATHWAY,1,25.0,0.013385146804835973,GCGR,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-187024~NGF-independant TRKA activation,NGF-independant TRKA activation,NGF-independant TRKA activation,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-167021~PLC-gamma1 signalling,PLC-gamma1 signalling,PLC-gamma1 signalling,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-198203~PI3K/AKT activation,PI3K/AKT activation,PI3K/AKT activation,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-177504~Retrograde neurotrophin signalling,Retrograde neurotrophin signalling,Retrograde neurotrophin signalling,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-198745~Signalling to STAT3,Signalling to STAT3,Signalling to STAT3,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-187706~Signalling to p38 via RIT and RIN,Signalling to p38 via RIT and RIN,Signalling to p38 via RIT and RIN,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-187042~TRKA activation by NGF,TRKA activation by NGF,TRKA activation by NGF,REACTOME_PATHWAY,1,25.0,0.013385146804835973,NTRK1,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-418360~Platelet calcium homeostasis,Platelet calcium homeostasis,Platelet calcium homeostasis,REACTOME_PATHWAY,1,25.0,0.013385146804835973,P2RX6,4,1,1,193.0,0.013385146804835973
REAC:R-HSA-169893~Prolonged ERK activation events,Prolonged ERK activation events,Prolonged ERK activation events,REACTOME_PATHWAY,1,25.0,0.022901323994044227,NTRK1,4,1,2,96.5,0.022901323994044227
REAC:R-HSA-163359~Glucagon signaling in metabolic regulation,Glucagon signaling in metabolic regulation,Glucagon signaling in metabolic regulation,REACTOME_PATHWAY,1,25.0,0.022901323994044227,GCGR,4,1,2,96.5,0.022901323994044227
KEGG:04080~Neuroactive ligand-receptor interaction,Neuroactive ligand-receptor interaction,Neuroactive ligand-receptor interaction,KEGG_PATHWAY,2,50.0,0.023427724490994804,"P2RX6,GCGR",4,2,19,20.31578947368421,0.023427724490994804
KEGG:04020~Calcium signaling pathway,Calcium signaling pathway,Calcium signaling pathway,KEGG_PATHWAY,2,50.0,0.023427724490994804,"NTRK1,P2RX6",4,2,14,27.571428571428573,0.023427724490994804
GO:0048406~nerve growth factor binding,nerve growth factor binding,"""Binding to nerve growth factor (NGF)."" [GOC:dgh]",GOTERM_MF_DIRECT,1,25.0,0.02413128064397256,NTRK1,4,1,1,193.0,0.02413128064397256
GO:1901265~nucleoside phosphate binding,nucleoside phosphate binding,"""Binding to nucleoside phosphate."" [GOC:TermGenie]",GOTERM_MF_DIRECT,3,75.0,0.02413128064397256,"NTRK1,P2RX6,GCGR",4,3,88,6.579545454545454,0.02413128064397256
GO:0043121~neurotrophin binding,neurotrophin binding,"""Binding to a neurotrophin, any of a family of growth factors that prevent apoptosis in neurons and promote nerve growth."" [GOC:jl]",GOTERM_MF_DIRECT,1,25.0,0.02413128064397256,NTRK1,4,1,1,193.0,0.02413128064397256
GO:0000166~nucleotide binding,nucleotide binding,"""Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]",GOTERM_MF_DIRECT,3,75.0,0.02413128064397256,"NTRK1,P2RX6,GCGR",4,3,88,6.579545454545454,0.02413128064397256
GO:0005030~neurotrophin receptor activity,neurotrophin receptor activity,"""Combining with a neurotrophin, any of a family of growth factors that prevent apoptosis in neurons and promote nerve growth, and transmitting the signal to initiate a change in cell activity."" [GOC:jl, GOC:signaling]",GOTERM_MF_DIRECT,1,25.0,0.02413128064397256,NTRK1,4,1,1,193.0,0.02413128064397256
GO:0035381~ATP-gated ion channel activity,ATP-gated ion channel activity,"""Enables the transmembrane transfer of an ion by a channel that opens when ATP has been bound by the channel complex or one of its constituent parts."" [GOC:bf]",GOTERM_MF_DIRECT,1,25.0,0.02413128064397256,P2RX6,4,1,1,193.0,0.02413128064397256
