Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP2509~Nanoparticle triggered autophagic cell death,Nanoparticle triggered autophagic cell death,Nanoparticle triggered autophagic cell death,WIKIPATHWAYS,1,50.0,0.015533961008850738,SH3GLB1,2,1,2,193.0,0.015533961008850738
GO:1903525~regulation of membrane tubulation,regulation of membrane tubulation,"""Any process that modulates the frequency, rate or extent of membrane tubulation."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:18388313]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:1903527~positive regulation of membrane tubulation,positive regulation of membrane tubulation,"""Any process that activates or increases the frequency, rate or extent of membrane tubulation."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:18388313]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:1903533~regulation of protein targeting,regulation of protein targeting,"""Any process that modulates the frequency, rate or extent of protein targeting."" [GO_REF:0000058, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:0048102~autophagic cell death,autophagic cell death,"""A form of programmed cell death that is accompanied by the formation of autophagosomes. Autophagic cell death is characterized by lack of chromatin condensation and massive vacuolization of the cytoplasm, with little or no uptake by phagocytic cells."" [GOC:autophagy, GOC:mah, GOC:mtg_apoptosis, PMID:18846107, PMID:23347517]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:0044090~positive regulation of vacuole organization,positive regulation of vacuole organization,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:jl, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:0044088~regulation of vacuole organization,regulation of vacuole organization,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:jl, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:0090148~membrane fission,membrane fission,"""A process that is carried out at the cellular level which results in the separation of a single continuous membrane into two membranes."" [GOC:ascb_2009, GOC:dph, GOC:tb]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:1903729~regulation of plasma membrane organization,regulation of plasma membrane organization,"""Any process that modulates the frequency, rate or extent of plasma membrane organization."" [GO_REF:0000058, GOC:TermGenie, PMID:24514900]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
GO:1903749~positive regulation of establishment of protein localization to mitochondrion,positive regulation of establishment of protein localization to mitochondrion,"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization to mitochondrion."" [GO_REF:0000058, GOC:TermGenie, PMID:16857185]",GOTERM_BP_DIRECT,1,50.0,0.02137305699481873,SH3GLB1,2,1,1,386.0,0.02137305699481873
