Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-9709957~Sensory Perception,Sensory Perception,Sensory Perception,REACTOME_PATHWAY,11,52.38095238095239,1.7439140920824738e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,11,31,13.044546850998465,1.7439140920824738e-09
REAC:R-HSA-9752946~Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,Expression and translocation of olfactory receptors,REACTOME_PATHWAY,10,47.61904761904761,2.6080377652258305e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,26,14.139194139194137,2.6080377652258305e-09
REAC:R-HSA-381753~Olfactory Signaling Pathway,Olfactory Signaling Pathway,Olfactory Signaling Pathway,REACTOME_PATHWAY,10,47.61904761904761,2.6080377652258305e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,26,14.139194139194137,2.6080377652258305e-09
GO:0004984~olfactory receptor activity,olfactory receptor activity,"""Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."" [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]",GOTERM_MF_DIRECT,10,47.61904761904761,5.345186310908385e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,26,14.139194139194137,5.345186310908385e-09
KEGG:04740~Olfactory transduction,Olfactory transduction,Olfactory transduction,KEGG_PATHWAY,10,47.61904761904761,9.589948197164506e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,27,13.615520282186948,9.589948197164506e-09
GO:0050906~detection of stimulus involved in sensory perception,detection of stimulus involved in sensory perception,"""The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos, GOC:dph]",GOTERM_BP_DIRECT,11,52.38095238095239,9.755559029966313e-09,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,11,31,13.044546850998465,9.755559029966313e-09
GO:0051606~detection of stimulus,detection of stimulus,"""The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal."" [GOC:add, GOC:ai, GOC:dph, GOC:mah]",GOTERM_BP_DIRECT,11,52.38095238095239,1.0875975259206612e-08,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,PJVK,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,11,33,12.253968253968255,1.0875975259206612e-08
GO:0050911~detection of chemical stimulus involved in sensory perception of smell,detection of chemical stimulus involved in sensory perception of smell,"""The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal."" [GOC:ai]",GOTERM_BP_DIRECT,10,47.61904761904761,1.4589518191609843e-08,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,26,14.139194139194137,1.4589518191609843e-08
GO:0007608~sensory perception of smell,sensory perception of smell,"""The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."" [GOC:ai]",GOTERM_BP_DIRECT,10,47.61904761904761,1.7146584593031474e-08,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,27,13.615520282186948,1.7146584593031474e-08
GO:0050907~detection of chemical stimulus involved in sensory perception,detection of chemical stimulus involved in sensory perception,"""The series of events in which a chemical stimulus is received and converted into a molecular signal as part of sensory perception."" [GOC:ai, GOC:dos]",GOTERM_BP_DIRECT,10,47.61904761904761,2.1052671690753652e-08,"OR51A4,OR1M1,OR6C76,OR10D3,OR14C36,OR7G2,OR10T2,OR10G6,OR51I2,OR6C1",21,10,28,13.129251700680273,2.1052671690753652e-08
