Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
"REAC:R-HSA-1368108~BMAL1:CLOCK,NPAS2 activates circadian expression","BMAL1:CLOCK,NPAS2 activates circadian expression","BMAL1:CLOCK,NPAS2 activates circadian expression",REACTOME_PATHWAY,1,50.0,0.0038860103626943143,NOCT,2,1,1,386.0,0.0038860103626943143
REAC:R-HSA-9909396~Circadian clock,Circadian clock,Circadian clock,REACTOME_PATHWAY,1,50.0,0.0038860103626943143,NOCT,2,1,1,386.0,0.0038860103626943143
GO:0000175~3'-5'-RNA exonuclease activity,3'-5'-RNA exonuclease activity,"""Catalysis of the sequential cleavage of mononucleotides from a free 3' terminus of an RNA molecule."" [GOC:mah, ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.014507772020725439,NOCT,2,1,1,386.0,0.014507772020725439
GO:0004535~poly(A)-specific ribonuclease activity,poly(A)-specific ribonuclease activity,"""Catalysis of the exonucleolytic cleavage of poly(A) to 5'-AMP."" [EC:3.1.13.4, ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.014507772020725439,NOCT,2,1,1,386.0,0.014507772020725439
GO:0008408~3'-5' exonuclease activity,3'-5' exonuclease activity,"""Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' end."" [GOC:ai]",GOTERM_MF_DIRECT,1,50.0,0.014507772020725439,NOCT,2,1,1,386.0,0.014507772020725439
GO:0019178~NADP phosphatase activity,NADP phosphatase activity,"""Catalysis of the reaction: H2O + NADP+ = NAD+ + phosphate."" [RHEA:28050]",GOTERM_MF_DIRECT,1,50.0,0.014507772020725439,NOCT,2,1,1,386.0,0.014507772020725439
GO:0102757~NADPH phosphatase activity,NADPH phosphatase activity,"""Catalysis of the reaction: NADPH + H2O = NADH + hydrogenphosphate."" [GOC:pz, RHEA:60664]",GOTERM_MF_DIRECT,1,50.0,0.014507772020725439,NOCT,2,1,1,386.0,0.014507772020725439
GO:0004527~exonuclease activity,exonuclease activity,"""Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' or 5' end."" [GOC:mah, ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.027166790992117384,NOCT,2,1,3,128.66666666666666,0.027166790992117384
GO:0004532~RNA exonuclease activity,RNA exonuclease activity,"""Catalysis of the sequential cleavage of mononucleotides from a free 5' or 3' terminus of an RNA molecule."" [GOC:mah, ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.027166790992117384,NOCT,2,1,3,128.66666666666666,0.027166790992117384
"GO:0016896~RNA exonuclease activity, producing 5'-phosphomonoesters","RNA exonuclease activity, producing 5'-phosphomonoesters","""Catalysis of the hydrolysis of ester linkages within ribonucleic acids by removing nucleotide residues from the 3' or 5' end to yield 5' phosphomonoesters."" [GOC:ai]",GOTERM_MF_DIRECT,1,50.0,0.027166790992117384,NOCT,2,1,3,128.66666666666666,0.027166790992117384
GO:0004540~RNA nuclease activity,RNA nuclease activity,"""Catalysis of the hydrolysis of phosphodiester bonds in chains of RNA."" [GOC:mah, ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.04019482880796163,NOCT,2,1,5,77.2,0.04019482880796163
GO:0004518~nuclease activity,nuclease activity,"""Catalysis of the hydrolysis of ester linkages within nucleic acids."" [ISBN:0198547684]",GOTERM_MF_DIRECT,1,50.0,0.04338218987520443,NOCT,2,1,6,64.33333333333333,0.04338218987520443
WP:WP3594~Circadian rhythm genes,Circadian rhythm genes,Circadian rhythm genes,WIKIPATHWAYS,1,50.0,0.04639019374609421,NOCT,2,1,9,42.88888888888889,0.04639019374609421
GO:0007413~axonal fasciculation,axonal fasciculation,"""The collection of axons into a bundle of rods, known as a fascicle."" [GOC:dgh]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,CRTAC1,2,1,2,193.0,0.04854362815265856
GO:0000290~deadenylation-dependent decapping of nuclear-transcribed mRNA,deadenylation-dependent decapping of nuclear-transcribed mRNA,"""Cleavage of the 5'-cap of a nuclear mRNA triggered by shortening of the poly(A) tail to below a minimum functional length."" [GOC:krc]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0032922~circadian regulation of gene expression,circadian regulation of gene expression,"""Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,1,386.0,0.04854362815265856
GO:0033962~P-body assembly,P-body assembly,"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a cytoplasmic mRNA processing body."" [GOC:mah, PMID:17429074]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,1,386.0,0.04854362815265856
GO:0043489~RNA stabilization,RNA stabilization,"""Prevention of degradation of RNA molecules."" [GOC:go_curators]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0045668~negative regulation of osteoblast differentiation,negative regulation of osteoblast differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0048255~mRNA stabilization,mRNA stabilization,"""Prevention of degradation of mRNA molecules. In the absence of compensating changes in other processes, the slowing of mRNA degradation can result in an overall increase in the population of active mRNA molecules."" [GOC:jid]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0106030~neuron projection fasciculation,neuron projection fasciculation,"""The collection of neuronal projections into a bundle of rods, known as a fascicle."" [GOC:aruk, GOC:bc., PMID:12761826]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,CRTAC1,2,1,2,193.0,0.04854362815265856
GO:0110154~RNA decapping,RNA decapping,"""Cleavage of the 5'-cap of an RNA."" [GOC:sp, PMID:25533955, PMID:31101919]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0110156~mRNA methylguanosine-cap decapping,mRNA methylguanosine-cap decapping,"""Cleavage of the 5'-methylguanosine-cap of an mRNA. The methylguanosine-cap is present at the 5'-end of eukaryotic mRNAs. Decapping inactivates translation initiation and promotes 5'-to-3' decay of mRNA."" [PMID:23287066]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:1902369~negative regulation of RNA catabolic process,negative regulation of RNA catabolic process,"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA catabolic process."" [GOC:bf, GOC:TermGenie, PMID:16640457]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:1902373~negative regulation of mRNA catabolic process,negative regulation of mRNA catabolic process,"""Any process that stops, prevents or reduces the frequency, rate or extent of mRNA catabolic process."" [GOC:bf, GOC:TermGenie, PMID:22626865]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:1903312~negative regulation of mRNA metabolic process,negative regulation of mRNA metabolic process,"""Any process that stops, prevents or reduces the frequency, rate or extent of mRNA metabolic process."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
"GO:0000288~nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","""A major pathway of degradation of nuclear-transcribed mRNAs that proceeds through a series of ordered steps that includes poly(A) tail shortening and that can regulate mRNA stability."" [GOC:jp, GOC:krc]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0000956~nuclear-transcribed mRNA catabolic process,nuclear-transcribed mRNA catabolic process,"""The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells."" [GOC:krc]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,NOCT,2,1,2,193.0,0.04854362815265856
GO:0008038~neuron recognition,neuron recognition,"""The process in which a neuronal cell in a multicellular organism interprets its surroundings."" [GOC:go_curators]",GOTERM_BP_DIRECT,1,50.0,0.04854362815265856,CRTAC1,2,1,2,193.0,0.04854362815265856
