Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:1903513~endoplasmic reticulum to cytosol transport,endoplasmic reticulum to cytosol transport,"""The directed movement of substances from endoplasmic reticulum to cytosol."" [GO_REF:0000076, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:rl, GOC:TermGenie, PMID:16402920]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
GO:1904950~negative regulation of establishment of protein localization,negative regulation of establishment of protein localization,"""Any process that stops, prevents or reduces the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
GO:0051224~negative regulation of protein transport,negative regulation of protein transport,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
GO:0032527~protein exit from endoplasmic reticulum,protein exit from endoplasmic reticulum,"""The directed movement of proteins from the endoplasmic reticulum."" [GOC:rb]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
GO:0032387~negative regulation of intracellular transport,negative regulation of intracellular transport,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
"GO:0030970~retrograde protein transport, ER to cytosol","retrograde protein transport, ER to cytosol","""The directed movement of unfolded or misfolded proteins from the endoplasmic reticulum to the cytosol through the translocon."" [PMID:11994744]",GOTERM_BP_DIRECT,1,50.0,0.016766815057172226,ERLEC1,2,1,2,193.0,0.016766815057172226
GO:0009057~macromolecule catabolic process,macromolecule catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.016766815057172226,"ERLEC1,FOXRED2",2,2,54,14.296296296296296,0.016766815057172226
GO:0006508~proteolysis,proteolysis,"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.017770291776864226,"ERLEC1,FOXRED2",2,2,59,13.084745762711865,0.017770291776864226
GO:0035966~response to topologically incorrect protein,response to topologically incorrect protein,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]",GOTERM_BP_DIRECT,1,50.0,0.021992164136475978,ERLEC1,2,1,3,128.66666666666666,0.021992164136475978
GO:0006986~response to unfolded protein,response to unfolded protein,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:jl]",GOTERM_BP_DIRECT,1,50.0,0.021992164136475978,ERLEC1,2,1,3,128.66666666666666,0.021992164136475978
GO:0033554~cellular response to stress,cellular response to stress,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.027446220842321727,"ERLEC1,FOXRED2",2,2,78,9.897435897435898,0.027446220842321727
REAC:R-HSA-5619084~ABC transporter disorders,ABC transporter disorders,ABC transporter disorders,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,4,96.5,0.02877390144783968
REAC:R-HSA-382556~ABC-family proteins mediated transport,ABC-family proteins mediated transport,ABC-family proteins mediated transport,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,6,64.33333333333333,0.02877390144783968
REAC:R-HSA-5678895~Defective CFTR causes cystic fibrosis,Defective CFTR causes cystic fibrosis,Defective CFTR causes cystic fibrosis,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,4,96.5,0.02877390144783968
REAC:R-HSA-5619115~Disorders of transmembrane transporters,Disorders of transmembrane transporters,Disorders of transmembrane transporters,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,6,64.33333333333333,0.02877390144783968
REAC:R-HSA-5358346~Hedgehog ligand biogenesis,Hedgehog ligand biogenesis,Hedgehog ligand biogenesis,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,6,64.33333333333333,0.02877390144783968
REAC:R-HSA-5387390~Hh mutants abrogate ligand secretion,Hh mutants abrogate ligand secretion,Hh mutants abrogate ligand secretion,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,6,64.33333333333333,0.02877390144783968
REAC:R-HSA-5362768~Hh mutants are degraded by ERAD,Hh mutants are degraded by ERAD,Hh mutants are degraded by ERAD,REACTOME_PATHWAY,1,50.0,0.02877390144783968,ERLEC1,2,1,5,77.2,0.02877390144783968
KEGG:04141~Protein processing in endoplasmic reticulum,Protein processing in endoplasmic reticulum,Protein processing in endoplasmic reticulum,KEGG_PATHWAY,1,50.0,0.030987278482288882,ERLEC1,2,1,6,64.33333333333333,0.030987278482288882
GO:0009056~catabolic process,catabolic process,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",GOTERM_BP_DIRECT,2,100.0,0.03598717767786938,"ERLEC1,FOXRED2",2,2,91,8.483516483516484,0.03598717767786938
GO:0044322~endoplasmic reticulum quality control compartment,endoplasmic reticulum quality control compartment,"""A subcompartment of the endoplasmic reticulum in which proteins with improper or incorrect folding accumulate. Enzymes in this compartment direct proteins with major folding problems to translocation to the cytosol and degradation, and proteins with minor folding problems to the ER, to interact with chaperon proteins."" [PMID:11408579]",GOTERM_CC_DIRECT,1,50.0,0.037146428499425406,ERLEC1,2,1,2,193.0,0.037146428499425406
GO:0005783~endoplasmic reticulum,endoplasmic reticulum,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",GOTERM_CC_DIRECT,2,100.0,0.037146428499425406,"ERLEC1,FOXRED2",2,2,67,11.522388059701493,0.037146428499425406
REAC:R-HSA-5358351~Signaling by Hedgehog,Signaling by Hedgehog,Signaling by Hedgehog,REACTOME_PATHWAY,1,50.0,0.037692032418701546,ERLEC1,2,1,9,42.88888888888889,0.037692032418701546
GO:1903828~negative regulation of protein localization,negative regulation of protein localization,"""Any process that stops, prevents or reduces the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]",GOTERM_BP_DIRECT,1,50.0,0.04387008326445114,ERLEC1,2,1,7,55.142857142857146,0.04387008326445114
GO:0033157~regulation of intracellular protein transport,regulation of intracellular protein transport,"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.04387008326445114,ERLEC1,2,1,7,55.142857142857146,0.04387008326445114
