Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0007600~sensory perception,sensory perception,"""The series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai, GOC:dph]",GOTERM_BP_DIRECT,15,38.46153846153847,3.2383020256319078e-09,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,TFAP2A,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,15,39,7.613412228796845,3.2383020256319078e-09
GO:0007608~sensory perception of smell,sensory perception of smell,"""The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."" [GOC:ai]",GOTERM_BP_DIRECT,13,33.33333333333333,3.2383020256319078e-09,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,13,27,9.530864197530864,3.2383020256319078e-09
REAC:R-HSA-9709957~Sensory Perception,Sensory Perception,Sensory Perception,REACTOME_PATHWAY,13,33.33333333333333,1.750242332440675e-08,"OR51M1,OR13C8,OR12D2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,13,31,8.301075268817204,1.750242332440675e-08
GO:0050877~nervous system process,nervous system process,"""An organ system process carried out by any of the organs or tissues of the neurological system."" [GOC:ai, GOC:mtg_cardio]",GOTERM_BP_DIRECT,16,41.02564102564102,2.701056481889104e-07,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,CC2D1A,OR52D1,OR51A2,TFAP2A,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,16,60,5.2786324786324785,2.701056481889104e-07
GO:0004930~G protein-coupled receptor activity,G protein-coupled receptor activity,"""Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."" [GOC:bf, Wikipedia:GPCR]",GOTERM_MF_DIRECT,14,35.8974358974359,2.288736844840261e-06,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,14,52,5.329388560157791,2.288736844840261e-06
GO:0004888~transmembrane signaling receptor activity,transmembrane signaling receptor activity,"""Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."" [GOC:go_curators, Wikipedia:Transmembrane_receptor]",GOTERM_MF_DIRECT,14,35.8974358974359,4.215157860150967e-05,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,14,66,4.198912198912199,4.215157860150967e-05
GO:0007186~G protein-coupled receptor signaling pathway,G protein-coupled receptor signaling pathway,"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",GOTERM_BP_DIRECT,14,35.8974358974359,6.821860525257664e-05,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,14,65,4.263510848126233,6.821860525257664e-05
GO:0042221~response to chemical,response to chemical,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",GOTERM_BP_DIRECT,21,53.84615384615385,0.00016251337872448936,"MYC,TRAF6,OR51M1,OR13C8,PMS2,OR12D2,UCP3,TRIB1,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,KLF3,TFAP2A,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,21,156,2.6646942800788955,0.00016251337872448936
GO:0003008~system process,system process,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",GOTERM_BP_DIRECT,16,41.02564102564102,0.0001842056343660841,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,CC2D1A,OR52D1,OR51A2,TFAP2A,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,16,93,3.405569341053212,0.0001842056343660841
GO:0060089~molecular transducer activity,molecular transducer activity,"""A compound molecular function in which an effector function is controlled by one or more regulatory components."" [GOC:dos, GOC:pdt]",GOTERM_MF_DIRECT,14,35.8974358974359,0.0032145010709282015,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,14,97,2.8569918054454138,0.0032145010709282015
GO:0038023~signaling receptor activity,signaling receptor activity,"""Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response."" [GOC:bf, GOC:signaling]",GOTERM_MF_DIRECT,14,35.8974358974359,0.0032145010709282015,"OR51M1,OR13C8,OR12D2,GNAT2,OR4K15,OR4X1,OR52D1,OR51A2,OR2A7,OR10H4,OR6C2,OR10A2,OR7D2,OR52K2",39,14,97,2.8569918054454138,0.0032145010709282015
