Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0003677~DNA binding,DNA binding,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",GOTERM_MF_DIRECT,5,100.0,0.005125356911482199,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,117,6.598290598290598,0.005125356911482199
GO:0003676~nucleic acid binding,nucleic acid binding,"""Binding to a nucleic acid."" [GOC:jl]",GOTERM_MF_DIRECT,5,100.0,0.012547799668773075,"MAPK1,ZNF382,MYT1,ZNF716,NR4A3",5,5,160,4.825,0.012547799668773075
GO:0003700~DNA-binding transcription factor activity,DNA-binding transcription factor activity,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,4,80.0,0.013850861474042695,"ZNF382,MYT1,ZNF716,NR4A3",5,4,84,7.352380952380953,0.013850861474042695
GO:0140110~transcription regulator activity,transcription regulator activity,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",GOTERM_MF_DIRECT,4,80.0,0.022411097928410968,"ZNF382,MYT1,ZNF716,NR4A3",5,4,102,6.054901960784314,0.022411097928410968
REAC:R-HSA-74160~Gene expression (Transcription),Gene expression (Transcription),Gene expression (Transcription),REACTOME_PATHWAY,4,80.0,0.02469215200979585,"MAPK1,ZNF382,ZNF716,NR4A3",5,4,77,8.020779220779222,0.02469215200979585
REAC:R-HSA-212436~Generic Transcription Pathway,Generic Transcription Pathway,Generic Transcription Pathway,REACTOME_PATHWAY,4,80.0,0.02469215200979585,"MAPK1,ZNF382,ZNF716,NR4A3",5,4,68,9.082352941176472,0.02469215200979585
REAC:R-HSA-73857~RNA Polymerase II Transcription,RNA Polymerase II Transcription,RNA Polymerase II Transcription,REACTOME_PATHWAY,4,80.0,0.02469215200979585,"MAPK1,ZNF382,ZNF716,NR4A3",5,4,72,8.57777777777778,0.02469215200979585
REAC:R-HSA-9725371~Nuclear events stimulated by ALK signaling in cancer,Nuclear events stimulated by ALK signaling in cancer,Nuclear events stimulated by ALK signaling in cancer,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-5674499~Negative feedback regulation of MAPK pathway,Negative feedback regulation of MAPK pathway,Negative feedback regulation of MAPK pathway,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-9768919~NPAS4 regulates expression of target genes,NPAS4 regulates expression of target genes,NPAS4 regulates expression of target genes,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-112411~MAPK1 (ERK2) activation,MAPK1 (ERK2) activation,MAPK1 (ERK2) activation,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-111995~phospho-PLA2 pathway,phospho-PLA2 pathway,phospho-PLA2 pathway,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-9732724~IFNG signaling activates MAPKs,IFNG signaling activates MAPKs,IFNG signaling activates MAPKs,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-881907~Gastrin-CREB signalling pathway via PKC and MAPK,Gastrin-CREB signalling pathway via PKC and MAPK,Gastrin-CREB signalling pathway via PKC and MAPK,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-442742~CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-170968~Frs2-mediated activation,Frs2-mediated activation,Frs2-mediated activation,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-9635486~Infection with Mycobacterium tuberculosis,Infection with Mycobacterium tuberculosis,Infection with Mycobacterium tuberculosis,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
REAC:R-HSA-162658~Golgi Cisternae Pericentriolar Stack Reorganization,Golgi Cisternae Pericentriolar Stack Reorganization,Golgi Cisternae Pericentriolar Stack Reorganization,REACTOME_PATHWAY,1,20.0,0.03756476683937837,MAPK1,5,1,1,154.4,0.03756476683937837
