Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:6324~NLRP2 inflammasome,NLRP2 inflammasome,NLRP2 inflammasome,CORUM_COMPLEX,1,50.0,0.0038860103626943143,CARD8,2,1,1,386.0,0.0038860103626943143
CORUM:6323~NLRP3 inflammasome,NLRP3 inflammasome,NLRP3 inflammasome,CORUM_COMPLEX,1,50.0,0.0038860103626943143,CARD8,2,1,1,386.0,0.0038860103626943143
KEGG:04146~Peroxisome,Peroxisome,Peroxisome,KEGG_PATHWAY,1,50.0,0.010355974005900492,PIPOX,2,1,2,193.0,0.010355974005900492
KEGG:00310~Lysine degradation,Lysine degradation,Lysine degradation,KEGG_PATHWAY,1,50.0,0.010355974005900492,PIPOX,2,1,2,193.0,0.010355974005900492
"KEGG:00260~Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism",KEGG_PATHWAY,1,50.0,0.010355974005900492,PIPOX,2,1,1,386.0,0.010355974005900492
WP:WP1433~Nucleotide binding oligomerization domain NOD pathway,Nucleotide binding oligomerization domain NOD pathway,Nucleotide binding oligomerization domain NOD pathway,WIKIPATHWAYS,1,50.0,0.010355974005900492,CARD8,2,1,2,193.0,0.010355974005900492
REAC:R-HSA-9609507~Protein localization,Protein localization,Protein localization,REACTOME_PATHWAY,1,50.0,0.014415031955001063,PIPOX,2,1,3,128.66666666666666,0.014415031955001063
REAC:R-HSA-111458~Formation of apoptosome,Formation of apoptosome,Formation of apoptosome,REACTOME_PATHWAY,1,50.0,0.014415031955001063,CARD8,2,1,2,193.0,0.014415031955001063
REAC:R-HSA-111461~Cytochrome c-mediated apoptotic response,Cytochrome c-mediated apoptotic response,Cytochrome c-mediated apoptotic response,REACTOME_PATHWAY,1,50.0,0.014415031955001063,CARD8,2,1,3,128.66666666666666,0.014415031955001063
REAC:R-HSA-111471~Apoptotic factor-mediated response,Apoptotic factor-mediated response,Apoptotic factor-mediated response,REACTOME_PATHWAY,1,50.0,0.014415031955001063,CARD8,2,1,3,128.66666666666666,0.014415031955001063
REAC:R-HSA-9627069~Regulation of the apoptosome activity,Regulation of the apoptosome activity,Regulation of the apoptosome activity,REACTOME_PATHWAY,1,50.0,0.014415031955001063,CARD8,2,1,2,193.0,0.014415031955001063
REAC:R-HSA-71064~Lysine catabolism,Lysine catabolism,Lysine catabolism,REACTOME_PATHWAY,1,50.0,0.014415031955001063,PIPOX,2,1,1,386.0,0.014415031955001063
