Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP5312~Metabolic pathways of fibroblasts,Metabolic pathways of fibroblasts,Metabolic pathways of fibroblasts,WIKIPATHWAYS,1,16.666666666666664,0.010362694300518172,UGDH,6,1,1,128.66666666666666,0.010362694300518172
WP:WP5394~UDP derived sugars synthesis in fibroblasts,UDP derived sugars synthesis in fibroblasts,UDP derived sugars synthesis in fibroblasts,WIKIPATHWAYS,1,16.666666666666664,0.010362694300518172,UGDH,6,1,1,128.66666666666666,0.010362694300518172
WP:WP698~Glucuronidation,Glucuronidation,Glucuronidation,WIKIPATHWAYS,1,16.666666666666664,0.010362694300518172,UGDH,6,1,1,128.66666666666666,0.010362694300518172
CORUM:1261~SRm160/300 complex,SRm160/300 complex,SRm160/300 complex,CORUM_COMPLEX,1,16.666666666666664,0.01943005181347157,SRRM2,6,1,1,128.66666666666666,0.01943005181347157
CORUM:2833~SRm160-SRm300 complex,SRm160-SRm300 complex,SRm160-SRm300 complex,CORUM_COMPLEX,1,16.666666666666664,0.01943005181347157,SRRM2,6,1,1,128.66666666666666,0.01943005181347157
KEGG:00040~Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,KEGG_PATHWAY,1,16.666666666666664,0.041316371309718804,UGDH,6,1,2,64.33333333333333,0.041316371309718804
KEGG:00053~Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,KEGG_PATHWAY,1,16.666666666666664,0.041316371309718804,UGDH,6,1,2,64.33333333333333,0.041316371309718804
KEGG:01250~Biosynthesis of nucleotide sugars,Biosynthesis of nucleotide sugars,Biosynthesis of nucleotide sugars,KEGG_PATHWAY,1,16.666666666666664,0.041316371309718804,UGDH,6,1,2,64.33333333333333,0.041316371309718804
KEGG:01240~Biosynthesis of cofactors,Biosynthesis of cofactors,Biosynthesis of cofactors,KEGG_PATHWAY,1,16.666666666666664,0.04633023475385545,UGDH,6,1,3,42.888888888888886,0.04633023475385545
CORUM:351~Spliceosome,Spliceosome,Spliceosome,CORUM_COMPLEX,1,16.666666666666664,0.04794836840333508,SRRM2,6,1,5,25.733333333333334,0.04794836840333508
CORUM:1181~C complex spliceosome,C complex spliceosome,C complex spliceosome,CORUM_COMPLEX,1,16.666666666666664,0.04794836840333508,SRRM2,6,1,4,32.166666666666664,0.04794836840333508
KEGG:00520~Amino sugar and nucleotide sugar metabolism,Amino sugar and nucleotide sugar metabolism,Amino sugar and nucleotide sugar metabolism,KEGG_PATHWAY,1,16.666666666666664,0.049258745505531464,UGDH,6,1,4,32.166666666666664,0.049258745505531464
