Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-9759475~Regulation of CDH11 Expression and Function,Regulation of CDH11 Expression and Function,Regulation of CDH11 Expression and Function,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-9759476~Regulation of Homotypic Cell-Cell Adhesion,Regulation of Homotypic Cell-Cell Adhesion,Regulation of Homotypic Cell-Cell Adhesion,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-9013508~NOTCH3 Intracellular Domain Regulates Transcription,NOTCH3 Intracellular Domain Regulates Transcription,NOTCH3 Intracellular Domain Regulates Transcription,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-2122947~NOTCH1 Intracellular Domain Regulates Transcription,NOTCH1 Intracellular Domain Regulates Transcription,NOTCH1 Intracellular Domain Regulates Transcription,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-202433~Generation of second messenger molecules,Generation of second messenger molecules,Generation of second messenger molecules,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,1,386.0,0.015135783552751116
REAC:R-HSA-1980143~Signaling by NOTCH1,Signaling by NOTCH1,Signaling by NOTCH1,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-9607240~FLT3 Signaling,FLT3 Signaling,FLT3 Signaling,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-2894858~Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-2644602~Signaling by NOTCH1 PEST Domain Mutants in Cancer,Signaling by NOTCH1 PEST Domain Mutants in Cancer,Signaling by NOTCH1 PEST Domain Mutants in Cancer,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-2424491~DAP12 signaling,DAP12 signaling,DAP12 signaling,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,1,386.0,0.015135783552751116
REAC:R-HSA-2172127~DAP12 interactions,DAP12 interactions,DAP12 interactions,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,1,386.0,0.015135783552751116
REAC:R-HSA-2644606~Constitutive Signaling by NOTCH1 PEST Domain Mutants,Constitutive Signaling by NOTCH1 PEST Domain Mutants,Constitutive Signaling by NOTCH1 PEST Domain Mutants,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-2894862~Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-389356~Co-stimulation by CD28,Co-stimulation by CD28,Co-stimulation by CD28,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-2644603~Signaling by NOTCH1 in Cancer,Signaling by NOTCH1 in Cancer,Signaling by NOTCH1 in Cancer,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,3,128.66666666666666,0.015135783552751116
REAC:R-HSA-9012852~Signaling by NOTCH3,Signaling by NOTCH3,Signaling by NOTCH3,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-1433557~Signaling by SCF-KIT,Signaling by SCF-KIT,Signaling by SCF-KIT,REACTOME_PATHWAY,1,50.0,0.015135783552751116,GRAP2,2,1,1,386.0,0.015135783552751116
REAC:R-HSA-418990~Adherens junctions interactions,Adherens junctions interactions,Adherens junctions interactions,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-9762293~Regulation of CDH11 gene transcription,Regulation of CDH11 gene transcription,Regulation of CDH11 gene transcription,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
REAC:R-HSA-9764260~Regulation of Expression and Function of Type II Classical Cadherins,Regulation of Expression and Function of Type II Classical Cadherins,Regulation of Expression and Function of Type II Classical Cadherins,REACTOME_PATHWAY,1,50.0,0.015135783552751116,HEYL,2,1,2,193.0,0.015135783552751116
KEGG:04330~Notch signaling pathway,Notch signaling pathway,Notch signaling pathway,KEGG_PATHWAY,1,50.0,0.015544041450777257,HEYL,2,1,1,386.0,0.015544041450777257
REAC:R-HSA-388841~Regulation of T cell activation by CD28 family,Regulation of T cell activation by CD28 family,Regulation of T cell activation by CD28 family,REACTOME_PATHWAY,1,50.0,0.01833449105681586,GRAP2,2,1,4,96.5,0.01833449105681586
REAC:R-HSA-9680350~Signaling by CSF1 (M-CSF) in myeloid cells,Signaling by CSF1 (M-CSF) in myeloid cells,Signaling by CSF1 (M-CSF) in myeloid cells,REACTOME_PATHWAY,1,50.0,0.01833449105681586,GRAP2,2,1,4,96.5,0.01833449105681586
REAC:R-HSA-421270~Cell-cell junction organization,Cell-cell junction organization,Cell-cell junction organization,REACTOME_PATHWAY,1,50.0,0.02015483558799219,HEYL,2,1,5,77.2,0.02015483558799219
REAC:R-HSA-1500931~Cell-Cell communication,Cell-Cell communication,Cell-Cell communication,REACTOME_PATHWAY,1,50.0,0.02015483558799219,HEYL,2,1,5,77.2,0.02015483558799219
