Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-74160~Gene expression (Transcription),Gene expression (Transcription),Gene expression (Transcription),REACTOME_PATHWAY,2,100.0,0.013109054700958092,"ZNF213,ZKSCAN4",2,2,77,10.025974025974026,0.013109054700958092
REAC:R-HSA-212436~Generic Transcription Pathway,Generic Transcription Pathway,Generic Transcription Pathway,REACTOME_PATHWAY,2,100.0,0.013109054700958092,"ZNF213,ZKSCAN4",2,2,68,11.352941176470589,0.013109054700958092
REAC:R-HSA-73857~RNA Polymerase II Transcription,RNA Polymerase II Transcription,RNA Polymerase II Transcription,REACTOME_PATHWAY,2,100.0,0.013109054700958092,"ZNF213,ZKSCAN4",2,2,72,10.722222222222223,0.013109054700958092
GO:0000976~transcription cis-regulatory region binding,transcription cis-regulatory region binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,82,9.414634146341463,0.02826051894115039
GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,RNA polymerase II transcription regulatory region sequence-specific DNA binding,"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,78,9.897435897435898,0.02826051894115039
GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,RNA polymerase II cis-regulatory region sequence-specific DNA binding,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,70,11.028571428571428,0.02826051894115039
"GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific","DNA-binding transcription factor activity, RNA polymerase II-specific","""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,78,9.897435897435898,0.02826051894115039
GO:0000987~cis-regulatory region sequence-specific DNA binding,cis-regulatory region sequence-specific DNA binding,"""Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site, located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by some RNA polymerase. Cis-regulatory sites are often referred to as a sequence motifs, enhancers, or silencers."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,70,11.028571428571428,0.02826051894115039
GO:0001067~transcription regulatory region nucleic acid binding,transcription regulatory region nucleic acid binding,"""Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."" [GOC:txnOH]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,82,9.414634146341463,0.02826051894115039
GO:0003690~double-stranded DNA binding,double-stranded DNA binding,"""Binding to double-stranded DNA."" [GOC:elh, GOC:vw]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,88,8.772727272727273,0.02826051894115039
GO:0003700~DNA-binding transcription factor activity,DNA-binding transcription factor activity,"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,84,9.19047619047619,0.02826051894115039
GO:0043565~sequence-specific DNA binding,sequence-specific DNA binding,"""Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,90,8.577777777777778,0.02826051894115039
GO:1990837~sequence-specific double-stranded DNA binding,sequence-specific double-stranded DNA binding,"""Binding to double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]",GOTERM_MF_DIRECT,2,100.0,0.02826051894115039,"ZNF213,ZKSCAN4",2,2,86,8.976744186046512,0.02826051894115039
GO:0140110~transcription regulator activity,transcription regulator activity,"""A molecular function that controls the rate, timing and/or magnitude of gene transcription. The function of transcriptional regulators is to modulate gene expression at the transcription step so that they are expressed in the right cell at the right time and in the right amount throughout the life of the cell and the organism. Genes are transcriptional units, and include bacterial operons."" [GOC:pg, GOC:txnOH-2018, Wikipedia:Transcription_factor]",GOTERM_MF_DIRECT,2,100.0,0.033042772231498256,"ZNF213,ZKSCAN4",2,2,102,7.568627450980392,0.033042772231498256
GO:0003677~DNA binding,DNA binding,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",GOTERM_MF_DIRECT,2,100.0,0.03990342936634341,"ZNF213,ZKSCAN4",2,2,117,6.598290598290598,0.03990342936634341
