Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP2113~Type III interferon signaling,Type III interferon signaling,Type III interferon signaling,WIKIPATHWAYS,1,50.0,0.012944967507375615,IFNLR1,2,1,1,386.0,0.012944967507375615
WP:WP4558~Interferon mediated signaling,Interferon mediated signaling,Interferon mediated signaling,WIKIPATHWAYS,1,50.0,0.012944967507375615,IFNLR1,2,1,2,193.0,0.012944967507375615
REAC:R-HSA-8854691~Interleukin-20 family signaling,Interleukin-20 family signaling,Interleukin-20 family signaling,REACTOME_PATHWAY,1,50.0,0.015544041450777257,IFNLR1,2,1,1,386.0,0.015544041450777257
WP:WP4538~Regulatory circuits of STAT3 signaling,Regulatory circuits of STAT3 signaling,Regulatory circuits of STAT3 signaling,WIKIPATHWAYS,1,50.0,0.021532944004265163,IFNLR1,2,1,5,77.2,0.021532944004265163
GO:0043457~regulation of cellular respiration,regulation of cellular respiration,"""Any process that modulates the frequency, rate or extent of cellular respiration, the enzymatic release of energy from organic compounds."" [GOC:jl]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:1905806~regulation of synapse pruning,regulation of synapse pruning,"""Any process that modulates the frequency, rate or extent of synapse pruning."" [GO_REF:0000058, GOC:TermGenie, PMID:27779093]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,C1QL1,2,1,1,386.0,0.02378709373528035
GO:0002251~organ or tissue specific immune response,organ or tissue specific immune response,"""An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues."" [GO_REF:0000022, GOC:jal]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:0002385~mucosal immune response,mucosal immune response,"""An immune response taking place in mucosal tissues, including those of the intestinal tract, nasal and upper respiratory tract, and genital tract."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:1901857~positive regulation of cellular respiration,positive regulation of cellular respiration,"""Any process that activates or increases the frequency, rate or extent of cellular respiration."" [GOC:TermGenie, GOC:yaf, PMID:23150719]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:0098883~synapse pruning,synapse pruning,"""A cellular process that results in the controlled breakdown of synapse. After it starts the process is continuous until the synapse has disappeared."" [GOC:dos, PMID:12062020, PMID:18083105, PMID:22632716, PMID:29844190]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,C1QL1,2,1,1,386.0,0.02378709373528035
GO:0016322~neuron remodeling,neuron remodeling,"""The developmentally regulated remodeling of neuronal projections such as pruning to eliminate the extra dendrites and axons projections set up in early stages of nervous system development."" [GOC:hb]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,C1QL1,2,1,1,386.0,0.02378709373528035
GO:0071358~cellular response to type III interferon,cellular response to type III interferon,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type III interferon stimulus. Interferon lambda is the only member of the type III interferon found so far."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:0034342~response to type III interferon,response to type III interferon,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type III interferon stimulus. Interferon lambda is the only member of the type III interferon found so far."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16734557]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:0038196~type III interferon-mediated signaling pathway,type III interferon-mediated signaling pathway,"""The series of molecular signals initiated by type III interferon binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Interferon lambda is the only member of the type III interferon found so far."" [GOC:signaling, PMID:32464097]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,IFNLR1,2,1,1,386.0,0.02378709373528035
GO:0061743~motor learning,motor learning,"""Any process in which an organism acquires a novel neuromuscular action or movement as the result of experience."" [GOC:bf, GOC:PARL, Wikipedia:Motor_learning]",GOTERM_BP_DIRECT,1,50.0,0.02378709373528035,C1QL1,2,1,1,386.0,0.02378709373528035
WP:WP5473~Cytokine cytokine receptor interaction,Cytokine cytokine receptor interaction,Cytokine cytokine receptor interaction,WIKIPATHWAYS,1,50.0,0.03219441140299609,IFNLR1,2,1,10,38.6,0.03219441140299609
GO:0007626~locomotory behavior,locomotory behavior,"""The specific movement from place to place of an organism in response to external or internal stimuli. Locomotion of a whole organism in a manner dependent upon some combination of that organism's internal state and external conditions."" [GOC:dph]",GOTERM_BP_DIRECT,1,50.0,0.03735547766414106,C1QL1,2,1,2,193.0,0.03735547766414106
GO:0099558~maintenance of synapse structure,maintenance of synapse structure,"""A process that preserves the structural organistation and orientation of a synaptic cellular component such as the synaptic cytoskeleton and molecular scaffolds."" [GOC:dos, PMID:24449494, PMID:25611509]",GOTERM_BP_DIRECT,1,50.0,0.03735547766414106,C1QL1,2,1,2,193.0,0.03735547766414106
