Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-69473~G2/M DNA damage checkpoint,G2/M DNA damage checkpoint,G2/M DNA damage checkpoint,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"TP53,RNF168",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-5654221~Phospholipase C-mediated cascade; FGFR2,Phospholipase C-mediated cascade; FGFR2,Phospholipase C-mediated cascade; FGFR2,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-109704~PI3K Cascade,PI3K Cascade,PI3K Cascade,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-5654695~PI-3K cascade:FGFR2,PI-3K cascade:FGFR2,PI-3K cascade:FGFR2,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-2404192~Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-2428928~IRS-related events triggered by IGF1R,IRS-related events triggered by IGF1R,IRS-related events triggered by IGF1R,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-112399~IRS-mediated signalling,IRS-mediated signalling,IRS-mediated signalling,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-2428924~IGF1R signaling cascade,IGF1R signaling cascade,IGF1R signaling cascade,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-5655253~Signaling by FGFR2 in disease,Signaling by FGFR2 in disease,Signaling by FGFR2 in disease,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-69481~G2/M Checkpoints,G2/M Checkpoints,G2/M Checkpoints,REACTOME_PATHWAY,3,10.344827586206897,0.02503744587692134,"TP53,RNF168,PSMF1",29,3,6,13.310344827586206,0.02503744587692134
REAC:R-HSA-5654699~SHC-mediated cascade:FGFR2,SHC-mediated cascade:FGFR2,SHC-mediated cascade:FGFR2,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-190377~FGFR2b ligand binding and activation,FGFR2b ligand binding and activation,FGFR2b ligand binding and activation,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-1839126~FGFR2 mutant receptor activation,FGFR2 mutant receptor activation,FGFR2 mutant receptor activation,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-190241~FGFR2 ligand binding and activation,FGFR2 ligand binding and activation,FGFR2 ligand binding and activation,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-5654696~Downstream signaling of activated FGFR2,Downstream signaling of activated FGFR2,Downstream signaling of activated FGFR2,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-2033519~Activated point mutants of FGFR2,Activated point mutants of FGFR2,Activated point mutants of FGFR2,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
REAC:R-HSA-5654700~FRS-mediated FGFR2 signaling,FRS-mediated FGFR2 signaling,FRS-mediated FGFR2 signaling,REACTOME_PATHWAY,2,6.896551724137931,0.02503744587692134,"FGF10,FGF7",29,2,2,26.620689655172413,0.02503744587692134
GO:0030857~negative regulation of epithelial cell differentiation,negative regulation of epithelial cell differentiation,"""Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]",GOTERM_BP_DIRECT,3,10.344827586206897,0.03482481108335422,"FGF10,NKX6-3,FRZB",29,3,3,26.620689655172413,0.03482481108335422
GO:0008543~fibroblast growth factor receptor signaling pathway,fibroblast growth factor receptor signaling pathway,"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]",GOTERM_BP_DIRECT,3,10.344827586206897,0.03482481108335422,"FGF10,FGF7,SHISA2",29,3,3,26.620689655172413,0.03482481108335422
CORUM:3170~Daxx-Axin-p53 complex,Daxx-Axin-p53 complex,Daxx-Axin-p53 complex,CORUM_COMPLEX,1,3.4482758620689653,0.04293116210214709,TP53,29,1,1,26.620689655172413,0.04293116210214709
