Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP4803~Ciliopathies,Ciliopathies,Ciliopathies,WIKIPATHWAYS,2,100.0,0.0007392324079487641,"ODAD1,SDCCAG8",2,2,11,70.18181818181819,0.0007392324079487641
WP:WP4950~16p11 2 distal deletion syndrome,16p11 2 distal deletion syndrome,16p11 2 distal deletion syndrome,WIKIPATHWAYS,1,50.0,0.010355974005900492,SDCCAG8,2,1,2,193.0,0.010355974005900492
REAC:R-HSA-380284~Loss of proteins required for interphase microtubule organization from the centrosome,Loss of proteins required for interphase microtubule organization from the centrosome,Loss of proteins required for interphase microtubule organization from the centrosome,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
REAC:R-HSA-380259~Loss of Nlp from mitotic centrosomes,Loss of Nlp from mitotic centrosomes,Loss of Nlp from mitotic centrosomes,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
REAC:R-HSA-380270~Recruitment of mitotic centrosome proteins and complexes,Recruitment of mitotic centrosome proteins and complexes,Recruitment of mitotic centrosome proteins and complexes,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
REAC:R-HSA-2565942~Regulation of PLK1 Activity at G2/M Transition,Regulation of PLK1 Activity at G2/M Transition,Regulation of PLK1 Activity at G2/M Transition,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
REAC:R-HSA-380287~Centrosome maturation,Centrosome maturation,Centrosome maturation,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
REAC:R-HSA-380320~Recruitment of NuMA to mitotic centrosomes,Recruitment of NuMA to mitotic centrosomes,Recruitment of NuMA to mitotic centrosomes,REACTOME_PATHWAY,1,50.0,0.014670963175025696,SDCCAG8,2,1,2,193.0,0.014670963175025696
WP:WP5234~Bardet Biedl syndrome,Bardet Biedl syndrome,Bardet Biedl syndrome,WIKIPATHWAYS,1,50.0,0.01722635520341213,SDCCAG8,2,1,5,77.2,0.01722635520341213
GO:0000226~microtubule cytoskeleton organization,microtubule cytoskeleton organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,22,35.09090909090909,0.018037270753949827
GO:0030031~cell projection assembly,cell projection assembly,"""Formation of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, PMID:18391171]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,32,24.125,0.018037270753949827
GO:0044782~cilium organization,cilium organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,24,32.166666666666664,0.018037270753949827
GO:0007017~microtubule-based process,microtubule-based process,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,33,23.393939393939394,0.018037270753949827
GO:0120031~plasma membrane bounded cell projection assembly,plasma membrane bounded cell projection assembly,"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,29,26.620689655172413,0.018037270753949827
GO:0060271~cilium assembly,cilium assembly,"""The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:BHF, GOC:cilia, GOC:dph, GOC:kmv, GOC:pr, GOC:vw, ISBN:0198506732, PMID:13978319, PMID:27350441]",GOTERM_BP_DIRECT,2,100.0,0.018037270753949827,"ODAD1,SDCCAG8",2,2,23,33.56521739130435,0.018037270753949827
REAC:R-HSA-8854518~AURKA Activation by TPX2,AURKA Activation by TPX2,AURKA Activation by TPX2,REACTOME_PATHWAY,1,50.0,0.018850426402693698,SDCCAG8,2,1,3,128.66666666666666,0.018850426402693698
REAC:R-HSA-5620912~Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,Anchoring of the basal body to the plasma membrane,REACTOME_PATHWAY,1,50.0,0.02197788351041388,SDCCAG8,2,1,4,96.5,0.02197788351041388
REAC:R-HSA-68877~Mitotic Prometaphase,Mitotic Prometaphase,Mitotic Prometaphase,REACTOME_PATHWAY,1,50.0,0.02440400320483385,SDCCAG8,2,1,5,77.2,0.02440400320483385
GO:0120228~outer dynein arm docking complex,outer dynein arm docking complex,"""A complex which stabilizes the binding of and correctly positions the outer dynein arm complex along an A-tubule of the flagellar axoneme outer doublet microtubules."" [GOC:krc, PMID:15064350, PMID:24067530, PMID:25192045, PMID:27486780, PMID:8045937]",GOTERM_CC_DIRECT,1,50.0,0.024611398963730657,ODAD1,2,1,1,386.0,0.024611398963730657
GO:0005858~axonemal dynein complex,axonemal dynein complex,"""A dynein complex found in eukaryotic cilia and flagella; the motor domain heads interact with adjacent microtubules to generate a sliding force which is converted to a bending motion."" [GOC:cilia, GOC:hla, GOC:krc, ISBN:0815316194]",GOTERM_CC_DIRECT,1,50.0,0.024611398963730657,ODAD1,2,1,1,386.0,0.024611398963730657
GO:0005929~cilium,cilium,"""A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."" [GOC:cilia, GOC:curators, GOC:kmv, GOC:vw, ISBN:0198547684, PMID:16824949, PMID:17009929, PMID:20144998]",GOTERM_CC_DIRECT,2,100.0,0.024611398963730657,"ODAD1,SDCCAG8",2,2,38,20.31578947368421,0.024611398963730657
GO:0036157~outer dynein arm,outer dynein arm,"""Outer arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. Outer dynein arms contain 2-3 heavy chains, two or more intermediate chains and a cluster of 4-8 light chains. Inner and outer dynein arms have different functions in the generation of microtubule-based motility."" [GOC:BHF, GOC:vk, PMID:2557057, PMID:6218174]",GOTERM_CC_DIRECT,1,50.0,0.024611398963730657,ODAD1,2,1,1,386.0,0.024611398963730657
HP:0012384~Rhinitis,Rhinitis,Inflammation of the nasal mucosa with nasal congestion.,HUMAN_PHENOTYPE_ONTOLOGY,2,100.0,0.024646680510473605,"ODAD1,SDCCAG8",2,2,6,128.66666666666666,0.024646680510473605
GO:0070925~organelle assembly,organelle assembly,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.02521118525836169,"ODAD1,SDCCAG8",2,2,42,18.38095238095238,0.02521118525836169
