Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP5506~Disorders of NAD metabolism,Disorders of NAD metabolism,Disorders of NAD metabolism,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP4962~Airway smooth muscle cell contraction,Airway smooth muscle cell contraction,Airway smooth muscle cell contraction,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP3679~Cell type dependent selectivity of CCK2R signaling,Cell type dependent selectivity of CCK2R signaling,Cell type dependent selectivity of CCK2R signaling,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP3645~NAD biosynthetic pathways,NAD biosynthetic pathways,NAD biosynthetic pathways,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP3644~NAD metabolism,NAD metabolism,NAD metabolism,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP2889~Oxytocin signaling,Oxytocin signaling,Oxytocin signaling,WIKIPATHWAYS,1,50.0,0.005181347150259086,CD38,2,1,1,386.0,0.005181347150259086
WP:WP5417~Cell lineage map for neuronal differentiation,Cell lineage map for neuronal differentiation,Cell lineage map for neuronal differentiation,WIKIPATHWAYS,1,50.0,0.008876549147914707,PECAM1,2,1,2,193.0,0.008876549147914707
KEGG:05144~Malaria,Malaria,Malaria,KEGG_PATHWAY,1,50.0,0.0168284577595883,PECAM1,2,1,2,193.0,0.0168284577595883
KEGG:04640~Hematopoietic cell lineage,Hematopoietic cell lineage,Hematopoietic cell lineage,KEGG_PATHWAY,1,50.0,0.0168284577595883,CD38,2,1,2,193.0,0.0168284577595883
KEGG:00760~Nicotinate and nicotinamide metabolism,Nicotinate and nicotinamide metabolism,Nicotinate and nicotinamide metabolism,KEGG_PATHWAY,1,50.0,0.0168284577595883,CD38,2,1,2,193.0,0.0168284577595883
KEGG:04970~Salivary secretion,Salivary secretion,Salivary secretion,KEGG_PATHWAY,1,50.0,0.0168284577595883,CD38,2,1,2,193.0,0.0168284577595883
WP:WP5300~TROP2 regulatory signaling,TROP2 regulatory signaling,TROP2 regulatory signaling,WIKIPATHWAYS,1,50.0,0.01722635520341213,PECAM1,2,1,5,77.2,0.01722635520341213
WP:WP5236~Markers of kidney cell lineage,Markers of kidney cell lineage,Markers of kidney cell lineage,WIKIPATHWAYS,1,50.0,0.01722635520341213,PECAM1,2,1,5,77.2,0.01722635520341213
GO:0003953~NAD+ nucleosidase activity,NAD+ nucleosidase activity,"""Catalysis of the reaction: NAD+ + H2O = ADP-D-ribose + nicotinamide + H+."" [PMID:11866528, PMID:7805847, RHEA:16301]",GOTERM_MF_DIRECT,1,50.0,0.023300941513276108,CD38,2,1,2,193.0,0.023300941513276108
"GO:0016799~hydrolase activity, hydrolyzing N-glycosyl compounds","hydrolase activity, hydrolyzing N-glycosyl compounds","""Catalysis of the hydrolysis of any N-glycosyl bond."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.023300941513276108,CD38,2,1,2,193.0,0.023300941513276108
"GO:0061809~NAD+ nucleosidase activity, cyclic ADP-ribose generating","NAD+ nucleosidase activity, cyclic ADP-ribose generating","""Catalysis of the reaction: NAD+ + H2O = ADP-D-ribose + nicotinamide + H+, in a two step reaction: first an ADP-ribosyl cyclase reaction to synthesise cyclic ADP-ribose, followed by a cyclic ADP-ribose hydrolase reaction to generate (linear) ADP-ribose."" [EC:3.2.2.6, PMID:11866528]",GOTERM_MF_DIRECT,1,50.0,0.023300941513276108,CD38,2,1,2,193.0,0.023300941513276108
GO:0016849~phosphorus-oxygen lyase activity,phosphorus-oxygen lyase activity,"""Catalysis of the cleavage of a phosphorus-oxygen bond by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.023300941513276108,CD38,2,1,1,386.0,0.023300941513276108
WP:WP5144~NRP1 triggered signaling in pancreatic cancer ,NRP1 triggered signaling in pancreatic cancer ,NRP1 triggered signaling in pancreatic cancer ,WIKIPATHWAYS,1,50.0,0.025303742043324116,PECAM1,2,1,9,42.88888888888889,0.025303742043324116
WP:WP5055~Burn wound healing,Burn wound healing,Burn wound healing,WIKIPATHWAYS,1,50.0,0.025303742043324116,PECAM1,2,1,9,42.88888888888889,0.025303742043324116
KEGG:04514~Cell adhesion molecules,Cell adhesion molecules,Cell adhesion molecules,KEGG_PATHWAY,1,50.0,0.026890586883329924,PECAM1,2,1,4,96.5,0.026890586883329924
KEGG:04670~Leukocyte transendothelial migration,Leukocyte transendothelial migration,Leukocyte transendothelial migration,KEGG_PATHWAY,1,50.0,0.02877390144783968,PECAM1,2,1,6,64.33333333333333,0.02877390144783968
KEGG:04972~Pancreatic secretion,Pancreatic secretion,Pancreatic secretion,KEGG_PATHWAY,1,50.0,0.02877390144783968,CD38,2,1,6,64.33333333333333,0.02877390144783968
KEGG:04148~Efferocytosis,Efferocytosis,Efferocytosis,KEGG_PATHWAY,1,50.0,0.02935424689018422,PECAM1,2,1,7,55.142857142857146,0.02935424689018422
"GO:0016798~hydrolase activity, acting on glycosyl bonds","hydrolase activity, acting on glycosyl bonds","""Catalysis of the hydrolysis of any glycosyl bond."" [GOC:jl]",GOTERM_MF_DIRECT,1,50.0,0.031057841575774663,CD38,2,1,4,96.5,0.031057841575774663
GO:0042802~identical protein binding,identical protein binding,"""Binding to an identical protein or proteins."" [GOC:jl]",GOTERM_MF_DIRECT,2,100.0,0.031057841575774663,"PECAM1,CD38",2,2,79,9.772151898734178,0.031057841575774663
REAC:R-HSA-76005~Response to elevated platelet cytosolic Ca2+,Response to elevated platelet cytosolic Ca2+,Response to elevated platelet cytosolic Ca2+,REACTOME_PATHWAY,1,50.0,0.03723312029999528,PECAM1,2,1,4,96.5,0.03723312029999528
REAC:R-HSA-432142~Platelet sensitization by LDL,Platelet sensitization by LDL,Platelet sensitization by LDL,REACTOME_PATHWAY,1,50.0,0.03723312029999528,PECAM1,2,1,3,128.66666666666666,0.03723312029999528
REAC:R-HSA-210990~PECAM1 interactions,PECAM1 interactions,PECAM1 interactions,REACTOME_PATHWAY,1,50.0,0.03723312029999528,PECAM1,2,1,1,386.0,0.03723312029999528
REAC:R-HSA-196807~Nicotinate metabolism,Nicotinate metabolism,Nicotinate metabolism,REACTOME_PATHWAY,1,50.0,0.03723312029999528,CD38,2,1,2,193.0,0.03723312029999528
REAC:R-HSA-114608~Platelet degranulation ,Platelet degranulation ,Platelet degranulation ,REACTOME_PATHWAY,1,50.0,0.03723312029999528,PECAM1,2,1,4,96.5,0.03723312029999528
REAC:R-HSA-418346~Platelet homeostasis,Platelet homeostasis,Platelet homeostasis,REACTOME_PATHWAY,1,50.0,0.03984078662008571,PECAM1,2,1,6,64.33333333333333,0.03984078662008571
REAC:R-HSA-196849~Metabolism of water-soluble vitamins and cofactors,Metabolism of water-soluble vitamins and cofactors,Metabolism of water-soluble vitamins and cofactors,REACTOME_PATHWAY,1,50.0,0.03984078662008571,CD38,2,1,6,64.33333333333333,0.03984078662008571
GO:0016829~lyase activity,lyase activity,"""Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring."" [EC:4.-.-.-]",GOTERM_MF_DIRECT,1,50.0,0.03984078662008571,CD38,2,1,6,64.33333333333333,0.03984078662008571
KEGG:05418~Fluid shear stress and atherosclerosis,Fluid shear stress and atherosclerosis,Fluid shear stress and atherosclerosis,KEGG_PATHWAY,1,50.0,0.040126207132920984,PECAM1,2,1,12,32.166666666666664,0.040126207132920984
KEGG:04921~Oxytocin signaling pathway,Oxytocin signaling pathway,Oxytocin signaling pathway,KEGG_PATHWAY,1,50.0,0.040126207132920984,CD38,2,1,11,35.09090909090909,0.040126207132920984
GO:0065010~extracellular membrane-bounded organelle,extracellular membrane-bounded organelle,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",GOTERM_CC_DIRECT,2,100.0,0.04200856165534298,"PECAM1,CD38",2,2,57,13.543859649122806,0.04200856165534298
GO:0009986~cell surface,cell surface,"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]",GOTERM_CC_DIRECT,2,100.0,0.04200856165534298,"PECAM1,CD38",2,2,30,25.733333333333334,0.04200856165534298
GO:0031092~platelet alpha granule membrane,platelet alpha granule membrane,"""The lipid bilayer surrounding the platelet alpha granule."" [GOC:mah, PMID:8467233]",GOTERM_CC_DIRECT,1,50.0,0.04200856165534298,PECAM1,2,1,2,193.0,0.04200856165534298
GO:0043230~extracellular organelle,extracellular organelle,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",GOTERM_CC_DIRECT,2,100.0,0.04200856165534298,"PECAM1,CD38",2,2,57,13.543859649122806,0.04200856165534298
GO:1903561~extracellular vesicle,extracellular vesicle,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",GOTERM_CC_DIRECT,2,100.0,0.04200856165534298,"PECAM1,CD38",2,2,57,13.543859649122806,0.04200856165534298
GO:0070062~extracellular exosome,extracellular exosome,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",GOTERM_CC_DIRECT,2,100.0,0.04200856165534298,"PECAM1,CD38",2,2,57,13.543859649122806,0.04200856165534298
KEGG:04020~Calcium signaling pathway,Calcium signaling pathway,Calcium signaling pathway,KEGG_PATHWAY,1,50.0,0.04250250330974487,CD38,2,1,14,27.571428571428573,0.04250250330974487
