Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
REAC:R-HSA-6790901~rRNA modification in the nucleus and cytosol,rRNA modification in the nucleus and cytosol,rRNA modification in the nucleus and cytosol,REACTOME_PATHWAY,1,50.0,0.012936567139103516,TSR3,2,1,1,386.0,0.012936567139103516
REAC:R-HSA-72312~rRNA processing,rRNA processing,rRNA processing,REACTOME_PATHWAY,1,50.0,0.012936567139103516,TSR3,2,1,3,128.66666666666666,0.012936567139103516
REAC:R-HSA-8868773~rRNA processing in the nucleus and cytosol,rRNA processing in the nucleus and cytosol,rRNA processing in the nucleus and cytosol,REACTOME_PATHWAY,1,50.0,0.012936567139103516,TSR3,2,1,3,128.66666666666666,0.012936567139103516
GO:0106388~rRNA small subunit aminocarboxypropyltransferase activity,rRNA small subunit aminocarboxypropyltransferase activity,"""Catalysis of the reaction: N1-methylpseudouridine in small subunit rRNA + S-adenosyl-L-methionine = H+ + N1-methyl-N3-[(3S)-3-amino-3-carboxypropyl]pseudouridine in small subunit rRNA + S-methyl-5'-thioadenosine."" [PMID:27084949, RHEA:63296]",GOTERM_MF_DIRECT,1,50.0,0.023316062176165886,TSR3,2,1,1,386.0,0.023316062176165886
"GO:0140102~catalytic activity, acting on a rRNA","catalytic activity, acting on a rRNA","""Catalytic activity that acts to modify a ribosomal RNA."" [GOC:molecular_function_refactoring, GOC:pdt]",GOTERM_MF_DIRECT,1,50.0,0.023316062176165886,TSR3,2,1,1,386.0,0.023316062176165886
MIRNA:hsa-mir-106b-3p~hsa-mir-106b-3p,hsa-mir-106b-3p,hsa-mir-106b-3p,MIRNA_TARGETS,1,50.0,0.031027600249996068,PRICKLE3,2,1,4,96.5,0.031027600249996068
GO:1904047~S-adenosyl-L-methionine binding,S-adenosyl-L-methionine binding,"""Binding to S-adenosyl-L-methionine."" [GO_REF:0000067, GOC:BHF, GOC:hal, GOC:TermGenie, PMID:22985361]",GOTERM_MF_DIRECT,1,50.0,0.031067922017701477,TSR3,2,1,2,193.0,0.031067922017701477
HP:0001112~Leber optic atrophy,Leber optic atrophy,Degeneration of retinal ganglion cells and their axons.,HUMAN_PHENOTYPE_ONTOLOGY,1,50.0,0.03367875647668406,PRICKLE3,2,1,1,386.0,0.03367875647668406
"GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups","transferase activity, transferring alkyl or aryl (other than methyl) groups","""Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor)."" [EC:2.5.1.-]",GOTERM_MF_DIRECT,1,50.0,0.034928731275579494,TSR3,2,1,3,128.66666666666666,0.034928731275579494
GO:0000154~rRNA modification,rRNA modification,"""The covalent alteration of one or more nucleotides within an rRNA molecule to produce an rRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]",GOTERM_BP_DIRECT,1,50.0,0.04812402975746508,TSR3,2,1,2,193.0,0.04812402975746508
GO:0000455~enzyme-directed rRNA pseudouridine synthesis,enzyme-directed rRNA pseudouridine synthesis,"""The intramolecular conversion of uridine to pseudouridine during ribosome biogenesis where the enzyme specifies the site that becomes pseudouridylated without using a guide RNA."" [GOC:curators, ISBN:1555811337]",GOTERM_BP_DIRECT,1,50.0,0.04812402975746508,TSR3,2,1,2,193.0,0.04812402975746508
GO:0001522~pseudouridine synthesis,pseudouridine synthesis,"""The intramolecular conversion of uridine to pseudouridine within an RNA molecule."" [GOC:hjd, GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.04812402975746508,TSR3,2,1,3,128.66666666666666,0.04812402975746508
GO:0030490~maturation of SSU-rRNA,maturation of SSU-rRNA,"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule."" [GOC:curators]",GOTERM_BP_DIRECT,1,50.0,0.04812402975746508,TSR3,2,1,3,128.66666666666666,0.04812402975746508
GO:0031118~rRNA pseudouridine synthesis,rRNA pseudouridine synthesis,"""The intramolecular conversion of uridine to pseudouridine in an rRNA molecule."" [GOC:mah]",GOTERM_BP_DIRECT,1,50.0,0.04812402975746508,TSR3,2,1,2,193.0,0.04812402975746508
