Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:2204~MCM8-ORC2-CDC6 complex,MCM8-ORC2-CDC6 complex,MCM8-ORC2-CDC6 complex,CORUM_COMPLEX,1,25.0,0.010362694300518172,MCM8,4,1,1,193.0,0.010362694300518172
GO:0042555~MCM complex,MCM complex,"""A hexameric protein complex required for the initiation and regulation of DNA replication."" [GOC:jl, PMID:11282021]",GOTERM_CC_DIRECT,1,25.0,0.042487046632124506,MCM8,4,1,1,193.0,0.042487046632124506
GO:0005694~chromosome,chromosome,"""A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."" [ISBN:0198547684]",GOTERM_CC_DIRECT,3,75.0,0.042487046632124506,"NFKB1,IRX2,MCM8",4,3,72,8.041666666666666,0.042487046632124506
GO:0033256~I-kappaB/NF-kappaB complex,I-kappaB/NF-kappaB complex,"""A protein complex containing an inhibitory-kappaB (I-kappaB/IKB) protein and one or more copies of an NF-kappaB protein. In the resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm."" [GOC:bf, GOC:mah, PMID:9407099]",GOTERM_CC_DIRECT,1,25.0,0.042487046632124506,NFKB1,4,1,1,193.0,0.042487046632124506
GO:0035580~specific granule lumen,specific granule lumen,"""The volume enclosed by the membrane of a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:bf, PMID:7334549]",GOTERM_CC_DIRECT,1,25.0,0.042487046632124506,NFKB1,4,1,1,193.0,0.042487046632124506
GO:0097362~MCM8-MCM9 complex,MCM8-MCM9 complex,"""A hexameric protein complex composed of MCM8 and MCM9 and involved in homologous recombination repair following DNA interstrand cross-links."" [GOC:sp, PMID:22771115, PMID:22771120]",GOTERM_CC_DIRECT,1,25.0,0.042487046632124506,MCM8,4,1,1,193.0,0.042487046632124506
WP:WP3941~Oxidative damage response,Oxidative damage response,Oxidative damage response,WIKIPATHWAYS,1,25.0,0.04407101992787002,NFKB1,4,1,4,48.25,0.04407101992787002
WP:WP4961~STING pathway in Kawasaki like disease and COVID 19,STING pathway in Kawasaki like disease and COVID 19,STING pathway in Kawasaki like disease and COVID 19,WIKIPATHWAYS,1,25.0,0.04407101992787002,NFKB1,4,1,2,96.5,0.04407101992787002
WP:WP3890~Nanomaterial induced inflammasome activation,Nanomaterial induced inflammasome activation,Nanomaterial induced inflammasome activation,WIKIPATHWAYS,1,25.0,0.04407101992787002,NFKB1,4,1,1,193.0,0.04407101992787002
WP:WP4969~RAS and bradykinin pathways in COVID 19,RAS and bradykinin pathways in COVID 19,RAS and bradykinin pathways in COVID 19,WIKIPATHWAYS,1,25.0,0.04407101992787002,NFKB1,4,1,4,48.25,0.04407101992787002
