Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
CORUM:430~18S U11/U12 snRNP,18S U11/U12 snRNP,18S U11/U12 snRNP,CORUM_COMPLEX,2,100.0,1.0080441926574059e-05,"SNRNP48,ZRSR2",2,2,2,386.0,1.0080441926574059e-05
REAC:R-HSA-72165~mRNA Splicing - Minor Pathway,mRNA Splicing - Minor Pathway,mRNA Splicing - Minor Pathway,REACTOME_PATHWAY,2,100.0,1.6800736544290096e-05,"SNRNP48,ZRSR2",2,2,2,386.0,1.6800736544290096e-05
GO:0005689~U12-type spliceosomal complex,U12-type spliceosomal complex,"""Any spliceosomal complex that forms during the splicing of a messenger RNA primary transcript to excise an intron; the series of U12-type spliceosomal complexes is involved in the splicing of the majority of introns that contain atypical AT-AC terminal dinucleotides, as well as other non-canonical introns. The entire splice site signal, not just the terminal dinucleotides, is involved in determining which spliceosome utilizes the site."" [GOC:krc, GOC:mah, PMID:11574683, PMID:11971955]",GOTERM_CC_DIRECT,2,100.0,7.056309348601841e-05,"SNRNP48,ZRSR2",2,2,2,386.0,7.056309348601841e-05
REAC:R-HSA-72172~mRNA Splicing,mRNA Splicing,mRNA Splicing,REACTOME_PATHWAY,2,100.0,0.00023521031162006132,"SNRNP48,ZRSR2",2,2,8,96.5,0.00023521031162006132
REAC:R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA,Processing of Capped Intron-Containing Pre-mRNA,Processing of Capped Intron-Containing Pre-mRNA,REACTOME_PATHWAY,2,100.0,0.0002520110481643514,"SNRNP48,ZRSR2",2,2,10,77.2,0.0002520110481643514
REAC:R-HSA-8953854~Metabolism of RNA,Metabolism of RNA,Metabolism of RNA,REACTOME_PATHWAY,2,100.0,0.0012600552408217566,"SNRNP48,ZRSR2",2,2,25,30.880000000000003,0.0012600552408217566
GO:0005681~spliceosomal complex,spliceosomal complex,"""Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."" [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]",GOTERM_CC_DIRECT,2,100.0,0.0012701356827483309,"SNRNP48,ZRSR2",2,2,9,85.77777777777779,0.0012701356827483309
CORUM:1068~12S U11 snRNP,12S U11 snRNP,12S U11 snRNP,CORUM_COMPLEX,1,50.0,0.0038860103626943143,SNRNP48,2,1,1,386.0,0.0038860103626943143
GO:1990904~ribonucleoprotein complex,ribonucleoprotein complex,"""A macromolecular complex that contains both RNA and protein molecules."" [GOC:krc, GOC:vesicles]",GOTERM_CC_DIRECT,2,100.0,0.004022096328703047,"SNRNP48,ZRSR2",2,2,19,40.63157894736842,0.004022096328703047
GO:0008380~RNA splicing,RNA splicing,"""The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."" [GOC:krc, GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.008906070442128175,"SNRNP48,ZRSR2",2,2,17,45.411764705882355,0.008906070442128175
GO:0006397~mRNA processing,mRNA processing,"""Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide."" [GOC:mah]",GOTERM_BP_DIRECT,2,100.0,0.008906070442128175,"SNRNP48,ZRSR2",2,2,19,40.63157894736842,0.008906070442128175
GO:0016071~mRNA metabolic process,mRNA metabolic process,"""The chemical reactions and pathways involving mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]",GOTERM_BP_DIRECT,2,100.0,0.01128449471224819,"SNRNP48,ZRSR2",2,2,26,29.69230769230769,0.01128449471224819
GO:0140513~nuclear protein-containing complex,nuclear protein-containing complex,"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]",GOTERM_CC_DIRECT,2,100.0,0.011572347331707008,"SNRNP48,ZRSR2",2,2,41,18.829268292682926,0.011572347331707008
GO:0089701~U2AF complex,U2AF complex,"""A heterodimeric protein complex consisting of conserved large and small U2AF subunits that contributes to spliceosomal RNA splicing by binding to consensus sequences at the 3' splice site. U2AF is required to stabilize the association of the U2 snRNP with the branch point."" [GOC:dos, GOC:mah, PMID:15231733, PMID:1538748, PMID:2963698, PMID:8657565]",GOTERM_CC_DIRECT,1,50.0,0.011572347331707008,ZRSR2,2,1,1,386.0,0.011572347331707008
CORUM:0000000~CORUM root,CORUM root,CORUM root,CORUM_COMPLEX,2,100.0,0.012862643898308488,"SNRNP48,ZRSR2",2,2,88,8.772727272727273,0.012862643898308488
