Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP5171~Leukotriene metabolic pathway,Leukotriene metabolic pathway,Leukotriene metabolic pathway,WIKIPATHWAYS,1,50.0,0.006476683937823857,DPEP2,2,1,1,386.0,0.006476683937823857
WP:WP5395~Glycosaminoglycan synthesis in fibroblasts,Glycosaminoglycan synthesis in fibroblasts,Glycosaminoglycan synthesis in fibroblasts,WIKIPATHWAYS,1,50.0,0.006476683937823857,CHPF2,2,1,1,386.0,0.006476683937823857
KEGG:00532~Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,KEGG_PATHWAY,1,50.0,0.007772020725388629,CHPF2,2,1,1,386.0,0.007772020725388629
GO:1901749~leukotriene D4 catabolic process,leukotriene D4 catabolic process,"""The chemical reactions and pathways resulting in the breakdown of leukotriene D4."" [GOC:TermGenie, GOC:yaf]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:1901748~leukotriene D4 metabolic process,leukotriene D4 metabolic process,"""The chemical reactions and pathways involving leukotriene D4."" [GOC:TermGenie, GOC:yaf]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:1901569~fatty acid derivative catabolic process,fatty acid derivative catabolic process,"""The chemical reactions and pathways resulting in the breakdown of fatty acid derivative."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:1901523~icosanoid catabolic process,icosanoid catabolic process,"""The chemical reactions and pathways resulting in the breakdown of icosanoid."" [GOC:pr, GOC:TermGenie]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:0044273~sulfur compound catabolic process,sulfur compound catabolic process,"""The chemical reactions and pathways resulting in the breakdown of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:0036100~leukotriene catabolic process,leukotriene catabolic process,"""The chemical reactions and pathways resulting in the breakdown of a leukotriene, a pharmacologically active substance derived from a polyunsaturated fatty acid, such as arachidonic acid."" [GOC:yaf]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
GO:0006691~leukotriene metabolic process,leukotriene metabolic process,"""The chemical reactions and pathways involving leukotriene, a pharmacologically active substance derived from a polyunsaturated fatty acid, such as arachidonic acid."" [GOC:ma]",GOTERM_BP_DIRECT,1,50.0,0.010362694300518172,DPEP2,2,1,1,386.0,0.010362694300518172
