Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
WP:WP455~GPCRs class A rhodopsin like,GPCRs class A rhodopsin like,GPCRs class A rhodopsin like,WIKIPATHWAYS,6,12.76595744680851,0.005145060436589285,"CCKAR,OR2J1,CXCR1,NPBWR2,CXCR3,MCHR1",47,6,14,7.03951367781155,0.005145060436589285
WP:WP24~Peptide GPCRs,Peptide GPCRs,Peptide GPCRs,WIKIPATHWAYS,3,6.382978723404255,0.027224635428951125,"CCKAR,CXCR1,CXCR3",47,3,4,12.319148936170212,0.027224635428951125
REAC:R-HSA-373076~Class A/1 (Rhodopsin-like receptors),Class A/1 (Rhodopsin-like receptors),Class A/1 (Rhodopsin-like receptors),REACTOME_PATHWAY,6,12.76595744680851,0.029895074380272654,"CCKAR,LPAR2,CXCR1,NPBWR2,CXCR3,MCHR1",47,6,18,5.4751773049645385,0.029895074380272654
REAC:R-HSA-375276~Peptide ligand-binding receptors,Peptide ligand-binding receptors,Peptide ligand-binding receptors,REACTOME_PATHWAY,5,10.638297872340425,0.029895074380272654,"CCKAR,CXCR1,NPBWR2,CXCR3,MCHR1",47,5,11,7.46615087040619,0.029895074380272654
