Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
GO:0004032~aldose reductase (NADPH) activity,aldose reductase (NADPH) activity,"""Catalysis of the reaction: an alditol + NADP+ = an aldose + NADPH + H+."" [EC:1.1.1.21]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0008106~alcohol dehydrogenase (NADP+) activity,alcohol dehydrogenase (NADP+) activity,"""Catalysis of the reaction: an alcohol + NADP+ = an aldehyde or ketone + NADPH + H+."" [EC:1.1.1.2]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:1990042~glycerol dehydrogenase [NAD(P)+] activity,glycerol dehydrogenase [NAD(P)+] activity,"""Catalysis of an oxidation-reduction (redox) reaction in which glycerol is converted into glycerone and NAD+ or NADP is reduced."" [PMID:22979944]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0052650~all-trans-retinol dehydrogenase (NADP+) activity,all-trans-retinol dehydrogenase (NADP+) activity,"""Catalysis of the reaction: all-trans-retinol + NADP+ = all-trans-retinal + NADPH + H+."" [RHEA:25033]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0047956~glycerol dehydrogenase (NADP+) activity,glycerol dehydrogenase (NADP+) activity,"""Catalysis of the reaction: glycerol + NADP+ = D-glyceraldehyde + NADPH."" [RHEA:23592]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0036130~prostaglandin H2 endoperoxidase reductase activity,prostaglandin H2 endoperoxidase reductase activity,"""Catalysis of the reaction: prostaglandin H2 + NADPH + H+ -> prostaglandin F2alpha + NADP+. This reaction is the reduction of prostaglandin H2 ((5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate) to prostaglandin F2alpha ((5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate)."" [GOC:mw, KEGG_REACTION:R02264, PMID:10622721, PMID:14979715, PMID:16475787]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0043795~glyceraldehyde oxidoreductase activity,glyceraldehyde oxidoreductase activity,"""Catalysis of the reaction: A + D-glyceraldehyde + H2O = (R)-glycerate + AH2 + H+."" [PMID:10095793, RHEA:36047]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0047655~allyl-alcohol dehydrogenase activity,allyl-alcohol dehydrogenase activity,"""Catalysis of the reaction: allyl alcohol + NADP+ = acrolein + H+ + NADPH."" [EC:1.1.1.54, RHEA:12168]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
GO:0047939~L-glucuronate reductase activity,L-glucuronate reductase activity,"""Catalysis of the reaction: L-gulonate + NADP+ = D-glucuronate + H+ + NADPH."" [EC:1.1.1.19, RHEA:14909]",GOTERM_MF_DIRECT,1,50.0,0.006908462867012115,AKR1B1,2,1,1,386.0,0.006908462867012115
KEGG:00040~Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,Pentose and glucuronate interconversions,KEGG_PATHWAY,1,50.0,0.007249181804130344,AKR1B1,2,1,2,193.0,0.007249181804130344
