Term,description,description,Category,Count,%,PValue,Genes,List Total,Count,Pop Total,Fold Enrichment,FDR
HPA:0151343~Duodenum; glands of Brunner[High],Duodenum; glands of Brunner[High],Duodenum; glands of Brunner[High],HUMAN_PROTEIN_ATLAS,2,100.0,0.0036692808612729584,"PDX1,XRCC5",2,2,3,257.3333333333333,0.0036692808612729584
HPA:0150893~Duodenum; goblet cells[High],Duodenum; goblet cells[High],Duodenum; goblet cells[High],HUMAN_PROTEIN_ATLAS,2,100.0,0.004586601076591203,"PDX1,XRCC5",2,2,6,128.66666666666666,0.004586601076591203
HPA:0151303~Duodenum; enterocytes[High],Duodenum; enterocytes[High],Duodenum; enterocytes[High],HUMAN_PROTEIN_ATLAS,2,100.0,0.004586601076591203,"PDX1,XRCC5",2,2,6,128.66666666666666,0.004586601076591203
HPA:0150892~Duodenum; goblet cells[≥Medium],Duodenum; goblet cells[≥Medium],Duodenum; goblet cells[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.004586601076591203,"PDX1,XRCC5",2,2,6,128.66666666666666,0.004586601076591203
HPA:0151302~Duodenum; enterocytes[≥Medium],Duodenum; enterocytes[≥Medium],Duodenum; enterocytes[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.005503921291909433,"PDX1,XRCC5",2,2,9,85.77777777777779,0.005503921291909433
HPA:0151341~Duodenum; glands of Brunner[≥Low],Duodenum; glands of Brunner[≥Low],Duodenum; glands of Brunner[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.005503921291909433,"PDX1,XRCC5",2,2,9,85.77777777777779,0.005503921291909433
HPA:0151342~Duodenum; glands of Brunner[≥Medium],Duodenum; glands of Brunner[≥Medium],Duodenum; glands of Brunner[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.005503921291909433,"PDX1,XRCC5",2,2,8,96.5,0.005503921291909433
HPA:0150891~Duodenum; goblet cells[≥Low],Duodenum; goblet cells[≥Low],Duodenum; goblet cells[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.005503921291909433,"PDX1,XRCC5",2,2,8,96.5,0.005503921291909433
HPA:0131302~Colon; enterocytes[≥Medium],Colon; enterocytes[≥Medium],Colon; enterocytes[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.006115468102121594,"PDX1,XRCC5",2,2,11,70.18181818181819,0.006115468102121594
HPA:0481302~Small intestine; enterocytes[≥Medium],Small intestine; enterocytes[≥Medium],Small intestine; enterocytes[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.006115468102121594,"PDX1,XRCC5",2,2,11,70.18181818181819,0.006115468102121594
HPA:0401302~Rectum; enterocytes[≥Medium],Rectum; enterocytes[≥Medium],Rectum; enterocytes[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.006115468102121594,"PDX1,XRCC5",2,2,11,70.18181818181819,0.006115468102121594
HPA:0151301~Duodenum; enterocytes[≥Low],Duodenum; enterocytes[≥Low],Duodenum; enterocytes[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.006727014912333757,"PDX1,XRCC5",2,2,12,64.33333333333333,0.006727014912333757
HPA:0031302~Appendix; enterocytes[≥Medium],Appendix; enterocytes[≥Medium],Appendix; enterocytes[≥Medium],HUMAN_PROTEIN_ATLAS,2,100.0,0.007338561722545919,"PDX1,XRCC5",2,2,13,59.38461538461538,0.007338561722545919
HPA:0481301~Small intestine; enterocytes[≥Low],Small intestine; enterocytes[≥Low],Small intestine; enterocytes[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.007950108532758073,"PDX1,XRCC5",2,2,14,55.142857142857146,0.007950108532758073
HPA:0401301~Rectum; enterocytes[≥Low],Rectum; enterocytes[≥Low],Rectum; enterocytes[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.008561655342970228,"PDX1,XRCC5",2,2,15,51.46666666666667,0.008561655342970228
HPA:0031301~Appendix; enterocytes[≥Low],Appendix; enterocytes[≥Low],Appendix; enterocytes[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.009173202153182397,"PDX1,XRCC5",2,2,16,48.25,0.009173202153182397
HPA:0131301~Colon; enterocytes[≥Low],Colon; enterocytes[≥Low],Colon; enterocytes[≥Low],HUMAN_PROTEIN_ATLAS,2,100.0,0.009784748963394548,"PDX1,XRCC5",2,2,17,45.411764705882355,0.009784748963394548
WP:WP1584~Type II diabetes mellitus,Type II diabetes mellitus,Type II diabetes mellitus,WIKIPATHWAYS,1,50.0,0.01242716880708059,PDX1,2,1,2,193.0,0.01242716880708059
WP:WP5346~8p23 1 copy number variation syndrome,8p23 1 copy number variation syndrome,8p23 1 copy number variation syndrome,WIKIPATHWAYS,1,50.0,0.01242716880708059,PDX1,2,1,2,193.0,0.01242716880708059
WP:WP4147~PTF1A related regulatory pathway,PTF1A related regulatory pathway,PTF1A related regulatory pathway,WIKIPATHWAYS,1,50.0,0.01242716880708059,PDX1,2,1,2,193.0,0.01242716880708059
