uidA,uidB
P08123,Q6MZZ7
O14788,Q9NSK7
P06401,Q6NUN0
P12643,Q8N9F7
P10275,Q96JB1
P41180,Q96PX6
P04637,P20963
P01258,Q53H96
O15523,P04637
P25940,Q8WWG9
P07333,Q8IYP9
Q6ZRT6,Q9BQB4
O43184,P31749
P35354,Q6PDB4
O14788,Q9H0E3
P06401,P19397
O14657,P49841
P08123,Q9H6B4
P20908,Q86YJ7
P03372,Q8NBS9
P03372,Q9BYX7
Q8WWT9,Q9BQB4
P00918,P10275
O15235,P02751
P04198,Q9H0R4
P12524,Q8NFH3
P04004,Q01740
O75330,P02452
P12931,Q9UJ78
P01258,Q8TDN6
P49841,Q9H489
P25705,Q16539
O00626,P18075
P34972,Q8IUC2
P04629,P30279
P04198,Q5VYX0
P10415,Q96MM6
P02452,Q15369
P04198,Q96SW2
P12524,Q14558
P04198,Q9Y530
P03372,Q9P086
P41180,Q01668
P01106,Q96PV4
P04198,Q9Y5P4
P31749,Q9Y646
P43235,Q8WXF1
A2RRP1,P12524
O95789,P01258
P05412,Q969R2
P12643,Q15746
Q17RH7,Q9BQB4
O14788,O14948
P12931,Q05C16
O94915,P02818
P31749,Q13542
P06401,Q9Y5J9
O14788,Q8IWK6
O14788,Q8IV32
P03372,Q96N06
P04198,Q8TE67
O75496,P04004
P02461,Q14061
P28482,P42285
P12524,Q9H3K2
P29083,Q9UNN8
P34972,Q8IZA3
P06401,Q9HC23
P08123,Q75NE6
P12524,Q05048
P12524,Q9Y2M5
P12524,Q6UWW8
P20908,Q8TA86
P17612,Q9NQS7
P01258,Q86Y78
P12931,Q13573
P04629,Q9NWB6
P04629,Q6WQI6
P35916,P42574
P17252,Q9UNN8
P05997,Q8N328
P20908,Q15726
P43235,Q9H4A9
P01258,Q9NQ30
O14526,P01106
P04629,Q8N394
P49841,Q9BQ50
P04198,Q5THK1
P01258,Q9UBG7
O14788,Q8WWQ8
P12931,P20396
P17612,Q01995
P56559,Q04206
O95396,Q04206
P03372,P09234
P06401,P20848
P29474,Q86TU7
P04004,Q8TF62
P02818,Q0VDD8
P05997,Q9NS61
P35354,P47929
P42574,Q9BRK5
O75865,P02751
P10415,Q8WXC3
P01106,P0C7T8
P25940,Q6ZSV7
P01106,Q9H2K0
P10415,Q8TES7
P29474,Q5T0J3
P01106,P78395
P38398,Q9Y4K3
P12931,Q13445
P07333,Q9Y2S6
P01258,Q9BXS1
P05412,Q96PZ0
P17706,P49841
O95297,P05997
P02818,Q15418
P41180,Q5QJ38
P01106,P60604
P12524,Q96N95
P35354,Q6ZNJ1
O15204,P05997
P25940,Q96M96
A0A1B0GVG6,P43235
Q9UIG8,Q9UNN8
P04198,Q9BYQ6
P12524,P98179
O75478,P28482
P04637,P39086
Q969E8,Q9BQB4
P49675,Q04206
P03372,P11274
P19838,Q96GY0
P03372,Q99880
P01106,Q99704
P12643,Q9BWJ2
P23219,Q9NZM3
P29474,P32314
A0A087WVF3,P12524
P12643,Q9P031
O75907,P49841
O94874,P04198
P20908,Q9UQQ1
P05981,P43235
P34972,Q9NYJ7
P36551,P43235
P28482,Q92466
P10275,P14416
P01597,P34972
P10451,Q9P2W6
P04637,Q8N5P1
Q04206,Q9H2G9
P20908,P63241
P03372,Q9NYL5
P57789,Q16539
Q16644,Q9BQB4
Q06520,Q9UNN8
P02461,Q9NWM8
P03372,Q9Y6S9
P06401,Q9Y6Y1
P29474,Q969P6
O94929,P08123
P03372,Q86WG5
P41180,Q6ICB0
P41180,Q9BZL4
P05412,P11245
P29474,P58418
P21754,P49841
P05997,Q8NCT3
P10415,Q86TJ5
P22459,P31749
P05997,Q8NHP1
P18075,Q68CP4
P25940,Q5TAB7
P04004,Q15256
P16619,P34972
P01106,Q9UF47
P35354,Q14943
P02751,Q06481
P07333,Q9Y5L4
P04004,Q8J025
P10415,Q15637
P12524,Q15648
P28482,Q6UWX4
P23219,Q56UQ5
Q6PIJ6,Q9UNN8
P43235,P62491
P02818,Q6ZS10
P08123,P26951
P43235,Q6UWJ8
P02751,Q8WUU5
P23219,Q8NHK3
O00268,O14788
P04004,Q9P2P1
P02461,Q96NB1
A6NEK1,Q04206
O15063,P43235
A0A0A0MT87,P23219
A6NFQ2,P12643
O76096,P12643
P02751,Q9H7L2
P12931,Q96JN2
P04637,Q99878
P12524,Q9Y3Y2
P35354,Q6ZMV9
P34972,Q07890
O15054,Q9BQB4
P03372,Q14651
P12931,Q6EMB2
P42574,Q13642
Q16539,Q9HB20
P31749,Q9BQ52
P01106,Q9NWR8
P17612,Q8N841
B3EWF7,P49841
A8MWE9,P12643
B5MD39,P04004
P01106,Q8N309
P23219,Q8N4Q0
P01258,Q99967
O00501,P02461
P34972,P57075
P01258,Q92692
P05997,Q6UXH8
P10275,Q9H628
P31749,Q6NZY4
P18075,Q8NGR8
P49841,Q9H6U8
P09429,P23219
P04198,Q8NGL9
P02751,Q15848
P50552,Q9Y4K3
P12524,Q96QF0
O14718,P10415
P01106,Q9HCH0
P12931,Q96EE3
P22392,Q04206
P11387,P25940
P10275,P78426
P23219,P50135
P25940,Q9BWV7
P12931,P30305
P01258,Q9BUJ0
P07333,Q6IQ26
P02452,Q9H741
P25940,Q9NS56
Q8N5D0,Q9BQB4
P10275,Q8IZS8
P03372,P52597
Q96J92,Q9Y4K3
A0A0B4J1Z2,P49841
P31749,Q86Y30
O43837,P17612
P08123,Q86VD9
P10275,P52736
Q04206,Q9HBW0
P06401,Q9BZ98
A0A3B3IRV3,P02751
P06401,Q71F78
P28482,Q8IZF0
P08123,Q9BW11
P12643,Q13724
P12643,Q9NQ90
A2A3K4,P07333
P28482,Q5VZB9
P01258,P16083
P01106,P0DN87
P31415,P41180
P17612,Q7L4S7
P42574,Q9Y696
P02452,P81408
P40967,P42574
P01106,Q14129
O76099,P02461
P18075,Q9NWK9
A0A0B4J1X8,P08123
O95158,P04004
P12931,Q9NRE1
P23219,Q9P2H0
P05997,P06729
A6NFU0,P07333
P03372,Q8IVJ1
P06850,P31749
P10275,Q12851
E0CX11,P02818
O95297,P10451
P28482,Q96NJ1
P01258,Q9ULU4
P02751,P56537
O15204,P10451
Q6UY14,Q9BQB4
Q16539,Q969E8
O15442,P04629
P08123,Q96J92
P04637,Q96NI6
B6SEH9,P10275
P02748,Q16539
P04629,Q0D2H9
P10451,Q9BYG8
P43235,Q8N661
P04083,P25940
P0DMS8,P29474
P43235,Q8NHR7
P10415,Q8N9F8
A6NGB0,P41180
Q16539,Q96RS6
P01106,Q502W7
P43235,Q8NG85
P10451,Q01860
A6NIN4,O14788
P03897,P04198
P12643,P40967
P00742,P18075
P06401,Q8NAP3
P19838,Q9UBR5
P02461,Q9P0K7
O95047,P02452
P10275,P25092
P02461,P61371
Q9BQB4,Q9H239
P12643,Q96P31
P31749,Q9BYU5
P08123,Q58HT5
P18075,Q12770
Q9BQB4,Q9UI72
A6NP11,P04637
P19838,Q9Y5P3
P04004,Q0P651
P04198,Q96BW9
P04004,Q9H159
Q16539,Q5SWL8
P35354,Q8N7P7
P00734,Q04206
P01106,Q13362
P12524,P60602
P04004,P31276
P05997,P53634
B4DJY2,P41180
P17612,Q92626
P19838,Q9NW82
P07333,Q6YI46
P25940,P54707
P10275,Q86TB3
P05412,Q9NYT0
A0A0B4J2E0,Q9Y4K3
P25940,Q7Z7G0
A6NKX1,P18075
P10451,Q8NHQ8
A0A1B0GVX0,P05997
P41180,Q13907
P23219,Q5VTL8
Q6ZW13,Q9Y4K3
P35557,Q9BQB4
P31749,Q29983
P02461,Q96AD5
P00450,P01258
P34972,Q67FW5
P05412,P07996
P04629,Q86UW9
O14990,P31749
P19838,Q8IYS1
Q9H903,Q9UNN8
P05997,Q8WUW1
P02818,Q6ZTW0
P34972,P54278
P0CW21,P41180
P34972,Q14671
P41214,P42574
P02751,P51606
O14788,Q6NVV0
P0C7T4,P49841
P25940,Q5FWF4
A0A0A0MS05,P06401
P34972,Q96QE5
P06401,Q9HAT1
P02461,Q5T6M2
Q5VUG0,Q9Y4K3
P34972,Q09328
O14709,P19838
P42574,P48551
Q9UKS6,Q9Y4K3
O95772,P10275
O00507,P12643
P05997,Q8NEJ9
P10415,P62308
P41180,Q92610
P04629,Q12899
P03372,Q9BYT1
P12524,Q86Y22
P34972,Q92830
P34972,Q8TDU6
P17612,Q9BRK0
P18075,Q9UGK3
P05412,Q495C1
P02461,Q8N999
P17612,Q9Y5H9
O14788,Q8NFP0
P08123,Q96HH4
P02751,P47871
P10275,Q92918
P04629,P11844
P02461,P63119
P12643,P47211
P19838,Q9Y6Z4
P49841,Q8N6V9
P04004,P55157
Q7Z4T9,Q9Y4K3
O14921,P02751
P15498,P20908
P01258,Q8N0S6
P01854,P34972
P49841,Q96IR7
P19838,Q8IWV7
O14788,P26447
O14709,Q9BQB4
P12643,P60606
P08123,P0CW24
P19838,Q96E14
P05997,Q9Y5Y0
P01258,Q9H320
O75326,P10275
O60403,P05412
P10451,Q9Y466
P02452,Q96BT3
A0A5B7,P20908
P0DQD5,P41180
Q04206,Q9NSY0
P24462,P28482
A0A1B0GWB2,P12524
P23219,Q7Z6J0
P23219,Q8N4T0
P17612,P27635
O95072,P02818
P34972,Q9NWZ5
P29474,Q6ZQV5
O95391,P04637
P04637,Q8N543
O75593,Q9Y4K3
P12643,Q8NFJ6
O75309,Q04206
P02751,Q96HT8
O60928,P23219
P01258,Q15843
P03372,Q9BZE4
P04198,Q9Y2D9
P04004,Q9NQW6
P28482,P43699
P04629,Q8N9N8
O76071,P05412
P02461,Q9Y3F4
A9UHW6,P05412
P05412,P54849
P49841,Q96KK5
P12643,Q8IZS5
P43235,Q68DX3
P18075,Q14690
P04004,Q16099
P42574,Q9H209
Q5VWX1,Q9BQB4
P40763,P42574
P04004,P15822
P12931,Q6ZSJ9
P23219,Q8IZE3
P04637,Q9NX95
P02461,P10767
P21439,Q9UNN8
P02461,Q8NGE7
P10415,Q6PJG9
P02461,Q7Z6E9
P10415,Q8TEJ3
P12524,P16402
P42574,Q86YD1
H3BQJ8,P43235
Q13017,Q16539
P06401,P42766
P02818,P0CJ71
P12931,Q9UQ90
P12931,P48643
P04004,Q9BXA6
A0A1W2PPE2,P03372
P04004,Q8TBB5
P10275,Q96FZ2
O00462,P04637
P05412,Q4L235
P10415,Q14207
P12643,Q04741
P04004,Q9NQ11
P02461,Q12999
P20908,Q8NI51
P08123,Q765P7
P12524,Q96KJ9
P10451,P49366
P04629,Q8IYA8
P05997,Q9H8J5
P20671,Q9UNN8
P02452,P30990
P34972,P51854
P29474,Q96ND0
P28482,Q13443
A0A0B4J235,P06401
P02452,Q9GZK7
P34972,Q16048
P10275,P35453
P01258,Q96GG9
P01258,Q9NTG7
O14788,Q15047
P10275,Q96L73
P12643,Q07075
P08133,P41180
P08123,Q9NZJ0
P19838,Q9NRL2
A6NP11,P29474
P08123,Q8WX94
P41180,Q9Y6C5
P02818,P20671
P28482,Q8WWP7
O95562,P03372
P06401,P41247
P04629,Q14684
P10415,Q8IXA5
P06401,Q9BV79
P42574,Q66GS9
A8MV81,P10275
P29474,Q7Z6G3
P18075,P55196
Q16760,Q9UNN8
P17612,Q99640
Q16787,Q9BQB4
P18075,Q9UIV1
P49841,Q9BR09
P41180,Q8N4U5
P04198,Q9UL33
P02452,P49639
P12643,Q9BR46
P11684,P34972
P25940,P49335
P07333,P27918
P05412,Q9Y4R8
A0A1B0GTC6,P05997
P12931,Q8WW43
P02461,Q6ZTZ1
P25940,P41439
Q04206,Q52M58
P19838,Q6YN16
O14773,P08123
P04637,Q9NXT0
P02751,Q6UX07
P02452,Q86VF2
P49841,Q8N878
O14788,Q96N28
O15033,P05412
P51648,Q9UNN8
P02461,Q969W0
P28482,Q16878
Q9Y366,Q9Y4K3
P07333,Q719H9
P23526,P35354
P12931,Q9Y5G6
P06401,Q9H3P2
Q6FHJ7,Q9BQB4
A0A0C5B5G6,P02751
P04637,Q5TID7
P35354,Q7LBR1
P0DKX0,P42574
O43526,P06401
P0DJD3,P20908
P05412,Q9H2M3
P02818,Q8NI17
P02461,P09669
P08123,Q96JQ0
P05997,Q99758
P01258,Q8IZF7
O00451,P49841
P49841,Q15046
P12524,Q86T96
P23219,Q6P2I3
P12931,Q9NSI5
P07333,Q5VY43
P18075,Q6P5Z2
A0A1B0GWH4,P18075
P07333,Q9Y5U4
P23219,Q9Y2Y8
Q03426,Q9UNN8
P02818,Q71H61
Q8TEB1,Q9UNN8
P35354,Q9UNN5
P02452,Q9H6I2
P02461,Q8N319
P12643,Q86TY3
P01106,Q8NBJ7
P02461,Q7Z3Y9
P43235,Q8WVV9
P02751,Q9Y5L5
P06401,Q7KZ85
Q06203,Q16539
P05412,P55000
P10415,Q8NAP1
P20908,Q8WTX9
P25021,P29474
P13688,P17612
P08123,Q9NYH9
P28356,P42574
P19838,Q5VUB5
Q04206,Q9UKT4
P28482,Q969U6
P12524,P26998
P25940,Q8NA70
A0A1B0GX68,P42574
P08123,Q9UNS1
A0A0K0K1A3,P02452
Q04206,Q5VTM2
O14788,Q9BVG9
P35354,Q9H8Y8
O15264,Q9Y4K3
P10415,P62684
P02452,Q9UKC9
P12931,Q96HA9
A0A1B0GUC4,P25940
P04629,Q01804
O14788,Q8IZS7
Q6DKI2,Q9UNN8
O14788,O43364
O95711,P29474
P17612,Q9NZN8
P08123,Q96NZ1
P41180,Q5SRN2
P12931,Q6ZU35
A0A1B0GX56,P01258
P34972,Q96LJ7
P31749,Q86V42
P12931,Q5GAN6
P23219,Q8N8Q1
P08123,Q96LA9
Q16539,Q9NS87
P41180,Q8TDI8
P02818,Q9NXW9
P23219,Q9Y6M9
O60331,P12524
Q9H920,Q9Y4K3
P08123,Q9NU23
O60381,P20908
P20908,Q9HA65
Q04206,Q9UM63
P04629,Q8WXF0
P05412,P19544
P17612,Q86T26
P01258,Q8WXF5
P42574,P78424
P28482,P40426
O00462,P29474
O14788,Q8NGB4
P01258,Q9BVC4
P24390,P28482
Q96DZ1,Q9UNN8
O75762,P43235
P05412,Q96KF2
B1AKI9,P18075
P12524,Q9NPB8
P25940,Q8IVL1
P10275,Q9H5J0
Q9BQB4,Q9BY11
P43235,Q10713
P10275,Q6UX34
Q04206,Q9BY79
P31749,Q02556
E9PJI5,P05412
A0PJX8,P10415
P05412,Q8TD10
P01258,Q8N8Y2
P42574,Q9Y4E8
P19838,Q9H324
P05412,Q14679
Q16539,Q9BWD1
P05412,Q8N5W8
P41180,Q15052
P01106,P22897
P29474,P34995
A0A5F9ZHS7,P02452
P34972,P56279
P10415,Q9ULE4
P02452,P20933
P08572,P12643
O75915,P04629
P02818,Q9BQA5
O60635,P17612
P34972,P78426
P31749,Q8N126
P12643,Q5SWA1
P10275,Q8N9R6
P41180,Q13227
P42574,Q86VD9
Q86Y78,Q9UNN8
P20908,P61163
P35354,Q2QGD7
P02751,Q9BWG4
P02452,Q86XE3
P23219,P53602
P20908,Q9Y236
P09871,P12931
O43670,P17612
P02818,Q9BX84
P03372,Q9H7M9
P12931,Q86Y39
Q9UNN8,Q9Y2T4
P08123,P49682
P02461,P43026
P12643,Q9BTW9
P12931,P14061
P31749,Q3ZAQ7
A0A1B0GTC6,P10451
P12643,Q96R06
P25940,Q96QT6
P05412,Q96F85
O95490,P04004
A6NCW7,P05412
O00358,P02818
P02461,Q8TF74
P02461,P19827
P43235,Q9UQP3
P08637,P19838
O94919,P28482
P17025,P34972
O00750,P12931
P04629,Q8WWV6
P10415,Q99958
P05997,Q92838
P12931,Q8N3A8
P41180,P54132
P04629,Q08379
P01258,Q14C87
P02818,Q32NB8
P34972,Q07654
P18075,P49959
P17612,P82279
O95661,P10275
P02452,Q96LR5
A6NJZ3,P42574
P34972,Q12851
P12643,Q9NSB8
P10415,P20794
O95229,P25940
P04004,Q9P0V9
P25940,Q8NH21
P12643,Q9BYD1
P02452,Q86UX7
P01258,Q8IYM9
P02461,Q96L58
P19021,Q04206
P10275,Q5T7N3
P07333,P35212
P01814,P42574
P07333,Q6UX52
O75969,P12643
P07550,P49841
P07333,Q9Y4G6
P02751,Q9BZA5
A6NL08,Q9BQB4
Q04206,Q8TC29
P43235,Q9BRA0
P29474,Q9NUN5
P01106,Q9Y5L3
P29474,Q3MJ16
P01106,Q05329
P41180,Q9Y3A3
P12643,Q9ULX6
P04637,P12524
P12643,Q9Y5B9
P05997,Q96MY1
Q8NEV1,Q9BQB4
Q9UJ04,Q9UNN8
P04637,Q504T8
P41180,Q5SQI0
P05412,Q969U7
P06401,Q6IA17
P01106,Q496Y0
P05412,P07711
P18075,P43362
Q9BQB4,Q9BYD9
P12643,Q96CC6
P02751,Q9NTJ4
Q96HH6,Q9Y4K3
P31749,Q5JR12
P12524,Q9BYU1
P28482,P47804
P04198,Q9NYR9
P05997,P83111
P12524,Q5I0X4
P04198,Q8N8D1
O75027,P04198
P25940,Q15762
P02751,Q8WX77
Q16539,Q8IZJ6
P05412,Q99574
P10451,Q86V48
P41180,Q14532
P35354,Q8N157
P43235,Q14094
A0ZSE6,P34972
P04629,P25189
P02452,Q8TAX0
O15350,P10275
P12931,P23527
P18075,Q9BUY7
H3BSY2,P12524
P51160,Q9Y4K3
P04637,P78356
P10451,Q969Q1
P02452,Q9UM00
P02751,P0CJ89
P02751,P55087
O14788,Q86UW6
P53672,Q16539
P31749,Q96D05
P31749,Q9UJ04
P02452,Q5TH69
A0FGR8,P49841
P10415,P61978
O75344,P05997
P61567,Q9BQB4
P10275,Q8N0W3
P10451,Q96BQ5
P34972,P52747
P0CF75,P41180
P01106,Q9Y5J1
P04198,Q9NNX1
P29474,Q9BSD3
P49841,Q14152
P19838,Q3B820
P12931,Q9UKY7
P04198,Q9Y5J7
P49841,Q6PJI9
P04629,Q8TB52
P08123,Q53HI1
P29474,Q99884
P29474,Q92628
P05108,P23219
P06401,Q8IVF5
O75083,P10275
P02751,Q99592
P30825,P41180
P04198,Q8N386
P04629,Q9Y2H6
P07333,Q8N688
P02461,P27707
P05412,Q5T7R7
P85298,Q9UNN8
Q96KX2,Q9BQB4
P16144,P34972
A6NGU5,P04637
P20908,P59990
O76027,P01258
P01106,Q9H8X9
P00751,P18075
P00966,P04637
P23219,Q86YS7
A0A1B0GVH4,P34972
P05231,P28482
P06401,P25090
P02818,P32456
P12931,Q0VF49
P28482,Q9BV47
P28482,Q70YC4
P20908,Q96DT6
B4DXR9,P03372
Q04206,Q15427
P02818,P25800
P02751,Q14728
P34972,Q3KQZ1
P20908,Q8NGJ4
P28482,Q9BXI6
P49841,Q96LJ8
Q14406,Q9BQB4
O43497,P31749
Q04206,Q9HAW8
P00749,P35354
A6NCF6,P35354
P04629,Q14746
Q86Y34,Q9UNN8
P12643,Q7L2K0
P10451,Q9H4M3
Q16539,Q8TCT6
P01106,Q76N89
O00476,P07333
Q16539,Q96AA8
P03372,Q8WYQ5
P12524,Q8NEW0
A8MT19,P04629
P19838,Q9Y366
P02751,Q5VTH9
P28482,Q8NFZ4
P10415,Q7RTY8
P49841,Q8NHZ7
P12524,P49407
P02751,Q8WXJ9
P07333,Q6PK81
P10275,Q9UQB8
Q16539,Q9BX26
P40306,Q9Y4K3
P29474,Q60I27
O95685,P03372
Q8NE65,Q9UNN8
A8MVJ9,P04004
P31749,Q9H2E6
P02818,Q5T089
P43235,Q6IQ21
P10155,P42574
B1ANS9,P31749
P04198,Q5GH70
P12524,Q8NFU3
O14788,Q68DY1
P04637,Q9UBV7
P34972,Q9HBM0
P08123,P98161
O60729,P49841
P08123,Q92914
P02452,P05019
Q04206,Q8N5M9
P01258,P04090
P12524,Q14444
A0A0A0MT87,P25940
C0HLU2,P41180
P04629,P0CB38
O95025,P23219
P12931,Q15796
P02461,Q9NSA0
P07333,Q9Y662
P05997,Q9Y597
A0A0J9YY54,P03372
P29474,Q8NGT5
P31749,Q9UJ41
P23219,P51685
P02452,Q5JWF2
P01258,Q9BQB6
P35354,Q8NH57
A0A0A6YYJ7,P17612
P12643,Q8NBR6
P31749,P41250
P01106,P03915
P12931,Q5BKY9
P02461,Q70UQ0
P35354,P63136
P05997,Q96PJ5
P04004,Q9BZE0
P18075,Q15777
P02818,Q9NYN1
P23219,Q8NCS4
P06401,Q8N2I9
P01106,Q96S79
P42574,Q8WX94
P12931,Q2M2W7
P0DPB5,Q9BQB4
P49841,Q6P9H4
P19237,P34972
P02751,Q96LL3
P10415,Q8IZJ4
A8MV23,P49841
P17612,P31512
P08123,P27361
Q04206,Q9H147
P09429,P25940
P10275,Q9Y6Q6
Q16539,Q9BYP7
A3QJZ6,P10415
O14788,Q9BRX2
P10415,Q9NQ33
P12931,Q9NVJ2
P08123,P13056
P02818,Q969L2
P17612,Q9UGQ2
A0A0U1RQS6,P03372
P12931,Q96GD0
A0A0U1RRK4,P02452
P35354,Q9H0A8
P04629,Q9BZJ3
O14788,Q9BQ16
P25940,Q9NW07
A6NG13,P07333
P07333,Q14202
P41180,Q9UBY0
P31749,Q8WXD0
P02818,Q9ULS6
P42574,Q4VC44
P04004,P84550
P02818,Q13464
Q16539,Q5TA77
Q5TC04,Q9BQB4
Q9GZN0,Q9UNN8
P10275,P16219
P12524,Q69YG0
P12643,Q8N257
O43583,P35354
P41180,Q96LY2
Q93009,Q9BQB4
P04004,Q2NKX8
P04629,Q9P0V3
A8MQ27,P49841
O43247,P05412
Q8MH63,Q9BQB4
P12643,P17900
O75489,Q16539
O14788,Q9P0R6
P42574,P47972
P02751,P0C7U3
P20908,P49901
P19838,Q7Z5L2
O14776,P02818
P02461,Q8TAG6
P07333,Q9BUT9
P41180,Q08945
P16401,P35354
P02818,Q6IQ16
O75638,P03372
P12524,P21333
P11161,P42574
P43235,P61579
P42574,Q53R41
P42574,Q96JQ0
P35354,Q9GIP4
O14788,Q9NQ35
P06401,Q15406
Q8N8D7,Q9UNN8
P04733,P35354
O60524,P02751
P31749,Q14814
P18075,Q8NGA5
O14788,Q9H009
P01258,Q9Y490
P42574,Q9NQW1
P25940,Q6PK57
P04198,Q9BRS8
P41180,Q8NDV2
P04004,Q8WXQ3
P02818,Q9HBR0
O14788,P14384
P16499,Q16539
A0PJZ3,P04198
O14788,Q9BUA3
Q04206,Q9UMS0
P02452,Q9H1M4
P08123,Q9NWQ8
P01258,Q09666
Q13409,Q9UNN8
P10415,Q99502
P43235,Q13873
P23327,P34972
E9PB15,P10275
P04004,Q9Y2P0
P29474,Q96IX5
P43235,P51878
Q8IUC8,Q9UNN8
O95255,P41180
O14788,Q96AX2
O14788,Q96EL3
P34972,Q9UPC5
P29474,Q9UBB4
A4QPH2,Q16539
P05997,Q5VT33
P28482,Q86VG3
P41180,Q69YN4
Q3C1V8,Q9BQB4
P01106,Q8TC57
A0A1W2PR75,P18075
A6NHR8,P02751
P25940,Q13769
P01106,Q13875
P28482,Q8WU10
P02585,P34972
P02751,P57076
P01106,Q8WXE9
O43316,P20908
P07333,P21291
Q16539,Q9HBL6
P02461,Q9H0P7
P0C7X0,P42574
Q16539,Q5H9J7
P02461,Q6DKK2
P10451,Q13127
P04040,P35354
P0CG13,P35354
P02751,Q9Y6J9
P04629,Q9C0C7
Q16539,Q2VYF4
A6NKN8,P17612
P12643,P26641
P04637,Q1HG43
O75376,P19838
P20908,Q6UWL6
P25940,Q8N6N7
P01106,P79522
P25940,P80188
P31749,Q9ULW8
P10275,Q8WZA1
Q9BVH7,Q9UNN8
Q04206,Q969W3
P05412,Q96RN1
Q8NBL3,Q9Y4K3
P10109,P31749
P17612,Q9Y4W2
P41180,P59091
P23219,Q8NEX9
P43235,Q7L513
P23219,P61566
Q8TD17,Q9UNN8
P29474,Q86U70
P12643,Q9Y6E7
P02452,P62195
P08123,Q5XG87
P02461,P0CH98
P28482,P60002
O60762,Q9UNN8
P35354,Q12901
P05997,Q8N8Z3
P02818,P57721
P41180,Q9H344
P10451,Q9Y5I3
P25940,Q8WV44
P20908,Q96RP9
Q04206,Q9H3S5
P29474,Q7RTY9
P02452,Q96MM3
Q8WV74,Q9UNN8
O14788,O75628
P03372,P07858
Q9Y222,Q9Y4K3
Q16539,Q9NXW2
P34972,Q9H5J0
P08123,Q15464
P25940,Q6NT76
P01258,Q96S15
P08123,P22103
P19838,Q9BXT2
P10415,Q8N339
Q8N8I0,Q9Y4K3
P12643,P63104
P29474,Q63HM2
P18583,Q16539
P35354,Q9BTE7
Q16539,Q96ES7
P06401,Q9NV06
P02452,Q9P0J0
A0A1W2PQ64,P04637
P43235,Q92508
C9JLR9,P02751
O75127,P12931
O95948,P02452
P25940,Q3B7S5
P28482,Q6ZWI9
O15178,P12931
A1IGU5,P17612
P10415,Q8TDX5
P12524,Q8N456
P34972,Q96AP0
P04198,Q00872
P20908,Q5I0G3
P12931,Q06250
P35251,P42574
P34972,P51397
A6NNL0,P04629
P01258,Q9UNG2
P18075,Q9H8M9
P12524,Q8IZ16
P31749,P55011
O95831,P28482
P20908,Q9NUL7
P10275,Q969S0
P04004,Q8TCH9
P00395,P04637
P01258,Q86XX4
O60928,P25940
P10415,Q96GF1
P42574,P58401
P34972,Q9ULQ0
P05997,Q6ZSA8
P12643,Q6ZRY4
P17612,Q5VW38
P12524,Q96G28
Q16539,Q7Z6A9
O14944,P03372
P03372,Q5K4E3
P10451,Q9BVC3
P01106,P05089
P20908,Q99679
O43361,P43235
P19838,Q96K62
P04198,Q8NGY0
P04198,P0C672
P24530,P42574
P0C7P4,P12643
P0C6P0,P19838
P01258,Q8WXH0
A0A2R8Y2Y2,P19838
P17612,P63131
P10451,Q99584
P02724,Q16539
P02452,P78369
P23284,Q16539
P04004,Q8WXI2
P04731,P42574
P01106,Q9Y5F6
Q5KU26,Q9UNN8
Q7Z3B0,Q9Y4K3
P05997,P19419
P04637,Q96IJ6
P02751,Q9BQ65
P18075,Q96L14
P08123,P51864
Q16539,Q8NI29
P12643,P56182
P08123,Q9H5Z1
P05997,Q9Y6R7
Q9BQB4,Q9BXQ6
P43235,Q8NCC3
P12524,P17039
P10451,Q8NFP7
P12643,Q5TDP6
P0C6P0,Q9BQB4
P18075,Q6YHU6
Q16539,Q96JA1
P18075,Q9NYB5
O94819,P29474
P18075,Q86TE4
P29377,Q9Y4K3
P23219,P38936
Q04206,Q06413
A0A075B6S5,P18075
P02452,Q8NH51
P19827,Q9UNN8
P35523,Q9BQB4
P06401,Q9HAT0
P04198,P48553
P35354,Q96AB6
P49593,Q04206
P00505,P12643
P04004,Q5T3Y7
P05412,Q8NCL8
P01258,Q9UMQ3
A0A5B6,P07333
P18075,Q9Y4K1
P31749,Q7Z418
P17612,Q16610
O43719,P03372
P04629,Q53FZ2
P03372,Q96HU1
P12931,P17097
P12524,Q9Y242
P18075,Q8NGJ5
P04198,Q7Z602
P10451,Q8NEC5
O95931,P29474
P18075,Q9HAP2
O14804,P02452
P23219,Q8N0X2
P35354,Q149N8
P10275,Q8N7U7
A8MVZ5,Q16539
P02818,Q92667
P12931,Q9Y2I2
O75912,P17612
P01704,P12931
P49841,Q02252
P12643,Q13084
P04637,Q9UF33
P01106,Q9NPB9
P34972,Q8WUJ0
Q8IWW6,Q9UNN8
P07333,Q8N6M5
O95453,P07333
O43567,P34972
Q04206,Q8NEJ0
Q5HYC2,Q9UNN8
P49914,Q9UNN8
P10275,Q6P1Q9
P17612,Q9Y5N1
P42574,Q53HI1
P54132,Q9BQB4
O75908,P43235
P18075,Q86X52
P23219,Q5HYR2
P23219,Q9Y2K7
P05412,Q8N4M7
O75223,P20908
P05997,Q9GZU3
P23219,Q9UIK5
O14788,P48539
P01258,P35367
P09382,P35354
P31749,Q99594
O75882,P01258
O00499,P17612
P11766,Q16539
P23219,Q96B97
P18075,Q13296
P05997,Q9NSB2
Q3LI61,Q9BQB4
O95573,P04004
P22674,P41180
P42574,Q96Q80
P20648,P41180
