uidA,uidB,method,Host_organism_taxid,numParticipants
P12004,A0A158RFU6,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
A0A0S2Z4Z0,Q96HR8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q09472,Q13625,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q09472,Q13625,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R5V3,B1AQP2,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
A0A024R5Z7,Q9HCH5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q9NZ42,A0A024R6A3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NZ42,A0A024R6A3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NZ42,A0A024R6A3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P15336,Q16520,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2
O14654,Q04206-2,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P07910,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q5SSJ5,A3R0T8,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P20963,P49407,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P20963,P49407,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O43301,Q92673,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
O43301,Q92673,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q8NHP6,Q14849,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8NHP6,Q14849,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q8NHP6,Q14849,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q8NHP6,Q14849,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6PRD1,A0A384NPH9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6PRD1,A0A384NPH9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O96018,Q96P71-2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
O96018,Q96P71-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O96018,Q96P71-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q01813,Q96AP0,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9UNM6,A0A0K0K1K4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9R0X0,Q9NX70,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9R0X0,Q9NX70,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F1D8T1,A0A024R2Q3,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q8NFJ9,Q8TAM2,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O95881,Q9UN88,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P78386,P30305,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RD47,O15379,"psi-mi:""MI:0004""(affinity chromatography technology)",taxid:9606(Homo sapiens),2
Q14974,Q99558,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
O95816,O43765,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P63261,P60709,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P00533,Q9Y2H9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A384N5Z8,P04625,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q99963,Q9H3Z4,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
Q5UE93,P60903,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q80XD1-2,O43921,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q80XD1-2,O43921,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q70EL2-3,P23528,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q14152,Q9UBQ5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y5L4,A0A024R496,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
B2RXH8,Q8TCC7,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8IWZ6,Q9Y266,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
O60739,P41091,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9ULJ3,Q6ZW31,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A0S2Z4W4,O43143,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A0S2Z4W4,O43143,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6Y7W6,Q5TCX8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024QZU0,Q13489,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P37108,O15479,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8WWY6,Q9UHL9-2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
O94966,Q9BTE6-2,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q13114,O60763,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92574,O14920,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8NDV7,Q9UFF9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04626,Q14126,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Y616,Q9Y4K3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04792,P04792,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P32121,P49407,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P08670,P20333,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P00533,O60716,"psi-mi:""MI:0112""(ubiquitin reconstruction)",taxid:9606(Homo sapiens),2
Q14240,Q8TE73,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q53FC7,A0A024R069,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q8IXK0,O00257-3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O94905,A0A024R882,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
E5FQ95,B4DJ51,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13573,O43290,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q13573,O43290,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R7I3,P11171,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2Q3,Q9H6I2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A5YM40,A3QNQ0,"psi-mi:""MI:0114""(x-ray crystallography)",taxid:9606(Homo sapiens),2
A5YM40,A3QNQ0,"psi-mi:""MI:0404""(comigration in non denaturing gel electrophoresis)",taxid:9606(Homo sapiens),2
P08908,P28222,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9UBB5,A0A024R7K7,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9UBB5,A0A024R7K7,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P01106,P15924,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VK57,P55786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P30968,Q5SQQ7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P11712-2,Q9UNL2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R688,P51946,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q15773,A0A024R069,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
E5FQ95,Q15436,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9UNQ0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9UNQ0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9UNQ0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0CG48,Q9UNQ0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BTU6,Q00610,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BTU6,Q00610,"psi-mi:""MI:0069""(mass spectrometry studies of complexes)",taxid:9606(Homo sapiens),2
Q9BTU6,Q00610,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P0DN79,A0A140VJY2,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P41743,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9H9B4,E5FQ95,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8N684,P54253,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P20823,P09661,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P01111,A0A024R6M3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O75044,Q5TCX8,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A1U9X7W7,Q13233,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
A0A1U9X7W7,Q13233,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9UMW8,Q6PK50,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P31948,P19086,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
P05549,P06929,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q15029,P14678,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q14232,Q8NE86,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
O60573,P30307,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q86XK2,A0A0S2Z3X8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P19525,P0DTC9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6IQ23,P30307,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P19438,A0A024R1Q8,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
O60739,Q9UBQ5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
E5FQ95,B1PKY1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
E5FQ95,B1PKY1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q12802,P21980,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q12802,P21980,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9C004,P78356,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2L1,O75317,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R2L1,O75317,"psi-mi:""MI:0027""(cosedimentation)",taxid:9606(Homo sapiens),2
Q9UQC1,Q14164,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q9UKM9,Q15643,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R5Z7,A0A024R6R4,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
B4DYC6,Q6P2D8,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q02539,Q04743-2,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q8TF05,O15379,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8TF05,O15379,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P37108,A9UGY9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H5I1,Q9Y605,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H5I1,Q9Y605,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P0DTC6,P52948,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
P0DTC6,P52948,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P62277,Q13233,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q13370,Q5UE93,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q7Z406,P62424,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P07814,P42695,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9BVG8,A0A0U2ZQU7,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
A0A024RA52,P29372,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P70191,A0A0S2Z652,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P04908,P57053,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024RAU0,A0A024RAU0,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
A0A024RAU0,A0A024RAU0,"psi-mi:""MI:0071""(molecular sieving)",taxid:9606(Homo sapiens),2
P16070,Q9UPY5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16070,Q9UPY5,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P16070,Q9UPY5,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q6Y7W6,Q12923,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8IWV8-4,A0A0C4DFU2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A140VKB1,A0A024R8B0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8NBX0,P12004,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P08579,E5FQ95,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q92535,Q9BRB3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,F6KD01,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,F6KD01,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,F6KD01,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,F6KD01,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
F6KD01,F6KD01,"psi-mi:""MI:0012""(bioluminescence resonance energy transfer)",taxid:9606(Homo sapiens),2
P62330,Q9Y312,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P63261,P63261,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
P63261,P63261,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q96JB1,P05556,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R274,Q9DD03,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R274,Q9DD03,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NTI5,Q8N3U4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P31269,O14744,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RAY2,Q8IWZ6,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q99558,P05455,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P31269,O14744,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P31269,O14744,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P31269,O14744,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
O15371,P23508,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P12004,P06430,"psi-mi:""MI:1203""(split luciferase complementation)",taxid:9606(Homo sapiens),2
Q99759,Q99759,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q8IVW6,Q9Y4F3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
P29372,Q9UPN3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9D1P4,A8K5I0,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
Q9D1P4,A8K5I0,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P54274,P07196,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
P54274,P07196,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
P02760,A0A024R374,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P02760,A0A024R374,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
P02760,A0A024R374,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P02760,A0A024R374,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024RCQ6,P62495,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
Q9H9G7,A6NIX2,"psi-mi:""MI:0813""(proximity ligation assay)",taxid:9606(Homo sapiens),2
Q9H9G7,A6NIX2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9H9G7,A6NIX2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P62330,A0A024R158,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16401,P52926,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q15653,A0A384P5G6,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
P56537,P47813,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P45983,A0A024R2I9,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q8IUE6,A0A024R4F1,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
Q86SE9,Q9Y4F3,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
Q8IWZ6,Q02962,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9Y4G8,Q96QZ7,"psi-mi:""MI:0019""(coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q08211,Q9HA38,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96D03,P41227,"psi-mi:""MI:0231""(mammalian protein protein interaction trap)",taxid:9606(Homo sapiens),2
P08670,P83110-2,"psi-mi:""MI:0663""(confocal microscopy)",taxid:9606(Homo sapiens),2
Q9BY77,A0A024R8U5,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9BY77,A0A024R8U5,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
Q9BY77,A0A024R8U5,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
A0A024R0R4,P63279,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R8P8,P22392,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GC9,Q07157,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q96GC9,Q07157,"psi-mi:""MI:0416""(fluorescence microscopy)",taxid:9606(Homo sapiens),2
E5FQ95,P54136,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9H981,Q9Y5K5,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16298,A0A024RCY3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P16298,A0A024RCY3,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P12004,Q5JTH9,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q9NRI5,A0A384MEF1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q04206-2,A0A024RDV7,"psi-mi:""MI:0676""(tandem affinity purification)",taxid:9606(Homo sapiens),2
Q63ZY3-2,Q86W92-2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9NR12,O43617,"psi-mi:""MI:2222""(inference by socio-affinity scoring)",taxid:9606(Homo sapiens),2
A0A024R219,Q96BR5,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
P46736,Q6UWZ7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q00610,Q01968,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q9Z101,O00254,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q7Z2W4,O95786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q7Z2W4,O95786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q7Z2W4,O95786,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
Q3SXM0,P09661,"psi-mi:""MI:0030""(cross-linking study)",taxid:9606(Homo sapiens),2
A0A024R5Z8,Q14164,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R1K6,Q548N1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2
A0A024R739,Q9BRP8,"psi-mi:""MI:0096""(pull down)",taxid:9606(Homo sapiens),2
A0A024R739,Q9BRP8,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2
Q16513,A0A024RD80,"psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)",taxid:9606(Homo sapiens),2
