Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Secreted_Factors,Secreted_Factors,Secreted_Factors,8,26.67,0.00027260002378629055,FGF10; IFNK; NXPH3; FGF7; PLA2G2D; FRZB; EFNA1; LYG1,30,1035,4.31,0.0010904000951451622
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,3,10.0,0.33940571047471907,TM2D2; PIGP; TMEM200C,30,1035,1.46,0.6788114209494381
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,2,6.67,0.5820968442541253,PKLR; AKAP14,30,1035,1.05,0.7761291256721671
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,17,56.67,0.9963418994204118,TP53; C3orf84; TBC1D28; RNF168; HSP90AA2P; ATXN7L1; TCP11L2; HLA-DRB3; DNAAF1; SCN3B; OR56A4; NKX6-3; TRGV1; SOCS2; SHISA2; PSMF1; RTF1,30,1035,0.74,0.9963418994204118
