Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Secreted_Factors,Secreted_Factors,Secreted_Factors,2,100.0,0.0037675552939197715,WNT1; SFRP2,2,1035,16.17,0.0037675552939197715
