Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,4,100.0,0.34574383705161493,NTRK1; P2RX6; PCARE; GCGR,4,1035,1.3,0.34574383705161493
