Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,2,100.0,0.004008633980881899,PPM1J; UBE2I,2,1035,15.68,0.004008633980881899
