Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,2,40.0,0.03534297659508754,TAOK3; BMP2K,5,1035,6.27,0.07068595319017508
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,3,60.0,0.9142346655582992,ESR1; CNNM2; USP29,5,1035,0.78,0.9142346655582992
