Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Secreted_Factors,Secreted_Factors,Secreted_Factors,2,18.18,0.14448685527058439,OOSP4A; BGLAP,11,1035,2.94,0.28897371054116877
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,9,81.82,0.5089106707929214,STX16; FAM110C; GSX2; PSME3IP1; EP400P1; C5orf52; DDI2; C18orf21; SP2,11,1035,1.07,0.5089106707929214
