Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Serum_Proteins,Serum_Proteins,Serum_Proteins,1,2.13,0.16986956752108176,CFHR2,47,1035,5.51,1.0
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,39,82.98,0.19605776843427097,GPR146; IKBKE-AS1; NPAS1; CFAP107; VGLL3; CCKAR; KCNK13; KCNJ2; CHN1; CNMD; ALDH1A2; OR2J1; CCDC83; CLDN22; REEP4; UVSSA; TRIM38; DOK5; ACTL6B; TRNT1; SLC9A8; CTRB1; SP7; LPAR2; CXCR1; FAAP100; MRNIP; NPBWR2; TRIM17; CXCR3; SLC50A1; SH2D7; NDUFAF6; ASIC1; RBM25; AKR7A3; MCHR1; CLNK; D2HGDH,47,1035,1.08,0.6862021895199484
Collagens,Collagens,Collagens,1,2.13,0.27840224291692933,COL1A1,47,1035,3.15,0.6496052334728352
Immunoglobulins,Immunoglobulins,Immunoglobulins,1,2.13,0.608718065135157,KIR3DL1,47,1035,1.1,1.0
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,3,6.38,0.6398634857363079,SYT17; RNF225; CYP20A1,47,1035,0.93,0.895808880030831
Secreted_Factors,Secreted_Factors,Secreted_Factors,1,2.13,0.9536284359321546,MSTN,47,1035,0.34,1.0
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,1,2.13,0.9580111043367024,ACOT4,47,1035,0.33,0.9580111043367024
