Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,6,100.0,0.20293766168451977,JUN; TPPP2; TAF4B; ZFAND5; ZNF853; LSM6,6,1035,1.3,0.20293766168451977
