Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,6,11.32,0.14857816504642535,TELO2; RGR; SLC26A3; TMEM143; NIBAN1; CD72,53,1035,1.65,1.0
Serum_Proteins,Serum_Proteins,Serum_Proteins,1,1.89,0.18988186300949617,FCN2,53,1035,4.88,0.6645865205332366
Collagens,Collagens,Collagens,1,1.89,0.308614405102159,COL5A3,53,1035,2.79,0.7201002785717043
Secreted_Factors,Secreted_Factors,Secreted_Factors,3,5.66,0.6509254894853367,THNSL2; WNT2B; IHH,53,1035,0.92,1.0
Immunoglobulins,Immunoglobulins,Immunoglobulins,1,1.89,0.654010012867452,FCER1A,53,1035,0.98,0.9156140180144327
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,40,75.47,0.6587256212419732,RARS1; NCR1; SLC2A11; ITFG2; SHC2; ZNF136; COX11; MAMLD1; DZIP1; OSGIN2; ARHGEF15; CNR2; ZNF595; ST8SIA5; CENPL; FBXO47; ZNF570; KAZN; UBTFL6; LPCAT1; KCNK10; UBTFL1; DAW1; SULT1C3; MFSD10; CROCC2; CCNE2; PRAMEF27; LMNTD1; RGL2; MYH16; TLCD3B; AQP7; ASB2; KLHL35; ESRP2; SHF; PRAMEF19; FCRL6; BRDT,53,1035,0.98,0.7685132247823021
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,1,1.89,0.9722984225482214,MARK1,53,1035,0.3,0.9722984225482214
