Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,3,100.0,0.4510842475818795,SH3RF3; INPP5E; CGN,3,1035,1.3,0.4510842475818795
