Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Secreted_Factors,Secreted_Factors,Secreted_Factors,2,20.0,0.12295120944045686,CALCA; TAC3,10,1035,3.23,0.24590241888091371
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,8,80.0,0.5774361595234256,COL9A3; TRBJ1-2; DYNLRB2; SREK1; LINC00208; SPANXN1; C12orf60; TLNRD1,10,1035,1.04,0.5774361595234256
