Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,2,100.0,0.5883459946364664,TSR3; PRICKLE3,2,1035,1.3,0.5883459946364664
