Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,1,20.0,0.2811629130612042,MAPK1,5,1035,3.14,0.5623258261224084
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,4,80.0,0.6690193549155885,ZNF382; MYT1; ZNF716; NR4A3,5,1035,1.04,0.6690193549155885
