Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Matricellular,Matricellular,Matricellular,1,50.0,0.00964314747848513,CRTAC1,2,1035,103.5,0.01928629495697026
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,1,50.0,0.9459535222717461,NOCT,2,1035,0.65,0.9459535222717461
