Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,45,81.82,0.2282900027125808,RABL6; NPY4R; CYB5RL; PDIA2; KCNJ1; PUS1; TBX10; ZDHHC11; DGLUCY; MRPL28; NBPF6; RASGEF1A; CALHM2; ZNF257; CCNQ; KIAA0513; TRMT1; AHRR; PAH; NKAIN1; HDHD5; RCOR2; CYP26B1; MARCHF7; ZNF449; TCP11X1; ZSCAN22; WDR13; BECN2; OR2A5; ALDH6A1; KPNA6; ZNF454; SPATA18; CLDN12; NBPF4; ANKRD65; NPY4R2; TCP11X2; SYPL1; BDP1; PDSS1; GLYAT; CD82; ZFP57,55,1035,1.07,1.0
Collagens,Collagens,Collagens,1,1.82,0.318441083026864,COL5A2,55,1035,2.69,0.7961027075671601
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,4,7.27,0.5307385797246773,MFSD9; DAPP1; CEACAM21; THBD,55,1035,1.06,0.8845642995411289
Secreted_Factors,Secreted_Factors,Secreted_Factors,3,5.45,0.6763090574799436,IL34; ST8SIA4; TNFRSF11B,55,1035,0.88,0.8453863218499296
Cellular Enzymes,Cellular Enzymes,Cellular Enzymes,2,3.64,0.8802836777813136,MYLK3; STK39,55,1035,0.57,0.8802836777813136
