Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,7,87.5,0.4104405056485417,CASP3; SEPTIN5; MRTFB; WDR45B; ZNF839; DMRTA2; HMMR,8,1035,1.14,0.8208810112970834
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,1,12.5,0.43477185235790705,TOM1L1,8,1035,1.82,0.43477185235790705
