Term,description,Category,Count,%,PValue,Genes,List Total,Pop Total,Fold Enrichment,FDR
Immunoglobulins,Immunoglobulins,Immunoglobulins,7,25.93,2.224526175731504e-07,IGKV2D-30; IGHV3-9; IGLV1-50; IGHV1-69D; IGHV3-74; IGHV1-69; IGLV1-36,27,1035,13.42,8.898104702926016e-07
Membrane_Proteins,Membrane_Proteins,Membrane_Proteins,2,7.41,0.5644376895558966,SMIM44; PHACTR2,27,1035,1.08,1.0
Secreted_Factors,Secreted_Factors,Secreted_Factors,1,3.7,0.8255594153661651,FAM237B,27,1035,0.6,1.0
Other_Cellular_Proteins,Other_Cellular_Proteins,Other_Cellular_Proteins,17,62.96,0.969008914906681,MYCN; NKX2-8; ADARB2-AS1; FAM117B; SYT14P1; ARHGAP11B; TRAV6; PDCL2; RFPL4AL1; RRAD; SINHCAF; HDGFL1; TRAV12-1; C11orf40; ARPIN; CHCT1; PRELID2,27,1035,0.82,0.969008914906681
